iter,candidate_fit,best_fit,accepted,len
0,0.0000,0.0000,0,9
1,0.0000,0.0000,0,10
2,0.0000,0.0000,0,9
3,0.0000,0.0000,0,9
4,-8650.3269,0.0000,0,9
5,0.0000,0.0000,0,9
6,0.0000,0.0000,0,9
7,0.0000,0.0000,0,10
8,-4494.2146,0.0000,0,9
9,0.0000,0.0000,0,9
10,0.0000,0.0000,0,9
11,0.0000,0.0000,0,9
12,0.0000,0.0000,0,9
13,0.0000,0.0000,0,8
14,47.5016,0.0000,1,9
15,47.4152,47.4152,0,9
16,47.5514,38.4918,1,10
17,37.9115,47.2447,0,11
18,46.8109,47.2880,0,10
19,47.5489,47.5489,0,9
20,46.5619,46.5619,0,10
21,30.0192,47.3582,0,11
22,-10825.9500,35.9372,0,10
23,46.3650,47.4294,0,10
24,44.4603,42.7704,1,10
25,47.2231,47.2231,0,11
26,47.5423,47.5423,0,11
27,47.3920,47.3920,0,10
28,47.5948,46.2680,1,11
29,47.3098,47.6317,0,11
30,47.6752,44.1210,1,11
31,47.2487,47.6886,0,11
32,47.1269,45.3258,1,11
33,47.3078,45.2336,1,11
34,46.9962,46.9962,0,12
35,0.0000,47.6073,0,11
36,47.2794,40.5831,1,11
37,0.0000,45.8616,0,11
38,47.8224,47.8224,0,10
39,2.0610,47.2856,0,11
40,44.0235,38.7926,1,11
41,47.4071,46.1778,1,11
42,47.2874,47.2874,0,11
43,37.2208,47.3818,0,11
44,47.5794,45.9301,1,11
45,42.2073,46.7844,0,11
46,0.0000,47.0261,0,11
47,47.0956,47.4791,0,11
48,47.0106,47.3020,0,11
49,47.0516,45.5876,1,11
50,-8679.6408,39.9848,0,11
51,-10817.3500,46.8157,0,11
52,0.0000,46.8995,0,11
53,46.2986,46.2986,0,12
54,46.9895,40.9092,1,11
55,47.4687,47.4687,0,10
56,45.6574,-2111.5843,1,11
57,46.9773,47.5661,0,11
58,45.9479,47.1475,0,11
59,45.8153,45.8153,0,12
60,46.6835,47.4885,0,11
61,47.5278,43.9288,1,11
62,45.7480,47.7997,0,11
63,-10808.5500,47.2876,0,11
64,47.4417,47.1841,1,11
65,43.8333,43.8333,0,11
66,45.4568,47.3264,0,10
67,46.2367,45.8938,1,10
68,-6623.9996,36.9828,0,10
69,46.9339,47.7920,0,10
70,46.9943,47.6154,0,10
71,43.4660,47.5587,0,10
72,-8693.1707,46.7070,0,10
73,47.5084,47.1624,1,9
74,47.6502,47.4320,1,8
75,47.1881,47.5336,0,8
76,47.2073,47.2073,0,8
77,47.6575,47.6575,0,9
78,43.1026,43.1026,0,9
79,37.4579,22.4000,1,8
80,43.2286,28.6370,1,8
81,43.9079,38.3731,1,7
82,32.9590,32.9590,0,7
83,25.4462,25.0673,1,7
84,-8700.4449,41.2501,0,7
85,42.0093,42.0093,0,7
86,-8654.7634,31.9395,0,7
87,30.4132,30.4132,0,7
88,22.6507,22.6507,0,8
89,39.9923,39.9923,0,8
90,38.0754,38.0754,0,6
91,31.0379,31.0379,0,6
92,42.7096,28.2028,1,8
93,47.5066,46.3859,1,9
94,-8732.5348,47.3852,0,8
95,47.6122,47.6122,0,9
96,-8664.9471,47.4151,0,9
97,-8726.7346,47.3794,0,9
98,47.7410,47.3272,1,9
99,39.7620,47.4439,0,9
100,47.5126,47.5886,0,9
101,37.4276,47.2222,0,10
102,47.7008,47.4299,1,9
103,44.3793,44.3793,0,10
104,47.3602,47.3602,0,9
105,45.2777,45.2777,0,8
106,0.0000,47.3191,0,8
107,47.3423,47.3423,0,8
108,47.5679,46.4230,1,9
109,47.3596,46.8878,1,9
110,47.7251,46.6328,1,9
111,47.5176,47.5176,0,9
112,0.0000,47.4002,0,9
113,36.8571,47.5165,0,9
114,0.0000,47.1581,0,9
115,47.5912,47.4391,1,9
116,46.6668,46.6668,0,8
117,0.0000,47.4924,0,8
118,47.2005,47.2005,0,9
119,47.2277,47.2277,0,8
120,0.0000,47.4749,0,9
121,37.1718,37.1718,0,8
122,0.0000,37.4074,0,9
123,47.4265,47.2939,1,9
124,39.7691,39.7691,0,10
125,0.0000,46.8091,0,9
126,47.6135,40.1122,1,9
127,45.5737,41.1059,1,9
128,-8715.1238,45.4479,0,9
129,-6717.2534,39.7892,0,9
130,47.6293,41.6882,1,9
131,47.3095,45.5668,1,9
132,-8928.1805,41.5826,0,9
133,47.8718,47.4172,1,9
134,-6503.6840,44.2492,0,8
135,-7080.1061,44.2559,0,9
136,38.4375,38.4375,0,10
137,28.7329,43.1568,0,9
138,47.3362,47.3994,0,10
139,44.2745,47.3697,0,9
140,47.5009,47.0499,1,9
141,47.0016,47.0016,0,10
142,-2105.0960,46.6105,0,10
143,47.4613,47.4613,0,9
144,-10816.4500,42.5519,0,9
145,43.1146,43.1146,0,8
146,47.0957,47.5731,0,9
147,47.0915,47.0915,0,9
148,47.4031,47.0059,1,8
149,38.9395,38.9395,0,9
150,43.3227,43.3227,0,9
151,0.0000,47.0170,0,8
152,47.2098,47.2098,0,9
153,-10786.0500,47.7843,0,8
154,47.6968,47.6968,0,8
155,42.4512,47.7435,0,8
156,47.6085,47.6085,0,8
157,47.3526,36.1827,1,7
158,47.4980,47.4980,0,7
159,31.6979,31.6979,0,7
160,-10844.6500,46.8582,0,7
161,47.3685,47.3685,0,8
162,47.5788,47.5788,0,6
163,47.6739,47.6338,1,7
