idx,op_id,op_name,dst,src1,src2,used_len
0,12,NOP,3,0,2,14
1,8,RAND_REG,2,1,0,14
2,5,ACCEPT_IF_BETTER,0,0,0,14
3,12,NOP,3,2,3,14
4,6,ACCEPT_SA,0,2,0,14
5,10,REG_SHR,0,2,3,14
6,7,RESET_CUR_TO_BEST,3,0,2,14
7,1,MUTATE_CUR,1,0,2,14
8,4,EVAL_CUR,2,1,1,14
9,12,NOP,2,2,2,14
10,10,REG_SHR,3,3,0,14
11,11,TEMP_DECAY,3,1,2,14
12,5,ACCEPT_IF_BETTER,3,2,1,14
13,0,INIT_CUR,3,0,3,14
