idx,op_id,op_name,dst,src1,src2
0,1,MUTATE_MM_CUR,2,1,1
1,0,INIT_MM_CUR,3,1,0
2,4,EVAL_MM_CUR,2,1,3
3,12,CALL_MM,2,3,1
4,4,EVAL_MM_CUR,3,3,1
5,5,ACCEPT_MM_IF_BETTER,1,2,2
6,4,EVAL_MM_CUR,2,1,3
