iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,-750055.046050,-1000000.000000,-1000000.000000,-1000000.000000
1,false,false,-750055.046050,-1000000.000000,-1000000.000000,-1000000.000000
2,false,false,-750055.046050,-1000000.000000,-1000000.000000,-1000000.000000
3,false,false,-750066.296143,-1000000.000000,-1000000.000000,-1000000.000000
4,false,false,-750055.046050,-1000000.000000,-1000000.000000,-1000000.000000
5,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
6,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
7,false,false,-750055.046050,-1000000.000000,-1000000.000000,-1000000.000000
8,false,false,-750066.296143,-1000000.000000,-1000000.000000,-1000000.000000
9,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
10,false,false,-750055.046050,-1000000.000000,-1000000.000000,-1000000.000000
11,false,false,-750055.046050,-1000000.000000,-1000000.000000,-1000000.000000
12,false,false,-750055.046050,-1000000.000000,-1000000.000000,-1000000.000000
13,false,false,-750055.046050,-1000000.000000,-1000000.000000,-1000000.000000
14,false,false,-750055.046050,-1000000.000000,-1000000.000000,-1000000.000000
15,false,false,-750055.046050,-1000000.000000,-1000000.000000,-1000000.000000
16,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
17,true,true,-250.193018,-233.960940,-233.960940,-233.960940
18,false,false,-250.193018,-233.960940,-233.960940,-233.960940
19,true,true,-505365.250000,-225.014741,-225.014741,-225.014741
20,false,false,-505365.250000,-225.014741,-225.014741,-225.014741
21,false,false,-505365.875000,-1000000.000000,-225.014741,-225.014741
22,false,false,-502754.082578,-1000000.000000,-225.014741,-225.014741
23,false,false,-247.872495,-1000000.000000,-225.014741,-225.014741
24,false,false,-752696.937500,-1000000.000000,-225.014741,-225.014741
25,false,false,-502730.586060,-10765.812500,-225.014741,-225.014741
26,false,false,-1000000.000000,-1000000.000000,-225.014741,-225.014741
27,false,false,-505365.250000,-225.014741,-225.014741,-225.014741
28,false,false,-505365.250000,-225.014741,-225.014741,-225.014741
29,false,false,-505365.250000,-225.014741,-225.014741,-225.014741
30,true,true,-237.168252,-215.811938,-215.811938,-215.811938
31,false,false,-237.168252,-215.811938,-215.811938,-215.811938
32,false,false,-505365.250000,-225.014741,-215.811938,-215.811938
33,false,false,-237.168252,-215.811938,-215.811938,-215.811938
34,false,false,-5490.718921,-1000000.000000,-215.811938,-215.811938
35,false,false,-5490.718921,-1000000.000000,-215.811938,-215.811938
36,false,false,-5490.718921,-1000000.000000,-215.811938,-215.811938
37,false,false,-5490.718921,-1000000.000000,-215.811938,-215.811938
38,false,false,-5490.718921,-1000000.000000,-215.811938,-215.811938
39,false,false,-237.168252,-215.811938,-215.811938,-215.811938
40,false,false,-237.168252,-215.811938,-215.811938,-215.811938
41,false,false,-237.168252,-215.811938,-215.811938,-215.811938
42,false,false,-2863.976421,-1000000.000000,-215.811938,-215.811938
43,false,false,-250169.610938,-227.935701,-215.811938,-215.811938
44,true,true,-2860.861875,-210.363894,-210.363894,-210.363894
45,false,false,-231.863984,-268.909380,-210.363894,-210.363894
46,false,false,-250169.610938,-227.935701,-210.363894,-210.363894
47,false,false,-349.288535,-268.909380,-210.363894,-210.363894
48,false,false,-250170.105962,-1000000.000000,-210.363894,-210.363894
49,false,false,-2863.563599,-210.363894,-210.363894,-210.363894
50,false,false,-1000000.000000,-1000000.000000,-210.363894,-210.363894
51,false,false,-237.168252,-215.811938,-210.363894,-210.363894
52,false,false,-2860.861875,-210.363894,-210.363894,-210.363894
53,false,false,-231.863984,-268.909380,-210.363894,-210.363894
54,false,false,-231.863984,-268.909380,-210.363894,-210.363894
55,false,false,-250169.610938,-227.935701,-210.363894,-210.363894
56,false,false,-2860.861875,-210.363894,-210.363894,-210.363894
57,false,false,-2860.861875,-210.363894,-210.363894,-210.363894
58,false,false,-1000000.000000,-1000000.000000,-210.363894,-210.363894
59,false,false,-1000000.000000,-1000000.000000,-210.363894,-210.363894
60,false,false,-250171.733433,-1000000.000000,-210.363894,-210.363894
61,false,false,-349.288535,-268.909380,-210.363894,-210.363894
62,false,false,-2860.861875,-210.363894,-210.363894,-210.363894
63,false,false,-2860.861875,-210.363894,-210.363894,-210.363894
64,false,false,-231.863984,-268.909380,-210.363894,-210.363894
