iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,47.438130,40.039863,40.039863,40.039863
1,false,false,47.438130,40.039863,40.039863,40.039863
2,true,true,47.588774,42.115586,42.115586,42.115586
3,true,true,47.497827,46.335349,46.335349,46.335349
4,false,false,47.580078,42.115586,46.335349,46.335349
5,false,false,47.418945,40.916550,46.335349,46.335349
6,false,false,47.502686,35.457957,46.335349,46.335349
7,false,false,47.497827,46.335349,46.335349,46.335349
8,false,false,47.600830,46.335349,46.335349,46.335349
9,false,false,47.588774,42.115586,46.335349,46.335349
10,false,false,47.497827,46.335349,46.335349,46.335349
11,false,false,47.497827,46.335349,46.335349,46.335349
12,false,false,47.508208,31.649702,46.335349,46.335349
13,false,false,46.842314,42.995530,46.335349,46.335349
14,false,false,47.497827,46.335349,46.335349,46.335349
15,true,true,47.512480,47.324370,47.324370,47.324370
16,false,false,47.497271,46.684443,47.324370,47.324370
17,false,false,47.437988,42.995530,47.324370,47.324370
18,false,false,47.437988,42.995530,47.324370,47.324370
19,false,false,47.508208,31.649702,47.324370,47.324370
20,false,false,46.842314,42.995530,47.324370,47.324370
21,false,false,47.569824,40.039863,47.324370,47.324370
22,false,false,47.569824,40.039863,47.324370,47.324370
23,false,false,47.455078,42.995530,47.324370,47.324370
24,false,false,46.842314,42.995530,47.324370,47.324370
