idx,op_id,op_name,dst,src1,src2
0,1,MUTATE_META_CUR,2,0,3
1,1,MUTATE_META_CUR,2,0,3
2,11,TEMP_DECAY,2,3,3
3,5,ACCEPT_META_IF_BETTER,2,1,3
4,4,EVAL_META_CUR,0,0,3
5,5,ACCEPT_META_IF_BETTER,3,2,1
6,2,MUTATE_META_BEST_TO_CUR,1,1,2
7,8,RAND_REG,3,3,1
8,0,INIT_META_CUR,2,3,0
9,5,ACCEPT_META_IF_BETTER,0,2,1
10,1,MUTATE_META_CUR,3,1,2
11,10,REG_SHR,1,0,1
12,10,REG_SHR,0,0,0
13,8,RAND_REG,3,1,0
14,4,EVAL_META_CUR,1,3,0
