idx,op_id,op_name,dst,src1,src2,used_len
0,0,INIT_CUR,0,2,2,14
1,5,ACCEPT_IF_BETTER,3,2,3,14
2,4,EVAL_CUR,2,3,1,14
3,6,ACCEPT_SA,2,1,0,14
4,10,REG_SHR,3,2,1,14
5,2,MUTATE_BEST_TO_CUR,3,3,0,14
6,7,RESET_CUR_TO_BEST,3,2,1,14
7,0,INIT_CUR,1,2,2,14
8,9,REG_XOR,1,1,2,14
9,7,RESET_CUR_TO_BEST,0,0,2,14
10,3,CROSS_BEST_CUR,0,3,0,14
11,8,RAND_REG,1,0,2,14
12,6,ACCEPT_SA,0,0,3,14
13,11,TEMP_DECAY,1,3,1,14
