idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,11,ROTR,3,5,7,0x40F12F56BF655D98,4
1,3,ROTL,6,4,1,0xB6CB35D2FBCA86FE,4
2,13,MUM,0,0,0,0xB52F6102865512BD,4
3,6,SPLITMIX_STEP,7,0,2,0x385938D463E392A8,4
