idx,op_id,op_name,dst,src1,src2
0,12,CALL_MM,3,1,3
1,4,EVAL_MM_CUR,0,0,0
2,5,ACCEPT_MM_IF_BETTER,0,0,0
3,6,ACCEPT_MM_SA,0,3,2
4,7,RESET_MM_CUR_TO_BEST,2,1,0
