outer_iter,mode,seed,sa_steps,max_prog_len,local_best_iter,local_avalanche,local_balance,local_period,local_chisq,local_composite,best_avalanche,best_balance,best_period,best_chisq,best_composite,best_len,best_hash,accepted,evaluated,elapsed_ms
0,mul_free,0xBEEF,1000,24,953,31.775391,32.312500,4096,252.375000,37.691406,31.775391,32.312500,4096,252.375000,37.691406,17,0xC960083E3D28252E,265,1002,351
1,mul_free,0xBEEF,1000,24,752,32.033203,32.000000,4096,250.000000,42.167969,32.033203,32.000000,4096,250.000000,42.167969,15,0xE806083D72574934,487,2003,758
2,mul_free,0xBEEF,1000,24,6,31.949707,31.941406,4096,224.375000,40.704102,32.033203,32.000000,4096,250.000000,42.167969,15,0xE806083D72574934,701,3004,1182
3,mul_free,0xBEEF,1000,24,773,31.966797,32.003906,4096,255.875000,41.139688,32.033203,32.000000,4096,250.000000,42.167969,15,0xE806083D72574934,862,4005,1572
4,mul_free,0xBEEF,1000,24,849,32.063965,32.023438,4096,212.500000,43.743164,32.063965,32.023438,4096,212.500000,43.743164,11,0xFA1CB0A761DEA75F,1060,5006,1937
5,mul_free,0xBEEF,1000,24,861,32.005859,32.089844,4096,278.000000,40.762188,32.063965,32.023438,4096,212.500000,43.743164,11,0xFA1CB0A761DEA75F,1265,6007,2314
6,mul_free,0xBEEF,1000,24,941,31.947021,31.753906,4096,239.625000,42.739746,32.063965,32.023438,4096,212.500000,43.743164,11,0xFA1CB0A761DEA75F,1441,7008,2610
7,mul_free,0xBEEF,1000,24,950,32.125732,31.960938,4096,238.125000,42.547363,32.063965,32.023438,4096,212.500000,43.743164,11,0xFA1CB0A761DEA75F,1654,8009,2931
8,mul_free,0xBEEF,1000,24,704,31.961914,31.906250,4096,219.375000,43.650391,32.063965,32.023438,4096,212.500000,43.743164,11,0xFA1CB0A761DEA75F,1841,9010,3244
9,mul_free,0xBEEF,1000,24,715,32.024414,31.968750,4096,265.625000,43.993359,32.024414,31.968750,4096,265.625000,43.993359,11,0x77577D5A458484CF,2042,10011,3604
