iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,47.461143,47.229858,47.229858,47.229858
1,false,false,47.591064,42.514629,47.229858,47.229858
2,false,false,47.594116,40.540847,47.229858,47.229858
3,false,false,47.413574,42.643987,47.229858,47.229858
4,false,false,47.461143,47.229858,47.229858,47.229858
5,false,false,47.461143,47.229858,47.229858,47.229858
6,false,false,47.413574,42.643987,47.229858,47.229858
7,false,false,47.105591,11.385208,47.229858,47.229858
8,false,false,47.602588,31.831758,47.229858,47.229858
9,false,false,47.461143,47.229858,47.229858,47.229858
10,false,false,47.538574,42.643987,47.229858,47.229858
11,false,false,47.461143,47.229858,47.229858,47.229858
12,false,false,47.461143,47.229858,47.229858,47.229858
13,false,false,47.461143,47.229858,47.229858,47.229858
14,false,false,47.580078,45.997317,47.229858,47.229858
15,false,false,46.423096,41.396143,47.229858,47.229858
16,false,false,47.461143,47.229858,47.229858,47.229858
17,false,false,47.413574,42.643987,47.229858,47.229858
18,false,false,47.594116,40.540847,47.229858,47.229858
19,false,false,47.105591,11.385208,47.229858,47.229858
20,false,false,47.461143,47.229858,47.229858,47.229858
21,false,false,47.594116,40.540847,47.229858,47.229858
22,false,false,47.483765,34.673135,47.229858,47.229858
23,false,false,47.461143,47.229858,47.229858,47.229858
24,false,false,47.528320,40.726704,47.229858,47.229858
25,false,false,47.457520,40.540847,47.229858,47.229858
26,false,false,47.461143,47.229858,47.229858,47.229858
27,false,false,47.461143,47.229858,47.229858,47.229858
28,false,false,47.594116,40.540847,47.229858,47.229858
29,false,false,47.483765,34.673135,47.229858,47.229858
30,false,false,47.594116,40.540847,47.229858,47.229858
31,false,false,47.483765,34.673135,47.229858,47.229858
32,false,false,47.461143,47.229858,47.229858,47.229858
33,false,false,47.469116,40.540847,47.229858,47.229858
34,false,false,47.105591,11.385208,47.229858,47.229858
35,false,false,47.461143,47.229858,47.229858,47.229858
36,false,false,47.461143,47.229858,47.229858,47.229858
37,false,false,47.594116,40.540847,47.229858,47.229858
38,false,false,47.461143,47.229858,47.229858,47.229858
39,false,false,47.538574,42.643987,47.229858,47.229858
40,false,false,47.461143,47.229858,47.229858,47.229858
41,false,false,47.461143,47.229858,47.229858,47.229858
42,false,false,47.461143,47.229858,47.229858,47.229858
43,false,false,46.225220,40.726704,47.229858,47.229858
44,false,false,47.413574,42.643987,47.229858,47.229858
45,false,false,47.461143,47.229858,47.229858,47.229858
46,false,false,47.461143,47.229858,47.229858,47.229858
47,false,false,47.461143,47.229858,47.229858,47.229858
48,false,false,47.461143,47.229858,47.229858,47.229858
49,false,false,47.538574,42.643987,47.229858,47.229858
50,false,false,47.515503,39.921711,47.229858,47.229858
51,false,false,47.455078,41.396143,47.229858,47.229858
52,false,false,47.354980,46.100059,47.229858,47.229858
53,false,false,47.538574,42.643987,47.229858,47.229858
54,false,false,47.461143,47.229858,47.229858,47.229858
55,false,false,47.461143,47.229858,47.229858,47.229858
56,false,false,47.461143,47.229858,47.229858,47.229858
57,false,false,47.455078,41.396143,47.229858,47.229858
58,false,false,47.461143,47.229858,47.229858,47.229858
59,false,false,47.469116,40.540847,47.229858,47.229858
60,false,false,47.580078,45.997317,47.229858,47.229858
61,false,false,47.461143,47.229858,47.229858,47.229858
62,false,false,46.225220,40.726704,47.229858,47.229858
63,false,false,47.461143,47.229858,47.229858,47.229858
64,false,false,46.225220,40.726704,47.229858,47.229858
65,false,false,47.284912,40.726704,47.229858,47.229858
66,false,false,47.242310,29.129641,47.229858,47.229858
67,false,false,47.591064,42.514629,47.229858,47.229858
68,false,false,47.483765,34.673135,47.229858,47.229858
69,false,false,46.225220,40.726704,47.229858,47.229858
70,false,false,47.105591,11.385208,47.229858,47.229858
71,false,false,47.594116,40.540847,47.229858,47.229858
72,false,false,47.461143,47.229858,47.229858,47.229858
73,false,false,47.461143,47.229858,47.229858,47.229858
74,false,false,47.461143,47.229858,47.229858,47.229858
75,false,false,47.580078,38.358433,47.229858,47.229858
76,false,false,47.461143,47.229858,47.229858,47.229858
77,false,false,47.461143,47.229858,47.229858,47.229858
78,false,false,47.483765,34.673135,47.229858,47.229858
79,false,false,47.461143,47.229858,47.229858,47.229858
80,false,false,46.225220,40.726704,47.229858,47.229858
81,false,false,47.461143,47.229858,47.229858,47.229858
82,false,false,47.260498,41.396143,47.229858,47.229858
83,false,false,47.461143,47.229858,47.229858,47.229858
84,false,false,47.461143,47.229858,47.229858,47.229858
85,false,false,47.538574,42.643987,47.229858,47.229858
86,false,false,47.461143,47.229858,47.229858,47.229858
87,false,false,47.455078,41.396143,47.229858,47.229858
88,false,false,47.105591,11.385208,47.229858,47.229858
89,false,false,47.260498,41.396143,47.229858,47.229858
90,false,false,47.461143,47.229858,47.229858,47.229858
91,false,false,47.461143,47.229858,47.229858,47.229858
92,false,false,47.461143,47.229858,47.229858,47.229858
93,false,false,47.580078,45.997317,47.229858,47.229858
94,false,false,47.461143,47.229858,47.229858,47.229858
95,false,false,47.260498,41.396143,47.229858,47.229858
96,false,false,47.260498,41.396143,47.229858,47.229858
97,false,false,47.105591,11.385208,47.229858,47.229858
98,false,false,47.461143,47.229858,47.229858,47.229858
99,false,false,47.538574,42.643987,47.229858,47.229858
100,false,false,47.457520,40.540847,47.229858,47.229858
