idx,op_id,op_name,dst,src1,src2,used_len
0,9,REG_XOR,0,2,1,13
1,4,EVAL_CUR,0,1,0,13
2,5,ACCEPT_IF_BETTER,3,1,0,13
3,5,ACCEPT_IF_BETTER,1,1,3,13
4,6,ACCEPT_SA,2,0,3,13
5,4,EVAL_CUR,0,0,3,13
6,7,RESET_CUR_TO_BEST,3,1,0,13
7,12,NOP,2,3,2,13
8,12,NOP,3,2,2,13
9,6,ACCEPT_SA,1,3,2,13
10,9,REG_XOR,3,0,2,13
11,4,EVAL_CUR,2,0,1,13
12,1,MUTATE_CUR,0,0,1,13
