idx,op_id,op_name,dst,src1,src2
0,0,INIT_META_CUR,0,0,0
1,4,EVAL_META_CUR,0,0,0
2,5,ACCEPT_META_IF_BETTER,0,0,0
3,9,REG_XOR,1,2,3
4,5,ACCEPT_META_IF_BETTER,2,0,1
5,0,INIT_META_CUR,2,1,1
6,2,MUTATE_META_BEST_TO_CUR,3,1,0
7,13,NOP,2,1,1
8,2,MUTATE_META_BEST_TO_CUR,3,0,0
9,6,ACCEPT_META_SA,3,1,3
