idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,3,ROTL,3,3,2,0x2255F75B0A2BFC53,4
1,6,SPLITMIX_STEP,5,3,6,0x3604B6FE4A41C9F1,4
2,9,OR_SHIFT,7,5,7,0x4948F8911E47B178,4
3,13,MUM,7,5,0,0xA2E2E9849B3829B3,4
