idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,11,ROTR,1,3,1,0x9C8E4E0583D064B2,4
1,5,SHR_XOR,2,1,3,0x612477D4DD4F9DEB,4
2,5,SHR_XOR,2,0,1,0x2E03813178D2956C,4
3,5,SHR_XOR,7,2,7,0x635AA8A0493CD477,4
