iter,candidate_fit,best_fit,accepted,len
0,-19.0875,-19.0875,0,6
1,18.2313,-22.9563,1,6
2,-20.9375,13.7938,0,5
3,142.4750,11.5625,1,7
4,-20.7438,173.7563,0,7
5,24.0313,157.2188,0,7
6,15.3375,167.2375,0,6
7,5.7438,154.3063,0,7
8,175.2875,175.2625,1,7
9,165.6063,174.8000,0,7
10,167.1063,167.1063,0,7
11,142.5125,149.9500,0,7
12,-13.9813,172.8500,0,6
13,-21.5938,171.6938,0,7
14,175.0000,175.0000,0,7
15,-19.1750,169.4250,0,7
16,160.6313,160.6313,0,6
17,172.2063,160.6500,1,8
18,176.2000,176.4000,0,8
19,174.1500,174.8438,0,7
20,174.0938,175.2000,0,8
21,172.6938,174.3000,0,9
22,172.7000,162.0938,1,8
23,173.2000,174.1438,0,8
24,11.0813,174.5000,0,7
25,156.9438,174.2875,0,9
26,170.8000,170.8000,0,8
27,-15.0188,175.9063,0,8
28,151.8813,174.1313,0,7
29,176.0000,174.0000,1,8
30,170.9750,167.5063,1,8
31,32.8438,155.3750,0,7
32,38.9000,172.2313,0,8
33,16.8938,176.3000,0,8
34,176.2000,164.5813,1,8
35,141.5250,174.0250,0,7
36,24.9500,151.0563,0,8
37,155.1250,175.2688,0,8
38,158.9063,133.3125,1,8
39,175.4000,154.7000,1,8
40,143.5813,143.5813,0,9
41,166.8750,166.8750,0,9
42,-18.8313,143.4625,0,8
43,-1000000.0000,157.9125,0,8
44,175.3000,175.3000,0,9
45,171.8000,175.7063,0,8
46,175.3000,174.4813,1,7
47,175.7750,157.5375,1,7
48,163.8063,163.8063,0,7
49,161.6563,172.5500,0,7
50,5.8375,168.0750,0,7
51,174.5438,158.6000,1,6
52,-1000000.0000,163.9438,0,5
53,174.7813,176.4000,0,5
54,-20.0313,177.7000,0,7
55,-22.4813,176.6000,0,6
56,-18.7938,148.6313,0,6
57,-21.4688,171.5000,0,7
58,176.0000,174.3938,1,6
59,145.2063,146.3875,0,6
60,175.7938,175.7938,0,5
61,165.5313,162.3313,1,5
62,-1000000.0000,172.9188,0,5
63,174.6000,171.7375,1,5
64,153.9875,153.9875,0,5
65,175.7000,147.5625,1,5
66,29.1938,177.5000,0,5
67,151.5375,151.5375,0,5
68,174.8000,174.8000,0,5
69,177.5000,177.5000,0,6
70,152.0313,152.0313,0,5
71,169.2375,169.2375,0,4
72,162.4625,162.4625,0,6
73,167.6688,167.6688,0,5
74,175.4688,175.4688,0,5
75,176.4188,176.4188,0,4
76,161.5625,161.5625,0,4
77,-20.4500,175.3000,0,5
78,175.8375,167.2438,1,4
79,162.3750,162.3750,0,4
80,158.5625,158.5625,0,4
81,-21.1188,174.3063,0,4
82,-21.5813,170.1938,0,4
83,41.3500,177.4000,0,4
84,-21.9625,149.4938,0,5
85,167.5625,167.5625,0,4
86,-11.7375,155.2875,0,4
87,-17.8063,176.3313,0,4
88,-20.1375,142.9188,0,4
89,40.2813,176.9625,0,5
90,-21.6938,176.1000,0,4
91,170.5875,170.5875,0,4
92,167.4313,167.4313,0,4
93,177.4000,177.4000,0,5
94,-20.7563,172.1750,0,4
95,-19.4375,174.3000,0,4
96,177.1000,159.6688,1,4
97,170.5125,170.5125,0,4
98,-22.1375,173.7688,0,4
99,-18.8938,166.9000,0,4
100,170.1063,175.0313,0,4
101,-19.9563,174.5938,0,4
102,176.3000,175.4188,1,4
103,175.3125,176.7438,0,4
104,165.5125,165.5125,0,4
105,-21.5188,171.8438,0,4
106,146.3563,146.3563,0,5
107,175.7063,162.0625,1,5
108,-20.7250,177.0000,0,5
109,-17.5938,165.8313,0,6
110,-1000000.0000,174.9250,0,5
111,174.9000,175.9000,0,4
112,-21.1063,173.9750,0,5
113,156.7938,157.8750,0,6
114,-16.3750,164.2500,0,6
115,167.1813,167.1813,0,6
116,-23.0563,163.3750,0,5
117,162.6063,162.6063,0,6
118,-25.5813,176.2188,0,5
119,154.1188,166.8375,0,5
120,-21.6188,175.0000,0,5
121,-20.1563,161.3875,0,5
122,144.4313,175.5938,0,5
123,177.3000,177.3000,0,5
124,176.7313,176.8000,0,4
125,-1000000.0000,158.9625,0,4
126,177.7000,177.7000,0,6
127,164.1125,175.0500,0,5
128,-1000000.0000,176.3000,0,5
129,169.0375,169.0375,0,6
130,-1000000.0000,166.0000,0,5
131,-18.4375,175.1000,0,5
132,176.2000,176.2000,0,5
133,175.6313,170.6438,1,5
134,-22.2875,157.8875,0,5
135,167.5188,158.2500,1,5
136,-18.1563,158.9375,0,5
137,176.8000,155.0188,1,5
138,156.4500,170.8125,0,5
139,-17.7875,176.4000,0,5
140,175.1125,172.2375,1,6
141,155.3875,172.6625,0,6
142,176.9000,169.7125,1,6
143,170.8500,170.8500,0,5
144,175.9313,175.9313,0,7
145,174.2938,174.2938,0,7
146,-22.2625,177.2000,0,6
147,158.8063,159.6125,0,6
148,161.0063,161.0063,0,7
149,155.8250,155.8250,0,6
150,-15.7063,174.4438,0,6
151,-18.4500,174.5125,0,6
152,-19.8375,157.9375,0,5
153,-16.1688,177.0625,0,6
154,174.3000,174.3000,0,6
155,176.4438,176.4438,0,5
156,177.5000,177.5000,0,6
157,-22.9500,177.1000,0,6
158,176.6188,176.6188,0,6
159,163.1188,163.1188,0,5
160,-23.0500,174.8500,0,5
161,163.5125,163.5125,0,5
162,166.4438,166.4438,0,6
163,176.2875,171.4688,1,6
164,141.1938,141.1938,0,6
165,161.6625,161.6625,0,6
166,177.3000,173.9625,1,5
167,142.4313,147.0938,0,5
168,162.8438,143.9125,1,5
169,176.9000,176.9000,0,6
170,164.1813,175.7000,0,5
171,2.3188,174.9938,0,5
172,175.9000,153.8500,1,5
173,158.1125,158.1125,0,4
174,-19.6063,173.1313,0,5
175,173.6125,173.6125,0,4
176,166.5438,166.5438,0,6
177,-19.7375,176.0000,0,4
178,152.6875,152.6875,0,5
179,-1000000.0000,173.1938,0,4
180,175.9000,175.9000,0,6
181,171.2750,171.2750,0,5
182,-1000000.0000,178.0000,0,5
183,129.0625,129.0625,0,5
184,-23.4313,143.8063,0,5
185,176.5000,172.3938,1,5
186,-20.5063,170.7813,0,5
187,28.4750,173.6750,0,4
188,175.3750,163.0000,1,5
189,178.3188,166.5375,1,4
190,-1000000.0000,176.8000,0,4
191,173.6125,173.6125,0,4
192,-18.1813,175.7000,0,4
193,-17.6688,174.2438,0,4
194,114.5750,165.9063,0,5
195,166.9188,166.9188,0,4
