idx,op_id,op_name,dst,src1,src2,used_len
0,1,MUTATE_CUR,3,3,0,7
1,5,ACCEPT_IF_BETTER,2,3,3,7
2,2,MUTATE_BEST_TO_CUR,0,2,3,7
3,6,ACCEPT_SA,1,0,0,7
4,4,EVAL_CUR,2,3,0,7
5,6,ACCEPT_SA,3,2,3,7
6,4,EVAL_CUR,0,1,0,7
