iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,39.368401,-18.619717,-18.619717,-18.619717
1,false,false,37.812073,-751.112697,-18.619717,-18.619717
2,false,false,34.857075,-138.377483,-18.619717,-18.619717
3,false,false,37.812073,-751.112697,-18.619717,-18.619717
4,false,false,37.120664,-183.574308,-18.619717,-18.619717
5,false,false,39.368401,-18.619717,-18.619717,-18.619717
6,false,false,39.454224,-147.299254,-18.619717,-18.619717
7,false,false,39.368401,-18.619717,-18.619717,-18.619717
8,false,false,39.368401,-18.619717,-18.619717,-18.619717
9,false,false,39.368401,-18.619717,-18.619717,-18.619717
10,false,false,37.812073,-751.112697,-18.619717,-18.619717
11,false,false,39.368401,-18.619717,-18.619717,-18.619717
12,false,false,37.812073,-751.112697,-18.619717,-18.619717
13,false,false,39.368401,-18.619717,-18.619717,-18.619717
14,false,false,33.131572,-128.632267,-18.619717,-18.619717
15,false,false,39.368401,-18.619717,-18.619717,-18.619717
16,false,false,25.087559,-115.500557,-18.619717,-18.619717
17,false,false,37.812073,-751.112697,-18.619717,-18.619717
18,false,false,28.067192,-115.500557,-18.619717,-18.619717
19,false,false,39.150100,-183.574308,-18.619717,-18.619717
20,false,false,37.812073,-751.112697,-18.619717,-18.619717
21,false,false,39.368401,-18.619717,-18.619717,-18.619717
22,false,false,37.906841,-123.363746,-18.619717,-18.619717
23,false,false,39.368401,-18.619717,-18.619717,-18.619717
24,false,false,39.368401,-18.619717,-18.619717,-18.619717
