iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,37.812073,-751.112697,-751.112697,-751.112697
1,false,false,37.812073,-751.112697,-751.112697,-751.112697
2,false,false,37.812073,-751.112697,-751.112697,-751.112697
3,true,true,-5.519705,-115.500557,-115.500557,-115.500557
4,false,false,5.498679,-147.416028,-115.500557,-115.500557
5,false,false,-5.519705,-115.500557,-115.500557,-115.500557
6,false,false,-4.208420,-147.299254,-115.500557,-115.500557
7,false,false,37.812073,-751.112697,-115.500557,-115.500557
8,false,false,32.327493,-144.410378,-115.500557,-115.500557
9,false,false,-5.519705,-115.500557,-115.500557,-115.500557
10,false,false,-4.208420,-147.299254,-115.500557,-115.500557
11,false,false,5.498679,-147.416028,-115.500557,-115.500557
12,false,false,35.720583,-144.410378,-115.500557,-115.500557
13,false,false,39.461504,-171.093568,-115.500557,-115.500557
14,false,false,-5.519705,-115.500557,-115.500557,-115.500557
15,false,false,5.498679,-147.416028,-115.500557,-115.500557
16,false,false,-5.519705,-115.500557,-115.500557,-115.500557
17,false,false,-5.519705,-115.500557,-115.500557,-115.500557
18,false,false,-5.519705,-115.500557,-115.500557,-115.500557
19,false,false,-5.519705,-115.500557,-115.500557,-115.500557
20,false,false,-5.519705,-115.500557,-115.500557,-115.500557
21,false,false,37.986113,-171.093568,-115.500557,-115.500557
22,false,false,-5.519705,-115.500557,-115.500557,-115.500557
23,false,false,-5.519705,-115.500557,-115.500557,-115.500557
24,false,false,-5.519705,-115.500557,-115.500557,-115.500557
