iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,-160.656538,-233.117520,-233.117520,-233.117520
1,true,true,-187.637339,-215.225242,-215.225242,-215.225242
2,false,false,-187.637339,-215.225242,-215.225242,-215.225242
3,false,false,-174.747065,-236.820063,-215.225242,-215.225242
4,false,false,-205.122793,-215.225242,-215.225242,-215.225242
5,false,false,-187.637339,-215.225242,-215.225242,-215.225242
6,false,false,-187.637339,-215.225242,-215.225242,-215.225242
7,false,false,-190.641826,-215.225242,-215.225242,-215.225242
8,false,false,-187.637339,-215.225242,-215.225242,-215.225242
9,false,false,-187.947124,-215.225242,-215.225242,-215.225242
10,false,false,-189.790854,-215.225242,-215.225242,-215.225242
11,false,false,-187.637339,-215.225242,-215.225242,-215.225242
12,false,false,-187.637339,-215.225242,-215.225242,-215.225242
13,false,false,-187.637339,-215.225242,-215.225242,-215.225242
14,false,false,-187.637339,-215.225242,-215.225242,-215.225242
15,false,false,-187.637339,-215.225242,-215.225242,-215.225242
16,false,false,-160.656538,-233.117520,-215.225242,-215.225242
17,false,false,-189.790854,-215.225242,-215.225242,-215.225242
18,false,false,-187.637339,-215.225242,-215.225242,-215.225242
19,false,false,-187.637339,-215.225242,-215.225242,-215.225242
20,false,false,-160.656538,-233.117520,-215.225242,-215.225242
21,false,false,-205.122793,-215.225242,-215.225242,-215.225242
22,false,false,-160.656538,-233.117520,-215.225242,-215.225242
23,false,false,-187.637339,-215.225242,-215.225242,-215.225242
24,false,false,-181.249941,-239.452986,-215.225242,-215.225242
