iter,candidate_fit,best_fit,accepted,len
0,150.0688,172.5250,0,9
1,162.2688,175.6000,0,8
2,155.2875,150.4500,1,10
3,175.0313,175.0313,0,10
4,156.8125,156.8125,0,10
5,173.5063,173.5063,0,11
6,174.5750,174.4000,1,10
7,173.7000,171.4500,1,9
8,174.9000,174.9000,0,9
9,157.8000,173.1875,0,9
10,146.3563,174.2000,0,9
11,170.2813,173.4063,0,8
12,170.8813,170.8813,0,9
13,-1000000.0000,174.0750,0,8
14,167.8625,167.8625,0,9
15,157.4375,157.4375,0,9
16,143.2938,171.3438,0,8
17,174.5000,174.5000,0,8
18,30.7750,170.2438,0,9
19,130.9000,174.3313,0,9
20,171.2813,172.9063,0,9
21,170.2375,175.5000,0,8
22,175.1000,175.1000,0,10
23,-1000000.0000,173.6000,0,9
24,169.6313,170.8438,0,9
25,153.9125,173.7875,0,9
26,172.3875,172.3875,0,10
27,172.4000,173.4750,0,9
28,28.6063,168.1813,0,9
29,-19.6063,157.7688,0,9
30,144.3625,144.3625,0,10
31,164.7188,176.1438,0,9
32,172.8313,172.8313,0,8
33,-1000000.0000,175.6000,0,8
34,164.3938,173.8000,0,8
35,40.9938,173.9000,0,9
36,172.9500,172.9500,0,9
37,176.2000,174.2000,1,8
38,174.8875,175.1875,0,8
39,176.1000,172.9063,1,8
40,-18.3063,172.9000,0,8
41,174.1000,174.1000,0,8
42,172.6125,172.6125,0,8
43,-1000000.0000,168.1000,0,8
44,152.5313,174.8000,0,8
45,171.1813,140.0188,1,8
46,171.6750,149.9563,1,8
47,176.6438,151.7813,1,8
48,-20.0313,176.0000,0,8
49,174.0000,174.0000,0,8
50,177.2000,177.2000,0,8
51,162.3563,162.3563,0,9
52,171.7813,147.4500,1,8
53,168.2563,168.2563,0,8
54,173.1125,154.5063,1,7
55,-1000000.0000,176.3000,0,7
56,-22.6313,176.0813,0,7
57,149.7625,149.7625,0,7
58,-17.5000,176.2000,0,7
59,177.3000,175.3875,1,7
60,153.5188,161.8438,0,7
61,156.2500,173.5375,0,7
62,160.8563,147.2250,1,6
63,-18.5750,177.0000,0,7
64,173.3438,173.3438,0,7
65,168.2813,168.2813,0,6
66,-1000000.0000,169.4313,0,5
67,-1000000.0000,173.8688,0,5
68,174.0313,176.3000,0,7
69,168.3000,168.3000,0,7
70,132.2125,165.5625,0,6
71,30.6438,147.2188,0,6
72,-22.4813,174.1500,0,5
73,176.0438,177.1000,0,6
74,173.3000,173.3000,0,7
75,169.8313,169.8313,0,6
76,150.2625,172.2000,0,7
77,174.0000,158.5938,1,6
78,148.7000,172.5500,0,6
79,-15.9500,172.9188,0,5
80,41.9938,174.0438,0,6
81,-1000000.0000,174.2000,0,6
82,174.7000,174.6000,1,5
83,155.2688,168.4188,0,5
84,169.5688,169.5688,0,5
85,162.4313,162.4313,0,6
86,80.4500,174.5063,0,5
87,-22.2000,159.6563,0,5
88,-20.9063,173.3188,0,5
89,-22.9250,174.4938,0,5
90,174.0000,174.0000,0,5
91,173.7875,166.0250,1,5
92,-21.7000,165.0500,0,5
93,171.2500,171.1000,1,5
94,174.9938,173.3875,1,5
95,-1000000.0000,165.0438,0,5
96,-20.0438,171.3438,0,4
97,176.8000,176.8000,0,5
98,171.0313,171.0313,0,6
99,176.8313,176.8313,0,4
100,166.6563,166.6563,0,5
101,176.0000,176.0000,0,6
102,175.5875,158.5125,1,4
103,175.0875,175.0875,0,4
104,-21.4625,172.8438,0,4
105,-18.8625,176.3000,0,4
106,176.7000,176.7000,0,5
107,-22.4250,170.8813,0,4
108,173.9000,175.0438,0,4
109,138.1813,138.1813,0,5
110,176.6875,176.6875,0,4
111,-24.3188,162.6375,0,4
112,173.3000,173.3000,0,4
113,155.2125,155.2125,0,4
114,-21.2188,155.5938,0,4
115,-1000000.0000,174.6063,0,4
116,-1000000.0000,173.3438,0,4
117,-16.7063,171.2125,0,4
118,149.2188,149.2188,0,4
119,-23.2250,171.9125,0,4
120,-15.1875,174.0000,0,4
121,175.0063,175.0063,0,4
122,-1000000.0000,176.0000,0,4
123,-20.7938,146.5500,0,4
124,-1000000.0000,152.1438,0,4
125,166.3063,166.3063,0,4
126,150.3000,123.0375,1,5
127,-1000000.0000,177.6000,0,4
128,-1000000.0000,155.7875,0,5
129,175.3500,149.7688,1,5
130,-1000000.0000,171.6500,0,4
131,175.3875,173.3313,1,5
132,-16.3875,158.9125,0,6
133,176.1000,152.5000,1,6
134,161.4500,152.4250,1,7
135,-22.3750,176.8438,0,6
136,173.8813,172.2938,1,7
137,-20.9313,173.8250,0,6
138,-20.3688,164.1563,0,8
139,25.3063,152.7813,0,7
140,-24.0750,137.6188,0,7
141,-17.5938,145.0000,0,7
142,176.3750,165.1938,1,7
143,172.9750,171.3875,1,7
144,173.8688,173.8688,0,6
145,175.4000,167.9563,1,6
146,170.7250,170.7250,0,7
147,156.7750,156.7750,0,5
148,175.4000,175.4000,0,7
149,165.1375,149.7875,1,6
150,176.9750,176.9750,0,6
151,43.2500,163.9813,0,6
152,176.4000,176.4000,0,6
153,173.9875,176.9438,0,6
154,174.4375,174.4375,0,5
155,176.3063,176.3063,0,5
156,-18.1563,176.7313,0,5
157,-19.9188,174.7813,0,5
158,25.4125,168.9000,0,7
159,164.2250,164.2250,0,6
160,146.6750,146.6750,0,6
161,171.9500,148.0813,1,7
162,174.3188,172.6313,1,7
163,155.5313,172.0938,0,7
164,161.9750,161.9750,0,6
165,152.7688,152.7688,0,6
166,175.1000,175.1063,0,7
167,-23.0250,174.8125,0,7
168,168.0875,158.3125,1,7
169,172.0188,172.0188,0,6
170,-19.3188,149.2500,0,7
171,172.7500,174.1563,0,6
172,172.6250,170.4000,1,6
173,150.9375,172.5438,0,6
174,163.1125,173.9188,0,6
175,131.0813,151.8625,0,6
176,176.3000,177.1000,0,6
177,172.7313,172.7313,0,6
178,164.2438,164.2438,0,6
179,172.8125,172.8125,0,7
180,-16.0250,174.2938,0,6
181,172.7375,172.7375,0,6
182,149.1063,149.1063,0,6
183,157.7875,157.7875,0,5
