N,method,evals,best_E,best_F
44,memetic_twopoint_burst,33206221,138,7.014493
44,memetic_twopoint_burst,33219426,138,7.014493
44,memetic_twopoint_burst,33222067,138,7.014493
44,memetic_twopoint_burst,33248477,138,7.014493
44,memetic_twopoint_burst,33272246,138,7.014493
44,memetic_twopoint_burst,33288092,138,7.014493
44,memetic_twopoint_burst,33306579,490,1.975510
44,memetic_twopoint_burst,33306667,398,2.432161
44,memetic_twopoint_burst,33306755,334,2.898204
44,memetic_twopoint_burst,33306843,322,3.006211
44,memetic_twopoint_burst,33307019,282,3.432624
44,memetic_twopoint_burst,33307283,246,3.934959
44,memetic_twopoint_burst,33307635,238,4.067227
44,memetic_twopoint_burst,33307723,210,4.609524
44,memetic_twopoint_burst,33327707,658,1.471125
44,memetic_twopoint_burst,33327795,398,2.432161
44,memetic_twopoint_burst,33327883,318,3.044025
44,memetic_twopoint_burst,33327971,282,3.432624
44,memetic_twopoint_burst,33328059,278,3.482014
44,memetic_twopoint_burst,33328235,270,3.585185
44,memetic_twopoint_burst,33328323,210,4.609524
44,memetic_twopoint_burst,33328499,202,4.792079
44,memetic_twopoint,38891149,138,7.014493
44,memetic_twopoint_burst,38891238,458,2.113537
44,memetic_twopoint_burst,38891326,302,3.205298
44,memetic_twopoint_burst,38891414,138,7.014493
44,memetic_twopoint_burst,38893879,138,7.014493
44,memetic_twopoint_burst,38896520,246,3.934959
44,memetic_twopoint_burst,38896608,138,7.014493
44,memetic_twopoint_burst,38899161,402,2.407960
44,memetic_twopoint_burst,38899249,246,3.934959
44,memetic_twopoint_burst,38899337,138,7.014493
44,memetic_twopoint_burst,38901802,138,7.014493
44,memetic_twopoint_burst,38904443,606,1.597360
44,memetic_twopoint_burst,38904531,426,2.272300
44,memetic_twopoint_burst,38904619,278,3.482014
44,memetic_twopoint_burst,38905059,258,3.751938
44,memetic_twopoint_burst,38905235,234,4.136752
44,memetic_twopoint_burst,38905323,222,4.360360
44,memetic_twopoint_burst,38905411,210,4.609524
44,memetic_twopoint_burst,38907084,578,1.674740
44,memetic_twopoint_burst,38907172,362,2.674033
44,memetic_twopoint_burst,38907260,338,2.863905
44,memetic_twopoint_burst,38907348,286,3.384615
44,memetic_twopoint_burst,38907612,258,3.751938
44,memetic_twopoint_burst,38909108,230,4.208696
44,memetic_twopoint_burst,38909284,214,4.523364
44,memetic_twopoint_burst,38909372,154,6.285714
44,memetic_twopoint_burst,38909725,426,2.272300
44,memetic_twopoint_burst,38909813,350,2.765714
44,memetic_twopoint_burst,38909901,330,2.933333
44,memetic_twopoint_burst,38909989,306,3.163399
44,memetic_twopoint_burst,38910077,294,3.292517
44,memetic_twopoint_burst,38910165,290,3.337931
44,memetic_twopoint_burst,38910341,274,3.532847
44,memetic_twopoint_burst,38910429,270,3.585185
44,memetic_twopoint_burst,38910517,258,3.751938
44,memetic_twopoint_burst,38910693,234,4.136752
44,memetic_twopoint_burst,38910781,230,4.208696
44,memetic_twopoint_burst,38910869,226,4.283186
44,memetic_twopoint_burst,38912366,486,1.991770
44,memetic_twopoint_burst,38912454,390,2.482051
44,memetic_twopoint_burst,38912542,338,2.863905
44,memetic_twopoint_burst,38912630,322,3.006211
44,memetic_twopoint_burst,38912718,310,3.122581
44,memetic_twopoint_burst,38912806,250,3.872000
44,memetic_twopoint_burst,38915007,590,1.640678
44,memetic_twopoint_burst,38915095,390,2.482051
44,memetic_twopoint_burst,38915183,314,3.082803
44,memetic_twopoint_burst,38915535,286,3.384615
44,memetic_twopoint_burst,38916063,282,3.432624
44,memetic_twopoint_burst,38916151,230,4.208696
44,memetic_twopoint_burst,38916239,226,4.283186
44,memetic_twopoint_burst,38936135,254,3.811024
44,memetic_twopoint_burst,38936223,154,6.285714
44,memetic_twopoint_burst,38954622,138,7.014493
44,memetic_twopoint_burst,38988955,138,7.014493
44,memetic_twopoint_burst,38991596,138,7.014493
44,memetic_twopoint_burst,38994237,138,7.014493
44,memetic_twopoint_burst,39004801,138,7.014493
44,memetic_twopoint_burst,39012724,138,7.014493
44,memetic_twopoint_burst,39020647,138,7.014493
44,memetic_twopoint_burst,39073467,138,7.014493
44,memetic_twopoint_burst,39078749,138,7.014493
44,memetic_twopoint_burst,39089313,138,7.014493
44,memetic_twopoint_burst,39099877,138,7.014493
44,memetic_twopoint_burst,39123646,598,1.618729
44,memetic_twopoint_burst,39123734,398,2.432161
44,memetic_twopoint_burst,39123822,242,4.000000
44,memetic_twopoint_burst,39123998,234,4.136752
44,memetic_twopoint_burst,39124086,230,4.208696
44,memetic_twopoint_burst,39125142,222,4.360360
44,memetic_twopoint_burst,39125494,198,4.888889
44,memetic_twopoint_burst,39126287,378,2.560847
44,memetic_twopoint_burst,39126375,286,3.384615
44,memetic_twopoint_burst,39126903,274,3.532847
44,memetic_twopoint_burst,39127431,250,3.872000
44,memetic_twopoint_burst,39165902,138,7.014493
44,memetic_twopoint_burst,39173825,138,7.014493
44,memetic_twopoint_burst,39187030,138,7.014493
44,memetic_twopoint_burst,39200235,138,7.014493
44,memetic_twopoint_burst,39202876,138,7.014493
44,memetic_twopoint_burst,39205517,138,7.014493
44,memetic_twopoint_burst,39210799,138,7.014493
44,memetic_twopoint_burst,39221363,138,7.014493
44,memetic_twopoint_burst,39229286,138,7.014493
44,memetic_twopoint_burst,39239850,138,7.014493
44,memetic_twopoint_burst,39263619,138,7.014493
44,memetic_twopoint_burst,39266260,138,7.014493
44,memetic_twopoint_burst,39274183,138,7.014493
44,memetic_twopoint_burst,39276824,138,7.014493
44,memetic_twopoint_burst,39279465,138,7.014493
44,memetic_twopoint_burst,39284747,138,7.014493
44,memetic_twopoint_burst,39295311,138,7.014493
44,memetic_twopoint_burst,39297952,138,7.014493
44,memetic_twopoint_burst,39329644,510,1.898039
44,memetic_twopoint_burst,39329732,398,2.432161
44,memetic_twopoint_burst,39329820,362,2.674033
44,memetic_twopoint_burst,39329908,274,3.532847
44,memetic_twopoint_burst,39329996,246,3.934959
44,memetic_twopoint_burst,39330084,234,4.136752
44,memetic_twopoint_burst,39337567,694,1.394813
44,memetic_twopoint_burst,39337655,390,2.482051
44,memetic_twopoint_burst,39337743,322,3.006211
44,memetic_twopoint_burst,39337831,270,3.585185
44,memetic_twopoint_burst,39338447,266,3.639098
44,memetic_twopoint_burst,39338623,262,3.694656
44,memetic_twopoint_burst,39339327,258,3.751938
44,memetic_twopoint_burst,39339767,246,3.934959
44,memetic_twopoint_burst,39371900,138,7.014493
44,memetic_twopoint_burst,39379823,138,7.014493
44,memetic_twopoint_burst,39382464,138,7.014493
44,memetic_twopoint_burst,39385105,138,7.014493
44,memetic_twopoint_burst,39432643,138,7.014493
44,memetic_twopoint_burst,39448489,138,7.014493
44,memetic_twopoint_burst,39456412,138,7.014493
44,memetic_twopoint_burst,39474899,138,7.014493
44,memetic_twopoint_burst,39496027,138,7.014493
44,memetic_twopoint_burst,39501309,138,7.014493
44,memetic_twopoint_burst,39503950,138,7.014493
44,memetic_twopoint_burst,39517155,138,7.014493
44,memetic_twopoint_burst,39546206,398,2.432161
44,memetic_twopoint_burst,39546294,314,3.082803
44,memetic_twopoint_burst,39546382,294,3.292517
44,memetic_twopoint_burst,39546646,290,3.337931
44,memetic_twopoint_burst,39546734,270,3.585185
44,memetic_twopoint_burst,39546822,250,3.872000
44,memetic_twopoint_burst,39546998,218,4.440367
44,memetic_twopoint_burst,39548847,966,1.002070
44,memetic_twopoint_burst,39548935,582,1.663230
44,memetic_twopoint_burst,39549023,466,2.077253
44,memetic_twopoint_burst,39549111,330,2.933333
44,memetic_twopoint_burst,39549199,278,3.482014
44,memetic_twopoint_burst,39549287,274,3.532847
44,memetic_twopoint_burst,39549375,270,3.585185
44,memetic_twopoint_burst,39549463,250,3.872000
44,memetic_twopoint_burst,39549551,246,3.934959
44,memetic_twopoint_burst,39549639,242,4.000000
44,memetic_twopoint_burst,39549727,222,4.360360
44,memetic_twopoint_burst,39551135,214,4.523364
44,memetic_twopoint_burst,39559411,138,7.014493
44,memetic_twopoint_burst,39562052,138,7.014493
44,memetic_twopoint_burst,39580539,138,7.014493
44,memetic_twopoint_burst,39588462,138,7.014493
44,memetic_twopoint_burst,39596385,138,7.014493
44,memetic_twopoint_burst,39609590,138,7.014493
44,memetic_twopoint_burst,39625436,138,7.014493
44,memetic_twopoint_burst,39628077,138,7.014493
44,memetic_twopoint_burst,39654487,138,7.014493
44,memetic_twopoint_burst,39662410,138,7.014493
44,memetic_twopoint_burst,39678256,138,7.014493
44,memetic_twopoint_burst,39733717,138,7.014493
44,memetic_twopoint_burst,39741640,138,7.014493
44,memetic_twopoint_burst,39746922,614,1.576547
44,memetic_twopoint_burst,39747010,410,2.360976
44,memetic_twopoint_burst,39747098,358,2.703911
44,memetic_twopoint_burst,39747186,346,2.797688
44,memetic_twopoint_burst,39747362,298,3.248322
44,memetic_twopoint_burst,39747450,254,3.811024
44,memetic_twopoint_burst,39747538,250,3.872000
44,memetic_twopoint_burst,39747626,230,4.208696
44,memetic_twopoint_burst,39747714,210,4.609524
44,memetic_twopoint_burst,39760127,522,1.854406
44,memetic_twopoint_burst,39760215,410,2.360976
44,memetic_twopoint_burst,39760303,342,2.830409
44,memetic_twopoint_burst,39760391,330,2.933333
44,memetic_twopoint_burst,39760479,258,3.751938
44,memetic_twopoint_burst,39760567,254,3.811024
44,memetic_twopoint_burst,39761535,242,4.000000
44,memetic_twopoint_burst,39761711,234,4.136752
44,memetic_twopoint_burst,39761799,214,4.523364
44,memetic_twopoint_burst,39770691,138,7.014493
44,memetic_twopoint_burst,39781255,138,7.014493
44,memetic_twopoint_burst,39802383,138,7.014493
44,memetic_twopoint_burst,39805024,138,7.014493
44,memetic_twopoint_burst,39839357,138,7.014493
44,memetic_twopoint_burst,39844639,138,7.014493
44,memetic_twopoint_burst,39855203,138,7.014493
44,memetic_twopoint_burst,39857844,138,7.014493
44,memetic_twopoint_burst,39865767,138,7.014493
44,memetic_twopoint_burst,39884254,138,7.014493
44,memetic_twopoint_burst,39902741,138,7.014493
44,memetic_twopoint_burst,39905382,138,7.014493
44,memetic_twopoint_burst,39913305,138,7.014493
44,memetic_twopoint_burst,39923869,138,7.014493
44,memetic_twopoint_burst,39929151,138,7.014493
44,memetic_twopoint_burst,39934433,138,7.014493
44,memetic_twopoint_burst,39937074,138,7.014493
44,memetic_twopoint_burst,39950279,706,1.371105
44,memetic_twopoint_burst,39950367,522,1.854406
44,memetic_twopoint_burst,39950455,362,2.674033
44,memetic_twopoint_burst,39950543,326,2.969325
44,memetic_twopoint_burst,39950631,322,3.006211
44,memetic_twopoint_burst,39950895,302,3.205298
44,memetic_twopoint_burst,39950983,282,3.432624
44,memetic_twopoint_burst,39951071,234,4.136752
44,memetic_twopoint_burst,39951159,222,4.360360
44,memetic_twopoint_burst,39951863,218,4.440367
44,memetic_twopoint_burst,39951951,206,4.699029
44,memetic_twopoint_burst,39952920,138,7.014493
44,memetic_twopoint_burst,39955561,462,2.095238
44,memetic_twopoint_burst,39955649,394,2.456853
44,memetic_twopoint_burst,39955737,342,2.830409
44,memetic_twopoint_burst,39955825,322,3.006211
44,memetic_twopoint_burst,39955913,302,3.205298
44,memetic_twopoint_burst,39956001,250,3.872000
44,memetic_twopoint_burst,39957497,246,3.934959
44,memetic_twopoint_burst,39958113,234,4.136752
44,memetic_twopoint_burst,39968766,138,7.014493
44,memetic_twopoint_burst,39971407,138,7.014493
44,memetic_twopoint_burst,39979330,138,7.014493
44,memetic_twopoint_burst,40021586,138,7.014493
44,memetic_twopoint_burst,40024227,138,7.014493
44,memetic_twopoint_burst,40029509,138,7.014493
44,memetic_twopoint_burst,40037432,138,7.014493
44,memetic_twopoint_burst,40040073,138,7.014493
44,memetic_twopoint_burst,40061201,138,7.014493
44,memetic_twopoint_burst,40084970,138,7.014493
44,memetic_twopoint_burst,40116662,138,7.014493
44,memetic_twopoint_burst,40135149,138,7.014493
44,memetic_twopoint_burst,40166841,458,2.113537
44,memetic_twopoint_burst,40166929,398,2.432161
44,memetic_twopoint_burst,40167017,282,3.432624
44,memetic_twopoint_burst,40167281,254,3.811024
44,memetic_twopoint_burst,40167809,230,4.208696
44,memetic_twopoint_burst,40169041,222,4.360360
44,memetic_twopoint_burst,40169305,210,4.609524
44,memetic_twopoint_burst,40182687,706,1.371105
44,memetic_twopoint_burst,40182775,498,1.943775
44,memetic_twopoint_burst,40182863,390,2.482051
44,memetic_twopoint_burst,40182951,290,3.337931
44,memetic_twopoint_burst,40183039,270,3.585185
44,memetic_twopoint_burst,40183127,266,3.639098
44,memetic_twopoint_burst,40184095,238,4.067227
44,memetic_twopoint_burst,40184183,234,4.136752
44,memetic_twopoint_burst,40185063,218,4.440367
44,memetic_twopoint_burst,40193251,138,7.014493
44,memetic_twopoint_burst,40195892,138,7.014493
44,memetic_twopoint_burst,40198533,138,7.014493
44,memetic_twopoint_burst,40214379,138,7.014493
44,memetic_twopoint_burst,40219661,138,7.014493
44,memetic_twopoint_burst,40222302,138,7.014493
44,memetic_twopoint_burst,40253994,138,7.014493
44,memetic_twopoint_burst,40259276,138,7.014493
44,memetic_twopoint_burst,40261917,138,7.014493
44,memetic_twopoint_burst,40272481,138,7.014493
44,memetic_twopoint_burst,40280404,138,7.014493
44,memetic_twopoint_burst,40283045,138,7.014493
44,memetic_twopoint_burst,40288327,138,7.014493
44,memetic_twopoint_burst,40293609,138,7.014493
44,memetic_twopoint_burst,40298891,138,7.014493
44,memetic_twopoint_burst,40301532,138,7.014493
44,memetic_twopoint_burst,40306814,138,7.014493
44,memetic_twopoint_burst,40312096,138,7.014493
44,memetic_twopoint_burst,40356993,138,7.014493
44,memetic_twopoint_burst,40362275,138,7.014493
44,memetic_twopoint_burst,40364916,138,7.014493
44,memetic_twopoint_burst,40380762,470,2.059574
44,memetic_twopoint_burst,40380850,370,2.616216
44,memetic_twopoint_burst,40380938,326,2.969325
44,memetic_twopoint_burst,40381026,242,4.000000
44,memetic_twopoint_burst,40381906,230,4.208696
44,memetic_twopoint_burst,40382610,222,4.360360
44,memetic_twopoint_burst,40393967,498,1.943775
44,memetic_twopoint_burst,40394055,410,2.360976
44,memetic_twopoint_burst,40394143,326,2.969325
44,memetic_twopoint_burst,40394231,306,3.163399
44,memetic_twopoint_burst,40394319,286,3.384615
44,memetic_twopoint_burst,40394671,278,3.482014
44,memetic_twopoint_burst,40394759,258,3.751938
44,memetic_twopoint_burst,40395639,246,3.934959
44,memetic_twopoint_burst,40396167,198,4.888889
44,memetic_twopoint_burst,40404531,138,7.014493
44,memetic_twopoint_burst,40407172,138,7.014493
44,memetic_twopoint_burst,40415095,138,7.014493
44,memetic_twopoint_burst,40420377,138,7.014493
44,memetic_twopoint_burst,40433582,138,7.014493
44,memetic_twopoint_burst,40436223,138,7.014493
44,memetic_twopoint_burst,40446787,138,7.014493
44,memetic_twopoint_burst,40452069,138,7.014493
44,memetic_twopoint_burst,40462633,138,7.014493
44,memetic_twopoint_burst,40470556,138,7.014493
44,memetic_twopoint_burst,40481120,138,7.014493
44,memetic_twopoint_burst,40504889,138,7.014493
44,memetic_twopoint_burst,40523376,138,7.014493
44,memetic_twopoint_burst,40526017,138,7.014493
44,memetic_twopoint_burst,40533940,138,7.014493
44,memetic_twopoint_burst,40541863,138,7.014493
44,memetic_twopoint_burst,40547145,138,7.014493
44,memetic_twopoint_burst,40568273,138,7.014493
44,memetic_twopoint_burst,40594683,582,1.663230
44,memetic_twopoint_burst,40594771,390,2.482051
44,memetic_twopoint_burst,40594859,322,3.006211
44,memetic_twopoint_burst,40594947,294,3.292517
44,memetic_twopoint_burst,40595035,274,3.532847
44,memetic_twopoint_burst,40595211,242,4.000000
44,memetic_twopoint_burst,40605247,378,2.560847
44,memetic_twopoint_burst,40605335,310,3.122581
44,memetic_twopoint_burst,40605423,290,3.337931
44,memetic_twopoint_burst,40605511,254,3.811024
44,memetic_twopoint_burst,40605599,242,4.000000
44,memetic_twopoint_burst,40606919,238,4.067227
44,memetic_twopoint_burst,40607359,218,4.440367
44,memetic_twopoint_burst,40618452,138,7.014493
44,memetic_twopoint_burst,40626375,138,7.014493
44,memetic_twopoint_burst,40629016,334,2.898204
44,memetic_twopoint_burst,40629104,218,4.440367
44,memetic_twopoint_burst,40663349,138,7.014493
44,memetic_twopoint_burst,40676554,138,7.014493
44,memetic_twopoint_burst,40679195,138,7.014493
44,memetic_twopoint_burst,40681836,138,7.014493
44,memetic_twopoint_burst,40737297,138,7.014493
44,memetic_twopoint_burst,40742579,138,7.014493
44,memetic_twopoint_burst,40750502,138,7.014493
44,memetic_twopoint_burst,40782194,138,7.014493
44,memetic_twopoint_burst,40790117,138,7.014493
44,memetic_twopoint_burst,40795399,138,7.014493
44,memetic_twopoint_burst,40805963,494,1.959514
44,memetic_twopoint_burst,40806051,426,2.272300
44,memetic_twopoint_burst,40806139,350,2.765714
44,memetic_twopoint_burst,40806227,274,3.532847
44,memetic_twopoint_burst,40806315,246,3.934959
44,memetic_twopoint_burst,40806403,218,4.440367
44,memetic_twopoint_burst,40811245,138,7.014493
44,memetic_twopoint_burst,40813886,534,1.812734
44,memetic_twopoint_burst,40813974,374,2.588235
44,memetic_twopoint_burst,40814062,306,3.163399
44,memetic_twopoint_burst,40814326,294,3.292517
44,memetic_twopoint_burst,40814414,282,3.432624
44,memetic_twopoint_burst,40814502,270,3.585185
44,memetic_twopoint_burst,40814766,258,3.751938
44,memetic_twopoint_burst,40814854,246,3.934959
44,memetic_twopoint_burst,40815558,226,4.283186
44,memetic_twopoint_burst,40827091,138,7.014493
44,memetic_twopoint_burst,40882552,138,7.014493
44,memetic_twopoint_burst,40887834,138,7.014493
44,memetic_twopoint_burst,40901039,138,7.014493
44,memetic_twopoint_burst,40911603,138,7.014493
44,memetic_twopoint_burst,40932731,138,7.014493
44,memetic_twopoint_burst,40938013,138,7.014493
44,memetic_twopoint_burst,40945936,138,7.014493
44,memetic_twopoint_burst,40948577,138,7.014493
44,memetic_twopoint_burst,40959141,138,7.014493
44,memetic_twopoint_burst,40961782,138,7.014493
44,memetic_twopoint_burst,40972346,138,7.014493
44,memetic_twopoint_burst,40974987,138,7.014493
44,memetic_twopoint_burst,40985551,138,7.014493
44,memetic_twopoint_burst,40996115,138,7.014493
44,memetic_twopoint_burst,41014602,590,1.640678
44,memetic_twopoint_burst,41014690,362,2.674033
44,memetic_twopoint_burst,41014778,310,3.122581
44,memetic_twopoint_burst,41014866,298,3.248322
44,memetic_twopoint_burst,41015394,286,3.384615
44,memetic_twopoint_burst,41015482,274,3.532847
44,memetic_twopoint_burst,41015570,254,3.811024
44,memetic_twopoint_burst,41015658,250,3.872000
44,memetic_twopoint_burst,41015746,246,3.934959
44,memetic_twopoint_burst,41015834,234,4.136752
44,memetic_twopoint_burst,41017066,226,4.283186
44,memetic_twopoint_burst,41027807,618,1.566343
44,memetic_twopoint_burst,41027895,418,2.315789
44,memetic_twopoint_burst,41027983,382,2.534031
44,memetic_twopoint_burst,41028071,314,3.082803
44,memetic_twopoint_burst,41028159,290,3.337931
44,memetic_twopoint_burst,41028247,266,3.639098
44,memetic_twopoint_burst,41028335,238,4.067227
44,memetic_twopoint_burst,41029655,234,4.136752
44,memetic_twopoint_burst,41033089,138,7.014493
44,memetic_twopoint_burst,41035730,138,7.014493
44,memetic_twopoint_burst,41038371,138,7.014493
44,memetic_twopoint_burst,41041012,138,7.014493
44,memetic_twopoint_burst,41046294,138,7.014493
44,memetic_twopoint_burst,41075345,138,7.014493
44,memetic_twopoint_burst,41085909,138,7.014493
44,memetic_twopoint_burst,41104396,138,7.014493
44,memetic_twopoint_burst,41112319,138,7.014493
44,memetic_twopoint_burst,41125524,138,7.014493
44,memetic_twopoint_burst,41128165,138,7.014493
44,memetic_twopoint_burst,41196831,138,7.014493
44,memetic_twopoint_burst,41202113,138,7.014493
44,memetic_twopoint_burst,41204754,138,7.014493
44,memetic_twopoint_burst,41225882,570,1.698246
44,memetic_twopoint_burst,41225970,386,2.507772
44,memetic_twopoint_burst,41226058,310,3.122581
44,memetic_twopoint_burst,41226146,298,3.248322
44,memetic_twopoint_burst,41226234,278,3.482014
44,memetic_twopoint_burst,41226586,250,3.872000
44,memetic_twopoint_burst,41227202,234,4.136752
44,memetic_twopoint_burst,41239087,542,1.785978
44,memetic_twopoint_burst,41239175,422,2.293839
44,memetic_twopoint_burst,41239263,362,2.674033
44,memetic_twopoint_burst,41239351,342,2.830409
44,memetic_twopoint_burst,41239439,306,3.163399
44,memetic_twopoint_burst,41239879,270,3.585185
44,memetic_twopoint_burst,41239967,266,3.639098
44,memetic_twopoint_burst,41240055,262,3.694656
44,memetic_twopoint_burst,41240583,238,4.067227
44,memetic_twopoint_burst,41244369,138,7.014493
44,memetic_twopoint_burst,41249651,386,2.507772
44,memetic_twopoint_burst,41249739,334,2.898204
44,memetic_twopoint_burst,41249827,258,3.751938
44,memetic_twopoint_burst,41249915,222,4.360360
44,memetic_twopoint_burst,41252292,138,7.014493
44,memetic_twopoint_burst,41265497,138,7.014493
44,memetic_twopoint_burst,41318317,138,7.014493
44,memetic_twopoint_burst,41323599,138,7.014493
44,memetic_twopoint_burst,41336804,138,7.014493
44,memetic_twopoint_burst,41339445,138,7.014493
44,memetic_twopoint_burst,41350009,138,7.014493
44,memetic_twopoint_burst,41355291,138,7.014493
44,memetic_twopoint_burst,41368496,138,7.014493
44,memetic_twopoint_burst,41371137,138,7.014493
44,memetic_twopoint_burst,41376419,138,7.014493
44,memetic_twopoint_burst,41381701,138,7.014493
44,memetic_twopoint_burst,41394906,138,7.014493
44,memetic_twopoint_burst,41402829,138,7.014493
44,memetic_twopoint_burst,41410752,138,7.014493
44,memetic_twopoint_burst,41423957,138,7.014493
44,memetic_twopoint_burst,41447726,518,1.868726
44,memetic_twopoint_burst,41447814,390,2.482051
44,memetic_twopoint_burst,41447902,306,3.163399
44,memetic_twopoint_burst,41447990,278,3.482014
44,memetic_twopoint_burst,41448606,258,3.751938
44,memetic_twopoint_burst,41448694,222,4.360360
44,memetic_twopoint_burst,41450102,218,4.440367
44,memetic_twopoint_burst,41450367,698,1.386819
44,memetic_twopoint_burst,41450455,510,1.898039
44,memetic_twopoint_burst,41450543,410,2.360976
44,memetic_twopoint_burst,41450631,362,2.674033
44,memetic_twopoint_burst,41450719,334,2.898204
44,memetic_twopoint_burst,41450807,306,3.163399
44,memetic_twopoint_burst,41450895,302,3.205298
44,memetic_twopoint_burst,41451071,282,3.432624
44,memetic_twopoint_burst,41451159,278,3.482014
44,memetic_twopoint_burst,41451599,254,3.811024
44,memetic_twopoint_burst,41452391,222,4.360360
44,memetic_twopoint_burst,41466213,138,7.014493
44,memetic_twopoint_burst,41482059,138,7.014493
44,memetic_twopoint_burst,41487341,138,7.014493
44,memetic_twopoint_burst,41492623,138,7.014493
44,memetic_twopoint_burst,41500546,138,7.014493
44,memetic_twopoint_burst,41548084,138,7.014493
44,memetic_twopoint_burst,41574494,138,7.014493
44,memetic_twopoint_burst,41579776,138,7.014493
44,memetic_twopoint_burst,41582417,138,7.014493
44,memetic_twopoint_burst,41598263,138,7.014493
44,memetic_twopoint_burst,41603545,138,7.014493
44,memetic_twopoint_burst,41622032,138,7.014493
44,memetic_twopoint_burst,41659006,398,2.432161
44,memetic_twopoint_burst,41659094,338,2.863905
44,memetic_twopoint_burst,41659270,322,3.006211
44,memetic_twopoint_burst,41659446,298,3.248322
44,memetic_twopoint_burst,41659534,286,3.384615
44,memetic_twopoint_burst,41659710,246,3.934959
44,memetic_twopoint_burst,41659886,222,4.360360
44,memetic_twopoint_burst,41659974,210,4.609524
44,memetic_twopoint_burst,41661647,914,1.059081
44,memetic_twopoint_burst,41661735,578,1.674740
44,memetic_twopoint_burst,41661823,426,2.272300
44,memetic_twopoint_burst,41661911,342,2.830409
44,memetic_twopoint_burst,41661999,314,3.082803
44,memetic_twopoint_burst,41662087,302,3.205298
44,memetic_twopoint_burst,41662175,282,3.432624
44,memetic_twopoint_burst,41662263,242,4.000000
44,memetic_twopoint_burst,41662351,198,4.888889
44,memetic_twopoint,47225089,138,7.014493
44,memetic_twopoint_burst,47225178,266,3.639098
44,memetic_twopoint_burst,47225266,190,5.094737
44,memetic_twopoint_burst,47225354,138,7.014493
44,memetic_twopoint_burst,47227819,462,2.095238
44,memetic_twopoint_burst,47227907,330,2.933333
44,memetic_twopoint_burst,47227995,138,7.014493
44,memetic_twopoint_burst,47230460,262,3.694656
44,memetic_twopoint_burst,47230548,138,7.014493
44,memetic_twopoint_burst,47233101,450,2.151111
44,memetic_twopoint_burst,47233189,322,3.006211
44,memetic_twopoint_burst,47233365,290,3.337931
44,memetic_twopoint_burst,47233629,266,3.639098
44,memetic_twopoint_burst,47233981,242,4.000000
44,memetic_twopoint_burst,47235389,238,4.067227
44,memetic_twopoint_burst,47235477,210,4.609524
44,memetic_twopoint_burst,47235742,402,2.407960
44,memetic_twopoint_burst,47235830,330,2.933333
44,memetic_twopoint_burst,47235918,326,2.969325
44,memetic_twopoint_burst,47236006,318,3.044025
44,memetic_twopoint_burst,47236094,274,3.532847
44,memetic_twopoint_burst,47236182,250,3.872000
44,memetic_twopoint_burst,47237590,222,4.360360
44,memetic_twopoint_burst,47238383,558,1.734767
44,memetic_twopoint_burst,47238471,406,2.384236
44,memetic_twopoint_burst,47238559,354,2.734463
44,memetic_twopoint_burst,47238735,326,2.969325
44,memetic_twopoint_burst,47238823,290,3.337931
44,memetic_twopoint_burst,47238911,278,3.482014
44,memetic_twopoint_burst,47238999,242,4.000000
44,memetic_twopoint_burst,47240759,190,5.094737
44,memetic_twopoint_burst,47241024,622,1.556270
44,memetic_twopoint_burst,47241112,482,2.008299
44,memetic_twopoint_burst,47241200,358,2.703911
44,memetic_twopoint_burst,47241288,338,2.863905
44,memetic_twopoint_burst,47241376,318,3.044025
44,memetic_twopoint_burst,47241552,286,3.384615
44,memetic_twopoint_burst,47241992,282,3.432624
44,memetic_twopoint_burst,47242080,230,4.208696
44,memetic_twopoint_burst,47243665,522,1.854406
44,memetic_twopoint_burst,47243753,414,2.338164
44,memetic_twopoint_burst,47243841,342,2.830409
44,memetic_twopoint_burst,47243929,298,3.248322
44,memetic_twopoint_burst,47244105,250,3.872000
44,memetic_twopoint_burst,47244193,246,3.934959
44,memetic_twopoint_burst,47245513,234,4.136752
44,memetic_twopoint_burst,47246306,542,1.785978
44,memetic_twopoint_burst,47246394,390,2.482051
44,memetic_twopoint_burst,47246482,298,3.248322
44,memetic_twopoint_burst,47246570,282,3.432624
44,memetic_twopoint_burst,47246658,262,3.694656
44,memetic_twopoint_burst,47246746,242,4.000000
44,memetic_twopoint_burst,47248947,538,1.799257
44,memetic_twopoint_burst,47249035,402,2.407960
44,memetic_twopoint_burst,47249123,302,3.205298
44,memetic_twopoint_burst,47249211,274,3.532847
44,memetic_twopoint_burst,47249299,238,4.067227
44,memetic_twopoint_burst,47249915,190,5.094737
44,memetic_twopoint_burst,47256870,394,2.456853
44,memetic_twopoint_burst,47256958,302,3.205298
44,memetic_twopoint_burst,47257046,234,4.136752
44,memetic_twopoint_burst,47258278,222,4.360360
44,memetic_twopoint_burst,47259511,138,7.014493
44,memetic_twopoint_burst,47262152,546,1.772894
44,memetic_twopoint_burst,47262240,362,2.674033
44,memetic_twopoint_burst,47262328,318,3.044025
44,memetic_twopoint_burst,47262416,314,3.082803
44,memetic_twopoint_burst,47262504,278,3.482014
44,memetic_twopoint_burst,47262592,258,3.751938
44,memetic_twopoint_burst,47262944,226,4.283186
44,memetic_twopoint_burst,47264616,202,4.792079
44,memetic_twopoint_burst,47264793,386,2.507772
44,memetic_twopoint_burst,47264881,286,3.384615
44,memetic_twopoint_burst,47264969,266,3.639098
