row,seed,arm,target,true_family,family_used,mechanism,solved,evals,test_acc,router_top1
frontier,0x00C2B10D20260707,autonomous,"WALL_HARD nd(lo4)=2&hi4=2",distinct,distinct,known,1,217,0.9714,distinct
arm_totals,0x00C2B10D20260707,autonomous,,,,,31234,0.0000,,
arm_summary,0x00C2B10D20260707,autonomous,B=10/11;C=11/11;D=11/11;extra=18/30;frontier=8/10;evals=31234,,,,,,,,
target,0x00C2B10D20260707,auto_nosmartgen,"B1 random monomial deg2",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"B2 random monomial deg3",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"B3 sum(g) % 7",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"B4 sign%mod 11",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"B5 Walsh χ{S=0x11}",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"B6 Walsh χ{S=0xA4}",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"B7 Walsh χ{S=0x0A}",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"B8 parity-of-count",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"B9 oriented v1>v0",gf2,base,none,0,487,0.0000,gf2
target,0x00C2B10D20260707,auto_nosmartgen,"B10 parity AND sum%5",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"B11 inversion parity",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C2B10D20260707,auto_nosmartgen,"C01 XOR 0x0F",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C2B10D20260707,auto_nosmartgen,"C02 parity XOR 0x33",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C2B10D20260707,auto_nosmartgen,"C03 XOR 0x55",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C2B10D20260707,auto_nosmartgen,"C04 XOR 0xAA",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C2B10D20260707,auto_nosmartgen,"C05 XOR 0x3C",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C2B10D20260707,auto_nosmartgen,"C06 XOR 0x66",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C2B10D20260707,auto_nosmartgen,"C07 XOR 0x99",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C2B10D20260707,auto_nosmartgen,"C08 parity count",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"C09 inv parity",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C2B10D20260707,auto_nosmartgen,"C10 parity XOR 0x0F",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C2B10D20260707,auto_nosmartgen,"C11 XOR 0x37",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C2B10D20260707,auto_nosmartgen,"D01 sum%2",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"D02 sum%3",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"D03 sum%5",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"D04 sum%7",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"D05 sum%11",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"D06 sum%13",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"D07 count3%3",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"D08 count3%4",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"D09 count3%5",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"D10 count3%6",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"D11 subset-parity{0-3}",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_nosmartgen,"TE1 count(>=1)%4==0",thresh,base,none,0,487,0.0000,thresh
target,0x00C2B10D20260707,auto_nosmartgen,"TE2 count(>=2)%3==0",thresh,base,none,0,487,0.0000,thresh
target,0x00C2B10D20260707,auto_nosmartgen,"TE3 count(>=5)%2==0",thresh,base,none,0,487,0.0000,thresh
target,0x00C2B10D20260707,auto_nosmartgen,"TE4 count(>=1)%3==1",thresh,base,none,0,487,0.0000,thresh
target,0x00C2B10D20260707,auto_nosmartgen,"TE5 count(>=4)%5==0",thresh,base,none,0,487,0.0000,thresh
target,0x00C2B10D20260707,auto_nosmartgen,"ME1 sum%2==c1%2",mixr,base,none,0,487,0.0000,mixr
target,0x00C2B10D20260707,auto_nosmartgen,"ME2 c2%3==inv%3",mixr,base,none,0,487,0.0000,mixr
target,0x00C2B10D20260707,auto_nosmartgen,"ME3 sum%4==inv%4",mixr,base,none,0,487,0.0000,mixr
target,0x00C2B10D20260707,auto_nosmartgen,"ME4 c1%3==c5%3",mixr,base,none,0,487,0.0000,mixr
target,0x00C2B10D20260707,auto_nosmartgen,"ME5 sum%5==c4%5",mixr,base,none,0,487,0.0000,mixr
target,0x00C2B10D20260707,auto_nosmartgen,"RE1 c2*c5%4==0",ratio,base,none,0,487,0.0000,ratio
target,0x00C2B10D20260707,auto_nosmartgen,"RE2 c1*c4%5==0",ratio,base,none,0,487,0.0000,ratio
target,0x00C2B10D20260707,auto_nosmartgen,"RE3 c3*c1%3==0",ratio,base,none,0,487,0.0000,ratio
target,0x00C2B10D20260707,auto_nosmartgen,"RE4 c2*c4%3==0",ratio,base,none,0,487,0.0000,ratio
target,0x00C2B10D20260707,auto_nosmartgen,"RE5 c1*c5%2==0",ratio,base,none,0,487,0.0000,ratio
target,0x00C2B10D20260707,auto_nosmartgen,"RN1 run(>=2)>=4",run,base,none,0,487,0.0000,run
target,0x00C2B10D20260707,auto_nosmartgen,"RN2 run(>=4)>=2",run,base,none,0,487,0.0000,run
target,0x00C2B10D20260707,auto_nosmartgen,"RN3 numLocalMax>=2",run,base,none,0,487,0.0000,run
target,0x00C2B10D20260707,auto_nosmartgen,"RN4 firstDescent<3",run,base,none,0,487,0.0000,run
target,0x00C2B10D20260707,auto_nosmartgen,"RN5 run(>=2)%3==0",run,base,none,0,487,0.0000,run
target,0x00C2B10D20260707,auto_nosmartgen,"RK1 star(1)%3==0",rank,base,none,0,487,0.0000,rank
target,0x00C2B10D20260707,auto_nosmartgen,"RK2 star(5)%4==0",rank,base,none,0,487,0.0000,rank
target,0x00C2B10D20260707,auto_nosmartgen,"RK3 star(7)%3==1",rank,base,none,0,487,0.0000,rank
target,0x00C2B10D20260707,auto_nosmartgen,"RK4 star(2)%3==0",rank,base,none,0,487,0.0000,rank
target,0x00C2B10D20260707,auto_nosmartgen,"RK5 star(6)%4==1",rank,base,none,0,487,0.0000,rank
target,0x00C2B10D20260707,auto_nosmartgen,"DS1 nd(evens)==2",distinct,base,none,0,487,0.0000,distinct
target,0x00C2B10D20260707,auto_nosmartgen,"DS2 nd(odds)==3",distinct,base,none,0,487,0.0000,distinct
target,0x00C2B10D20260707,auto_nosmartgen,"DS3 nd(mid4)==2",distinct,base,none,0,487,0.0000,distinct
target,0x00C2B10D20260707,auto_nosmartgen,"DS4 nd(all8)==3",distinct,base,known,1,442,0.9251,distinct
target,0x00C2B10D20260707,auto_nosmartgen,"DS5 nd(first6)>=4",distinct,base,none,0,487,0.0000,distinct
frontier,0x00C2B10D20260707,auto_nosmartgen,"MIXMOD1 sum%3==c3%3",mixr,base,none,0,487,0.0000,mixr
frontier,0x00C2B10D20260707,auto_nosmartgen,"MIXMOD2 sum%4==c2%4",mixr,base,none,0,487,0.0000,mixr
frontier,0x00C2B10D20260707,auto_nosmartgen,"RATIO1 c4*c1%3==0",ratio,base,none,0,487,0.0000,ratio
frontier,0x00C2B10D20260707,auto_nosmartgen,"RUN1 maxRunGE3>=3",run,base,none,0,487,0.0000,run
frontier,0x00C2B10D20260707,auto_nosmartgen,"ORDER2 star(0)%2",gf2,gf2,known,1,45,1.0000,mixr
frontier,0x00C2B10D20260707,auto_nosmartgen,"ORDER2_MOD3 star(0)%3==0",rank,base,none,0,487,0.0000,rank
frontier,0x00C2B10D20260707,auto_nosmartgen,"RANK2_MOD3 star(3)%3==0",rank,base,none,0,487,0.0000,rank
frontier,0x00C2B10D20260707,auto_nosmartgen,"WALL_EASY nd(all8)>=4",distinct,base,known,1,442,0.9240,distinct
frontier,0x00C2B10D20260707,auto_nosmartgen,"WALL_MED nd(lo4)==nd(hi4)",distinct,base,none,0,487,0.0000,distinct
frontier,0x00C2B10D20260707,auto_nosmartgen,"WALL_HARD nd(lo4)=2&hi4=2",distinct,base,known,1,442,0.9651,distinct
arm_totals,0x00C2B10D20260707,auto_nosmartgen,,,,,29167,0.0000,,
arm_summary,0x00C2B10D20260707,auto_nosmartgen,B=10/11;C=11/11;D=11/11;extra=1/30;frontier=3/10;evals=29167,,,,,,,,
target,0x00C2B10D20260707,auto_norouter,"B1 random monomial deg2",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"B2 random monomial deg3",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"B3 sum(g) % 7",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"B4 sign%mod 11",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"B5 Walsh χ{S=0x11}",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"B6 Walsh χ{S=0xA4}",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"B7 Walsh χ{S=0x0A}",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"B8 parity-of-count",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"B9 oriented v1>v0",gf2,base,none,0,997,0.0000,base
target,0x00C2B10D20260707,auto_norouter,"B10 parity AND sum%5",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"B11 inversion parity",gf2,gf2,known,1,487,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"C01 XOR 0x0F",gf2,gf2,known,1,487,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"C02 parity XOR 0x33",gf2,gf2,known,1,487,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"C03 XOR 0x55",gf2,gf2,known,1,487,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"C04 XOR 0xAA",gf2,gf2,known,1,487,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"C05 XOR 0x3C",gf2,gf2,known,1,487,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"C06 XOR 0x66",gf2,gf2,known,1,487,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"C07 XOR 0x99",gf2,gf2,known,1,487,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"C08 parity count",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"C09 inv parity",gf2,gf2,known,1,487,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"C10 parity XOR 0x0F",gf2,gf2,known,1,487,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"C11 XOR 0x37",gf2,gf2,known,1,487,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"D01 sum%2",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"D02 sum%3",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"D03 sum%5",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"D04 sum%7",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"D05 sum%11",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"D06 sum%13",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"D07 count3%3",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"D08 count3%4",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"D09 count3%5",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"D10 count3%6",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"D11 subset-parity{0-3}",base,base,known,1,442,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"TE1 count(>=1)%4==0",thresh,thresh,smartgen,1,512,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"TE2 count(>=2)%3==0",thresh,thresh,known,1,512,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"TE3 count(>=5)%2==0",thresh,thresh,known,1,512,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"TE4 count(>=1)%3==1",thresh,thresh,known,1,512,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"TE5 count(>=4)%5==0",thresh,thresh,known,1,512,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"ME1 sum%2==c1%2",mixr,base,none,0,757,0.0000,base
target,0x00C2B10D20260707,auto_norouter,"ME2 c2%3==inv%3",mixr,base,none,0,1147,0.0000,base
target,0x00C2B10D20260707,auto_norouter,"ME3 sum%4==inv%4",mixr,base,none,0,1179,0.0000,base
target,0x00C2B10D20260707,auto_norouter,"ME4 c1%3==c5%3",mixr,base,none,0,1147,0.0000,base
target,0x00C2B10D20260707,auto_norouter,"ME5 sum%5==c4%5",mixr,base,none,0,1179,0.0000,base
target,0x00C2B10D20260707,auto_norouter,"RE1 c2*c5%4==0",ratio,base,none,0,807,0.0000,base
target,0x00C2B10D20260707,auto_norouter,"RE2 c1*c4%5==0",ratio,thresh,known,1,512,0.9040,base
target,0x00C2B10D20260707,auto_norouter,"RE3 c3*c1%3==0",ratio,base,none,0,877,0.0000,base
target,0x00C2B10D20260707,auto_norouter,"RE4 c2*c4%3==0",ratio,base,none,0,913,0.0000,base
target,0x00C2B10D20260707,auto_norouter,"RE5 c1*c5%2==0",ratio,base,none,0,1249,0.0000,base
target,0x00C2B10D20260707,auto_norouter,"RN1 run(>=2)>=4",run,base,none,0,583,0.0000,base
target,0x00C2B10D20260707,auto_norouter,"RN2 run(>=4)>=2",run,base,none,0,595,0.0000,base
target,0x00C2B10D20260707,auto_norouter,"RN3 numLocalMax>=2",run,run,smartgen,1,545,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"RN4 firstDescent<3",run,run,known,1,543,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"RN5 run(>=2)%3==0",run,run,known,1,543,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"RK1 star(1)%3==0",rank,base,none,0,843,0.0000,base
target,0x00C2B10D20260707,auto_norouter,"RK2 star(5)%4==0",rank,rank,smartgen,1,666,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"RK3 star(7)%3==1",rank,rank,known,1,592,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"RK4 star(2)%3==0",rank,rank,known,1,592,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"RK5 star(6)%4==1",rank,rank,known,1,592,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"DS1 nd(evens)==2",distinct,distinct,smartgen,1,883,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"DS2 nd(odds)==3",distinct,distinct,known,1,809,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"DS3 nd(mid4)==2",distinct,distinct,known,1,809,1.0000,base
target,0x00C2B10D20260707,auto_norouter,"DS4 nd(all8)==3",distinct,base,known,1,442,0.9251,base
target,0x00C2B10D20260707,auto_norouter,"DS5 nd(first6)>=4",distinct,distinct,known,1,809,1.0000,base
frontier,0x00C2B10D20260707,auto_norouter,"MIXMOD1 sum%3==c3%3",mixr,mixr,smartgen,1,1142,1.0000,base
frontier,0x00C2B10D20260707,auto_norouter,"MIXMOD2 sum%4==c2%4",mixr,base,none,0,1179,0.0000,base
frontier,0x00C2B10D20260707,auto_norouter,"RATIO1 c4*c1%3==0",ratio,ratio,smartgen,1,907,1.0000,base
frontier,0x00C2B10D20260707,auto_norouter,"RUN1 maxRunGE3>=3",run,base,none,0,997,0.0000,base
frontier,0x00C2B10D20260707,auto_norouter,"ORDER2 star(0)%2",gf2,gf2,known,1,487,1.0000,base
frontier,0x00C2B10D20260707,auto_norouter,"ORDER2_MOD3 star(0)%3==0",rank,rank,known,1,666,1.0000,base
frontier,0x00C2B10D20260707,auto_norouter,"RANK2_MOD3 star(3)%3==0",rank,rank,known,1,666,1.0000,base
frontier,0x00C2B10D20260707,auto_norouter,"WALL_EASY nd(all8)>=4",distinct,base,known,1,442,0.9240,base
frontier,0x00C2B10D20260707,auto_norouter,"WALL_MED nd(lo4)==nd(hi4)",distinct,distinct,known,1,883,1.0000,base
frontier,0x00C2B10D20260707,auto_norouter,"WALL_HARD nd(lo4)=2&hi4=2",distinct,base,known,1,442,0.9651,base
arm_totals,0x00C2B10D20260707,auto_norouter,,,,,45620,0.0000,,
arm_summary,0x00C2B10D20260707,auto_norouter,B=10/11;C=11/11;D=11/11;extra=18/30;frontier=8/10;evals=45620,,,,,,,,
