split,seed,arm,candidate_evaluations,grammar,mask,modulus,residue,validation_accuracy,detail
measurement,0xA300000000000001,proposed_directed,477,directed_partition,96,3,0,0.5613,RAW
measurement,0xA300000000000001,fixed_menu,478,threshold_count,4,3,,0.6373,RAW
measurement,0xA300000000000001,random_directed,478,directed_partition,70,3,1,0.5660,RAW
measurement,0xA300000000000001,proposed_directed,478,directed_partition,96,3,1,0.5813,RAW
measurement,0xA300000000000001,fixed_menu,479,threshold_count,5,3,,0.6013,RAW
measurement,0xA300000000000001,random_directed,479,directed_partition,40,2,1,0.5413,RAW
measurement,0xA300000000000001,proposed_directed,479,directed_partition,96,3,2,0.5660,RAW
measurement,0xA300000000000001,fixed_menu,480,threshold_count,1,2,,0.5707,RAW
measurement,0xA300000000000001,random_directed,480,directed_partition,193,2,1,0.5193,RAW
measurement,0xA300000000000001,proposed_directed,480,directed_partition,97,2,0,0.4800,RAW
measurement,0xA300000000000001,fixed_menu,481,threshold_count,2,2,,0.5100,RAW
measurement,0xA300000000000001,random_directed,481,directed_partition,161,3,2,0.5980,RAW
measurement,0xA300000000000001,proposed_directed,481,directed_partition,97,2,1,0.5200,RAW
measurement,0xA300000000000001,fixed_menu,482,threshold_count,3,2,,0.4673,RAW
measurement,0xA300000000000001,random_directed,482,directed_partition,218,2,0,0.4640,RAW
measurement,0xA300000000000001,proposed_directed,482,directed_partition,97,3,0,0.5513,RAW
measurement,0xA300000000000001,fixed_menu,483,threshold_count,4,2,,0.4480,RAW
measurement,0xA300000000000001,random_directed,483,directed_partition,244,2,0,0.4933,RAW
measurement,0xA300000000000001,proposed_directed,483,directed_partition,97,3,1,0.5580,RAW
measurement,0xA300000000000001,fixed_menu,484,threshold_count,5,2,,0.5433,RAW
measurement,0xA300000000000001,random_directed,484,directed_partition,218,3,0,0.5680,RAW
measurement,0xA300000000000001,proposed_directed,484,directed_partition,97,3,2,0.5993,RAW
measurement,0xA300000000000001,fixed_menu,485,threshold_count,1,3,,0.6240,RAW
measurement,0xA300000000000001,random_directed,485,directed_partition,216,3,2,0.5800,RAW
measurement,0xA300000000000001,proposed_directed,485,directed_partition,98,2,0,0.4993,RAW
measurement,0xA300000000000001,fixed_menu,486,threshold_count,2,3,,0.6260,RAW
measurement,0xA300000000000001,random_directed,486,directed_partition,17,3,0,0.5547,RAW
measurement,0xA300000000000001,proposed_directed,486,directed_partition,98,2,1,0.5007,RAW
measurement,0xA300000000000001,fixed_menu,487,threshold_count,3,3,,0.6267,RAW
measurement,0xA300000000000001,random_directed,487,directed_partition,228,2,1,0.5420,RAW
measurement,0xA300000000000001,proposed_directed,487,directed_partition,98,3,0,0.5593,RAW
measurement,0xA300000000000001,fixed_menu,488,threshold_count,4,3,,0.6373,RAW
measurement,0xA300000000000001,random_directed,488,directed_partition,146,2,0,0.4747,RAW
measurement,0xA300000000000001,proposed_directed,488,directed_partition,98,3,1,0.5680,RAW
measurement,0xA300000000000001,fixed_menu,489,threshold_count,5,3,,0.6013,RAW
measurement,0xA300000000000001,random_directed,489,directed_partition,137,2,0,0.4400,RAW
measurement,0xA300000000000001,proposed_directed,489,directed_partition,98,3,2,0.5813,RAW
measurement,0xA300000000000001,fixed_menu,490,threshold_count,1,2,,0.5707,RAW
measurement,0xA300000000000001,random_directed,490,directed_partition,203,3,0,0.5640,RAW
measurement,0xA300000000000001,proposed_directed,490,directed_partition,99,2,0,0.4693,RAW
measurement,0xA300000000000001,fixed_menu,491,threshold_count,2,2,,0.5100,RAW
measurement,0xA300000000000001,random_directed,491,directed_partition,169,3,2,0.5613,RAW
measurement,0xA300000000000001,proposed_directed,491,directed_partition,99,2,1,0.5307,RAW
measurement,0xA300000000000001,fixed_menu,492,threshold_count,3,2,,0.4673,RAW
measurement,0xA300000000000001,random_directed,492,directed_partition,11,3,2,0.5693,RAW
measurement,0xA300000000000001,proposed_directed,492,directed_partition,99,3,0,0.5533,RAW
measurement,0xA300000000000001,fixed_menu,493,threshold_count,4,2,,0.4480,RAW
measurement,0xA300000000000001,random_directed,493,directed_partition,242,2,1,0.5273,RAW
measurement,0xA300000000000001,proposed_directed,493,directed_partition,99,3,1,0.5793,RAW
measurement,0xA300000000000001,fixed_menu,494,threshold_count,5,2,,0.5433,RAW
measurement,0xA300000000000001,random_directed,494,directed_partition,172,2,1,0.5327,RAW
measurement,0xA300000000000001,proposed_directed,494,directed_partition,99,3,2,0.5760,RAW
measurement,0xA300000000000001,fixed_menu,495,threshold_count,1,3,,0.6240,RAW
measurement,0xA300000000000001,random_directed,495,directed_partition,161,2,1,0.5307,RAW
measurement,0xA300000000000001,proposed_directed,495,directed_partition,100,2,0,0.4873,RAW
measurement,0xA300000000000001,fixed_menu,496,threshold_count,2,3,,0.6260,RAW
measurement,0xA300000000000001,random_directed,496,directed_partition,254,3,0,0.4640,RAW
measurement,0xA300000000000001,proposed_directed,496,directed_partition,100,2,1,0.5127,RAW
measurement,0xA300000000000001,fixed_menu,497,threshold_count,3,3,,0.6267,RAW
measurement,0xA300000000000001,random_directed,497,directed_partition,41,3,1,0.5713,RAW
measurement,0xA300000000000001,proposed_directed,497,directed_partition,100,3,0,0.5447,RAW
measurement,0xA300000000000001,fixed_menu,498,threshold_count,4,3,,0.6373,RAW
measurement,0xA300000000000001,random_directed,498,directed_partition,218,2,0,0.4640,RAW
measurement,0xA300000000000001,proposed_directed,498,directed_partition,100,3,1,0.5680,RAW
measurement,0xA300000000000001,fixed_menu,499,threshold_count,5,3,,0.6013,RAW
measurement,0xA300000000000001,random_directed,499,directed_partition,59,2,0,0.4687,RAW
measurement,0xA300000000000001,proposed_directed,499,directed_partition,100,3,2,0.5960,RAW
measurement,0xA300000000000001,fixed_menu,500,threshold_count,1,2,,0.4293,RAW
measurement,0xA300000000000001,random_directed,500,directed_partition,146,2,0,0.4747,RAW
measurement,0xA300000000000001,proposed_directed,500,directed_partition,101,2,0,0.4767,RAW
measurement,0xA300000000000001,fixed_menu,501,threshold_count,2,2,,0.4900,RAW
measurement,0xA300000000000001,random_directed,501,directed_partition,98,3,2,0.5813,RAW
measurement,0xA300000000000001,proposed_directed,501,directed_partition,101,2,1,0.5233,RAW
measurement,0xA300000000000001,fixed_menu,502,threshold_count,3,2,,0.5327,RAW
measurement,0xA300000000000001,random_directed,502,directed_partition,250,2,1,0.5353,RAW
measurement,0xA300000000000001,proposed_directed,502,directed_partition,101,3,0,0.5233,RAW
measurement,0xA300000000000001,fixed_menu,503,threshold_count,4,2,,0.5520,RAW
measurement,0xA300000000000001,random_directed,503,directed_partition,176,2,1,0.5040,RAW
measurement,0xA300000000000001,proposed_directed,503,directed_partition,101,3,1,0.5993,RAW
measurement,0xA300000000000001,fixed_menu,504,threshold_count,5,2,,0.4567,RAW
measurement,0xA300000000000001,random_directed,504,directed_partition,69,3,1,0.5880,RAW
measurement,0xA300000000000001,proposed_directed,504,directed_partition,101,3,2,0.5860,RAW
measurement,0xA300000000000001,fixed_menu,505,threshold_count,1,3,,0.5300,RAW
measurement,0xA300000000000001,random_directed,505,directed_partition,105,3,1,0.5700,RAW
measurement,0xA300000000000001,proposed_directed,505,directed_partition,102,2,0,0.4693,RAW
measurement,0xA300000000000001,fixed_menu,506,threshold_count,2,3,,0.5547,RAW
measurement,0xA300000000000001,random_directed,506,directed_partition,147,3,0,0.5487,RAW
measurement,0xA300000000000001,proposed_directed,506,directed_partition,102,2,1,0.5307,RAW
measurement,0xA300000000000001,fixed_menu,507,threshold_count,3,3,,0.5700,RAW
measurement,0xA300000000000001,random_directed,507,directed_partition,171,2,1,0.5447,RAW
measurement,0xA300000000000001,proposed_directed,507,directed_partition,102,3,0,0.5427,RAW
measurement,0xA300000000000001,fixed_menu,508,threshold_count,4,3,,0.5653,RAW
measurement,0xA300000000000001,random_directed,508,directed_partition,248,2,0,0.4707,RAW
measurement,0xA300000000000001,proposed_directed,508,directed_partition,102,3,1,0.5993,RAW
measurement,0xA300000000000001,fixed_menu,509,threshold_count,5,3,,0.5440,RAW
measurement,0xA300000000000001,random_directed,509,directed_partition,230,2,1,0.4967,RAW
measurement,0xA300000000000001,proposed_directed,509,directed_partition,102,3,2,0.5667,RAW
measurement,0xA300000000000001,fixed_menu,510,threshold_count,1,2,,0.4293,RAW
measurement,0xA300000000000001,random_directed,510,directed_partition,184,3,2,0.5640,RAW
measurement,0xA300000000000001,proposed_directed,510,directed_partition,103,2,0,0.5067,RAW
measurement,0xA300000000000001,fixed_menu,511,threshold_count,2,2,,0.4900,RAW
measurement,0xA300000000000001,random_directed,511,directed_partition,81,3,1,0.5720,RAW
measurement,0xA300000000000001,proposed_directed,511,directed_partition,103,2,1,0.4933,RAW
measurement,0xA300000000000001,fixed_menu,512,threshold_count,3,2,,0.5327,RAW
measurement,0xA300000000000001,random_directed,512,directed_partition,202,3,0,0.5353,RAW
measurement,0xA300000000000001,proposed_directed,512,directed_partition,103,3,0,0.5627,RAW
measurement,0xA300000000000001,fixed_menu,513,threshold_count,4,2,,0.5520,RAW
measurement,0xA300000000000001,random_directed,513,directed_partition,147,2,0,0.4633,RAW
measurement,0xA300000000000001,proposed_directed,513,directed_partition,103,3,1,0.5747,RAW
measurement,0xA300000000000001,fixed_menu,514,threshold_count,5,2,,0.4567,RAW
measurement,0xA300000000000001,random_directed,514,directed_partition,16,2,1,0.5173,RAW
measurement,0xA300000000000001,proposed_directed,514,directed_partition,103,3,2,0.5713,RAW
measurement,0xA300000000000001,fixed_menu,515,threshold_count,1,3,,0.5300,RAW
measurement,0xA300000000000001,random_directed,515,directed_partition,229,3,1,0.5700,RAW
measurement,0xA300000000000001,proposed_directed,515,directed_partition,104,2,0,0.4660,RAW
measurement,0xA300000000000001,fixed_menu,516,threshold_count,2,3,,0.5547,RAW
measurement,0xA300000000000001,random_directed,516,directed_partition,210,3,2,0.5800,RAW
measurement,0xA300000000000001,proposed_directed,516,directed_partition,104,2,1,0.5340,RAW
measurement,0xA300000000000001,fixed_menu,517,threshold_count,3,3,,0.5700,RAW
measurement,0xA300000000000001,random_directed,517,directed_partition,107,2,0,0.4760,RAW
measurement,0xA300000000000001,proposed_directed,517,directed_partition,104,3,0,0.5653,RAW
measurement,0xA300000000000001,fixed_menu,518,threshold_count,4,3,,0.5653,RAW
measurement,0xA300000000000001,random_directed,518,directed_partition,129,3,2,0.5653,RAW
measurement,0xA300000000000001,proposed_directed,518,directed_partition,104,3,1,0.5747,RAW
measurement,0xA300000000000001,fixed_menu,519,threshold_count,5,3,,0.5440,RAW
measurement,0xA300000000000001,random_directed,519,directed_partition,161,3,0,0.5420,RAW
measurement,0xA300000000000001,proposed_directed,519,directed_partition,104,3,2,0.5687,RAW
measurement,0xA300000000000001,fixed_menu,520,threshold_count,1,2,,0.4293,RAW
measurement,0xA300000000000001,random_directed,520,directed_partition,116,3,0,0.5420,RAW
measurement,0xA300000000000001,proposed_directed,520,directed_partition,105,2,0,0.4773,RAW
measurement,0xA300000000000001,fixed_menu,521,threshold_count,2,2,,0.4900,RAW
measurement,0xA300000000000001,random_directed,521,directed_partition,32,3,2,0.5787,RAW
measurement,0xA300000000000001,proposed_directed,521,directed_partition,105,2,1,0.5227,RAW
measurement,0xA300000000000001,fixed_menu,522,threshold_count,3,2,,0.5327,RAW
measurement,0xA300000000000001,random_directed,522,directed_partition,25,2,1,0.5147,RAW
measurement,0xA300000000000001,proposed_directed,522,directed_partition,105,3,0,0.5667,RAW
measurement,0xA300000000000001,fixed_menu,523,threshold_count,4,2,,0.5520,RAW
measurement,0xA300000000000001,random_directed,523,directed_partition,74,3,2,0.5760,RAW
measurement,0xA300000000000001,proposed_directed,523,directed_partition,105,3,1,0.5700,RAW
measurement,0xA300000000000001,fixed_menu,524,threshold_count,5,2,,0.4567,RAW
measurement,0xA300000000000001,random_directed,524,directed_partition,107,3,1,0.5620,RAW
measurement,0xA300000000000001,proposed_directed,524,directed_partition,105,3,2,0.5720,RAW
measurement,0xA300000000000001,fixed_menu,525,threshold_count,1,3,,0.5547,RAW
measurement,0xA300000000000001,random_directed,525,directed_partition,78,2,0,0.4560,RAW
measurement,0xA300000000000001,proposed_directed,525,directed_partition,106,2,0,0.4793,RAW
measurement,0xA300000000000001,fixed_menu,526,threshold_count,2,3,,0.5280,RAW
measurement,0xA300000000000001,random_directed,526,directed_partition,114,2,0,0.4687,RAW
measurement,0xA300000000000001,proposed_directed,526,directed_partition,106,2,1,0.5207,RAW
measurement,0xA300000000000001,fixed_menu,527,threshold_count,3,3,,0.5120,RAW
measurement,0xA300000000000001,random_directed,527,directed_partition,178,3,1,0.5747,RAW
measurement,0xA300000000000001,proposed_directed,527,directed_partition,106,3,0,0.5567,RAW
measurement,0xA300000000000001,fixed_menu,528,threshold_count,4,3,,0.5060,RAW
measurement,0xA300000000000001,random_directed,528,directed_partition,167,2,1,0.4993,RAW
measurement,0xA300000000000001,proposed_directed,528,directed_partition,106,3,1,0.5987,RAW
measurement,0xA300000000000001,fixed_menu,529,threshold_count,5,3,,0.5633,RAW
measurement,0xA300000000000001,random_directed,529,directed_partition,43,3,2,0.5873,RAW
measurement,0xA300000000000001,proposed_directed,529,directed_partition,106,3,2,0.5533,RAW
measurement,0xA300000000000001,fixed_menu,530,threshold_count,1,2,,0.5707,RAW
measurement,0xA300000000000001,random_directed,530,directed_partition,123,3,1,0.5680,RAW
measurement,0xA300000000000001,proposed_directed,530,directed_partition,107,2,0,0.4760,RAW
measurement,0xA300000000000001,fixed_menu,531,threshold_count,2,2,,0.5100,RAW
measurement,0xA300000000000001,random_directed,531,directed_partition,100,3,0,0.5447,RAW
measurement,0xA300000000000001,proposed_directed,531,directed_partition,107,2,1,0.5240,RAW
measurement,0xA300000000000001,fixed_menu,532,threshold_count,3,2,,0.4673,RAW
measurement,0xA300000000000001,random_directed,532,directed_partition,219,2,1,0.5467,RAW
measurement,0xA300000000000001,proposed_directed,532,directed_partition,107,3,0,0.5553,RAW
measurement,0xA300000000000001,fixed_menu,533,threshold_count,4,2,,0.4480,RAW
measurement,0xA300000000000001,random_directed,533,directed_partition,89,2,0,0.4620,RAW
measurement,0xA300000000000001,proposed_directed,533,directed_partition,107,3,1,0.5620,RAW
measurement,0xA300000000000001,fixed_menu,534,threshold_count,5,2,,0.5433,RAW
measurement,0xA300000000000001,random_directed,534,directed_partition,104,2,0,0.4660,RAW
measurement,0xA300000000000001,proposed_directed,534,directed_partition,107,3,2,0.5913,RAW
measurement,0xA300000000000001,fixed_menu,535,threshold_count,1,3,,0.5547,RAW
measurement,0xA300000000000001,random_directed,535,directed_partition,144,2,1,0.5380,RAW
measurement,0xA300000000000001,proposed_directed,535,directed_partition,108,2,0,0.4613,RAW
measurement,0xA300000000000001,fixed_menu,536,threshold_count,2,3,,0.5280,RAW
measurement,0xA300000000000001,random_directed,536,directed_partition,148,3,2,0.5647,RAW
measurement,0xA300000000000001,proposed_directed,536,directed_partition,108,2,1,0.5387,RAW
measurement,0xA300000000000001,fixed_menu,537,threshold_count,3,3,,0.5120,RAW
measurement,0xA300000000000001,random_directed,537,directed_partition,240,3,2,0.5600,RAW
measurement,0xA300000000000001,proposed_directed,537,directed_partition,108,3,0,0.5300,RAW
measurement,0xA300000000000001,fixed_menu,538,threshold_count,4,3,,0.5060,RAW
measurement,0xA300000000000001,random_directed,538,directed_partition,37,3,2,0.5593,RAW
measurement,0xA300000000000001,proposed_directed,538,directed_partition,108,3,1,0.5873,RAW
measurement,0xA300000000000001,fixed_menu,539,threshold_count,5,3,,0.5633,RAW
measurement,0xA300000000000001,random_directed,539,directed_partition,55,3,1,0.5920,RAW
measurement,0xA300000000000001,proposed_directed,539,directed_partition,108,3,2,0.5913,RAW
measurement,0xA300000000000001,fixed_menu,540,threshold_count,1,2,,0.5707,RAW
measurement,0xA300000000000001,random_directed,540,directed_partition,208,3,1,0.5720,RAW
measurement,0xA300000000000001,proposed_directed,540,directed_partition,109,2,0,0.4667,RAW
measurement,0xA300000000000001,fixed_menu,541,threshold_count,2,2,,0.5100,RAW
measurement,0xA300000000000001,random_directed,541,directed_partition,70,2,1,0.5053,RAW
measurement,0xA300000000000001,proposed_directed,541,directed_partition,109,2,1,0.5333,RAW
measurement,0xA300000000000001,fixed_menu,542,threshold_count,3,2,,0.4673,RAW
measurement,0xA300000000000001,random_directed,542,directed_partition,222,3,1,0.5660,RAW
measurement,0xA300000000000001,proposed_directed,542,directed_partition,109,3,0,0.5307,RAW
measurement,0xA300000000000001,fixed_menu,543,threshold_count,4,2,,0.4480,RAW
measurement,0xA300000000000001,random_directed,543,directed_partition,180,2,0,0.4847,RAW
measurement,0xA300000000000001,proposed_directed,543,directed_partition,109,3,1,0.5620,RAW
measurement,0xA300000000000001,fixed_menu,544,threshold_count,5,2,,0.5433,RAW
measurement,0xA300000000000001,random_directed,544,directed_partition,58,3,0,0.5140,RAW
measurement,0xA300000000000001,proposed_directed,544,directed_partition,109,3,2,0.6160,RAW
measurement,0xA300000000000001,fixed_menu,545,threshold_count,1,3,,0.5547,RAW
measurement,0xA300000000000001,random_directed,545,directed_partition,166,3,0,0.5587,RAW
measurement,0xA300000000000001,proposed_directed,545,directed_partition,110,2,0,0.4687,RAW
measurement,0xA300000000000001,fixed_menu,546,threshold_count,2,3,,0.5280,RAW
measurement,0xA300000000000001,random_directed,546,directed_partition,97,3,2,0.5993,RAW
measurement,0xA300000000000001,proposed_directed,546,directed_partition,110,2,1,0.5313,RAW
measurement,0xA300000000000001,fixed_menu,547,threshold_count,3,3,,0.5120,RAW
measurement,0xA300000000000001,random_directed,547,directed_partition,68,3,0,0.5653,RAW
measurement,0xA300000000000001,proposed_directed,547,directed_partition,110,3,0,0.5587,RAW
measurement,0xA300000000000001,fixed_menu,548,threshold_count,4,3,,0.5060,RAW
measurement,0xA300000000000001,random_directed,548,directed_partition,18,3,1,0.5500,RAW
measurement,0xA300000000000001,proposed_directed,548,directed_partition,110,3,1,0.5673,RAW
measurement,0xA300000000000001,fixed_menu,549,threshold_count,5,3,,0.5633,RAW
measurement,0xA300000000000001,random_directed,549,directed_partition,72,2,1,0.5487,RAW
measurement,0xA300000000000001,proposed_directed,549,directed_partition,110,3,2,0.5827,RAW
measurement,0xA300000000000001,fixed_menu,550,threshold_count,1,2,,0.4293,RAW
measurement,0xA300000000000001,random_directed,550,directed_partition,69,3,1,0.5880,RAW
measurement,0xA300000000000001,proposed_directed,550,directed_partition,111,2,0,0.4673,RAW
measurement,0xA300000000000001,fixed_menu,551,threshold_count,2,2,,0.4900,RAW
measurement,0xA300000000000001,random_directed,551,directed_partition,250,2,1,0.5353,RAW
measurement,0xA300000000000001,proposed_directed,551,directed_partition,111,2,1,0.5327,RAW
measurement,0xA300000000000001,fixed_menu,552,threshold_count,3,2,,0.5327,RAW
measurement,0xA300000000000001,random_directed,552,directed_partition,141,2,0,0.4487,RAW
measurement,0xA300000000000001,proposed_directed,552,directed_partition,111,3,0,0.5633,RAW
measurement,0xA300000000000001,fixed_menu,553,threshold_count,4,2,,0.5520,RAW
measurement,0xA300000000000001,random_directed,553,directed_partition,39,3,0,0.5627,RAW
measurement,0xA300000000000001,proposed_directed,553,directed_partition,111,3,1,0.5827,RAW
measurement,0xA300000000000001,fixed_menu,554,threshold_count,5,2,,0.4567,RAW
measurement,0xA300000000000001,random_directed,554,directed_partition,193,2,0,0.4807,RAW
measurement,0xA300000000000001,proposed_directed,554,directed_partition,111,3,2,0.5627,RAW
measurement,0xA300000000000001,fixed_menu,555,threshold_count,1,3,,0.6240,RAW
measurement,0xA300000000000001,random_directed,555,directed_partition,208,2,0,0.4840,RAW
measurement,0xA300000000000001,proposed_directed,555,directed_partition,112,2,0,0.4753,RAW
measurement,0xA300000000000001,fixed_menu,556,threshold_count,2,3,,0.6260,RAW
measurement,0xA300000000000001,random_directed,556,directed_partition,184,3,2,0.5640,RAW
measurement,0xA300000000000001,proposed_directed,556,directed_partition,112,2,1,0.5247,RAW
measurement,0xA300000000000001,fixed_menu,557,threshold_count,3,3,,0.6267,RAW
measurement,0xA300000000000001,random_directed,557,directed_partition,41,2,0,0.4480,RAW
measurement,0xA300000000000001,proposed_directed,557,directed_partition,112,3,0,0.5620,RAW
measurement,0xA300000000000001,fixed_menu,558,threshold_count,4,3,,0.6373,RAW
measurement,0xA300000000000001,random_directed,558,directed_partition,74,2,1,0.5380,RAW
measurement,0xA300000000000001,proposed_directed,558,directed_partition,112,3,1,0.5720,RAW
measurement,0xA300000000000001,fixed_menu,559,threshold_count,5,3,,0.6013,RAW
measurement,0xA300000000000001,random_directed,559,directed_partition,110,2,1,0.5313,RAW
measurement,0xA300000000000001,proposed_directed,559,directed_partition,112,3,2,0.5747,RAW
measurement,0xA300000000000001,fixed_menu,560,threshold_count,1,2,,0.4293,RAW
measurement,0xA300000000000001,random_directed,560,directed_partition,123,3,0,0.5640,RAW
measurement,0xA300000000000001,proposed_directed,560,directed_partition,113,2,0,0.4533,RAW
measurement,0xA300000000000001,fixed_menu,561,threshold_count,2,2,,0.4900,RAW
measurement,0xA300000000000001,random_directed,561,directed_partition,96,3,2,0.5660,RAW
measurement,0xA300000000000001,proposed_directed,561,directed_partition,113,2,1,0.5467,RAW
measurement,0xA300000000000001,fixed_menu,562,threshold_count,3,2,,0.5327,RAW
measurement,0xA300000000000001,random_directed,562,directed_partition,166,2,0,0.4787,RAW
measurement,0xA300000000000001,proposed_directed,562,directed_partition,113,3,0,0.5607,RAW
measurement,0xA300000000000001,fixed_menu,563,threshold_count,4,2,,0.5520,RAW
measurement,0xA300000000000001,random_directed,563,directed_partition,55,3,2,0.5633,RAW
measurement,0xA300000000000001,proposed_directed,563,directed_partition,113,3,1,0.5727,RAW
measurement,0xA300000000000001,fixed_menu,564,threshold_count,5,2,,0.4567,RAW
measurement,0xA300000000000001,random_directed,564,directed_partition,204,2,0,0.4613,RAW
measurement,0xA300000000000001,proposed_directed,564,directed_partition,113,3,2,0.5753,RAW
measurement,0xA300000000000001,fixed_menu,565,threshold_count,1,3,,0.6240,RAW
measurement,0xA300000000000001,random_directed,565,directed_partition,36,3,2,0.5627,RAW
measurement,0xA300000000000001,proposed_directed,565,directed_partition,114,2,0,0.4687,RAW
measurement,0xA300000000000001,fixed_menu,566,threshold_count,2,3,,0.6260,RAW
measurement,0xA300000000000001,random_directed,566,directed_partition,239,2,1,0.5393,RAW
measurement,0xA300000000000001,proposed_directed,566,directed_partition,114,2,1,0.5313,RAW
measurement,0xA300000000000001,fixed_menu,567,threshold_count,3,3,,0.6267,RAW
measurement,0xA300000000000001,random_directed,567,directed_partition,40,3,0,0.5880,RAW
measurement,0xA300000000000001,proposed_directed,567,directed_partition,114,3,0,0.5413,RAW
measurement,0xA300000000000001,fixed_menu,568,threshold_count,4,3,,0.6373,RAW
measurement,0xA300000000000001,random_directed,568,directed_partition,187,2,1,0.5600,RAW
measurement,0xA300000000000001,proposed_directed,568,directed_partition,114,3,1,0.5853,RAW
measurement,0xA300000000000001,fixed_menu,569,threshold_count,5,3,,0.6013,RAW
measurement,0xA300000000000001,random_directed,569,directed_partition,174,3,1,0.5693,RAW
measurement,0xA300000000000001,proposed_directed,569,directed_partition,114,3,2,0.5820,RAW
measurement,0xA300000000000001,fixed_menu,570,threshold_count,1,2,,0.4293,RAW
measurement,0xA300000000000001,random_directed,570,directed_partition,92,2,0,0.4720,RAW
measurement,0xA300000000000001,proposed_directed,570,directed_partition,115,2,0,0.5000,RAW
measurement,0xA300000000000001,fixed_menu,571,threshold_count,2,2,,0.4900,RAW
measurement,0xA300000000000001,random_directed,571,directed_partition,239,2,0,0.4607,RAW
measurement,0xA300000000000001,proposed_directed,571,directed_partition,115,2,1,0.5000,RAW
measurement,0xA300000000000001,fixed_menu,572,threshold_count,3,2,,0.5327,RAW
measurement,0xA300000000000001,random_directed,572,directed_partition,121,3,1,0.5727,RAW
measurement,0xA300000000000001,proposed_directed,572,directed_partition,115,3,0,0.5633,RAW
measurement,0xA300000000000001,fixed_menu,573,threshold_count,4,2,,0.5520,RAW
measurement,0xA300000000000001,random_directed,573,directed_partition,114,3,0,0.5413,RAW
measurement,0xA300000000000001,proposed_directed,573,directed_partition,115,3,1,0.5880,RAW
measurement,0xA300000000000001,fixed_menu,574,threshold_count,5,2,,0.4567,RAW
measurement,0xA300000000000001,random_directed,574,directed_partition,95,3,1,0.5560,RAW
measurement,0xA300000000000001,proposed_directed,574,directed_partition,115,3,2,0.5573,RAW
measurement,0xA300000000000001,fixed_menu,575,threshold_count,1,3,,0.5300,RAW
measurement,0xA300000000000001,random_directed,575,directed_partition,4,2,0,0.4713,RAW
measurement,0xA300000000000001,proposed_directed,575,directed_partition,116,2,0,0.4987,RAW
measurement,0xA300000000000001,fixed_menu,576,threshold_count,2,3,,0.5547,RAW
measurement,0xA300000000000001,random_directed,576,directed_partition,106,3,0,0.5567,RAW
measurement,0xA300000000000001,proposed_directed,576,directed_partition,116,2,1,0.5013,RAW
measurement,0xA300000000000001,fixed_menu,577,threshold_count,3,3,,0.5700,RAW
measurement,0xA300000000000001,random_directed,577,directed_partition,69,3,1,0.5880,RAW
measurement,0xA300000000000001,proposed_directed,577,directed_partition,116,3,0,0.5420,RAW
measurement,0xA300000000000001,fixed_menu,578,threshold_count,4,3,,0.5653,RAW
measurement,0xA300000000000001,random_directed,578,directed_partition,164,2,0,0.4733,RAW
measurement,0xA300000000000001,proposed_directed,578,directed_partition,116,3,1,0.5780,RAW
measurement,0xA300000000000001,fixed_menu,579,threshold_count,5,3,,0.5440,RAW
measurement,0xA300000000000001,random_directed,579,directed_partition,192,3,2,0.5507,RAW
measurement,0xA300000000000001,proposed_directed,579,directed_partition,116,3,2,0.5887,RAW
measurement,0xA300000000000001,fixed_menu,580,threshold_count,1,2,,0.5707,RAW
measurement,0xA300000000000001,random_directed,580,directed_partition,118,2,0,0.4913,RAW
measurement,0xA300000000000001,proposed_directed,580,directed_partition,117,2,0,0.4933,RAW
measurement,0xA300000000000001,fixed_menu,581,threshold_count,2,2,,0.5100,RAW
measurement,0xA300000000000001,random_directed,581,directed_partition,78,3,1,0.6080,RAW
measurement,0xA300000000000001,proposed_directed,581,directed_partition,117,2,1,0.5067,RAW
measurement,0xA300000000000001,fixed_menu,582,threshold_count,3,2,,0.4673,RAW
measurement,0xA300000000000001,random_directed,582,directed_partition,130,3,1,0.5653,RAW
measurement,0xA300000000000001,proposed_directed,582,directed_partition,117,3,0,0.5727,RAW
measurement,0xA300000000000001,fixed_menu,583,threshold_count,4,2,,0.4480,RAW
measurement,0xA300000000000001,random_directed,583,directed_partition,53,3,0,0.5793,RAW
measurement,0xA300000000000001,proposed_directed,583,directed_partition,117,3,1,0.5627,RAW
measurement,0xA300000000000001,fixed_menu,584,threshold_count,5,2,,0.5433,RAW
measurement,0xA300000000000001,random_directed,584,directed_partition,36,3,2,0.5627,RAW
measurement,0xA300000000000001,proposed_directed,584,directed_partition,117,3,2,0.5733,RAW
measurement,0xA300000000000001,fixed_menu,585,threshold_count,1,3,,0.5300,RAW
measurement,0xA300000000000001,random_directed,585,directed_partition,221,3,1,0.5667,RAW
measurement,0xA300000000000001,proposed_directed,585,directed_partition,118,2,0,0.4913,RAW
measurement,0xA300000000000001,fixed_menu,586,threshold_count,2,3,,0.5547,RAW
measurement,0xA300000000000001,random_directed,586,directed_partition,206,2,0,0.4760,RAW
measurement,0xA300000000000001,proposed_directed,586,directed_partition,118,2,1,0.5087,RAW
measurement,0xA300000000000001,fixed_menu,587,threshold_count,3,3,,0.5700,RAW
measurement,0xA300000000000001,random_directed,587,directed_partition,32,3,1,0.6227,RAW
measurement,0xA300000000000001,proposed_directed,587,directed_partition,118,3,0,0.5733,RAW
measurement,0xA300000000000001,fixed_menu,588,threshold_count,4,3,,0.5653,RAW
