split,seed,arm,candidate_evaluations,grammar,mask,modulus,residue,validation_accuracy,detail
measurement,0xA300000000000002,proposed_directed,807,directed_partition,162,3,0,0.5720,RAW
measurement,0xA300000000000002,fixed_menu,808,threshold_count,4,3,,0.5580,RAW
measurement,0xA300000000000002,random_directed,808,directed_partition,239,2,1,0.5413,RAW
measurement,0xA300000000000002,proposed_directed,808,directed_partition,162,3,1,0.5547,RAW
measurement,0xA300000000000002,fixed_menu,809,threshold_count,5,3,,0.5440,RAW
measurement,0xA300000000000002,random_directed,809,directed_partition,126,3,1,0.5493,RAW
measurement,0xA300000000000002,proposed_directed,809,directed_partition,162,3,2,0.5893,RAW
measurement,0xA300000000000002,fixed_menu,810,threshold_count,1,2,,0.4440,RAW
measurement,0xA300000000000002,random_directed,810,directed_partition,110,2,1,0.5433,RAW
measurement,0xA300000000000002,proposed_directed,810,directed_partition,163,2,0,0.4720,RAW
measurement,0xA300000000000002,fixed_menu,811,threshold_count,2,2,,0.5007,RAW
measurement,0xA300000000000002,random_directed,811,directed_partition,46,3,2,0.5653,RAW
measurement,0xA300000000000002,proposed_directed,811,directed_partition,163,2,1,0.5280,RAW
measurement,0xA300000000000002,fixed_menu,812,threshold_count,3,2,,0.5400,RAW
measurement,0xA300000000000002,random_directed,812,directed_partition,181,3,0,0.5720,RAW
measurement,0xA300000000000002,proposed_directed,812,directed_partition,163,3,0,0.5440,RAW
measurement,0xA300000000000002,fixed_menu,813,threshold_count,4,2,,0.5420,RAW
measurement,0xA300000000000002,random_directed,813,directed_partition,171,2,1,0.5287,RAW
measurement,0xA300000000000002,proposed_directed,813,directed_partition,163,3,1,0.5767,RAW
measurement,0xA300000000000002,fixed_menu,814,threshold_count,5,2,,0.4453,RAW
measurement,0xA300000000000002,random_directed,814,directed_partition,111,2,0,0.4527,RAW
measurement,0xA300000000000002,proposed_directed,814,directed_partition,163,3,2,0.5953,RAW
measurement,0xA300000000000002,fixed_menu,815,threshold_count,1,3,,0.5267,RAW
measurement,0xA300000000000002,random_directed,815,directed_partition,29,2,1,0.5373,RAW
measurement,0xA300000000000002,proposed_directed,815,directed_partition,164,2,0,0.4767,RAW
measurement,0xA300000000000002,fixed_menu,816,threshold_count,2,3,,0.5393,RAW
measurement,0xA300000000000002,random_directed,816,directed_partition,159,3,0,0.5860,RAW
measurement,0xA300000000000002,proposed_directed,816,directed_partition,164,2,1,0.5233,RAW
measurement,0xA300000000000002,fixed_menu,817,threshold_count,3,3,,0.5640,RAW
measurement,0xA300000000000002,random_directed,817,directed_partition,156,2,1,0.5300,RAW
measurement,0xA300000000000002,proposed_directed,817,directed_partition,164,3,0,0.5627,RAW
measurement,0xA300000000000002,fixed_menu,818,threshold_count,4,3,,0.5580,RAW
measurement,0xA300000000000002,random_directed,818,directed_partition,133,2,1,0.4873,RAW
measurement,0xA300000000000002,proposed_directed,818,directed_partition,164,3,1,0.5500,RAW
measurement,0xA300000000000002,fixed_menu,819,threshold_count,5,3,,0.5440,RAW
measurement,0xA300000000000002,random_directed,819,directed_partition,57,3,0,0.5193,RAW
measurement,0xA300000000000002,proposed_directed,819,directed_partition,164,3,2,0.6033,RAW
measurement,0xA300000000000002,fixed_menu,820,threshold_count,1,2,,0.4440,RAW
measurement,0xA300000000000002,random_directed,820,directed_partition,44,3,1,0.5600,RAW
measurement,0xA300000000000002,proposed_directed,820,directed_partition,165,2,0,0.4553,RAW
measurement,0xA300000000000002,fixed_menu,821,threshold_count,2,2,,0.5007,RAW
measurement,0xA300000000000002,random_directed,821,directed_partition,174,2,0,0.4727,RAW
measurement,0xA300000000000002,proposed_directed,821,directed_partition,165,2,1,0.5447,RAW
measurement,0xA300000000000002,fixed_menu,822,threshold_count,3,2,,0.5400,RAW
measurement,0xA300000000000002,random_directed,822,directed_partition,199,3,2,0.5773,RAW
measurement,0xA300000000000002,proposed_directed,822,directed_partition,165,3,0,0.5567,RAW
measurement,0xA300000000000002,fixed_menu,823,threshold_count,4,2,,0.5420,RAW
measurement,0xA300000000000002,random_directed,823,directed_partition,204,3,1,0.6200,RAW
measurement,0xA300000000000002,proposed_directed,823,directed_partition,165,3,1,0.6080,RAW
measurement,0xA300000000000002,fixed_menu,824,threshold_count,5,2,,0.4453,RAW
measurement,0xA300000000000002,random_directed,824,directed_partition,111,3,0,0.5860,RAW
measurement,0xA300000000000002,proposed_directed,824,directed_partition,165,3,2,0.5513,RAW
measurement,0xA300000000000002,fixed_menu,825,threshold_count,1,3,,0.5593,RAW
measurement,0xA300000000000002,random_directed,825,directed_partition,11,2,0,0.4593,RAW
measurement,0xA300000000000002,proposed_directed,825,directed_partition,166,2,0,0.4567,RAW
measurement,0xA300000000000002,fixed_menu,826,threshold_count,2,3,,0.5327,RAW
measurement,0xA300000000000002,random_directed,826,directed_partition,32,3,0,0.4760,RAW
measurement,0xA300000000000002,proposed_directed,826,directed_partition,166,2,1,0.5433,RAW
measurement,0xA300000000000002,fixed_menu,827,threshold_count,3,3,,0.5160,RAW
measurement,0xA300000000000002,random_directed,827,directed_partition,223,3,2,0.5953,RAW
measurement,0xA300000000000002,proposed_directed,827,directed_partition,166,3,0,0.5593,RAW
measurement,0xA300000000000002,fixed_menu,828,threshold_count,4,3,,0.5207,RAW
measurement,0xA300000000000002,random_directed,828,directed_partition,233,2,1,0.5347,RAW
measurement,0xA300000000000002,proposed_directed,828,directed_partition,166,3,1,0.5620,RAW
measurement,0xA300000000000002,fixed_menu,829,threshold_count,5,3,,0.5473,RAW
measurement,0xA300000000000002,random_directed,829,directed_partition,182,3,2,0.5953,RAW
measurement,0xA300000000000002,proposed_directed,829,directed_partition,166,3,2,0.5947,RAW
measurement,0xA300000000000002,fixed_menu,830,threshold_count,1,2,,0.5560,RAW
measurement,0xA300000000000002,random_directed,830,directed_partition,155,2,0,0.4713,RAW
measurement,0xA300000000000002,proposed_directed,830,directed_partition,167,2,0,0.4960,RAW
measurement,0xA300000000000002,fixed_menu,831,threshold_count,2,2,,0.4993,RAW
measurement,0xA300000000000002,random_directed,831,directed_partition,248,3,1,0.5567,RAW
measurement,0xA300000000000002,proposed_directed,831,directed_partition,167,2,1,0.5040,RAW
measurement,0xA300000000000002,fixed_menu,832,threshold_count,3,2,,0.4600,RAW
measurement,0xA300000000000002,random_directed,832,directed_partition,35,2,0,0.4793,RAW
measurement,0xA300000000000002,proposed_directed,832,directed_partition,167,3,0,0.5480,RAW
measurement,0xA300000000000002,fixed_menu,833,threshold_count,4,2,,0.4580,RAW
measurement,0xA300000000000002,random_directed,833,directed_partition,72,2,1,0.5513,RAW
measurement,0xA300000000000002,proposed_directed,833,directed_partition,167,3,1,0.5900,RAW
measurement,0xA300000000000002,fixed_menu,834,threshold_count,5,2,,0.5547,RAW
measurement,0xA300000000000002,random_directed,834,directed_partition,19,2,0,0.4827,RAW
measurement,0xA300000000000002,proposed_directed,834,directed_partition,167,3,2,0.5780,RAW
measurement,0xA300000000000002,fixed_menu,835,threshold_count,1,3,,0.5593,RAW
measurement,0xA300000000000002,random_directed,835,directed_partition,70,3,2,0.5767,RAW
measurement,0xA300000000000002,proposed_directed,835,directed_partition,168,2,0,0.4487,RAW
measurement,0xA300000000000002,fixed_menu,836,threshold_count,2,3,,0.5327,RAW
measurement,0xA300000000000002,random_directed,836,directed_partition,74,3,2,0.5760,RAW
measurement,0xA300000000000002,proposed_directed,836,directed_partition,168,2,1,0.5513,RAW
measurement,0xA300000000000002,fixed_menu,837,threshold_count,3,3,,0.5160,RAW
measurement,0xA300000000000002,random_directed,837,directed_partition,234,3,1,0.5573,RAW
measurement,0xA300000000000002,proposed_directed,837,directed_partition,168,3,0,0.5780,RAW
measurement,0xA300000000000002,fixed_menu,838,threshold_count,4,3,,0.5207,RAW
measurement,0xA300000000000002,random_directed,838,directed_partition,182,2,1,0.5227,RAW
measurement,0xA300000000000002,proposed_directed,838,directed_partition,168,3,1,0.5473,RAW
measurement,0xA300000000000002,fixed_menu,839,threshold_count,5,3,,0.5473,RAW
measurement,0xA300000000000002,random_directed,839,directed_partition,9,2,0,0.4540,RAW
measurement,0xA300000000000002,proposed_directed,839,directed_partition,168,3,2,0.5907,RAW
measurement,0xA300000000000002,fixed_menu,840,threshold_count,1,2,,0.5560,RAW
measurement,0xA300000000000002,random_directed,840,directed_partition,215,2,0,0.4527,RAW
measurement,0xA300000000000002,proposed_directed,840,directed_partition,169,2,0,0.4780,RAW
measurement,0xA300000000000002,fixed_menu,841,threshold_count,2,2,,0.4993,RAW
measurement,0xA300000000000002,random_directed,841,directed_partition,49,3,1,0.5587,RAW
measurement,0xA300000000000002,proposed_directed,841,directed_partition,169,2,1,0.5220,RAW
measurement,0xA300000000000002,fixed_menu,842,threshold_count,3,2,,0.4600,RAW
measurement,0xA300000000000002,random_directed,842,directed_partition,71,2,1,0.5293,RAW
measurement,0xA300000000000002,proposed_directed,842,directed_partition,169,3,0,0.5127,RAW
measurement,0xA300000000000002,fixed_menu,843,threshold_count,4,2,,0.4580,RAW
measurement,0xA300000000000002,random_directed,843,directed_partition,96,2,0,0.4700,RAW
measurement,0xA300000000000002,proposed_directed,843,directed_partition,169,3,1,0.6387,RAW
measurement,0xA300000000000002,fixed_menu,844,threshold_count,5,2,,0.5547,RAW
measurement,0xA300000000000002,random_directed,844,directed_partition,98,2,0,0.4953,RAW
measurement,0xA300000000000002,proposed_directed,844,directed_partition,169,3,2,0.5647,RAW
measurement,0xA300000000000002,fixed_menu,845,threshold_count,1,3,,0.5593,RAW
measurement,0xA300000000000002,random_directed,845,directed_partition,28,3,1,0.5673,RAW
measurement,0xA300000000000002,proposed_directed,845,directed_partition,170,2,0,0.4707,RAW
measurement,0xA300000000000002,fixed_menu,846,threshold_count,2,3,,0.5327,RAW
measurement,0xA300000000000002,random_directed,846,directed_partition,91,3,0,0.5780,RAW
measurement,0xA300000000000002,proposed_directed,846,directed_partition,170,2,1,0.5293,RAW
measurement,0xA300000000000002,fixed_menu,847,threshold_count,3,3,,0.5160,RAW
measurement,0xA300000000000002,random_directed,847,directed_partition,177,3,0,0.5660,RAW
measurement,0xA300000000000002,proposed_directed,847,directed_partition,170,3,0,0.5547,RAW
measurement,0xA300000000000002,fixed_menu,848,threshold_count,4,3,,0.5207,RAW
measurement,0xA300000000000002,random_directed,848,directed_partition,188,3,0,0.5613,RAW
measurement,0xA300000000000002,proposed_directed,848,directed_partition,170,3,1,0.6013,RAW
measurement,0xA300000000000002,fixed_menu,849,threshold_count,5,3,,0.5473,RAW
measurement,0xA300000000000002,random_directed,849,directed_partition,120,3,0,0.5453,RAW
measurement,0xA300000000000002,proposed_directed,849,directed_partition,170,3,2,0.5600,RAW
measurement,0xA300000000000002,fixed_menu,850,threshold_count,1,2,,0.4440,RAW
measurement,0xA300000000000002,random_directed,850,directed_partition,89,2,1,0.5460,RAW
measurement,0xA300000000000002,proposed_directed,850,directed_partition,171,2,0,0.4713,RAW
measurement,0xA300000000000002,fixed_menu,851,threshold_count,2,2,,0.5007,RAW
measurement,0xA300000000000002,random_directed,851,directed_partition,144,2,1,0.5287,RAW
measurement,0xA300000000000002,proposed_directed,851,directed_partition,171,2,1,0.5287,RAW
measurement,0xA300000000000002,fixed_menu,852,threshold_count,3,2,,0.5400,RAW
measurement,0xA300000000000002,random_directed,852,directed_partition,202,3,1,0.6320,RAW
measurement,0xA300000000000002,proposed_directed,852,directed_partition,171,3,0,0.5327,RAW
measurement,0xA300000000000002,fixed_menu,853,threshold_count,4,2,,0.5420,RAW
measurement,0xA300000000000002,random_directed,853,directed_partition,64,3,1,0.6513,RAW
measurement,0xA300000000000002,proposed_directed,853,directed_partition,171,3,1,0.5993,RAW
measurement,0xA300000000000002,fixed_menu,854,threshold_count,5,2,,0.4453,RAW
measurement,0xA300000000000002,random_directed,854,directed_partition,32,2,1,0.5280,RAW
measurement,0xA300000000000002,proposed_directed,854,directed_partition,171,3,2,0.5840,RAW
measurement,0xA300000000000002,fixed_menu,855,threshold_count,1,3,,0.6300,RAW
measurement,0xA300000000000002,random_directed,855,directed_partition,238,3,1,0.5547,RAW
measurement,0xA300000000000002,proposed_directed,855,directed_partition,172,2,0,0.4573,RAW
measurement,0xA300000000000002,fixed_menu,856,threshold_count,2,3,,0.6440,RAW
measurement,0xA300000000000002,random_directed,856,directed_partition,137,2,0,0.4720,RAW
measurement,0xA300000000000002,proposed_directed,856,directed_partition,172,2,1,0.5427,RAW
measurement,0xA300000000000002,fixed_menu,857,threshold_count,3,3,,0.6360,RAW
measurement,0xA300000000000002,random_directed,857,directed_partition,147,2,1,0.5340,RAW
measurement,0xA300000000000002,proposed_directed,857,directed_partition,172,3,0,0.5320,RAW
measurement,0xA300000000000002,fixed_menu,858,threshold_count,4,3,,0.6373,RAW
measurement,0xA300000000000002,random_directed,858,directed_partition,226,2,0,0.4773,RAW
measurement,0xA300000000000002,proposed_directed,858,directed_partition,172,3,1,0.6100,RAW
measurement,0xA300000000000002,fixed_menu,859,threshold_count,5,3,,0.6247,RAW
measurement,0xA300000000000002,random_directed,859,directed_partition,24,3,0,0.6060,RAW
measurement,0xA300000000000002,proposed_directed,859,directed_partition,172,3,2,0.5740,RAW
measurement,0xA300000000000002,fixed_menu,860,threshold_count,1,2,,0.4440,RAW
measurement,0xA300000000000002,random_directed,860,directed_partition,136,2,1,0.5547,RAW
measurement,0xA300000000000002,proposed_directed,860,directed_partition,173,2,0,0.4833,RAW
measurement,0xA300000000000002,fixed_menu,861,threshold_count,2,2,,0.5007,RAW
measurement,0xA300000000000002,random_directed,861,directed_partition,58,3,1,0.5920,RAW
measurement,0xA300000000000002,proposed_directed,861,directed_partition,173,2,1,0.5167,RAW
measurement,0xA300000000000002,fixed_menu,862,threshold_count,3,2,,0.5400,RAW
measurement,0xA300000000000002,random_directed,862,directed_partition,166,3,0,0.5593,RAW
measurement,0xA300000000000002,proposed_directed,862,directed_partition,173,3,0,0.5700,RAW
measurement,0xA300000000000002,fixed_menu,863,threshold_count,4,2,,0.5420,RAW
measurement,0xA300000000000002,random_directed,863,directed_partition,142,3,1,0.5987,RAW
measurement,0xA300000000000002,proposed_directed,863,directed_partition,173,3,1,0.5720,RAW
measurement,0xA300000000000002,fixed_menu,864,threshold_count,5,2,,0.4453,RAW
measurement,0xA300000000000002,random_directed,864,directed_partition,27,3,1,0.6153,RAW
measurement,0xA300000000000002,proposed_directed,864,directed_partition,173,3,2,0.5740,RAW
measurement,0xA300000000000002,fixed_menu,865,threshold_count,1,3,,0.6300,RAW
measurement,0xA300000000000002,random_directed,865,directed_partition,73,3,0,0.5753,RAW
measurement,0xA300000000000002,proposed_directed,865,directed_partition,174,2,0,0.4727,RAW
measurement,0xA300000000000002,fixed_menu,866,threshold_count,2,3,,0.6440,RAW
measurement,0xA300000000000002,random_directed,866,directed_partition,170,2,0,0.4707,RAW
measurement,0xA300000000000002,proposed_directed,866,directed_partition,174,2,1,0.5273,RAW
measurement,0xA300000000000002,fixed_menu,867,threshold_count,3,3,,0.6360,RAW
measurement,0xA300000000000002,random_directed,867,directed_partition,97,2,1,0.5267,RAW
measurement,0xA300000000000002,proposed_directed,867,directed_partition,174,3,0,0.5487,RAW
measurement,0xA300000000000002,fixed_menu,868,threshold_count,4,3,,0.6373,RAW
measurement,0xA300000000000002,random_directed,868,directed_partition,88,2,1,0.5380,RAW
measurement,0xA300000000000002,proposed_directed,868,directed_partition,174,3,1,0.5873,RAW
measurement,0xA300000000000002,fixed_menu,869,threshold_count,5,3,,0.6247,RAW
measurement,0xA300000000000002,random_directed,869,directed_partition,108,2,0,0.4747,RAW
measurement,0xA300000000000002,proposed_directed,869,directed_partition,174,3,2,0.5800,RAW
measurement,0xA300000000000002,fixed_menu,870,threshold_count,1,2,,0.4440,RAW
measurement,0xA300000000000002,random_directed,870,directed_partition,37,3,0,0.5733,RAW
measurement,0xA300000000000002,proposed_directed,870,directed_partition,175,2,0,0.4527,RAW
measurement,0xA300000000000002,fixed_menu,871,threshold_count,2,2,,0.5007,RAW
measurement,0xA300000000000002,random_directed,871,directed_partition,155,2,0,0.4713,RAW
measurement,0xA300000000000002,proposed_directed,871,directed_partition,175,2,1,0.5473,RAW
measurement,0xA300000000000002,fixed_menu,872,threshold_count,3,2,,0.5400,RAW
measurement,0xA300000000000002,random_directed,872,directed_partition,125,2,1,0.5680,RAW
measurement,0xA300000000000002,proposed_directed,872,directed_partition,175,3,0,0.5787,RAW
measurement,0xA300000000000002,fixed_menu,873,threshold_count,4,2,,0.5420,RAW
measurement,0xA300000000000002,random_directed,873,directed_partition,202,3,1,0.6320,RAW
measurement,0xA300000000000002,proposed_directed,873,directed_partition,175,3,1,0.5727,RAW
measurement,0xA300000000000002,fixed_menu,874,threshold_count,5,2,,0.4453,RAW
measurement,0xA300000000000002,random_directed,874,directed_partition,103,2,1,0.5220,RAW
measurement,0xA300000000000002,proposed_directed,874,directed_partition,175,3,2,0.5647,RAW
measurement,0xA300000000000002,fixed_menu,875,threshold_count,1,3,,0.5267,RAW
measurement,0xA300000000000002,random_directed,875,directed_partition,222,3,2,0.5567,RAW
measurement,0xA300000000000002,proposed_directed,875,directed_partition,176,2,0,0.4793,RAW
measurement,0xA300000000000002,fixed_menu,876,threshold_count,2,3,,0.5393,RAW
measurement,0xA300000000000002,random_directed,876,directed_partition,175,3,1,0.5727,RAW
measurement,0xA300000000000002,proposed_directed,876,directed_partition,176,2,1,0.5207,RAW
measurement,0xA300000000000002,fixed_menu,877,threshold_count,3,3,,0.5640,RAW
measurement,0xA300000000000002,random_directed,877,directed_partition,203,3,2,0.5760,RAW
measurement,0xA300000000000002,proposed_directed,877,directed_partition,176,3,0,0.5407,RAW
measurement,0xA300000000000002,fixed_menu,878,threshold_count,4,3,,0.5580,RAW
measurement,0xA300000000000002,random_directed,878,directed_partition,229,3,1,0.5633,RAW
measurement,0xA300000000000002,proposed_directed,878,directed_partition,176,3,1,0.5707,RAW
measurement,0xA300000000000002,fixed_menu,879,threshold_count,5,3,,0.5440,RAW
measurement,0xA300000000000002,random_directed,879,directed_partition,45,2,0,0.4567,RAW
measurement,0xA300000000000002,proposed_directed,879,directed_partition,176,3,2,0.6047,RAW
measurement,0xA300000000000002,fixed_menu,880,threshold_count,1,2,,0.5560,RAW
measurement,0xA300000000000002,random_directed,880,directed_partition,161,3,2,0.5727,RAW
measurement,0xA300000000000002,proposed_directed,880,directed_partition,177,2,0,0.4680,RAW
measurement,0xA300000000000002,fixed_menu,881,threshold_count,2,2,,0.4993,RAW
measurement,0xA300000000000002,random_directed,881,directed_partition,247,3,0,0.5373,RAW
measurement,0xA300000000000002,proposed_directed,881,directed_partition,177,2,1,0.5320,RAW
measurement,0xA300000000000002,fixed_menu,882,threshold_count,3,2,,0.4600,RAW
measurement,0xA300000000000002,random_directed,882,directed_partition,107,3,2,0.5753,RAW
measurement,0xA300000000000002,proposed_directed,882,directed_partition,177,3,0,0.5660,RAW
measurement,0xA300000000000002,fixed_menu,883,threshold_count,4,2,,0.4580,RAW
measurement,0xA300000000000002,random_directed,883,directed_partition,69,3,0,0.5800,RAW
measurement,0xA300000000000002,proposed_directed,883,directed_partition,177,3,1,0.5640,RAW
measurement,0xA300000000000002,fixed_menu,884,threshold_count,5,2,,0.5547,RAW
measurement,0xA300000000000002,random_directed,884,directed_partition,64,2,1,0.5340,RAW
measurement,0xA300000000000002,proposed_directed,884,directed_partition,177,3,2,0.5860,RAW
measurement,0xA300000000000002,fixed_menu,885,threshold_count,1,3,,0.5267,RAW
measurement,0xA300000000000002,random_directed,885,directed_partition,253,2,1,0.5360,RAW
measurement,0xA300000000000002,proposed_directed,885,directed_partition,178,2,0,0.4660,RAW
measurement,0xA300000000000002,fixed_menu,886,threshold_count,2,3,,0.5393,RAW
measurement,0xA300000000000002,random_directed,886,directed_partition,55,3,1,0.5727,RAW
measurement,0xA300000000000002,proposed_directed,886,directed_partition,178,2,1,0.5340,RAW
measurement,0xA300000000000002,fixed_menu,887,threshold_count,3,3,,0.5640,RAW
measurement,0xA300000000000002,random_directed,887,directed_partition,196,2,1,0.5167,RAW
measurement,0xA300000000000002,proposed_directed,887,directed_partition,178,3,0,0.5767,RAW
measurement,0xA300000000000002,fixed_menu,888,threshold_count,4,3,,0.5580,RAW
measurement,0xA300000000000002,random_directed,888,directed_partition,8,2,1,0.5973,RAW
measurement,0xA300000000000002,proposed_directed,888,directed_partition,178,3,1,0.5387,RAW
measurement,0xA300000000000002,fixed_menu,889,threshold_count,5,3,,0.5440,RAW
measurement,0xA300000000000002,random_directed,889,directed_partition,54,2,1,0.5340,RAW
measurement,0xA300000000000002,proposed_directed,889,directed_partition,178,3,2,0.6007,RAW
measurement,0xA300000000000002,fixed_menu,890,threshold_count,1,2,,0.5560,RAW
measurement,0xA300000000000002,random_directed,890,directed_partition,91,2,1,0.5180,RAW
measurement,0xA300000000000002,proposed_directed,890,directed_partition,179,2,0,0.4953,RAW
measurement,0xA300000000000002,fixed_menu,891,threshold_count,2,2,,0.4993,RAW
measurement,0xA300000000000002,random_directed,891,directed_partition,177,2,0,0.4680,RAW
measurement,0xA300000000000002,proposed_directed,891,directed_partition,179,2,1,0.5047,RAW
measurement,0xA300000000000002,fixed_menu,892,threshold_count,3,2,,0.4600,RAW
measurement,0xA300000000000002,random_directed,892,directed_partition,59,3,1,0.5727,RAW
measurement,0xA300000000000002,proposed_directed,892,directed_partition,179,3,0,0.5427,RAW
measurement,0xA300000000000002,fixed_menu,893,threshold_count,4,2,,0.4580,RAW
measurement,0xA300000000000002,random_directed,893,directed_partition,5,2,1,0.5540,RAW
measurement,0xA300000000000002,proposed_directed,893,directed_partition,179,3,1,0.5900,RAW
measurement,0xA300000000000002,fixed_menu,894,threshold_count,5,2,,0.5547,RAW
measurement,0xA300000000000002,random_directed,894,directed_partition,124,2,0,0.4527,RAW
measurement,0xA300000000000002,proposed_directed,894,directed_partition,179,3,2,0.5833,RAW
measurement,0xA300000000000002,fixed_menu,895,threshold_count,1,3,,0.5267,RAW
measurement,0xA300000000000002,random_directed,895,directed_partition,76,2,0,0.4700,RAW
measurement,0xA300000000000002,proposed_directed,895,directed_partition,180,2,0,0.4653,RAW
measurement,0xA300000000000002,fixed_menu,896,threshold_count,2,3,,0.5393,RAW
measurement,0xA300000000000002,random_directed,896,directed_partition,149,2,0,0.4700,RAW
measurement,0xA300000000000002,proposed_directed,896,directed_partition,180,2,1,0.5347,RAW
measurement,0xA300000000000002,fixed_menu,897,threshold_count,3,3,,0.5640,RAW
measurement,0xA300000000000002,random_directed,897,directed_partition,90,3,2,0.5633,RAW
measurement,0xA300000000000002,proposed_directed,897,directed_partition,180,3,0,0.5613,RAW
measurement,0xA300000000000002,fixed_menu,898,threshold_count,4,3,,0.5580,RAW
measurement,0xA300000000000002,random_directed,898,directed_partition,130,3,2,0.5853,RAW
measurement,0xA300000000000002,proposed_directed,898,directed_partition,180,3,1,0.5720,RAW
measurement,0xA300000000000002,fixed_menu,899,threshold_count,5,3,,0.5440,RAW
measurement,0xA300000000000002,random_directed,899,directed_partition,149,2,0,0.4700,RAW
measurement,0xA300000000000002,proposed_directed,899,directed_partition,180,3,2,0.5827,RAW
measurement,0xA300000000000002,fixed_menu,900,threshold_count,1,2,,0.4440,RAW
measurement,0xA300000000000002,random_directed,900,directed_partition,104,3,0,0.5867,RAW
measurement,0xA300000000000002,proposed_directed,900,directed_partition,181,2,0,0.5027,RAW
measurement,0xA300000000000002,fixed_menu,901,threshold_count,2,2,,0.5007,RAW
measurement,0xA300000000000002,random_directed,901,directed_partition,135,3,0,0.5447,RAW
measurement,0xA300000000000002,proposed_directed,901,directed_partition,181,2,1,0.4973,RAW
measurement,0xA300000000000002,fixed_menu,902,threshold_count,3,2,,0.5400,RAW
measurement,0xA300000000000002,random_directed,902,directed_partition,154,2,1,0.5120,RAW
measurement,0xA300000000000002,proposed_directed,902,directed_partition,181,3,0,0.5720,RAW
measurement,0xA300000000000002,fixed_menu,903,threshold_count,4,2,,0.5420,RAW
measurement,0xA300000000000002,random_directed,903,directed_partition,86,2,1,0.5280,RAW
measurement,0xA300000000000002,proposed_directed,903,directed_partition,181,3,1,0.5480,RAW
measurement,0xA300000000000002,fixed_menu,904,threshold_count,5,2,,0.4453,RAW
measurement,0xA300000000000002,random_directed,904,directed_partition,250,3,2,0.5787,RAW
measurement,0xA300000000000002,proposed_directed,904,directed_partition,181,3,2,0.5960,RAW
measurement,0xA300000000000002,fixed_menu,905,threshold_count,1,3,,0.5593,RAW
measurement,0xA300000000000002,random_directed,905,directed_partition,32,3,1,0.6380,RAW
measurement,0xA300000000000002,proposed_directed,905,directed_partition,182,2,0,0.4773,RAW
measurement,0xA300000000000002,fixed_menu,906,threshold_count,2,3,,0.5327,RAW
measurement,0xA300000000000002,random_directed,906,directed_partition,206,2,1,0.5327,RAW
measurement,0xA300000000000002,proposed_directed,906,directed_partition,182,2,1,0.5227,RAW
measurement,0xA300000000000002,fixed_menu,907,threshold_count,3,3,,0.5160,RAW
measurement,0xA300000000000002,random_directed,907,directed_partition,239,2,1,0.5413,RAW
measurement,0xA300000000000002,proposed_directed,907,directed_partition,182,3,0,0.5693,RAW
measurement,0xA300000000000002,fixed_menu,908,threshold_count,4,3,,0.5207,RAW
measurement,0xA300000000000002,random_directed,908,directed_partition,8,3,0,0.2500,RAW
measurement,0xA300000000000002,proposed_directed,908,directed_partition,182,3,1,0.5513,RAW
measurement,0xA300000000000002,fixed_menu,909,threshold_count,5,3,,0.5473,RAW
measurement,0xA300000000000002,random_directed,909,directed_partition,158,2,1,0.5333,RAW
measurement,0xA300000000000002,proposed_directed,909,directed_partition,182,3,2,0.5953,RAW
measurement,0xA300000000000002,fixed_menu,910,threshold_count,1,2,,0.4440,RAW
measurement,0xA300000000000002,random_directed,910,directed_partition,127,3,1,0.6740,RAW
measurement,0xA300000000000002,proposed_directed,910,directed_partition,183,2,0,0.4393,RAW
measurement,0xA300000000000002,fixed_menu,911,threshold_count,2,2,,0.5007,RAW
measurement,0xA300000000000002,random_directed,911,directed_partition,155,2,1,0.5287,RAW
measurement,0xA300000000000002,proposed_directed,911,directed_partition,183,2,1,0.5607,RAW
measurement,0xA300000000000002,fixed_menu,912,threshold_count,3,2,,0.5400,RAW
measurement,0xA300000000000002,random_directed,912,directed_partition,243,2,0,0.4453,RAW
measurement,0xA300000000000002,proposed_directed,912,directed_partition,183,3,0,0.5420,RAW
measurement,0xA300000000000002,fixed_menu,913,threshold_count,4,2,,0.5420,RAW
measurement,0xA300000000000002,random_directed,913,directed_partition,15,2,1,0.5093,RAW
measurement,0xA300000000000002,proposed_directed,913,directed_partition,183,3,1,0.5747,RAW
measurement,0xA300000000000002,fixed_menu,914,threshold_count,5,2,,0.4453,RAW
measurement,0xA300000000000002,random_directed,914,directed_partition,4,2,1,0.5187,RAW
measurement,0xA300000000000002,proposed_directed,914,directed_partition,183,3,2,0.5993,RAW
measurement,0xA300000000000002,fixed_menu,915,threshold_count,1,3,,0.5593,RAW
measurement,0xA300000000000002,random_directed,915,directed_partition,34,3,2,0.5560,RAW
measurement,0xA300000000000002,proposed_directed,915,directed_partition,184,2,0,0.4607,RAW
measurement,0xA300000000000002,fixed_menu,916,threshold_count,2,3,,0.5327,RAW
measurement,0xA300000000000002,random_directed,916,directed_partition,121,3,2,0.6020,RAW
measurement,0xA300000000000002,proposed_directed,916,directed_partition,184,2,1,0.5393,RAW
measurement,0xA300000000000002,fixed_menu,917,threshold_count,3,3,,0.5160,RAW
measurement,0xA300000000000002,random_directed,917,directed_partition,161,2,0,0.4620,RAW
measurement,0xA300000000000002,proposed_directed,917,directed_partition,184,3,0,0.5367,RAW
measurement,0xA300000000000002,fixed_menu,918,threshold_count,4,3,,0.5207,RAW
