iter,best_avalanche,best_balance,best_period,best_chisq,best_length,best_composite,accepted,beats_ref
0,16.3689,32.0469,4096,268.1250,11,-112.1767,1,0
1,16.3689,32.0469,4096,268.1250,11,-112.1767,2,0
2,16.3689,32.0469,4096,268.1250,11,-112.1767,3,0
3,16.3689,32.0469,4096,268.1250,11,-112.1767,3,0
4,16.3689,32.0469,4096,268.1250,11,-112.1767,3,0
5,16.3689,32.0469,4096,268.1250,11,-112.1767,4,0
6,16.3689,32.0469,4096,268.1250,11,-112.1767,5,0
7,16.3689,32.0469,4096,268.1250,11,-112.1767,5,0
8,16.3689,32.0469,4096,268.1250,11,-112.1767,6,0
9,16.3689,32.0469,4096,268.1250,11,-112.1767,6,0
10,16.3689,32.0469,4096,268.1250,11,-112.1767,7,0
11,16.3689,32.0469,4096,268.1250,11,-112.1767,8,0
12,16.3689,32.0469,4096,268.1250,11,-112.1767,9,0
13,16.3689,32.0469,4096,268.1250,11,-112.1767,10,0
14,16.3689,32.0469,4096,268.1250,11,-112.1767,11,0
15,16.3689,32.0469,4096,268.1250,11,-112.1767,12,0
16,16.3689,32.0469,4096,268.1250,11,-112.1767,13,0
17,16.3689,32.0469,4096,268.1250,11,-112.1767,14,0
18,16.3689,32.0469,4096,268.1250,11,-112.1767,15,0
19,16.3689,32.0469,4096,268.1250,11,-112.1767,16,0
20,16.3689,32.0469,4096,268.1250,11,-112.1767,17,0
21,16.3689,32.0469,4096,268.1250,11,-112.1767,17,0
22,16.3689,32.0469,4096,268.1250,11,-112.1767,18,0
23,16.3689,32.0469,4096,268.1250,11,-112.1767,19,0
24,16.3689,32.0469,4096,268.1250,11,-112.1767,20,0
25,16.3689,32.0469,4096,268.1250,11,-112.1767,21,0
26,16.3689,32.0469,4096,268.1250,11,-112.1767,22,0
27,16.3689,32.0469,4096,268.1250,11,-112.1767,22,0
28,16.3689,32.0469,4096,268.1250,10,-111.6767,23,0
29,16.3689,32.0469,4096,268.1250,10,-111.6767,24,0
30,16.3689,32.0469,4096,268.1250,10,-111.6767,25,0
31,16.3689,32.0469,4096,268.1250,10,-111.6767,25,0
32,16.3689,32.0469,4096,268.1250,10,-111.6767,25,0
33,16.3689,32.0469,4096,268.1250,10,-111.6767,26,0
34,16.3689,32.0469,4096,268.1250,10,-111.6767,27,0
35,16.3689,32.0469,4096,268.1250,10,-111.6767,28,0
36,16.3689,32.0469,4096,268.1250,10,-111.6767,29,0
