phase,label,seed,atom_idx,length,agree1,agree2,agree3,flag,extra
phase1,classify,0x1715609F7D356C57,355,6,0.383929,0.437500,0.473214,0,GENUINELY_NON_HUMAN;ops=a_sub+a_rotr+a_eq
phase1,classify,0x1715609F7D356C57,356,7,0.602679,0.772321,0.879464,0,ALIEN_DECORATIVE;ops=a_and+a_shr+a_mum
phase1,classify,0x1715609F7D356C57,357,7,0.459821,0.424107,0.392857,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mum+a_bswap
phase1,classify,0x1715609F7D356C57,358,7,0.602679,0.772321,0.879464,0,ALIEN_DECORATIVE;ops=a_and+a_shr+a_mum+a_sel
phase1,classify,0x1715609F7D356C57,359,7,0.549107,0.549107,0.544643,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_popcnt+a_bswap
phase1,classify,0x1715609F7D356C57,360,7,0.397321,0.468750,0.504464,0,GENUINELY_NON_HUMAN;ops=a_popcnt+a_bswap
phase1,classify,0x1715609F7D356C57,361,7,0.258929,0.312500,0.325893,0,GENUINELY_NON_HUMAN;ops=a_sub+a_popcnt+a_eq
phase1,classify,0x1715609F7D356C57,362,7,0.263393,0.316964,0.325893,0,GENUINELY_NON_HUMAN;ops=a_sub+a_popcnt+a_eq
phase1,classify,0x1715609F7D356C57,363,7,0.544643,0.683036,0.763393,0,GENUINELY_NON_HUMAN;ops=a_sub+a_rotr+a_eq+a_sel
phase1,classify,0x1715609F7D356C57,364,7,0.294643,0.383929,0.366071,0,GENUINELY_NON_HUMAN;ops=a_sub+a_popcnt+a_mum
phase1,classify,0x1715609F7D356C57,365,7,0.401786,0.473214,0.517857,0,GENUINELY_NON_HUMAN;ops=a_shl+a_bswap
phase1,classify,0x1715609F7D356C57,366,8,0.892857,0.785714,0.687500,0,ALIEN_DECORATIVE;ops=a_and+a_or+a_sub+a_shr+a_eq
phase1,classify,0x1715609F7D356C57,367,8,0.441964,0.535714,0.593750,0,GENUINELY_NON_HUMAN;ops=a_sub+a_eq+a_sel
phase1,classify,0x1715609F7D356C57,368,8,0.549107,0.549107,0.544643,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_popcnt+a_bswap
phase1,classify,0x1715609F7D356C57,369,8,0.397321,0.468750,0.504464,0,GENUINELY_NON_HUMAN;ops=a_or+a_popcnt+a_bswap
phase1,classify,0x1715609F7D356C57,370,8,0.379464,0.428571,0.473214,0,GENUINELY_NON_HUMAN;ops=a_sub+a_shr+a_popcnt+a_eq
phase1,classify,0x1715609F7D356C57,371,8,0.267857,0.312500,0.308036,0,GENUINELY_NON_HUMAN;ops=a_sub+a_rotr+a_popcnt+a_eq
phase1,classify,0x1715609F7D356C57,372,8,0.285714,0.285714,0.325893,0,GENUINELY_NON_HUMAN;ops=a_sub+a_popcnt+a_mum+a_eq
phase1,classify,0x1715609F7D356C57,373,8,0.285714,0.321429,0.325893,0,GENUINELY_NON_HUMAN;ops=a_and+a_rotr+a_popcnt+a_mum+a_bswap
phase1,classify,0x1715609F7D356C57,374,8,0.294643,0.312500,0.343750,0,GENUINELY_NON_HUMAN;ops=a_sub+a_shl+a_popcnt
phase1,classify,0x1715609F7D356C57,375,9,0.370536,0.437500,0.464286,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_eq
phase1,classify,0x1715609F7D356C57,376,9,0.370536,0.437500,0.464286,0,GENUINELY_NON_HUMAN;ops=a_sub+a_rotr+a_eq
phase1,classify,0x1715609F7D356C57,377,9,0.513393,0.477679,0.441964,0,GENUINELY_NON_HUMAN;ops=a_and+a_rotr+a_popcnt+a_eq+a_sel
phase1,classify,0x1715609F7D356C57,378,9,0.348214,0.397321,0.406250,0,GENUINELY_NON_HUMAN;ops=a_or+a_mul+a_shr+a_rotr+a_eq+a_sel
phase1,classify,0x1715609F7D356C57,379,9,0.397321,0.468750,0.504464,0,GENUINELY_NON_HUMAN;ops=a_sub+a_rotr+a_popcnt+a_mum+a_bswap
phase1,classify,0x1715609F7D356C57,380,9,0.892857,0.785714,0.687500,0,GENUINELY_NON_HUMAN;ops=a_or+a_rotr+a_eq+a_sel
phase1,classify,0x1715609F7D356C57,381,10,0.357143,0.410714,0.473214,0,GENUINELY_NON_HUMAN;ops=a_sub+a_rotr+a_eq
phase1,classify,0x1715609F7D356C57,382,10,0.549107,0.549107,0.544643,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul
phase1,classify,0x1715609F7D356C57,383,10,0.285714,0.321429,0.325893,0,GENUINELY_NON_HUMAN;ops=a_and+a_mul+a_rotr+a_popcnt+a_mum+a_bswap
phase1,classify,0x1715609F7D356C57,384,10,0.620536,0.566964,0.549107,0,GENUINELY_NON_HUMAN;ops=a_and+a_mul+a_rotr+a_popcnt+a_mum+a_bswap
phase1,classify,0x1715609F7D356C57,385,11,0.370536,0.419643,0.459821,0,ALIEN_DECORATIVE;ops=a_mul+a_rotr+a_popcnt
phase1,classify,0x1715609F7D356C57,386,11,0.276786,0.620536,0.553571,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_mul+a_sel
phase1,classify,0x1715609F7D356C57,387,11,0.334821,0.321429,0.366071,0,GENUINELY_NON_HUMAN;ops=a_sub+a_rotr+a_eq+a_sel
phase1,classify,0x1715609F7D356C57,388,11,0.397321,0.468750,0.504464,0,GENUINELY_NON_HUMAN;ops=a_sub+a_shr+a_rotr+a_popcnt+a_mum+a_bswap
phase1,classify,0x1715609F7D356C57,389,12,0.325893,0.334821,0.348214,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_mul+a_rotr+a_popcnt+a_mum+a_bswap
phase1,classify,0x1715609F7D356C57,390,12,0.258929,0.281250,0.321429,0,GENUINELY_NON_HUMAN;ops=a_or+a_popcnt+a_mum+a_eq
phase1,classify,0x1715609F7D356C57,391,16,0.433036,0.410714,0.361607,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_mul+a_shl+a_shr+a_eq
phase1,classify,0xB54CDA58FC7FE86C,392,5,0.383929,0.437500,0.473214,0,GENUINELY_NON_HUMAN;ops=a_mum+a_eq+a_sel
phase1,classify,0xB54CDA58FC7FE86C,393,5,0.375000,0.482143,0.535714,0,GENUINELY_NON_HUMAN;ops=a_and+a_mul+a_shr+a_sel
phase1,classify,0xB54CDA58FC7FE86C,394,6,0.370536,0.437500,0.464286,0,GENUINELY_NON_HUMAN;ops=a_rotr+a_bswap+a_eq
phase1,classify,0xB54CDA58FC7FE86C,395,6,0.468750,0.450893,0.433036,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_eq
phase1,classify,0xB54CDA58FC7FE86C,396,7,0.589286,0.758929,0.866071,0,ALIEN_DECORATIVE;ops=a_or+a_shr+a_popcnt+a_eq
phase1,classify,0xB54CDA58FC7FE86C,397,7,0.513393,0.477679,0.441964,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_shr+a_popcnt
phase1,classify,0xB54CDA58FC7FE86C,398,7,0.446429,0.566964,0.669643,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,399,7,0.383929,0.473214,0.558036,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,400,8,0.308036,0.308036,0.325893,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_rotr+a_popcnt+a_bswap
phase1,classify,0xB54CDA58FC7FE86C,401,8,0.549107,0.486607,0.473214,0,GENUINELY_NON_HUMAN;ops=a_mul+a_shl+a_mum
phase1,classify,0xB54CDA58FC7FE86C,402,8,0.892857,0.785714,0.687500,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_mul+a_shr+a_popcnt+a_eq+a_sel
phase1,classify,0xB54CDA58FC7FE86C,403,8,0.339286,0.330357,0.361607,0,GENUINELY_NON_HUMAN;ops=a_or+a_rotr+a_sel
phase1,classify,0xB54CDA58FC7FE86C,404,8,0.491071,0.611607,0.700893,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,405,8,0.383929,0.424107,0.441964,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_shl+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,406,8,0.491071,0.611607,0.700893,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_shl+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,407,8,0.433036,0.428571,0.410714,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_shl+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,408,8,0.540179,0.544643,0.566964,0,GENUINELY_NON_HUMAN;ops=a_mul+a_shl+a_shr+a_popcnt
phase1,classify,0xB54CDA58FC7FE86C,409,8,0.312500,0.383929,0.433036,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_shr+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,410,8,0.241071,0.316964,0.303571,0,GENUINELY_NON_HUMAN;ops=a_or+a_shl+a_rotr+a_mum+a_eq
phase1,classify,0xB54CDA58FC7FE86C,411,9,0.446429,0.401786,0.343750,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shr+a_mum
phase1,classify,0xB54CDA58FC7FE86C,412,9,0.714286,0.705357,0.687500,0,GENUINELY_NON_HUMAN;ops=a_and+a_mul+a_popcnt+a_mum+a_eq
phase1,classify,0xB54CDA58FC7FE86C,413,9,0.491071,0.535714,0.558036,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_mul+a_mum+a_eq
phase1,classify,0xB54CDA58FC7FE86C,414,9,0.316964,0.316964,0.343750,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,415,9,0.290179,0.316964,0.348214,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,416,9,0.553571,0.607143,0.656250,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_shl+a_shr+a_rotr+a_mum+a_eq
phase1,classify,0xB54CDA58FC7FE86C,417,9,0.343750,0.325893,0.321429,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_rotr+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,418,9,0.343750,0.406250,0.446429,0,GENUINELY_NON_HUMAN;ops=a_sub+a_shl+a_rotr+a_mum+a_bswap+a_eq
phase1,classify,0xB54CDA58FC7FE86C,419,9,0.290179,0.299107,0.321429,0,GENUINELY_NON_HUMAN;ops=a_mul+a_rotr+a_popcnt+a_mum+a_sel
phase1,classify,0xB54CDA58FC7FE86C,420,10,0.446429,0.401786,0.343750,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shr+a_mum
phase1,classify,0xB54CDA58FC7FE86C,421,10,0.446429,0.401786,0.343750,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shr+a_mum
phase1,classify,0xB54CDA58FC7FE86C,422,10,0.526786,0.531250,0.540179,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_mum+a_sel
phase1,classify,0xB54CDA58FC7FE86C,423,10,0.575893,0.691964,0.785714,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_mum+a_sel
phase1,classify,0xB54CDA58FC7FE86C,424,10,0.433036,0.361607,0.352679,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_mul+a_rotr
phase1,classify,0xB54CDA58FC7FE86C,425,10,0.745536,0.709821,0.674107,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,426,10,0.549107,0.549107,0.544643,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_sel
phase1,classify,0xB54CDA58FC7FE86C,427,10,0.602679,0.535714,0.464286,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_mul+a_sel
phase1,classify,0xB54CDA58FC7FE86C,428,10,0.441964,0.392857,0.375000,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_rotr+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,429,10,0.892857,0.785714,0.687500,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_popcnt+a_eq
phase1,classify,0xB54CDA58FC7FE86C,430,10,0.316964,0.397321,0.450893,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_rotr+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,431,10,0.446429,0.401786,0.343750,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_mul+a_shl+a_rotr+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,432,10,0.334821,0.352679,0.348214,0,GENUINELY_NON_HUMAN;ops=a_sub+a_shl+a_mum+a_bswap+a_eq
phase1,classify,0xB54CDA58FC7FE86C,433,11,0.892857,0.785714,0.687500,0,ALIEN_DECORATIVE;ops=a_and+a_shl+a_shr+a_rotr+a_mum+a_bswap+a_eq
phase1,classify,0xB54CDA58FC7FE86C,434,11,0.549107,0.549107,0.544643,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shr+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,435,11,0.549107,0.549107,0.544643,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_popcnt+a_mum+a_sel
phase1,classify,0xB54CDA58FC7FE86C,436,11,0.526786,0.531250,0.540179,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,437,11,0.540179,0.517857,0.500000,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_mum+a_sel
phase1,classify,0xB54CDA58FC7FE86C,438,11,0.540179,0.535714,0.535714,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_mum+a_bswap+a_sel
phase1,classify,0xB54CDA58FC7FE86C,439,11,0.549107,0.549107,0.544643,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_sel
phase1,classify,0xB54CDA58FC7FE86C,440,11,0.308036,0.299107,0.330357,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_mum+a_bswap
phase1,classify,0xB54CDA58FC7FE86C,441,11,0.308036,0.325893,0.352679,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_shl+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,442,11,0.343750,0.334821,0.361607,0,GENUINELY_NON_HUMAN;ops=a_shl+a_rotr+a_popcnt+a_mum+a_bswap+a_eq
phase1,classify,0xB54CDA58FC7FE86C,443,11,0.526786,0.531250,0.540179,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_mul+a_mum+a_sel
phase1,classify,0xB54CDA58FC7FE86C,444,11,0.343750,0.334821,0.361607,0,GENUINELY_NON_HUMAN;ops=a_and+a_shl+a_rotr+a_popcnt+a_bswap+a_eq
phase1,classify,0xB54CDA58FC7FE86C,445,11,0.343750,0.334821,0.361607,0,GENUINELY_NON_HUMAN;ops=a_and+a_shl+a_rotr+a_popcnt+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0xB54CDA58FC7FE86C,446,11,0.446429,0.401786,0.343750,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_mul+a_shl+a_rotr+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,447,11,0.285714,0.352679,0.339286,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_rotr+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,448,11,0.303571,0.379464,0.392857,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_mul+a_shl+a_shr+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,449,11,0.281250,0.308036,0.330357,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_shl+a_rotr+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,450,12,0.526786,0.531250,0.540179,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_popcnt+a_mum+a_sel
phase1,classify,0xB54CDA58FC7FE86C,451,12,0.366071,0.339286,0.357143,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shr+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,452,12,0.696429,0.625000,0.558036,0,GENUINELY_NON_HUMAN;ops=a_or+a_mul+a_popcnt+a_mum+a_sel
phase1,classify,0xB54CDA58FC7FE86C,453,12,0.549107,0.553571,0.553571,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_popcnt+a_mum+a_sel
phase1,classify,0xB54CDA58FC7FE86C,454,12,0.544643,0.553571,0.540179,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_sel
phase1,classify,0xB54CDA58FC7FE86C,455,12,0.544643,0.549107,0.553571,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_mum+a_bswap+a_sel
phase1,classify,0xB54CDA58FC7FE86C,456,12,0.308036,0.299107,0.330357,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_mum+a_bswap+a_sel
phase1,classify,0xB54CDA58FC7FE86C,457,12,0.549107,0.602679,0.642857,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_mul+a_mum+a_sel
phase1,classify,0xB54CDA58FC7FE86C,458,12,0.647321,0.625000,0.647321,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_rotr+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,459,12,0.526786,0.491071,0.455357,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_popcnt+a_mum
phase1,classify,0xB54CDA58FC7FE86C,460,12,0.522321,0.540179,0.544643,0,GENUINELY_NON_HUMAN;ops=a_mul+a_shr+a_mum+a_bswap+a_eq
phase1,classify,0xB54CDA58FC7FE86C,461,13,0.540179,0.553571,0.553571,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_mum+a_sel
phase1,classify,0xB54CDA58FC7FE86C,462,13,0.602679,0.633929,0.665179,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_mum+a_sel
phase1,classify,0xB54CDA58FC7FE86C,463,13,0.464286,0.517857,0.562500,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0xB54CDA58FC7FE86C,464,13,0.526786,0.486607,0.464286,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_mul+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0xB54CDA58FC7FE86C,465,13,0.508929,0.482143,0.455357,0,GENUINELY_NON_HUMAN;ops=a_or+a_mul+a_rotr+a_mum+a_sel
phase1,classify,0xB54CDA58FC7FE86C,466,14,0.504464,0.513393,0.522321,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_popcnt+a_mum+a_eq+a_sel
phase1,classify,0xB54CDA58FC7FE86C,467,14,0.504464,0.513393,0.522321,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_popcnt+a_mum+a_eq
phase1,classify,0xB54CDA58FC7FE86C,468,14,0.504464,0.526786,0.535714,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_mum+a_sel
phase1,classify,0xB54CDA58FC7FE86C,469,14,0.678571,0.656250,0.651786,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_mul+a_bswap+a_eq+a_sel
phase1,classify,0xB54CDA58FC7FE86C,470,14,0.441964,0.437500,0.437500,0,GENUINELY_NON_HUMAN;ops=a_or+a_mul+a_popcnt+a_mum
phase1,classify,0x538454127BCA6481,471,5,0.513393,0.477679,0.441964,0,GENUINELY_NON_HUMAN;ops=a_mul+a_popcnt
phase1,classify,0x538454127BCA6481,472,5,0.616071,0.700893,0.727679,0,GENUINELY_NON_HUMAN;ops=a_mul+a_shl+a_sel
phase1,classify,0x538454127BCA6481,473,5,0.892857,0.785714,0.687500,0,ALIEN_DECORATIVE;ops=a_or+a_sub+a_popcnt
phase1,classify,0x538454127BCA6481,474,5,0.571429,0.535714,0.500000,0,GENUINELY_NON_HUMAN;ops=a_rotr+a_popcnt
phase1,classify,0x538454127BCA6481,475,6,0.892857,0.785714,0.687500,0,ALIEN_DECORATIVE;ops=a_or+a_sub+a_popcnt
phase1,classify,0x538454127BCA6481,476,6,0.375000,0.419643,0.455357,0,GENUINELY_NON_HUMAN;ops=a_or+a_shl+a_rotr+a_popcnt
phase1,classify,0x538454127BCA6481,477,6,0.276786,0.321429,0.330357,0,GENUINELY_NON_HUMAN;ops=a_sub+a_rotr+a_popcnt
phase1,classify,0x538454127BCA6481,478,7,0.357143,0.415179,0.459821,0,GENUINELY_NON_HUMAN;ops=a_mul+a_shr+a_rotr+a_eq
phase1,classify,0x538454127BCA6481,479,7,0.258929,0.312500,0.325893,0,ALIEN_DECORATIVE;ops=a_mul+a_eq
phase1,classify,0x538454127BCA6481,480,7,0.616071,0.611607,0.638393,0,GENUINELY_NON_HUMAN;ops=a_mul+a_shl+a_eq
phase1,classify,0x538454127BCA6481,481,7,0.531250,0.669643,0.750000,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_sel
phase1,classify,0x538454127BCA6481,482,8,0.459821,0.424107,0.392857,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_shl+a_rotr
phase1,classify,0x538454127BCA6481,483,8,0.370536,0.437500,0.464286,0,GENUINELY_NON_HUMAN;ops=a_and+a_mul+a_bswap+a_eq
phase1,classify,0x538454127BCA6481,484,8,0.745536,0.709821,0.674107,0,GENUINELY_NON_HUMAN;ops=a_and+a_mul+a_shl+a_eq
phase1,classify,0x538454127BCA6481,485,8,0.517857,0.638393,0.696429,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_shl+a_sel
phase1,classify,0x538454127BCA6481,486,8,0.370536,0.419643,0.459821,0,ALIEN_DECORATIVE;ops=a_sub+a_rotr+a_popcnt
phase1,classify,0x538454127BCA6481,487,8,0.294643,0.339286,0.375000,0,GENUINELY_NON_HUMAN;ops=a_shl+a_rotr+a_mum+a_sel
phase1,classify,0x538454127BCA6481,488,8,0.602679,0.772321,0.879464,0,ALIEN_DECORATIVE;ops=a_and+a_shl+a_shr+a_rotr
phase1,classify,0x538454127BCA6481,489,9,0.549107,0.549107,0.544643,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_rotr+a_popcnt+a_mum+a_bswap+a_eq
phase1,classify,0x538454127BCA6481,490,9,0.397321,0.468750,0.504464,0,GENUINELY_NON_HUMAN;ops=a_or+a_shr+a_popcnt
phase1,classify,0x538454127BCA6481,491,9,0.468750,0.566964,0.566964,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_rotr+a_popcnt+a_mum+a_eq+a_sel
phase1,classify,0x538454127BCA6481,492,9,0.491071,0.593750,0.629464,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_eq+a_sel
phase1,classify,0x538454127BCA6481,493,9,0.321429,0.312500,0.357143,0,GENUINELY_NON_HUMAN;ops=a_sub+a_rotr+a_popcnt
phase1,classify,0x538454127BCA6481,494,9,0.433036,0.491071,0.584821,0,GENUINELY_NON_HUMAN;ops=a_mul+a_shr+a_mum+a_eq+a_sel
phase1,classify,0x538454127BCA6481,495,10,0.379464,0.464286,0.504464,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_rotr
phase1,classify,0x538454127BCA6481,496,10,0.370536,0.419643,0.459821,0,ALIEN_DECORATIVE;ops=a_sub+a_rotr+a_popcnt
phase1,classify,0x538454127BCA6481,497,10,0.370536,0.419643,0.459821,0,ALIEN_DECORATIVE;ops=a_and+a_rotr+a_popcnt
phase1,classify,0x538454127BCA6481,498,11,0.732143,0.705357,0.665179,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_rotr+a_popcnt+a_mum+a_eq+a_sel
phase1,classify,0x538454127BCA6481,499,11,0.522321,0.629464,0.687500,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_mum+a_eq+a_sel
phase1,classify,0x538454127BCA6481,500,12,0.504464,0.625000,0.714286,0,GENUINELY_NON_HUMAN;ops=a_and+a_shr+a_rotr+a_sel
phase1,classify,0x538454127BCA6481,501,12,0.593750,0.549107,0.531250,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_rotr+a_popcnt+a_bswap+a_eq+a_sel
phase1,classify,0x538454127BCA6481,502,12,0.433036,0.544643,0.651786,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_rotr+a_sel
phase1,classify,0x538454127BCA6481,503,12,0.482143,0.473214,0.433036,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_rotr+a_mum+a_eq
phase1,classify,0x538454127BCA6481,504,13,0.589286,0.517857,0.450893,0,GENUINELY_NON_HUMAN;ops=a_and+a_shr+a_rotr+a_sel
phase1,classify,0x538454127BCA6481,505,13,0.500000,0.607143,0.683036,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_shr+a_rotr+a_sel
phase1,classify,0x538454127BCA6481,506,13,0.325893,0.316964,0.370536,0,ALIEN_DECORATIVE;ops=a_and+a_or+a_shr+a_rotr+a_sel
phase1,classify,0x538454127BCA6481,507,13,0.366071,0.446429,0.491071,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_mul+a_rotr+a_mum+a_eq
phase1,classify,0x538454127BCA6481,508,14,0.383929,0.482143,0.540179,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_shl+a_shr+a_rotr+a_sel
phase1,classify,0x538454127BCA6481,509,14,0.285714,0.388393,0.388393,0,GENUINELY_NON_HUMAN;ops=a_and+a_shl+a_shr+a_rotr+a_sel
phase1,classify,0x538454127BCA6481,510,14,0.325893,0.616071,0.571429,0,GENUINELY_NON_HUMAN;ops=a_or+a_shr+a_rotr+a_mum+a_eq
phase1,classify,0x538454127BCA6481,511,14,0.250000,0.303571,0.330357,0,GENUINELY_NON_HUMAN;ops=a_or+a_shr+a_rotr+a_mum+a_eq+a_sel
phase1,classify,0x538454127BCA6481,512,14,0.294643,0.357143,0.433036,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_mul+a_shr+a_sel
phase1,classify,0x538454127BCA6481,513,14,0.334821,0.540179,0.491071,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_shr+a_rotr+a_popcnt+a_eq
phase1,classify,0x538454127BCA6481,514,14,0.352679,0.441964,0.495536,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_mul+a_shr+a_rotr+a_mum+a_eq
phase1,classify,0x538454127BCA6481,515,15,0.343750,0.437500,0.491071,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_shl+a_shr+a_rotr+a_sel
phase1,classify,0x538454127BCA6481,516,15,0.334821,0.325893,0.352679,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_shl+a_shr+a_rotr+a_sel
phase1,classify,0x538454127BCA6481,517,15,0.433036,0.410714,0.361607,0,ALIEN_DECORATIVE;ops=a_or+a_rotr+a_eq+a_sel
