N,method,evals,best_E,best_F
52,memetic_burst,145017142,322,4.198758
52,memetic_burst,145017766,314,4.305732
52,memetic_burst,145019119,762,1.774278
52,memetic_burst,145019223,542,2.494465
52,memetic_burst,145019327,418,3.234450
52,memetic_burst,145019535,410,3.297561
52,memetic_burst,145019639,406,3.330049
52,memetic_burst,145019847,362,3.734807
52,memetic_burst,145019951,286,4.727273
52,memetic_burst,145021303,282,4.794326
52,memetic_burst,145022240,878,1.539863
52,memetic_burst,145022344,566,2.388693
52,memetic_burst,145022448,450,3.004444
52,memetic_burst,145022552,438,3.086758
52,memetic_burst,145022760,430,3.144186
52,memetic_burst,145022864,410,3.297561
52,memetic_burst,145022968,398,3.396985
52,memetic_burst,145023280,378,3.576720
52,memetic_burst,145023384,334,4.047904
52,memetic_burst,145024320,322,4.198758
52,memetic_burst,145025361,634,2.132492
52,memetic_burst,145025465,454,2.977974
52,memetic_burst,145025569,386,3.502591
52,memetic_burst,145025673,326,4.147239
52,memetic_burst,145027025,314,4.305732
52,memetic_burst,145028482,874,1.546911
52,memetic_burst,145028586,630,2.146032
52,memetic_burst,145028690,546,2.476190
52,memetic_burst,145028794,526,2.570342
52,memetic_burst,145028898,486,2.781893
52,memetic_burst,145029002,442,3.058824
52,memetic_burst,145029106,438,3.086758
52,memetic_burst,145029314,430,3.144186
52,memetic_burst,145029418,394,3.431472
52,memetic_burst,145029522,374,3.614973
52,memetic_burst,145029730,350,3.862857
52,memetic_burst,145030042,346,3.907514
52,memetic_burst,145030146,342,3.953216
52,memetic_burst,145030458,330,4.096970
52,memetic_burst,145030874,322,4.198758
52,memetic_burst,145034724,178,7.595506
52,memetic_burst,145047208,522,2.590038
52,memetic_burst,145047312,454,2.977974
52,memetic_burst,145047416,426,3.173709
52,memetic_burst,145047624,334,4.047904
52,memetic_burst,145047832,326,4.147239
52,memetic_burst,145048664,306,4.418301
52,memetic_burst,145053450,178,7.595506
52,memetic_burst,145065934,178,7.595506
52,memetic_burst,145069055,178,7.595506
52,memetic_burst,145103386,178,7.595506
52,memetic_burst,145112749,178,7.595506
52,memetic_burst,145115870,178,7.595506
52,memetic_burst,145118991,178,7.595506
52,memetic_burst,145128354,178,7.595506
52,memetic_burst,145131475,178,7.595506
52,memetic_burst,145140838,178,7.595506
52,memetic_burst,145159564,178,7.595506
52,memetic_burst,145162685,178,7.595506
52,memetic_burst,145181411,178,7.595506
52,memetic_burst,145200137,178,7.595506
52,memetic_burst,145209500,178,7.595506
52,memetic_burst,145212621,178,7.595506
52,memetic_burst,145225105,178,7.595506
52,memetic_burst,145256315,178,7.595506
52,memetic_burst,145265678,802,1.685786
52,memetic_burst,145265782,558,2.422939
52,memetic_burst,145265886,498,2.714859
52,memetic_burst,145265990,446,3.031390
52,memetic_burst,145266094,358,3.776536
52,memetic_burst,145266302,326,4.147239
52,memetic_burst,145278162,790,1.711392
52,memetic_burst,145278266,638,2.119122
52,memetic_burst,145278370,502,2.693227
52,memetic_burst,145278474,482,2.804979
52,memetic_burst,145278578,478,2.828452
52,memetic_burst,145278682,462,2.926407
52,memetic_burst,145278786,402,3.363184
52,memetic_burst,145278890,374,3.614973
52,memetic_burst,145279826,362,3.734807
52,memetic_burst,145279930,342,3.953216
52,memetic_burst,145280138,334,4.047904
52,memetic_burst,145280346,318,4.251572
52,memetic_burst,145280658,282,4.794326
52,memetic_burst,145303130,178,7.595506
52,memetic_burst,145315614,178,7.595506
52,memetic_burst,145324977,178,7.595506
52,memetic_burst,145328098,178,7.595506
52,memetic_burst,145334340,178,7.595506
52,memetic_burst,145349945,178,7.595506
52,memetic_burst,145365550,178,7.595506
52,memetic_burst,145384276,178,7.595506
52,memetic_burst,145396760,178,7.595506
52,memetic_burst,145399881,178,7.595506
52,memetic_burst,145415486,178,7.595506
52,memetic_burst,145421728,178,7.595506
52,memetic_burst,145427970,178,7.595506
52,memetic_burst,145431091,178,7.595506
52,memetic_burst,145434212,178,7.595506
52,memetic_burst,145440454,178,7.595506
52,memetic_burst,145446696,178,7.595506
52,memetic_burst,145452938,178,7.595506
52,memetic_burst,145462301,178,7.595506
52,memetic_burst,145477906,178,7.595506
52,memetic_burst,145484148,178,7.595506
52,memetic_burst,145490390,178,7.595506
52,memetic_burst,145493511,178,7.595506
52,memetic_burst,145509116,178,7.595506
52,memetic_burst,145512237,742,1.822102
52,memetic_burst,145512341,586,2.307167
52,memetic_burst,145512445,518,2.610039
52,memetic_burst,145512549,442,3.058824
52,memetic_burst,145512653,414,3.265700
52,memetic_burst,145513069,366,3.693989
52,memetic_burst,145513277,350,3.862857
52,memetic_burst,145513589,346,3.907514
52,memetic_burst,145514213,306,4.418301
52,memetic_burst,145521600,178,7.595506
52,memetic_burst,145524721,638,2.119122
52,memetic_burst,145524825,454,2.977974
52,memetic_burst,145524929,438,3.086758
52,memetic_burst,145525033,394,3.431472
52,memetic_burst,145525137,342,3.953216
52,memetic_burst,145525449,310,4.361290
52,memetic_burst,145534084,902,1.498891
52,memetic_burst,145534188,686,1.970845
52,memetic_burst,145534292,514,2.630350
52,memetic_burst,145534396,382,3.539267
52,memetic_burst,145534500,370,3.654054
52,memetic_burst,145534812,366,3.693989
52,memetic_burst,145535644,342,3.953216
52,memetic_burst,145536996,338,4.000000
52,memetic_burst,145537100,310,4.361290
52,memetic_burst,145543447,178,7.595506
52,memetic_burst,145546568,178,7.595506
52,memetic_burst,145612109,178,7.595506
52,memetic_burst,145646440,178,7.595506
52,memetic_burst,145674529,178,7.595506
52,memetic_burst,145677650,178,7.595506
52,memetic_burst,145680771,178,7.595506
52,memetic_burst,145696376,178,7.595506
52,memetic_burst,145705739,178,7.595506
52,memetic_burst,145758796,1250,1.081600
52,memetic_burst,145758900,834,1.621103
52,memetic_burst,145759004,630,2.146032
52,memetic_burst,145759108,478,2.828452
52,memetic_burst,145759212,450,3.004444
52,memetic_burst,145759316,398,3.396985
52,memetic_burst,145759420,378,3.576720
52,memetic_burst,145759524,366,3.693989
52,memetic_burst,145759940,350,3.862857
52,memetic_burst,145760044,338,4.000000
52,memetic_burst,145760148,334,4.047904
52,memetic_burst,145760564,302,4.476821
52,memetic_burst,145765038,554,2.440433
52,memetic_burst,145765142,482,2.804979
52,memetic_burst,145765246,454,2.977974
52,memetic_burst,145765350,394,3.431472
52,memetic_burst,145765454,390,3.466667
52,memetic_burst,145765558,362,3.734807
52,memetic_burst,145765870,294,4.598639
52,memetic_burst,145783764,178,7.595506
52,memetic_burst,145786885,178,7.595506
52,memetic_burst,145793127,178,7.595506
52,memetic_burst,145799369,178,7.595506
52,memetic_burst,145818095,178,7.595506
52,memetic_burst,145827458,178,7.595506
52,memetic_burst,145839942,178,7.595506
52,memetic_burst,145849305,178,7.595506
52,memetic_burst,145855547,178,7.595506
52,memetic_burst,145858668,178,7.595506
52,memetic_burst,145861789,178,7.595506
52,memetic_burst,145889878,178,7.595506
52,memetic_burst,145892999,178,7.595506
52,memetic_burst,145908604,178,7.595506
52,memetic_burst,145914846,178,7.595506
52,memetic_burst,145927330,178,7.595506
52,memetic_burst,145930451,178,7.595506
52,memetic_burst,145939814,178,7.595506
52,memetic_burst,145942935,178,7.595506
52,memetic_burst,145974145,178,7.595506
52,memetic_burst,145983508,178,7.595506
52,memetic_burst,146008476,814,1.660934
52,memetic_burst,146008580,702,1.925926
52,memetic_burst,146008684,602,2.245847
52,memetic_burst,146008788,518,2.610039
52,memetic_burst,146008892,466,2.901288
52,memetic_burst,146008996,398,3.396985
52,memetic_burst,146009100,394,3.431472
52,memetic_burst,146009204,326,4.147239
52,memetic_burst,146009308,322,4.198758
52,memetic_burst,146010348,306,4.418301
52,memetic_burst,146010972,302,4.476821
52,memetic_burst,146027202,790,1.711392
52,memetic_burst,146027306,566,2.388693
52,memetic_burst,146027410,454,2.977974
52,memetic_burst,146027514,374,3.614973
52,memetic_burst,146027618,354,3.819209
52,memetic_burst,146027826,322,4.198758
52,memetic_burst,146028346,310,4.361290
52,memetic_burst,146028450,298,4.536913
52,memetic_burst,146042807,178,7.595506
52,memetic_burst,146083380,178,7.595506
52,memetic_burst,146089622,178,7.595506
52,memetic_burst,146102106,178,7.595506
52,memetic_burst,146105227,178,7.595506
52,memetic_burst,146133316,178,7.595506
52,memetic_burst,146158284,178,7.595506
52,memetic_burst,146161405,178,7.595506
52,memetic_burst,146164526,178,7.595506
52,memetic_burst,146167647,178,7.595506
52,memetic_burst,146170768,178,7.595506
52,memetic_burst,146173889,178,7.595506
52,memetic_burst,146239430,178,7.595506
52,memetic_burst,146242551,178,7.595506
52,memetic_burst,146245672,178,7.595506
52,memetic_burst,146258156,470,2.876596
52,memetic_burst,146258260,378,3.576720
52,memetic_burst,146258364,358,3.776536
52,memetic_burst,146258468,354,3.819209
52,memetic_burst,146258572,334,4.047904
52,memetic_burst,146259196,302,4.476821
52,memetic_burst,146259300,266,5.082707
52,memetic_burst,146264398,178,7.595506
52,memetic_burst,146267519,758,1.783641
52,memetic_burst,146267623,574,2.355401
52,memetic_burst,146267727,458,2.951965
52,memetic_burst,146267831,382,3.539267
52,memetic_burst,146268143,354,3.819209
52,memetic_burst,146268247,350,3.862857
52,memetic_burst,146268663,334,4.047904
52,memetic_burst,146269079,298,4.536913
52,memetic_burst,146269183,262,5.160305
52,memetic_burst,146276882,178,7.595506
52,memetic_burst,146283124,178,7.595506
52,memetic_burst,146314334,178,7.595506
52,memetic_burst,146317455,178,7.595506
52,memetic_burst,146323697,178,7.595506
52,memetic_burst,146326818,178,7.595506
52,memetic_burst,146329939,178,7.595506
52,memetic_burst,146348665,178,7.595506
52,memetic_burst,146351786,178,7.595506
52,memetic_burst,146358028,178,7.595506
52,memetic_burst,146370512,178,7.595506
52,memetic_burst,146395480,178,7.595506
52,memetic_burst,146401722,178,7.595506
52,memetic_burst,146423569,178,7.595506
52,memetic_burst,146426690,178,7.595506
52,memetic_burst,146429811,178,7.595506
52,memetic_burst,146445416,178,7.595506
52,memetic_burst,146476626,178,7.595506
52,memetic_burst,146501594,1002,1.349301
52,memetic_burst,146501698,730,1.852055
52,memetic_burst,146501802,598,2.260870
52,memetic_burst,146501906,490,2.759184
52,memetic_burst,146502010,454,2.977974
52,memetic_burst,146502114,402,3.363184
52,memetic_burst,146502426,354,3.819209
52,memetic_burst,146502530,350,3.862857
52,memetic_burst,146502738,342,3.953216
52,memetic_burst,146517199,1090,1.240367
52,memetic_burst,146517303,754,1.793103
52,memetic_burst,146517407,554,2.440433
52,memetic_burst,146517511,478,2.828452
52,memetic_burst,146517615,450,3.004444
52,memetic_burst,146517719,422,3.203791
52,memetic_burst,146517823,410,3.297561
52,memetic_burst,146517927,358,3.776536
52,memetic_burst,146518239,346,3.907514
52,memetic_burst,146532804,566,2.388693
52,memetic_burst,146532908,442,3.058824
52,memetic_burst,146533012,398,3.396985
52,memetic_burst,146533116,394,3.431472
52,memetic_burst,146533740,382,3.539267
52,memetic_burst,146533844,362,3.734807
52,memetic_burst,146534052,346,3.907514
52,memetic_burst,146534156,310,4.361290
52,memetic_burst,146534468,298,4.536913
52,memetic_burst,146534572,278,4.863309
52,memetic_burst,146535925,178,7.595506
52,memetic_burst,146539046,178,7.595506
52,memetic_burst,146545288,178,7.595506
52,memetic_burst,146551530,178,7.595506
52,memetic_burst,146570256,178,7.595506
52,memetic_burst,146573377,178,7.595506
52,memetic_burst,146576498,178,7.595506
52,memetic_burst,146585861,178,7.595506
52,memetic_burst,146588982,178,7.595506
52,memetic_burst,146598345,178,7.595506
52,memetic_burst,146604587,178,7.595506
52,memetic_burst,146607708,178,7.595506
52,memetic_burst,146620192,178,7.595506
52,memetic_burst,146635797,178,7.595506
52,memetic_burst,146673249,178,7.595506
52,memetic_burst,146679491,178,7.595506
52,memetic_burst,146682612,178,7.595506
52,memetic_burst,146710701,178,7.595506
52,memetic_burst,146720064,178,7.595506
52,memetic_burst,146723185,178,7.595506
52,memetic_burst,146732548,178,7.595506
52,memetic_burst,146770000,730,1.852055
52,memetic_burst,146770104,586,2.307167
52,memetic_burst,146770208,462,2.926407
52,memetic_burst,146770312,402,3.363184
52,memetic_burst,146770416,394,3.431472
52,memetic_burst,146770520,334,4.047904
52,memetic_burst,146770728,326,4.147239
52,memetic_burst,146770832,314,4.305732
52,memetic_burst,146776242,642,2.105919
52,memetic_burst,146776346,498,2.714859
52,memetic_burst,146776450,446,3.031390
52,memetic_burst,146776658,422,3.203791
52,memetic_burst,146776762,402,3.363184
52,memetic_burst,146776866,374,3.614973
52,memetic_burst,146777074,366,3.693989
52,memetic_burst,146777178,362,3.734807
52,memetic_burst,146777490,326,4.147239
52,memetic_burst,146794968,178,7.595506
52,memetic_burst,146801210,178,7.595506
52,memetic_burst,146804331,178,7.595506
52,memetic_burst,146816815,178,7.595506
52,memetic_burst,146826178,178,7.595506
52,memetic_burst,146829299,178,7.595506
52,memetic_burst,146835541,178,7.595506
52,memetic_burst,146857388,178,7.595506
52,memetic_burst,146879235,178,7.595506
52,memetic_burst,146882356,178,7.595506
52,memetic_burst,146888598,178,7.595506
52,memetic_burst,146894840,178,7.595506
52,memetic_burst,146910445,178,7.595506
52,memetic_burst,146916687,178,7.595506
52,memetic_burst,146926050,178,7.595506
52,memetic_burst,146932292,178,7.595506
52,memetic_burst,146941655,178,7.595506
52,memetic_burst,146951018,178,7.595506
52,memetic_burst,146957260,178,7.595506
52,memetic_burst,146960381,178,7.595506
52,memetic_burst,146979107,178,7.595506
52,memetic_burst,147000954,818,1.652812
52,memetic_burst,147001058,614,2.201954
52,memetic_burst,147001162,546,2.476190
52,memetic_burst,147001266,502,2.693227
52,memetic_burst,147001370,434,3.115207
52,memetic_burst,147001578,334,4.047904
52,memetic_burst,147001994,330,4.096970
52,memetic_burst,147004075,746,1.812332
52,memetic_burst,147004179,522,2.590038
52,memetic_burst,147004283,422,3.203791
52,memetic_burst,147004387,410,3.297561
52,memetic_burst,147004491,382,3.539267
52,memetic_burst,147004699,350,3.862857
52,memetic_burst,147005115,342,3.953216
52,memetic_burst,147006259,322,4.198758
52,memetic_burst,147013438,178,7.595506
52,memetic_burst,147019680,178,7.595506
52,memetic_burst,147035285,178,7.595506
52,memetic_burst,147063374,178,7.595506
52,memetic_burst,147069616,178,7.595506
52,memetic_burst,147072737,178,7.595506
52,memetic_burst,147088342,178,7.595506
52,memetic_burst,147103947,178,7.595506
52,memetic_burst,147150762,178,7.595506
52,memetic_burst,147160125,178,7.595506
52,memetic_burst,147163246,178,7.595506
52,memetic_burst,147191335,178,7.595506
52,memetic_burst,147203819,178,7.595506
52,memetic_burst,147219424,178,7.595506
52,memetic_burst,147266239,178,7.595506
52,memetic_burst,147269360,1494,0.904953
52,memetic_burst,147269464,854,1.583138
52,memetic_burst,147269568,494,2.736842
52,memetic_burst,147269672,450,3.004444
52,memetic_burst,147269776,406,3.330049
52,memetic_burst,147269984,398,3.396985
52,memetic_burst,147270088,386,3.502591
52,memetic_burst,147270192,382,3.539267
52,memetic_burst,147270296,370,3.654054
52,memetic_burst,147270504,354,3.819209
52,memetic_burst,147275602,650,2.080000
52,memetic_burst,147275706,470,2.876596
52,memetic_burst,147275810,458,2.951965
52,memetic_burst,147275914,438,3.086758
52,memetic_burst,147276226,414,3.265700
52,memetic_burst,147276850,378,3.576720
52,memetic_burst,147277682,374,3.614973
52,memetic_burst,147277890,326,4.147239
52,memetic_burst,147284965,638,2.119122
52,memetic_burst,147285069,514,2.630350
52,memetic_burst,147285173,474,2.852321
52,memetic_burst,147285277,438,3.086758
52,memetic_burst,147285381,374,3.614973
52,memetic_burst,147285485,326,4.147239
52,memetic_burst,147291207,178,7.595506
52,memetic_burst,147313054,178,7.595506
52,memetic_burst,147350506,178,7.595506
52,memetic_burst,147362990,178,7.595506
52,memetic_burst,147375474,178,7.595506
52,memetic_burst,147384837,178,7.595506
52,memetic_burst,147391079,178,7.595506
52,memetic_burst,147400442,178,7.595506
52,memetic_burst,147431652,178,7.595506
52,memetic_burst,147456620,178,7.595506
52,memetic_burst,147459741,178,7.595506
52,memetic_burst,147503435,178,7.595506
52,memetic_burst,147515919,698,1.936963
52,memetic_burst,147516023,618,2.187702
52,memetic_burst,147516127,426,3.173709
52,memetic_burst,147516231,374,3.614973
52,memetic_burst,147516335,362,3.734807
52,memetic_burst,147516439,350,3.862857
52,memetic_burst,147516543,338,4.000000
52,memetic_burst,147517791,318,4.251572
52,memetic_burst,147517895,314,4.305732
52,memetic_burst,147519040,178,7.595506
52,memetic_burst,147525282,638,2.119122
52,memetic_burst,147525386,518,2.610039
52,memetic_burst,147525490,482,2.804979
52,memetic_burst,147525594,446,3.031390
52,memetic_burst,147525698,410,3.297561
52,memetic_burst,147525802,382,3.539267
52,memetic_burst,147526322,378,3.576720
52,memetic_burst,147526426,358,3.776536
52,memetic_burst,147528298,342,3.953216
52,memetic_burst,147547129,178,7.595506
52,memetic_burst,147572097,178,7.595506
52,memetic_burst,147575218,178,7.595506
52,memetic_burst,147584581,178,7.595506
52,memetic_burst,147593944,178,7.595506
52,memetic_burst,147631396,178,7.595506
52,memetic_burst,147637638,178,7.595506
52,memetic_burst,147650122,178,7.595506
52,memetic_burst,147662606,178,7.595506
52,memetic_burst,147671969,178,7.595506
52,memetic_burst,147681332,178,7.595506
52,memetic_burst,147687574,178,7.595506
52,memetic_burst,147693816,178,7.595506
52,memetic_burst,147700058,178,7.595506
52,memetic_burst,147709421,178,7.595506
52,memetic_burst,147749994,1010,1.338614
52,memetic_burst,147750098,562,2.405694
52,memetic_burst,147750202,390,3.466667
52,memetic_burst,147750410,310,4.361290
52,memetic_burst,147752802,298,4.536913
52,memetic_burst,147774962,962,1.405405
52,memetic_burst,147775066,722,1.872576
52,memetic_burst,147775170,510,2.650980
52,memetic_burst,147775274,410,3.297561
52,memetic_burst,147775378,390,3.466667
52,memetic_burst,147775482,354,3.819209
52,memetic_burst,147775690,346,3.907514
52,memetic_burst,147787446,178,7.595506
52,memetic_burst,147790567,178,7.595506
52,memetic_burst,147796809,178,7.595506
52,memetic_burst,147803051,178,7.595506
52,memetic_burst,147806172,178,7.595506
52,memetic_burst,147815535,178,7.595506
52,memetic_burst,147818656,178,7.595506
52,memetic_burst,147828019,178,7.595506
52,memetic_burst,147834261,178,7.595506
52,memetic_burst,147837382,178,7.595506
52,memetic_burst,147846745,178,7.595506
52,memetic_burst,147862350,178,7.595506
52,memetic_burst,147868592,178,7.595506
52,memetic_burst,147884197,178,7.595506
52,memetic_burst,147887318,178,7.595506
52,memetic_burst,147893560,178,7.595506
52,memetic_burst,147896681,178,7.595506
52,memetic_burst,147906044,178,7.595506
52,memetic_burst,147912286,178,7.595506
52,memetic_burst,147931012,178,7.595506
52,memetic_burst,147946617,178,7.595506
52,memetic_burst,147949738,178,7.595506
52,memetic_burst,147952859,178,7.595506
52,memetic_burst,147955980,178,7.595506
52,memetic_burst,147962222,178,7.595506
52,memetic_burst,147968464,178,7.595506
52,memetic_burst,147971585,178,7.595506
52,memetic_burst,147974706,178,7.595506
52,memetic_burst,148002795,618,2.187702
52,memetic_burst,148002899,470,2.876596
52,memetic_burst,148003003,442,3.058824
52,memetic_burst,148003211,414,3.265700
52,memetic_burst,148003419,406,3.330049
52,memetic_burst,148003627,370,3.654054
52,memetic_burst,148004875,366,3.693989
52,memetic_burst,148004979,362,3.734807
52,memetic_burst,148005083,326,4.147239
52,memetic_burst,148005187,306,4.418301
52,memetic_burst,148005603,298,4.536913
52,memetic_burst,148024642,690,1.959420
52,memetic_burst,148024746,534,2.531835
52,memetic_burst,148024850,482,2.804979
52,memetic_burst,148024954,398,3.396985
52,memetic_burst,148025058,394,3.431472
52,memetic_burst,148025162,366,3.693989
52,memetic_burst,148025266,338,4.000000
52,memetic_burst,148025370,334,4.047904
52,memetic_burst,148025474,330,4.096970
52,memetic_burst,148026202,326,4.147239
52,memetic_burst,148037126,178,7.595506
52,memetic_burst,148083941,178,7.595506
52,memetic_burst,148105788,178,7.595506
52,memetic_burst,148115151,178,7.595506
52,memetic_burst,148130756,178,7.595506
52,memetic_burst,148140119,178,7.595506
52,memetic_burst,148143240,178,7.595506
52,memetic_burst,148174450,178,7.595506
52,memetic_burst,148193176,178,7.595506
52,memetic_burst,148196297,178,7.595506
52,memetic_burst,148208781,178,7.595506
52,memetic_burst,148211902,178,7.595506
52,memetic_burst,148218144,178,7.595506
52,memetic_burst,148230628,178,7.595506
52,memetic_burst,148249354,946,1.429175
52,memetic_burst,148249458,658,2.054711
52,memetic_burst,148249562,482,2.804979
52,memetic_burst,148249666,470,2.876596
52,memetic_burst,148249770,418,3.234450
52,memetic_burst,148249874,390,3.466667
52,memetic_burst,148250082,374,3.614973
52,memetic_burst,148250186,370,3.654054
52,memetic_burst,148250290,334,4.047904
52,memetic_burst,148251122,314,4.305732
52,memetic_burst,148251226,278,4.863309
52,memetic_burst,148252475,766,1.765013
52,memetic_burst,148252579,582,2.323024
52,memetic_burst,148252683,434,3.115207
52,memetic_burst,148252787,398,3.396985
52,memetic_burst,148252891,338,4.000000
52,memetic_burst,148252995,334,4.047904
52,memetic_burst,148271201,178,7.595506
52,memetic_burst,148286806,178,7.595506
52,memetic_burst,148299290,178,7.595506
52,memetic_burst,148330500,178,7.595506
52,memetic_burst,148336742,178,7.595506
52,memetic_burst,148352347,178,7.595506
52,memetic_burst,148361710,178,7.595506
52,memetic_burst,148367952,178,7.595506
52,memetic_burst,148389799,178,7.595506
52,memetic_burst,148399162,178,7.595506
52,memetic_burst,148430372,178,7.595506
52,memetic_burst,148467824,178,7.595506
52,memetic_burst,148486550,178,7.595506
52,memetic_burst,148520881,1042,1.297505
52,memetic_burst,148520985,682,1.982405
52,memetic_burst,148521089,530,2.550943
52,memetic_burst,148521193,446,3.031390
52,memetic_burst,148521297,426,3.173709
52,memetic_burst,148521609,394,3.431472
52,memetic_burst,148521817,350,3.862857
52,memetic_burst,148521921,346,3.907514
52,memetic_burst,148522961,338,4.000000
52,memetic_burst,148523065,326,4.147239
52,memetic_burst,148524002,830,1.628916
52,memetic_burst,148524106,682,1.982405
52,memetic_burst,148524210,578,2.339100
52,memetic_burst,148524314,482,2.804979
52,memetic_burst,148524418,422,3.203791
52,memetic_burst,148524522,418,3.234450
52,memetic_burst,148524730,402,3.363184
52,memetic_burst,148525146,394,3.431472
52,memetic_burst,148525250,390,3.466667
52,memetic_burst,148525354,374,3.614973
52,memetic_burst,148525458,330,4.096970
52,memetic_burst,148525666,314,4.305732
52,memetic_burst,148542728,178,7.595506
52,memetic_burst,148548970,178,7.595506
52,memetic_burst,148570817,178,7.595506
52,memetic_burst,148592664,178,7.595506
52,memetic_burst,148608269,178,7.595506
52,memetic_burst,148614511,178,7.595506
52,memetic_burst,148623874,178,7.595506
52,memetic_burst,148626995,178,7.595506
52,memetic_burst,148636358,178,7.595506
52,memetic_burst,148648842,178,7.595506
52,memetic_burst,148658205,178,7.595506
52,memetic_burst,148686294,178,7.595506
52,memetic_burst,148705020,178,7.595506
52,memetic_burst,148720625,178,7.595506
52,memetic_burst,148729988,178,7.595506
52,memetic_burst,148733109,178,7.595506
52,memetic_burst,148748714,866,1.561201
52,memetic_burst,148748818,638,2.119122
52,memetic_burst,148748922,522,2.590038
52,memetic_burst,148749026,490,2.759184
52,memetic_burst,148749130,374,3.614973
52,memetic_burst,148749442,342,3.953216
52,memetic_burst,148749650,334,4.047904
52,memetic_burst,148751002,330,4.096970
52,memetic_burst,148758077,814,1.660934
52,memetic_burst,148758181,642,2.105919
52,memetic_burst,148758285,510,2.650980
52,memetic_burst,148758389,466,2.901288
52,memetic_burst,148758597,450,3.004444
52,memetic_burst,148758701,422,3.203791
52,memetic_burst,148758805,386,3.502591
52,memetic_burst,148758909,382,3.539267
52,memetic_burst,148759117,358,3.776536
52,memetic_burst,148760781,310,4.361290
52,memetic_burst,148760989,294,4.598639
52,memetic_burst,148761198,178,7.595506
52,memetic_burst,148770561,178,7.595506
52,memetic_burst,148783045,178,7.595506
52,memetic_burst,148786166,178,7.595506
52,memetic_burst,148789287,178,7.595506
52,memetic_burst,148792408,178,7.595506
52,memetic_burst,148798650,178,7.595506
52,memetic_burst,148817376,178,7.595506
52,memetic_burst,148820497,178,7.595506
52,memetic_burst,148861070,178,7.595506
52,memetic_burst,148879796,178,7.595506
52,memetic_burst,148892280,178,7.595506
52,memetic_burst,148920369,178,7.595506
52,memetic_burst,148926611,178,7.595506
52,memetic_burst,148929732,178,7.595506
52,memetic_burst,148939095,178,7.595506
52,memetic_burst,148957821,178,7.595506
52,memetic_burst,148982789,178,7.595506
52,memetic_burst,148985910,178,7.595506
52,memetic_burst,148992152,178,7.595506
52,memetic_burst,149010878,706,1.915014
52,memetic_burst,149010982,522,2.590038
52,memetic_burst,149011086,430,3.144186
52,memetic_burst,149011190,370,3.654054
52,memetic_burst,149011294,366,3.693989
52,memetic_burst,149011918,318,4.251572
52,memetic_burst,149020241,178,7.595506
52,memetic_burst,149023362,834,1.621103
52,memetic_burst,149023466,646,2.092879
52,memetic_burst,149023570,502,2.693227
52,memetic_burst,149023674,458,2.951965
52,memetic_burst,149023778,414,3.265700
52,memetic_burst,149023986,390,3.466667
52,memetic_burst,149024090,358,3.776536
52,memetic_burst,149025442,330,4.096970
52,memetic_burst,149060814,178,7.595506
52,memetic_burst,149063935,178,7.595506
52,memetic_burst,149067056,178,7.595506
52,memetic_burst,149082661,178,7.595506
52,memetic_burst,149101387,178,7.595506
52,memetic_burst,149107629,178,7.595506
52,memetic_burst,149113871,178,7.595506
52,memetic_burst,149123234,178,7.595506
52,memetic_burst,149135718,178,7.595506
52,memetic_burst,149141960,178,7.595506
52,memetic_burst,149154444,178,7.595506
52,memetic_burst,149163807,178,7.595506
52,memetic_burst,149191896,178,7.595506
52,memetic_burst,149204380,178,7.595506
52,memetic_burst,149207501,178,7.595506
52,memetic_burst,149226227,178,7.595506
52,memetic_burst,149232469,178,7.595506
52,memetic_burst,149254316,982,1.376782
52,memetic_burst,149254420,658,2.054711
52,memetic_burst,149254524,590,2.291525
52,memetic_burst,149254628,494,2.736842
52,memetic_burst,149254732,450,3.004444
52,memetic_burst,149254940,418,3.234450
52,memetic_burst,149255044,390,3.466667
52,memetic_burst,149255148,378,3.576720
52,memetic_burst,149255252,366,3.693989
52,memetic_burst,149255356,354,3.819209
52,memetic_burst,149255564,330,4.096970
52,memetic_burst,149255668,318,4.251572
52,memetic_burst,149256188,314,4.305732
52,memetic_burst,149273042,674,2.005935
52,memetic_burst,149273146,550,2.458182
52,memetic_burst,149273250,462,2.926407
52,memetic_burst,149273354,402,3.363184
52,memetic_burst,149273666,378,3.576720
52,memetic_burst,149274602,370,3.654054
52,memetic_burst,149274706,334,4.047904
52,memetic_burst,149288647,178,7.595506
52,memetic_burst,149291768,178,7.595506
52,memetic_burst,149294889,178,7.595506
52,memetic_burst,149298010,178,7.595506
52,memetic_burst,149313615,178,7.595506
52,memetic_burst,149319857,178,7.595506
52,memetic_burst,149335462,178,7.595506
52,memetic_burst,149344825,178,7.595506
52,memetic_burst,149357309,178,7.595506
52,memetic_burst,149366672,178,7.595506
52,memetic_burst,149379156,178,7.595506
52,memetic_burst,149438455,178,7.595506
52,memetic_burst,149447818,178,7.595506
52,memetic_burst,149450939,178,7.595506
52,memetic_burst,149454060,178,7.595506
52,memetic_burst,149460302,178,7.595506
52,memetic_burst,149469665,178,7.595506
52,memetic_burst,149475907,178,7.595506
52,memetic_burst,149516480,882,1.532880
52,memetic_burst,149516584,682,1.982405
52,memetic_burst,149516688,590,2.291525
52,memetic_burst,149516792,498,2.714859
52,memetic_burst,149516896,418,3.234450
52,memetic_burst,149517104,338,4.000000
52,memetic_burst,149517208,302,4.476821
52,memetic_burst,149517728,298,4.536913
