trial,seed,closure_initial,closure_relaxed,nearest,nearest_dist,mean_vsa,max_vsa
376,d39c8fb8a9e6b19c,391352078,7698540,IDENTITY,241,255.1000,267
377,5a5bafd51095fe8e,381512155,7654731,SYNTAX,239,254.6000,269
378,605c55dfee1d3cac,387639877,7613719,IDENTITY,237,254.2000,271
379,192aa59c71b12d99,379441391,7715455,SHADOW,238,254.7000,267
380,8e62dd8166c26b15,381226569,7625620,IDENTITY,240,254.8000,272
381,5e253400515bc15f,381693098,7664879,IDENTITY,242,254.6000,269
382,7d84e451d49adc0,396017598,7716930,SYNTAX,239,255.2000,270
383,d804d90c16fe3bbb,409259507,7666719,IDENTITY,239,255.5000,271
384,5c87daeb6d43a54a,372416566,7678722,SYNTAX,233,255.2000,269
385,faec29417f377b18,389014983,7615380,SYNTAX,243,255.2000,271
386,6914c3319f606a7b,385898800,7609195,SYNTAX,238,253.6000,271
387,60e7d0e4aea8809a,386520866,7645809,AETHER,241,254.6000,271
388,3f09ab48a3fc0731,387159977,7629143,IDENTITY,238,253.3000,274
389,684842d82e6c684e,396339435,7591491,SYNTAX,236,255.4000,278
390,7dd848f8618d1ef4,374720707,7676364,SYNTAX,244,255.1000,269
391,f548ab2e82bd5fe8,382232331,7656310,SYNTAX,243,254.8000,272
392,47d63578c5876c2c,383269512,7687066,SYNTAX,236,255.6000,273
393,8e1879eee06da44c,387412646,7648626,SYNTAX,240,254.3000,272
394,8a7e218e00d92bca,372408728,7665145,AETHER,242,254.5000,267
395,acf25dbc9d1b0388,410426049,7667994,IDENTITY,238,254.2000,271
396,efdf1e16957aa1cc,375434032,7644530,SYNTAX,235,254.2000,269
397,61fc7c3fa4cdf2ba,396885337,7620221,IDENTITY,234,253.8000,270
398,33002f89f226af4f,383120136,7702277,SHADOW,242,255.5000,267
399,9160e3b44517efb0,388930603,7717779,SHADOW,236,255.0000,271
400,a7006abbf823997e,393637407,7682083,SYNTAX,242,253.6000,266
401,997061670fd25d50,399976189,7614157,SYNTAX,241,254.7000,271
402,fd9a9b3698c7a665,401431344,7716525,IDENTITY,244,254.8000,272
403,6695aaf5a19ad07e,395592907,7621140,SHADOW,238,255.3000,273
404,d9f2086683af9ac7,383776174,7665376,SYNTAX,242,256.3000,273
405,d9b1a7796866617c,385986779,7637128,SYNTAX,241,254.8000,268
406,da28240998ca1a29,392460470,7604021,SYNTAX,245,255.4000,272
407,e99c16c18fe81c9a,359672481,7705788,SYNTAX,235,255.7000,271
408,6550245168af6f78,376170688,7684538,SYNTAX,243,255.2000,270
409,b43f7b61f1439e76,399811788,7605918,SYNTAX,241,253.7000,268
410,8146cca898ac5468,359895364,7700439,VOID,243,255.3000,273
411,397c2528270f9b64,408188523,7716710,IDENTITY,239,255.6000,272
412,c413082e0e0626e1,393409169,7664578,AETHER,238,255.0000,272
413,a3d124465ef63a13,403330415,7615881,SYNTAX,235,253.5000,269
414,99713081b0947171,375491860,7651066,IDENTITY,239,254.2000,271
415,7dd5d2767697ff9a,390629523,7700175,SYNTAX,233,255.6000,276
416,afe43e31636600ce,393580295,7597268,IDENTITY,241,254.5000,269
417,467b981a972f6504,394025958,7594157,SYNTAX,241,255.1000,275
418,2f48e4cb2fdc8d14,372690273,7661079,IDENTITY,242,254.6000,276
419,a5017a06767f32df,378922897,7622707,NETWORK,243,252.9000,268
420,8c3140e522831efd,390893688,7726390,IDENTITY,238,255.6000,272
421,68b31c469c1ef3f2,369024342,7655909,IDENTITY,242,254.2000,268
422,c22e7e1827bc5c75,397927799,7683197,IDENTITY,238,253.8000,274
423,bbce1bc0ca6c8ccf,379828321,7622292,SYNTAX,238,255.1000,270
424,b28eddc8f8a3e5da,394885364,7623136,AETHER,241,253.6000,269
425,83b0bcb80e7ea627,396094010,7777924,SYNTAX,241,256.0000,276
426,942e56ee6bc98bb3,378876657,7658876,VOID,243,255.2000,273
427,50d8b03841a3e7f7,375801966,7675340,SYNTAX,240,254.7000,270
428,dc55d34c45e2443f,379099403,7651829,VOID,240,254.3000,268
429,65b31b10d426d123,414865147,7659524,IDENTITY,243,255.5000,271
430,ba71bff7f8c59528,386556114,7678932,NETWORK,244,253.3000,267
431,45d9d6c101a20bf2,391799220,7658307,SYNTAX,242,253.9000,269
432,a154c70499933d07,386120833,7622459,SYNTAX,239,254.1000,268
433,a2c47a3ed69422e1,377093070,7652548,IDENTITY,243,254.0000,269
434,29a868a22cfe76b0,359669315,7662095,SYNTAX,241,255.0000,270
435,1e6b20602c697ed3,390407509,7627707,SYNTAX,237,255.2000,271
436,78c0689b2d0ee2ec,360311290,7638882,IDENTITY,242,253.6000,273
437,efb36bb061c2312,386212569,7609506,SYNTAX,240,254.3000,272
438,e99f9d8b1a6b5d1d,386757897,7632416,SYNTAX,243,256.0000,274
439,30284bd108887844,371926323,7711093,SYNTAX,239,255.1000,275
440,e82590b665d718d8,376648565,7688578,AETHER,241,254.4000,277
441,4fbfd0d18dff0b3a,392270688,7682614,SYNTAX,237,254.8000,276
442,e072884d9d8dd997,401351038,7714151,AETHER,239,253.8000,271
443,613ef4f5a2917372,370291540,7625903,SYNTAX,238,254.4000,277
444,a1026c87e3101d50,394684423,7721413,IDENTITY,242,256.0000,268
445,60925cac093e34b8,388344664,7676858,IDENTITY,235,255.3000,272
446,67990bbe7e54130a,395364068,7676792,SYNTAX,239,254.4000,269
447,762a83b0d795ac53,413467268,7667088,SYNTAX,240,254.8000,275
448,211607b954b09bd8,383429008,7645104,SYNTAX,243,254.0000,270
449,7c3988d1f5f27183,362270094,7680811,IDENTITY,241,255.5000,273
450,504962717e56c1a5,391994254,7668219,IDENTITY,237,254.4000,275
451,9b7a9a2df89cbbfc,374366370,7661662,IDENTITY,241,255.3000,275
452,ad0172b39f9064bd,387169848,7720229,IDENTITY,240,253.7000,270
453,edecf122613f7df5,389096268,7658519,SYNTAX,240,254.9000,270
454,f3e71b78fb9cfad0,398452948,7700098,SHADOW,241,254.8000,270
455,893803ff548efd25,393087150,7634371,VOID,241,255.2000,268
456,43b6f1f0b130d8e5,399902873,7636496,NETWORK,240,254.1000,277
457,ad50a1dccba64d8d,387586184,7698470,SYNTAX,239,254.5000,270
458,ef088d412525219d,395139046,7598607,IDENTITY,239,254.6000,271
459,8d7a4ef7df8b25c7,353773662,7722832,SHADOW,240,254.6000,269
460,b17468a865da0621,396513711,7647228,IDENTITY,242,253.6000,268
461,4203f2490c1d85b4,390766839,7634718,SYNTAX,237,254.3000,270
462,233b4aaeafabff4c,397772159,7709665,IDENTITY,242,255.0000,272
463,f520cead86a8323a,381648065,7736664,SYNTAX,238,254.8000,272
464,705460f45dce3831,382033935,7676424,NETWORK,242,255.4000,271
465,e69f5e9b4ede635a,409796558,7598594,SYNTAX,237,254.5000,265
466,a24e8844c9aceac8,374946187,7762926,SYNTAX,239,255.9000,270
467,76bb828b49cd7650,387593033,7709221,NETWORK,237,254.9000,274
468,d448e2731c7e00d3,382082195,7711212,IDENTITY,240,255.1000,270
469,44e80bc1bd6a244a,391720265,7692625,SYNTAX,238,255.3000,271
470,fe2a3b15f07e2b18,380177926,7761302,SYNTAX,237,254.5000,270
471,ed703af6fa6749f9,388480722,7673920,SYNTAX,243,254.6000,270
472,f9373712d614c539,400266575,7610625,SYNTAX,239,255.3000,270
473,ad7eea8388dea595,375837645,7636324,REASON,238,253.7000,268
474,5f9645eb7fe01135,371257936,7671496,SYNTAX,237,253.7000,273
475,2548a76e020d4b2c,373318297,7615332,SYNTAX,243,254.1000,274
476,ab3c028dadd3009c,383397981,7615334,SYNTAX,238,254.7000,268
477,ea208060db71a0cc,392237763,7639211,IDENTITY,244,254.9000,269
478,a6748a080d7e3e9d,402596513,7624307,SYNTAX,239,254.0000,266
479,d5527e7f9ddd348c,399337066,7613695,IDENTITY,239,254.1000,269
480,7fb45c6a887a0a16,385488392,7683198,IDENTITY,241,254.0000,269
481,260ed6b778b1bd67,381706693,7620335,IDENTITY,238,254.2000,270
482,4dc9bec9b35e901b,380847570,7668545,IDENTITY,241,256.1000,271
483,4a1e2f48555fbf9c,410180904,7600218,IDENTITY,236,253.4000,272
484,6b88a423269bf34,385899165,7623646,SYNTAX,242,254.4000,269
485,bf19446c9492a301,403820939,7633421,AETHER,239,253.5000,271
486,41266427c5a294c4,371987133,7678212,SHADOW,238,256.3000,273
487,ee32ec25e2a6a499,382291296,7632248,SYNTAX,242,254.6000,269
488,9f7d1b688487d33f,401981935,7652090,SYNTAX,240,254.1000,268
489,b7f128938942d96b,378618611,7697632,SYNTAX,235,254.1000,270
490,f423d67f366b23b9,382081908,7665731,SYNTAX,243,256.3000,275
491,4bb10e6d8c2d2379,374516591,7751412,IDENTITY,241,255.6000,267
492,f7505643da05511f,383261227,7617747,SYNTAX,241,254.3000,273
493,89f92cbddf61702d,398774498,7628348,IDENTITY,239,254.8000,275
494,bf5da712a9b3bd0e,374173068,7596363,VOID,241,254.9000,271
495,e6b09ea83b6f9719,376741905,7657927,SYNTAX,241,255.4000,276
496,7dba406f7813d18f,404670279,7666489,IDENTITY,240,254.9000,274
497,1a7b2c166e62a7bb,382806268,7639036,SYNTAX,238,255.0000,274
498,54d8df5b4720f1ac,389566452,7589272,SYNTAX,239,253.6000,270
499,ed9140e8a71659bd,402509574,7623497,IDENTITY,239,254.7000,271
500,8ae224bde5334037,374955340,7593018,REASON,242,254.2000,272
501,cc259116739c2572,364477887,7643982,AETHER,240,251.8000,270
502,9b114aced48429c8,388762613,7692380,SYNTAX,239,255.2000,268
503,c8267e7e9dd8731d,380385825,7667254,AETHER,241,253.8000,275
504,5224bcd76409b995,401775720,7727892,IDENTITY,237,254.9000,273
505,bad2683f9f9907d1,392731233,7726658,AETHER,242,254.9000,276
506,d7e7cf8b1c85af13,365561546,7752747,IDENTITY,238,254.6000,270
507,9589213246d781f3,400629307,7702767,IDENTITY,238,255.6000,274
508,766d180874d90c58,407935111,7635989,IDENTITY,242,255.5000,270
509,4192ca9eefcb441,391460143,7646910,IDENTITY,236,253.2000,268
510,3d2026fd1c3fcd41,389696229,7613503,AETHER,241,254.7000,275
511,de22293b310b80b,368597129,7644662,IDENTITY,235,254.1000,271
512,9533b262a8b16e3e,382497277,7640054,SYNTAX,241,253.9000,271
513,32ebac1a4cbae7d1,393062500,7586661,SYNTAX,237,254.4000,272
514,208f1aa7dbd00b42,376429237,7704508,AETHER,244,255.4000,272
515,f695badabb34e8f0,402321217,7583686,MEMORY,241,254.1000,274
516,71471efaeab45d60,379555728,7641701,SYNTAX,237,254.1000,277
517,d6fcb20879e32120,393325999,7677050,SYNTAX,242,255.4000,275
518,beca4930ed3a9732,413011651,7639472,SHADOW,242,254.9000,268
519,8da4aa2e4e3b09b3,397172638,7668129,AETHER,241,254.2000,273
520,7b70a0c5e3cce8a2,391259716,7653232,SYNTAX,245,255.1000,271
521,90f23dc642fb6651,403433472,7679765,SYNTAX,241,255.9000,271
522,6a73814a36c13e9d,394547656,7582709,SYNTAX,236,254.6000,272
523,4334a3fb6a951050,414781139,7671154,IDENTITY,238,254.7000,271
524,506090f11da67cf5,390199768,7704732,NETWORK,241,254.1000,268
525,6be5c22c2949a521,384075037,7701716,NETWORK,239,255.5000,276
526,3a6778d136a78e1a,365129284,7659870,SHADOW,242,255.3000,273
527,fe66e7e4fa707fec,376645856,7646119,AETHER,239,254.5000,270
528,458f6a5927e3a9e4,398696321,7630994,SYNTAX,242,254.7000,271
529,e68f6a53922ae94c,380133787,7621780,SYNTAX,237,254.8000,271
530,81fc356e11af0321,391223987,7610684,IDENTITY,239,254.4000,269
531,3c317bdfa043be77,405751375,7632453,REASON,242,254.3000,269
532,32b77828b84df983,381190404,7619407,IDENTITY,242,253.9000,268
533,2cac89cd8c90235a,380313460,7641977,IDENTITY,238,253.6000,269
534,9878a7b34d7718e1,368110541,7661352,VOID,244,254.8000,272
535,33f253d42c529e9e,384076424,7657815,IDENTITY,239,254.6000,267
536,4c36c8e86cbd0136,392447051,7624734,VOID,241,253.4000,267
537,fc7dbda14f13ecb2,362599653,7639737,SYNTAX,241,255.0000,273
538,3d664ff3ba8447f8,379507576,7669050,SOFTWARE,239,253.5000,274
539,cbc66ec5b249475b,405476590,7605319,SYNTAX,239,255.3000,272
540,c7127acf599cf63f,393820266,7628622,IDENTITY,241,254.8000,275
541,15edb6e973a2f2c3,397808835,7627012,AETHER,242,255.4000,272
542,8109917995f256cd,401914238,7638140,IDENTITY,243,254.7000,269
543,a9939c80b33efa,371812131,7654620,SHADOW,242,253.7000,271
544,75494140f8e1fd0b,382761815,7597617,SYNTAX,240,254.4000,269
545,f158aed50d4d4395,395239171,7687019,NETWORK,240,254.2000,269
546,99cf63f0f0ae36d5,386222273,7655351,VOID,240,256.3000,272
547,4c35b7ce2382c169,402471285,7660534,SYNTAX,245,254.8000,275
548,fcfe2671c18ff709,346151429,7633693,IDENTITY,241,254.9000,273
549,ff18991a034fb455,401423637,7659500,SYNTAX,241,253.4000,268
550,3aa9d20307fa8c54,386089683,7630876,NETWORK,239,253.4000,268
551,2449e15d6bdce732,373729433,7640610,SYNTAX,238,254.7000,268
552,f28de29501c4da7c,388026284,7649693,SYNTAX,237,254.2000,270
553,27d15138ee7a0640,386915119,7659823,SYNTAX,235,253.5000,270
554,64e0e63fa4e66c1f,402728938,7684600,SYNTAX,237,253.7000,267
555,e493de30b312bff8,371750625,7682077,SYNTAX,238,255.9000,274
556,11b6b73624ffe7f4,397068231,7612967,IDENTITY,242,254.9000,270
557,77f98491285de654,378423509,7715866,SYNTAX,235,254.4000,272
558,624cb1eed6bcf32a,371630539,7648048,IDENTITY,235,253.7000,270
559,92ac2c9debd9eb44,410233962,7584174,SYNTAX,239,255.0000,272
560,b26190ae67cdff16,367464360,7714102,SYNTAX,242,254.8000,272
561,773a98a246fdb5ef,395163288,7574705,VOID,241,254.8000,275
562,a83af11447690382,347167859,7605372,IDENTITY,242,255.0000,272
563,fdb886d5611992d,379953400,7670906,IDENTITY,240,254.1000,272
564,c79b872a67353db8,371025502,7637491,NETWORK,243,255.6000,278
565,44ac2c8549be2b53,384979678,7635971,SYNTAX,241,254.1000,268
566,2fcf96c7bdb8559b,390041164,7667710,IDENTITY,241,254.6000,275
567,4a8cd57ca6b2f28a,399514354,7691335,IDENTITY,242,256.6000,276
568,efe605550bca39aa,402814101,7683152,SYNTAX,239,255.0000,270
569,9622159a1c4b5bd2,399999149,7607844,IDENTITY,243,254.3000,271
570,208d026225909fc7,381426764,7596822,SYNTAX,241,253.9000,274
571,ddfe0fabd1162358,392123963,7686208,AETHER,245,255.9000,277
572,9293eff79a5763cb,384044272,7629974,SYNTAX,234,255.3000,272
573,83bbe2dbc2f111c0,382783192,7582717,SYNTAX,243,253.8000,269
574,ce17d692c9582d95,421029142,7649810,SYNTAX,240,254.0000,270
575,7e0bf8f1640885dc,403239345,7651974,SIGNAL,245,254.8000,271
576,5af100706c19dc67,387961284,7655887,IDENTITY,236,254.3000,270
577,239219d671839ef4,374498956,7599303,AETHER,242,253.6000,272
578,b9d4564fa6495ac7,364755091,7651813,SYNTAX,241,252.9000,268
579,c589e60e9f8bb887,395734292,7734281,SYNTAX,242,254.2000,267
580,53f5bb2a4503fa58,401152631,7669270,AETHER,242,254.3000,276
581,26e54942371875e2,378055632,7662619,SYNTAX,244,254.6000,275
582,a8241c18e0ae525d,365157186,7616476,SYNTAX,235,254.5000,267
583,35b03b60992338e4,379624176,7624480,AETHER,244,254.6000,272
584,ada9688d695ef969,405864781,7628478,SYNTAX,234,254.0000,267
585,7840f274c12b236a,374605549,7710106,AETHER,243,254.5000,275
586,dcde2688eda75187,373224082,7613274,SYNTAX,241,255.3000,274
587,5235df0e2a174243,383446278,7714129,SYNTAX,234,254.6000,268
588,c1764c7269ea6890,390842173,7699422,IDENTITY,242,254.9000,275
589,d73002fa1558a2ac,383652794,7597246,SYNTAX,239,254.9000,270
590,74a7d9346035bff4,390346028,7676060,SYNTAX,244,255.0000,273
591,5dfa4f9227a278bc,369086104,7663303,SYNTAX,243,255.6000,274
592,3e420a8ba4738533,378055078,7687114,NETWORK,237,254.7000,268
593,ac1fef61cb9b3a1a,384858123,7632424,SHADOW,240,255.0000,271
594,b8b2779242d3b4ea,378214523,7626688,VOID,242,255.4000,272
595,64486d82798662fe,389739696,7638040,SYNTAX,235,254.5000,268
596,cf439b0e0f56eed5,392716381,7629973,AETHER,241,254.8000,270
597,890ef0f830b4923e,399198158,7694829,SHADOW,242,256.2000,277
598,4a89147e6ce0da5f,400188962,7659948,SYNTAX,243,255.0000,271
599,afd22425a7e0b410,378389064,7683816,SYNTAX,237,254.6000,272
600,716de83530e2992f,371818050,7704389,SHADOW,241,254.5000,270
601,d10d96afd1bd31aa,398266017,7624847,IDENTITY,238,253.9000,272
602,9c762d600f9a553e,385700885,7657011,SHADOW,239,255.1000,266
603,70325e0b69cf9b1c,373777698,7605250,VOID,239,254.1000,269
604,21e3ad37f00aac3c,381786110,7713763,AETHER,241,253.2000,273
605,192b304b2df19bca,361345161,7630644,SHADOW,242,254.8000,268
606,be670c7020ba85d3,383583770,7691668,NETWORK,240,255.6000,269
607,e8afbbf15b616503,399370611,7715268,AETHER,241,254.6000,270
608,7ed50752133381e6,385276071,7656885,AETHER,241,254.0000,277
609,febf996e381d9c2,393203610,7615622,SYNTAX,240,253.7000,270
610,c585045cebdf8379,400370396,7667690,AETHER,241,253.6000,271
611,d9d800f471493ed7,410402195,7663957,SYNTAX,240,255.5000,274
612,9b35feacb18545ed,396646437,7697965,AETHER,243,254.8000,277
613,404ec20db8c0940f,390201480,7666587,REASON,242,254.0000,270
614,2510db662ce2a163,394340056,7702192,SYNTAX,236,254.2000,268
615,36016e292ff058d9,373092501,7657010,IDENTITY,243,252.9000,268
616,170731652413fcf8,378445066,7627750,SYNTAX,243,255.2000,267
617,4bc8a0e6c8899ed8,389102917,7663913,AETHER,243,255.0000,274
618,9b12d5d9885be30f,385296082,7644229,VOID,241,254.1000,269
619,e2831514b1592fb7,394419447,7608527,SYNTAX,240,254.7000,273
620,9d3deb826d7c4d67,386669872,7597957,IDENTITY,240,253.8000,271
621,ae2a670a24ad4f8c,404393053,7720856,SYNTAX,240,254.8000,273
622,59e7eb4c2dddf337,394610469,7672203,IDENTITY,242,255.1000,274
623,e7f69296653e6dab,384359498,7663811,IDENTITY,238,255.3000,268
624,35ebb49354ceae87,411100255,7596460,SYNTAX,239,254.6000,272
625,f6169c73bc007d39,358516619,7673687,IDENTITY,243,254.9000,269
626,ec833ed45eb79f1e,370785549,7626708,AETHER,240,253.3000,274
627,1e5ac461ab87153d,387068538,7651587,NETWORK,243,255.8000,268
628,51ae097069c9687d,369704582,7667452,IDENTITY,239,255.0000,275
629,441a11e752018604,394066528,7712064,SYNTAX,234,255.0000,269
630,5fa754053f5b2342,403455396,7610595,IDENTITY,239,254.1000,273
631,11ce26ef4d97c88b,388075492,7667503,SYNTAX,241,256.0000,272
632,aebf9f272d12196c,381329445,7632036,IDENTITY,240,254.1000,271
633,68c71701e17a01e5,410083176,7716093,IDENTITY,240,254.4000,272
634,8781ae21ac18f661,404051791,7686081,IDENTITY,238,254.2000,266
635,dd8d0e261948bb60,376360639,7727681,AETHER,244,254.6000,270
636,b01bbd6c817902b5,388579133,7677194,SHADOW,239,255.1000,267
637,5a9d2fbf64c9d95f,398485322,7759413,IDENTITY,243,256.2000,277
638,dd4c7805007a0c69,386889389,7660474,SYNTAX,235,255.5000,275
639,a89e1eabeed5634b,387245824,7639001,AETHER,237,253.1000,275
640,a1e1aa7cbcf83844,370302683,7615191,IDENTITY,236,254.3000,269
641,5e73dcfb2ed72217,397416831,7637509,IDENTITY,236,253.7000,272
642,b7e79a9da0cc713e,383303044,7718714,SYNTAX,241,254.8000,268
643,3afce6591f6b36d2,392394123,7600108,IDENTITY,240,254.0000,276
644,f73176d174574064,380124490,7665800,SYNTAX,240,254.2000,271
645,ccf1204a084cd48e,377728659,7664722,NETWORK,242,256.2000,271
646,bee8e797cce936a6,372775862,7655015,SYNTAX,244,254.3000,266
647,238ac7243d118934,419429511,7684679,IDENTITY,241,253.9000,266
648,531facd139c2c9cd,386916732,7635872,NETWORK,241,255.1000,274
649,95a808902d527c87,389963994,7750968,IDENTITY,239,255.1000,271
650,e99a0b0f5f5851c0,395852770,7672161,SYNTAX,239,255.0000,270
651,55da0c729e178385,395612291,7644656,IDENTITY,240,253.7000,268
652,aabd3d438aacfa31,375268159,7624198,SYNTAX,240,254.5000,273
653,a8744faa1e229d68,392418799,7667059,AETHER,239,254.3000,275
654,ef524be66a650fe5,405132904,7613536,IDENTITY,240,254.3000,268
655,c9867d636e44c7e4,374214959,7616934,IDENTITY,235,254.6000,271
656,bf53fe8628061273,391333273,7650372,NETWORK,239,254.3000,270
657,c13352dedebdd090,391773897,7631509,IDENTITY,243,255.7000,272
658,459b7864ff5a064c,380127087,7641241,AETHER,243,254.2000,273
659,4c6dd586b81889be,401397716,7695754,IDENTITY,241,255.2000,272
660,d38a4132d511f8ad,376475446,7724772,SYNTAX,236,255.5000,275
661,bdd1cb907320b37d,385125933,7598082,SYNTAX,239,254.6000,272
662,e361e87dd13556f2,386866439,7661686,AETHER,239,254.3000,273
663,b22fda5f469c46ec,387105434,7723363,IDENTITY,237,254.6000,269
664,2da405e823e1fe9d,366374740,7763811,SYNTAX,240,254.0000,267
665,aa47ca3d882914a0,378517484,7640363,SHADOW,238,255.6000,269
666,2349221412266451,377361576,7702449,IDENTITY,236,253.8000,266
667,b56fdbab1ce7b37,356500516,7637468,SYNTAX,243,255.2000,270
668,3b8136e0ff77e131,371812869,7679626,SYNTAX,243,256.4000,274
669,b2963e041e9dcd75,394337493,7643898,SYNTAX,240,254.8000,270
670,b0eff83565d2c296,400505522,7640038,IDENTITY,239,254.6000,271
671,2214c6ee2f24f569,389851866,7757832,SYNTAX,239,255.2000,271
672,c2dce32ed968abce,378813089,7598627,IDENTITY,239,255.3000,274
673,db7ec07937252253,399279655,7647211,SYNTAX,237,254.1000,270
674,ac06498364b703f4,402514790,7701940,NETWORK,242,254.2000,271
675,2bb5bda3e5dcb348,381877204,7771470,IDENTITY,236,254.1000,273
676,1e404157de1efa38,412146353,7674605,IDENTITY,243,254.1000,275
677,ebcecc8fc69a34ac,400280281,7638061,IDENTITY,239,254.1000,273
678,cf4da0faa7e07ffa,397635558,7630590,SYNTAX,241,256.0000,271
679,4cc4c84f46856d85,393211915,7674979,IDENTITY,235,255.0000,275
680,f79fb87ec488ab45,386835526,7650955,SHADOW,243,254.5000,267
681,3f27e1c9c55523df,393790748,7673219,IDENTITY,241,254.5000,273
682,b201a5f6361515b5,389010292,7624875,NETWORK,239,254.8000,272
683,20210c481769f684,373309467,7668061,AETHER,238,254.2000,272
684,74d34ebbd4f21bbf,404788019,7655639,IDENTITY,240,252.8000,268
685,75e70fa291e31679,384594072,7693741,SYNTAX,243,254.5000,272
686,795aa08b901b26ed,397353106,7681557,IDENTITY,238,255.4000,272
687,1fbe541b8075ca00,383314069,7597438,SYNTAX,240,253.9000,272
688,a5fdedae1059fa70,382247553,7646341,IDENTITY,236,254.4000,269
689,cd19277ff48ea2a,406350668,7672337,SHADOW,245,254.5000,274
690,3c5450aad6ddea57,386818015,7719238,SYNTAX,240,254.0000,273
691,728757a87e82504,372608236,7673103,VOID,242,254.3000,270
692,2ea806104083fa35,378795597,7613706,AETHER,238,253.5000,276
693,6269bb001cfdf49f,408480480,7654482,SYNTAX,237,253.7000,269
694,d7e62f5361409d83,380986245,7632321,IDENTITY,232,253.0000,271
695,cfcd77a11ae58acc,370668427,7652410,AETHER,240,253.3000,269
696,7d81800fc7c3a937,364365438,7645609,VOID,242,254.6000,271
697,fe56a53c0996d3f1,400674859,7685099,SYNTAX,237,254.4000,277
698,264d11352d2899e2,396814238,7632878,AETHER,236,254.1000,276
699,1e2f510e3aaab07,385128344,7669972,SYNTAX,241,254.9000,273
700,7b739019c10233fd,369123309,7663199,IDENTITY,238,255.4000,272
701,73c2482def682c59,389229721,7624920,IDENTITY,239,255.0000,269
702,3f34ad0c95d7905c,363655890,7686965,IDENTITY,240,252.7000,267
703,f7df017f6bdc649,367292330,7629225,NETWORK,239,255.7000,272
704,bf191625b323a3c5,382561509,7672602,VOID,242,252.6000,265
705,604fc431f81a25f1,396185243,7640947,SYNTAX,236,255.2000,268
706,6d45df01efe83bd6,377264359,7692247,NETWORK,242,254.7000,271
707,2b33ac74667138db,386110813,7636291,SYNTAX,236,255.2000,271
708,648cdd76867d5afe,379531447,7654117,IDENTITY,242,255.6000,272
709,3f2542ea403c2af0,390085209,7624511,SYNTAX,242,255.7000,273
710,fef0a1762eae5f07,372373314,7609145,NETWORK,241,254.9000,272
711,667178123af89e3a,373047445,7695019,IDENTITY,240,253.4000,270
712,957abda6fca49a78,394151610,7586106,SYNTAX,242,254.7000,271
713,799180584593f5a9,387067267,7699712,SYNTAX,240,255.8000,270
714,753bd9be28f1c547,391152608,7690187,IDENTITY,239,255.2000,271
715,bd76e780288ff59a,403368957,7581398,SYNTAX,238,254.4000,271
716,487de9a52d18cd76,395255601,7622220,SYNTAX,240,255.1000,272
717,fbfbe4ff71bace8b,394236246,7655712,SHADOW,241,254.3000,271
718,d6f3d4d76626365a,376374511,7675910,AETHER,241,253.7000,269
719,787047f5c9602ec2,403529123,7709540,SYNTAX,241,255.2000,270
720,d9b4c693199881ef,394309277,7716679,IDENTITY,238,255.1000,266
721,4231cc1a883cb095,378504782,7617658,AETHER,242,254.2000,268
722,8086373a0f81baa7,396069656,7671610,SYNTAX,238,254.0000,273
723,c6ee6d52123f36c2,388583747,7643788,SYNTAX,241,254.8000,270
724,550ab933202b0a3f,407953194,7701392,IDENTITY,241,254.9000,273
725,a73364a69c4e13e8,381108924,7660484,SIGNAL,243,253.9000,275
726,90e37081117eb4a7,366407899,7636787,IDENTITY,240,254.1000,268
727,24c9f1db950d1444,388124216,7751730,AETHER,241,254.6000,277
728,8e9f5558e37fab19,381370366,7657743,SYNTAX,235,253.7000,271
729,c76d55c6f5ffd7ff,373989378,7624847,IDENTITY,237,253.4000,267
730,c2eb916ae6a3fb80,405087948,7806015,SYNTAX,234,255.3000,273
731,4e85d0b8248dc6d4,385993574,7670932,IDENTITY,237,254.1000,275
732,c1f378d224d4665f,371079586,7697905,IDENTITY,242,253.3000,272
733,b228fabe2652eb3c,395003607,7682899,AETHER,241,253.3000,269
734,8e7b9b81b5edcd57,378993354,7698520,SYNTAX,240,253.6000,271
735,dfff7f582294754f,393905513,7609639,VOID,241,255.1000,273
736,4129f4e2f389304d,389101623,7722425,IDENTITY,242,255.4000,276
737,ce4dfa04fbcc155f,381576496,7692977,SYNTAX,241,256.0000,274
738,4efa6bcd76618ee6,397808322,7651386,NETWORK,242,254.9000,273
739,2d3da95d7a56742c,392391260,7715463,NETWORK,243,254.5000,274
740,cc19b155b9fab60c,384638806,7614954,NETWORK,243,253.1000,270
741,d320cc76583f49cc,407102309,7673180,IDENTITY,238,253.9000,270
742,d9bee9da01cbb2f6,397837025,7688846,IDENTITY,239,256.0000,272
743,497eb5e19e8e1970,391516013,7706281,IDENTITY,239,254.1000,269
744,265db2cfd12218a7,392358568,7699284,IDENTITY,232,254.5000,270
745,4eb09c359bb4af45,387462083,7674317,SYNTAX,239,254.2000,273
746,a3b9da3be4c45b16,386081752,7604694,SYNTAX,241,256.0000,272
747,7d05f0b157a082b4,375275350,7604643,SYNTAX,239,254.6000,271
748,8a8b41b8bcdea515,402255686,7738000,IDENTITY,236,255.4000,266
749,90856e834ef26d8c,390075673,7658309,SYNTAX,240,254.6000,273
750,511abf4af4fd57dc,391600390,7594963,AETHER,245,255.8000,275
751,76b0d2bc3ff6596f,391584366,7627822,IDENTITY,237,255.2000,269
