row,policy,opaque_id,phase,tool_hash,program_hash,payload_hash,schema_hash,builds,actions,probes,status,detail
typed_witness,adaptive_candidate,f9fa9278eb3d737d,develop,d09e1e124efc1a7d,1bee4f5954df10e4,375772d1edd79f6c,d53bd3a187721a8,104,105,105,accepted,summary=14;witness_hex=333430312c333634312c343032332c343136352c343432372c343633392c343735372c343932352c353035322c353230382c353333382c353436382c353539392c35373239
receipt,adaptive_candidate,f9fa9278eb3d737d,develop,d09e1e124efc1a7d,1bee4f5954df10e4,375772d1edd79f6c,d53bd3a187721a8,104,107,107,accepted,first_accept_index=101;opaque_receipt_chain=ba38638c3475bd44;mutation_audits=2
budget,adaptive_candidate,f9fa9278eb3d737d,develop,-,-,375772d1edd79f6c,-,2048,2048,2048,charged_exact,active_builds=104;active_actions=107;active_probes=107;heldout_feedback=opaque_only
receipt,adaptive_candidate,f1f15b2967c34b3,holdout,2513f85d64cb1bda,5bafd6bd981fedf8,44409cdd879ab88,d53bd3a187721a8,1,1,1,rejected,inherited_ax_program
receipt,adaptive_candidate,f1f15b2967c34b3,holdout,4e9640b247c85a05,58967315222620f1,44409cdd879ab88,10aaebf672bc000a,2,2,2,rejected,inherited_ax_program
typed_witness,adaptive_candidate,f1f15b2967c34b3,holdout,e0ff2587dbccd344,1bc903704d0b2b1a,44409cdd879ab88,cd0b57c3d461cc32,3,3,3,accepted,summary=1;witness_hex=313237383a3738393a31333234
receipt,adaptive_candidate,f1f15b2967c34b3,holdout,e0ff2587dbccd344,1bc903704d0b2b1a,44409cdd879ab88,cd0b57c3d461cc32,3,3,3,accepted,inherited_ax_program
receipt,adaptive_candidate,f1f15b2967c34b3,holdout,2513f85d64cb1bda,95d55634c06adf62,44409cdd879ab88,cd0b57c3d461cc32,3,4,4,rejected,inherited_ax_program
receipt,adaptive_candidate,f1f15b2967c34b3,holdout,d09e1e124efc1a7d,1bee4f5954df10e4,44409cdd879ab88,d53bd3a187721a8,3,5,5,rejected,learned_signature_nonempty=true;heldout_feedback=withheld
budget,adaptive_candidate,f1f15b2967c34b3,holdout,-,-,44409cdd879ab88,-,2048,2048,2048,charged_exact,active_builds=3;active_actions=5;active_probes=5;heldout_feedback=withheld
receipt,adaptive_candidate,d13917d0f504513,holdout,2513f85d64cb1bda,5bafd6bd981fedf8,6488d024155da2b,d53bd3a187721a8,1,1,1,rejected,inherited_ax_program
receipt,adaptive_candidate,d13917d0f504513,holdout,4e9640b247c85a05,58967315222620f1,6488d024155da2b,10aaebf672bc000a,2,2,2,rejected,inherited_ax_program
receipt,adaptive_candidate,d13917d0f504513,holdout,e0ff2587dbccd344,1bc903704d0b2b1a,6488d024155da2b,cd0b57c3d461cc32,3,3,3,rejected,inherited_ax_program
typed_witness,adaptive_candidate,d13917d0f504513,holdout,2513f85d64cb1bda,95d55634c06adf62,6488d024155da2b,cd0b57c3d461cc32,3,4,4,accepted,summary=1;witness_hex=363438303a363437323a36353034
receipt,adaptive_candidate,d13917d0f504513,holdout,2513f85d64cb1bda,95d55634c06adf62,6488d024155da2b,cd0b57c3d461cc32,3,4,4,accepted,inherited_ax_program
receipt,adaptive_candidate,d13917d0f504513,holdout,d09e1e124efc1a7d,1bee4f5954df10e4,6488d024155da2b,d53bd3a187721a8,3,5,5,rejected,learned_signature_nonempty=true;heldout_feedback=withheld
budget,adaptive_candidate,d13917d0f504513,holdout,-,-,6488d024155da2b,-,2048,2048,2048,charged_exact,active_builds=3;active_actions=5;active_probes=5;heldout_feedback=withheld
receipt,adaptive_candidate,e65cb01ba33cd72a,holdout,2513f85d64cb1bda,5bafd6bd981fedf8,ed07ac64ed394813,d53bd3a187721a8,1,1,1,rejected,inherited_ax_program
receipt,adaptive_candidate,e65cb01ba33cd72a,holdout,4e9640b247c85a05,58967315222620f1,ed07ac64ed394813,10aaebf672bc000a,2,2,2,rejected,inherited_ax_program
receipt,adaptive_candidate,e65cb01ba33cd72a,holdout,e0ff2587dbccd344,1bc903704d0b2b1a,ed07ac64ed394813,cd0b57c3d461cc32,3,3,3,rejected,inherited_ax_program
receipt,adaptive_candidate,e65cb01ba33cd72a,holdout,2513f85d64cb1bda,95d55634c06adf62,ed07ac64ed394813,cd0b57c3d461cc32,3,4,4,rejected,inherited_ax_program
typed_witness,adaptive_candidate,e65cb01ba33cd72a,holdout,d09e1e124efc1a7d,1bee4f5954df10e4,ed07ac64ed394813,d53bd3a187721a8,3,5,5,accepted,summary=30;witness_hex=313936392c323030322c323532322c333635302c343235332c353138362c353639372c363331372c363633302c363939332c373132312c373235312c373532382c373732342c373832322c373838322c383037352c383339322c383530382c383637322c383830312c393030382c393136372c393330362c393339372c393434382c393537392c393731302c393833352c39393633
receipt,adaptive_candidate,e65cb01ba33cd72a,holdout,d09e1e124efc1a7d,1bee4f5954df10e4,ed07ac64ed394813,d53bd3a187721a8,3,5,5,accepted,learned_signature_nonempty=true;heldout_feedback=withheld
budget,adaptive_candidate,e65cb01ba33cd72a,holdout,-,-,ed07ac64ed394813,-,2048,2048,2048,charged_exact,active_builds=3;active_actions=5;active_probes=5;heldout_feedback=withheld
receipt,adaptive_candidate,848aa5bfd2ce8b86,holdout,2513f85d64cb1bda,5bafd6bd981fedf8,8fd1b9c09ccb14b8,d53bd3a187721a8,1,1,1,rejected,inherited_ax_program
receipt,adaptive_candidate,848aa5bfd2ce8b86,holdout,4e9640b247c85a05,58967315222620f1,8fd1b9c09ccb14b8,10aaebf672bc000a,2,2,2,rejected,inherited_ax_program
receipt,adaptive_candidate,848aa5bfd2ce8b86,holdout,e0ff2587dbccd344,1bc903704d0b2b1a,8fd1b9c09ccb14b8,cd0b57c3d461cc32,3,3,3,rejected,inherited_ax_program
receipt,adaptive_candidate,848aa5bfd2ce8b86,holdout,2513f85d64cb1bda,95d55634c06adf62,8fd1b9c09ccb14b8,cd0b57c3d461cc32,3,4,4,rejected,inherited_ax_program
typed_witness,adaptive_candidate,848aa5bfd2ce8b86,holdout,d09e1e124efc1a7d,1bee4f5954df10e4,8fd1b9c09ccb14b8,d53bd3a187721a8,3,5,5,accepted,summary=51;witness_hex=313330302c313337332c313338332c323630362c323731332c323736382c323831342c323932382c333130392c333235352c333635322c333832392c343031332c343132392c343138302c343831312c343930382c353039302c353136322c353235312c353336312c353530382c353537352c363734322c363738322c373038382c373933352c373936332c383331362c383437342c383534362c383835392c393832382c393934352c393939392c31303035382c31303136392c31303733342c31303937312c31313239302c31313339382c31313535372c31313639332c31313738382c31313832392c31313939332c31323133332c31323237332c31323431302c31323534352c3132363830
receipt,adaptive_candidate,848aa5bfd2ce8b86,holdout,d09e1e124efc1a7d,1bee4f5954df10e4,8fd1b9c09ccb14b8,d53bd3a187721a8,3,5,5,accepted,learned_signature_nonempty=true;heldout_feedback=withheld
budget,adaptive_candidate,848aa5bfd2ce8b86,holdout,-,-,8fd1b9c09ccb14b8,-,2048,2048,2048,charged_exact,active_builds=3;active_actions=5;active_probes=5;heldout_feedback=withheld
receipt,adaptive_candidate,68dd9a739da2fe,holdout,2513f85d64cb1bda,5bafd6bd981fedf8,b33c1e53d983dc1,d53bd3a187721a8,1,1,1,rejected,inherited_ax_program
receipt,adaptive_candidate,68dd9a739da2fe,holdout,4e9640b247c85a05,58967315222620f1,b33c1e53d983dc1,10aaebf672bc000a,2,2,2,rejected,inherited_ax_program
receipt,adaptive_candidate,68dd9a739da2fe,holdout,e0ff2587dbccd344,1bc903704d0b2b1a,b33c1e53d983dc1,cd0b57c3d461cc32,3,3,3,rejected,inherited_ax_program
receipt,adaptive_candidate,68dd9a739da2fe,holdout,2513f85d64cb1bda,95d55634c06adf62,b33c1e53d983dc1,cd0b57c3d461cc32,3,4,4,rejected,inherited_ax_program
typed_witness,adaptive_candidate,68dd9a739da2fe,holdout,d09e1e124efc1a7d,1bee4f5954df10e4,b33c1e53d983dc1,d53bd3a187721a8,3,5,5,accepted,summary=37;witness_hex=313839322c313934312c313935352c313939362c323930322c333930362c333934322c343733322c343937352c353130362c353330342c363237392c363439362c373039392c373139372c373334312c373634392c373838322c373931392c373935392c373938392c383032302c383035322c383837362c393333382c393531382c393533322c393537362c393639332c393830382c393937322c31303039382c31303235352c31303430382c31303535342c31303638362c3130383134
receipt,adaptive_candidate,68dd9a739da2fe,holdout,d09e1e124efc1a7d,1bee4f5954df10e4,b33c1e53d983dc1,d53bd3a187721a8,3,5,5,accepted,learned_signature_nonempty=true;heldout_feedback=withheld
budget,adaptive_candidate,68dd9a739da2fe,holdout,-,-,b33c1e53d983dc1,-,2048,2048,2048,charged_exact,active_builds=3;active_actions=5;active_probes=5;heldout_feedback=withheld
receipt,adaptive_candidate,a26f14f027946b87,holdout,2513f85d64cb1bda,5bafd6bd981fedf8,a934088f6991f4bb,d53bd3a187721a8,1,1,1,rejected,inherited_ax_program
receipt,adaptive_candidate,a26f14f027946b87,holdout,4e9640b247c85a05,58967315222620f1,a934088f6991f4bb,10aaebf672bc000a,2,2,2,rejected,inherited_ax_program
receipt,adaptive_candidate,a26f14f027946b87,holdout,e0ff2587dbccd344,1bc903704d0b2b1a,a934088f6991f4bb,cd0b57c3d461cc32,3,3,3,rejected,inherited_ax_program
receipt,adaptive_candidate,a26f14f027946b87,holdout,2513f85d64cb1bda,95d55634c06adf62,a934088f6991f4bb,cd0b57c3d461cc32,3,4,4,rejected,inherited_ax_program
typed_witness,adaptive_candidate,a26f14f027946b87,holdout,d09e1e124efc1a7d,1bee4f5954df10e4,a934088f6991f4bb,d53bd3a187721a8,3,5,5,accepted,summary=37;witness_hex=383934312c393030382c393234392c393333332c393531372c393632312c393733332c393837312c31303031352c31303036342c31303738312c31303836302c31313434372c31313731302c31323035392c31323135312c31323138322c31323431392c31323539332c31323735342c31323932372c31333039372c31333139302c31333239382c31333433322c31333535372c31333637352c31333831312c31333837322c31343030362c31343134312c31343237342c31343334312c31343438302c31343631302c31343734332c3134383735
receipt,adaptive_candidate,a26f14f027946b87,holdout,d09e1e124efc1a7d,1bee4f5954df10e4,a934088f6991f4bb,d53bd3a187721a8,3,5,5,accepted,learned_signature_nonempty=true;heldout_feedback=withheld
budget,adaptive_candidate,a26f14f027946b87,holdout,-,-,a934088f6991f4bb,-,2048,2048,2048,charged_exact,active_builds=3;active_actions=5;active_probes=5;heldout_feedback=withheld
typed_witness,random_constructor,b62c2b66ec35b8ae,develop,2513f85d64cb1bda,5bafd6bd981fedf8,7881cbcfeadf54bd,d53bd3a187721a8,1,1,1,accepted,summary=3;witness_hex=3237362c3531322c373938
receipt,random_constructor,b62c2b66ec35b8ae,develop,2513f85d64cb1bda,5bafd6bd981fedf8,7881cbcfeadf54bd,d53bd3a187721a8,1,1,1,accepted,inherited_ax_program
receipt,random_constructor,b62c2b66ec35b8ae,develop,4e9640b247c85a05,58967315222620f1,7881cbcfeadf54bd,10aaebf672bc000a,2,2,2,rejected,inherited_ax_program
receipt,random_constructor,b62c2b66ec35b8ae,develop,e0ff2587dbccd344,1bc903704d0b2b1a,7881cbcfeadf54bd,cd0b57c3d461cc32,3,3,3,rejected,inherited_ax_program
receipt,random_constructor,b62c2b66ec35b8ae,develop,2513f85d64cb1bda,95d55634c06adf62,7881cbcfeadf54bd,cd0b57c3d461cc32,3,4,4,rejected,inherited_ax_program
budget,random_constructor,b62c2b66ec35b8ae,develop,-,-,7881cbcfeadf54bd,-,2048,2048,2048,charged_exact,active_builds=3;active_actions=4;active_probes=4;heldout_feedback=withheld
receipt,random_constructor,fd47f0af6d39a405,develop,2513f85d64cb1bda,5bafd6bd981fedf8,33ea10066bd34815,d53bd3a187721a8,1,1,1,rejected,inherited_ax_program
typed_witness,random_constructor,fd47f0af6d39a405,develop,4e9640b247c85a05,58967315222620f1,33ea10066bd34815,10aaebf672bc000a,2,2,2,accepted,summary=0;witness_hex=72393a6e6f6e65
receipt,random_constructor,fd47f0af6d39a405,develop,4e9640b247c85a05,58967315222620f1,33ea10066bd34815,10aaebf672bc000a,2,2,2,accepted,inherited_ax_program
receipt,random_constructor,fd47f0af6d39a405,develop,e0ff2587dbccd344,1bc903704d0b2b1a,33ea10066bd34815,cd0b57c3d461cc32,3,3,3,rejected,inherited_ax_program
receipt,random_constructor,fd47f0af6d39a405,develop,2513f85d64cb1bda,95d55634c06adf62,33ea10066bd34815,cd0b57c3d461cc32,3,4,4,rejected,inherited_ax_program
budget,random_constructor,fd47f0af6d39a405,develop,-,-,33ea10066bd34815,-,2048,2048,2048,charged_exact,active_builds=3;active_actions=4;active_probes=4;heldout_feedback=withheld
receipt,random_constructor,f9fa9278eb3d737d,develop,2513f85d64cb1bda,5bafd6bd981fedf8,375772d1edd79f6c,d53bd3a187721a8,1,1,1,rejected,inherited_ax_program
receipt,random_constructor,f9fa9278eb3d737d,develop,4e9640b247c85a05,58967315222620f1,375772d1edd79f6c,10aaebf672bc000a,2,2,2,rejected,inherited_ax_program
receipt,random_constructor,f9fa9278eb3d737d,develop,e0ff2587dbccd344,1bc903704d0b2b1a,375772d1edd79f6c,cd0b57c3d461cc32,3,3,3,rejected,inherited_ax_program
receipt,random_constructor,f9fa9278eb3d737d,develop,2513f85d64cb1bda,95d55634c06adf62,375772d1edd79f6c,cd0b57c3d461cc32,3,4,4,rejected,inherited_ax_program
precommit,random_constructor,f9fa9278eb3d737d,develop,-,375772d1edd79f6c,c92556ead4425e15,-,0,0,0,precommitted,programs=2331;reduction_cap=101;sequence_hash=c92556ead4425e15;shuffle_seed=opaque_id_only
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,4b3184f7be147f70,c25d6459f348eb7,375772d1edd79f6c,cd0b57c3d461cc32,4,5,5,rejected,attempt=1;opaque_receipt=e62e9c7026688b84;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,6713ccbb93d89196,cf1cfcccc78574b7,375772d1edd79f6c,cd0b57c3d461cc32,5,6,6,rejected,attempt=2;opaque_receipt=d04afeb1495c495d;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,629f5fed2f7aeb31,cb291a5d2bd33a49,375772d1edd79f6c,d53bd3a187721a8,6,7,7,rejected,attempt=3;opaque_receipt=a3c2259b595458e8;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,35375e6d307d722f,d6d0c448f22aca7f,375772d1edd79f6c,d53bd3a187721a8,7,8,8,rejected,attempt=4;opaque_receipt=b8efc91fe32af96;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,17bf825455455868,7fdc3795399ce805,375772d1edd79f6c,d53bd3a187721a8,8,9,9,rejected,attempt=5;opaque_receipt=ce6c51465d1ba20c;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,61d28a901fec2bed,84887a72a270f4d5,375772d1edd79f6c,cd0b57c3d461cc32,9,10,10,rejected,attempt=6;opaque_receipt=45e8ecae0b2ffdd1;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,33adaedf71d25dd0,282b6388afe446d7,375772d1edd79f6c,cd0b57c3d461cc32,10,11,11,rejected,attempt=7;opaque_receipt=43f9527ea4ec628d;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,1a813a7ded2c38f0,17d5226e83535ef0,375772d1edd79f6c,cd0b57c3d461cc32,11,12,12,rejected,attempt=8;opaque_receipt=a36adfc0c27cc02c;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,db7ab8231e8aded6,96dc2baa6f4f7200,375772d1edd79f6c,d53bd3a187721a8,12,13,13,rejected,attempt=9;opaque_receipt=c8ebd3ae3ac7172e;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,f6a762c7a2e61de9,38b5d0ac2f8dd9df,375772d1edd79f6c,d53bd3a187721a8,13,14,14,rejected,attempt=10;opaque_receipt=acf7b43f19e8a2a1;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,cecf8b163fd0b4de,e945d540bf5d6938,375772d1edd79f6c,cd0b57c3d461cc32,14,15,15,rejected,attempt=11;opaque_receipt=d7c00b06092c3088;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,e435ef6c6dee43a0,832c78df4ca1c960,375772d1edd79f6c,d53bd3a187721a8,15,16,16,rejected,attempt=12;opaque_receipt=29df29e7b29e2062;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,a208bc50420cad43,5982981efb1acb07,375772d1edd79f6c,d53bd3a187721a8,16,17,17,rejected,attempt=13;opaque_receipt=e3d717a3830566e9;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,5af5f0fc848374aa,dcf482b9918acca9,375772d1edd79f6c,d53bd3a187721a8,17,18,18,rejected,attempt=14;opaque_receipt=d402622519bd296;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,b0485cfdc6c1998a,c93ddc63b6c61f5e,375772d1edd79f6c,cd0b57c3d461cc32,18,19,19,rejected,attempt=15;opaque_receipt=758180bc2be839ea;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,ff2168f77e1bb3e3,a64a4da419127e44,375772d1edd79f6c,cd0b57c3d461cc32,19,20,20,rejected,attempt=16;opaque_receipt=fab509b4c5549b30;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,45e6565f383cae2,938534af22684f80,375772d1edd79f6c,d53bd3a187721a8,20,21,21,rejected,attempt=17;opaque_receipt=df9449821357840b;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,c0c1ece7ba62b869,bf1d2651fcd17a80,375772d1edd79f6c,d53bd3a187721a8,21,22,22,rejected,attempt=18;opaque_receipt=a9276d6ae4f30b22;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,7997c1e064a6836a,213d1fccca8001ff,375772d1edd79f6c,d53bd3a187721a8,22,23,23,rejected,attempt=19;opaque_receipt=f7568afd4843c662;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,73a3ff20d7fc3eee,7fc0be766d05745d,375772d1edd79f6c,cd0b57c3d461cc32,23,24,24,rejected,attempt=20;opaque_receipt=1337979d223015e1;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,2596dd19e591b4f4,7be3c4e339dfc8ff,375772d1edd79f6c,cd0b57c3d461cc32,24,25,25,rejected,attempt=21;opaque_receipt=fb840b1edfdf51ba;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,c2d5221296642b22,e6aa83c66b53d0f,375772d1edd79f6c,cd0b57c3d461cc32,25,26,26,rejected,attempt=22;opaque_receipt=18421339a75456f5;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,a568c6f50e7be49e,108c335cb072d42b,375772d1edd79f6c,cd0b57c3d461cc32,26,27,27,rejected,attempt=23;opaque_receipt=4e455c45a47702f2;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,4c0a9ef26863e6cc,19e1fef1f4aa342a,375772d1edd79f6c,cd0b57c3d461cc32,27,28,28,rejected,attempt=24;opaque_receipt=abdd654d5fedf029;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,d263b1e0378711c9,4376cc8098f8c6b7,375772d1edd79f6c,cd0b57c3d461cc32,28,29,29,rejected,attempt=25;opaque_receipt=59e7b2b73db85b0a;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,e77306585a9490c1,c5d4a02268468c43,375772d1edd79f6c,cd0b57c3d461cc32,29,30,30,rejected,attempt=26;opaque_receipt=37c7468a1f5493b6;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,f8d706c15a8adfda,9d11147bc8758ae,375772d1edd79f6c,d53bd3a187721a8,30,31,31,rejected,attempt=27;opaque_receipt=c169d29f55eff003;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,b02e02053b1a9d6e,ffaf1277f965a960,375772d1edd79f6c,d53bd3a187721a8,31,32,32,rejected,attempt=28;opaque_receipt=580e64b857847aef;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,46e74738257027a4,a82a129d8dfab0a7,375772d1edd79f6c,d53bd3a187721a8,32,33,33,rejected,attempt=29;opaque_receipt=6c88e82e85a99411;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,e24b1dbbe534daf1,750d31a7f3aa2210,375772d1edd79f6c,d53bd3a187721a8,33,34,34,rejected,attempt=30;opaque_receipt=c651b483b9b3a8e4;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,5072ff3d26d4edbe,a3f7e487bb86fb65,375772d1edd79f6c,cd0b57c3d461cc32,34,35,35,rejected,attempt=31;opaque_receipt=96fb07fb7f73c5d9;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,177d7623f7f8f997,af03c50cacbc1596,375772d1edd79f6c,cd0b57c3d461cc32,35,36,36,rejected,attempt=32;opaque_receipt=dd5361a1a42d40f1;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,587732cba3c06ee6,4d23704c5fee5b62,375772d1edd79f6c,cd0b57c3d461cc32,36,37,37,rejected,attempt=33;opaque_receipt=9dc9246e730c2240;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,42e2e9f8bfca8957,c74dde10dcd89c95,375772d1edd79f6c,cd0b57c3d461cc32,37,38,38,rejected,attempt=34;opaque_receipt=64f6628490a734bf;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,a9be7400402530ae,7f7e49a359c25b1,375772d1edd79f6c,cd0b57c3d461cc32,38,39,39,rejected,attempt=35;opaque_receipt=1d91fc6e86bfc61f;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,2f236c336f408c08,51a559d9a8501dc4,375772d1edd79f6c,d53bd3a187721a8,39,40,40,rejected,attempt=36;opaque_receipt=75ed9d8d0de6b574;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,b5517f11a2e125d8,e7e03b2f04b5fe1d,375772d1edd79f6c,d53bd3a187721a8,40,41,41,rejected,attempt=37;opaque_receipt=362b24107dfbb7a6;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,7fa23dac9d0a4c2e,2f4490140d81d416,375772d1edd79f6c,d53bd3a187721a8,41,42,42,rejected,attempt=38;opaque_receipt=7dd93abb83b5674d;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,cdf81a2406641f6e,f3aa9c20493f74b6,375772d1edd79f6c,cd0b57c3d461cc32,42,43,43,rejected,attempt=39;opaque_receipt=61c27f36be2c6898;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,9dd5f2ec49629d1c,3403992f5061d694,375772d1edd79f6c,d53bd3a187721a8,43,44,44,rejected,attempt=40;opaque_receipt=bae7c9afe0c1df2b;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,8dfe4c0ada0277d3,3468e9562000ffae,375772d1edd79f6c,d53bd3a187721a8,44,45,45,rejected,attempt=41;opaque_receipt=1171f87c3cd2dd38;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,4497030d109827cf,579890b1e8977cf,375772d1edd79f6c,d53bd3a187721a8,45,46,46,rejected,attempt=42;opaque_receipt=e2d5a9bcd3084f4d;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,37a28e4e6cdde05b,38fa452f0f948010,375772d1edd79f6c,cd0b57c3d461cc32,46,47,47,rejected,attempt=43;opaque_receipt=8dd1bf879c4b1c60;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,64c46d7bf2aeb988,a79ed6714ee0b88d,375772d1edd79f6c,d53bd3a187721a8,47,48,48,rejected,attempt=44;opaque_receipt=4e1c9e70837043f2;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,f30e25cde5b822e2,1a14ebaa2fd45bb7,375772d1edd79f6c,d53bd3a187721a8,48,49,49,rejected,attempt=45;opaque_receipt=b7bca9bd9d1949ce;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,955f479c723899ab,3e59fb14ff874b04,375772d1edd79f6c,d53bd3a187721a8,49,50,50,rejected,attempt=46;opaque_receipt=4590c260e68e861b;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,69e6fcb7e2ac9025,a2b1798831629ae,375772d1edd79f6c,d53bd3a187721a8,50,51,51,rejected,attempt=47;opaque_receipt=43dde32ed2f5eb6f;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,538539c828758769,73d24283d256a3fd,375772d1edd79f6c,cd0b57c3d461cc32,51,52,52,rejected,attempt=48;opaque_receipt=b66872ecf8400ef0;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,ff715008ebcf8c70,de228cba7488ea8b,375772d1edd79f6c,d53bd3a187721a8,52,53,53,rejected,attempt=49;opaque_receipt=c40913bde439be6c;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,4d4914ca7220772e,b564d83539552213,375772d1edd79f6c,d53bd3a187721a8,53,54,54,rejected,attempt=50;opaque_receipt=1b5d7c180cf74f73;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,79421bb9ec0a4e4f,4f4ac0c0e8bb61fb,375772d1edd79f6c,d53bd3a187721a8,54,55,55,rejected,attempt=51;opaque_receipt=ab4748e8097c4326;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,feba0327fd46ca25,52101e17132a2547,375772d1edd79f6c,cd0b57c3d461cc32,55,56,56,rejected,attempt=52;opaque_receipt=58a35a7811661654;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,bb0545e51df0990f,51ed89ec99972356,375772d1edd79f6c,d53bd3a187721a8,56,57,57,rejected,attempt=53;opaque_receipt=dcf145f583cbb607;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,221011150f6d7010,4ccfade5d233f5f8,375772d1edd79f6c,cd0b57c3d461cc32,57,58,58,rejected,attempt=54;opaque_receipt=cc36c0a59bf7a716;full_sequence_hash=c92556ead4425e15
constructor_attempt,random_constructor,f9fa9278eb3d737d,develop,3eaa6937fb5893f4,9f545a95a81dfb2c,375772d1edd79f6c,d53bd3a187721a8,58,59,59,rejected,attempt=55;opaque_receipt=377be2ab5ba6ee72;full_sequence_hash=c92556ead4425e15
