mode,run,seed,iters,pool,pool_seeds,max_len,allow_step,consts,rng,novelty_weight,edge_penalty_weight,best_iter,avalanche,balance,period,chisq,length,base_composite,novelty,quick_edge_penalty,score,delta_ref,accepted,evaluated,edge_avalanche,fixed_points,zero_outputs,unique_low16,zero_out,one_out,ones_out,program_hash,beats_ref
guided,0,0x5018DCDDA672D287,2500,32,64,8,1,standard,discovered,0.0000,4.0000,968,31.9871,32.0078,4096,242.1250,4,47.8315,0.7656,0.0000,47.8315,1.6299,659,2564,32.2125,0,0,3976,0x57BEB3119AA3FB66,0x302E4E887C4B34FF,0xA09260C3A0BB2652,0xC7EDE5A8C2F932E,1
guided,1,0x5706BE23C3D6F7F3,2500,32,64,8,1,standard,discovered,0.0000,4.0000,1958,31.9937,32.0391,4096,229.3750,4,47.7412,1.0339,0.0000,47.7412,1.5396,825,2564,31.2953,0,0,3968,0xB923FE9DB68B0ED7,0x787C460B5A47B1AB,0x91F6369E8F5D46D7,0xB48DD30ADD711F5D,1
guided,2,0xA002F8F2D251AD34,2500,32,64,8,1,standard,discovered,0.0000,4.0000,1850,32.0134,32.0195,4096,248.1250,4,47.7681,1.0703,0.0000,47.7681,1.5664,788,2564,30.9438,0,0,3980,0x12C1142F445D33B,0x38499E54FAB62838,0x16D878FB40BAD89E,0x2A101EA2E52F716B,1
guided,3,0x23EAD575D1DBA23F,2500,32,64,8,1,standard,discovered,0.0000,4.0000,1323,32.0049,32.0078,4096,246.5000,4,47.9121,0.8958,0.0000,47.9121,1.7104,827,2564,32.1109,0,0,4006,0x4A8D13BF0E1893C9,0x5EE2B181CB7173FE,0xCB3258CDA169AB71,0x869F20DC8CA96538,1
guided,4,0x50E4E9B19C7F3F1A,2500,32,64,8,1,standard,discovered,0.0000,4.0000,1217,31.9932,31.9805,4096,208.1250,4,47.8340,0.9740,0.0000,47.8340,1.6323,920,2564,32.1656,0,0,3896,0xE114837A0383996A,0x66E1614534650CE,0x42DD0998701AAFD7,0xD9D801ABFBB8A365,1
guided,5,0xAE3AC14330BD09A5,2500,32,64,8,1,standard,discovered,0.0000,4.0000,2330,32.0005,31.9883,4096,241.0000,5,47.4365,1.0573,0.0000,47.4365,1.2349,789,2564,31.7750,0,0,3958,0x17CE792612BD97B,0x24FE7B9E5E4830F4,0x5EC75AF4F5B7863A,0xFBCF970A0394241D,1
