iter,best_avalanche,best_balance,best_period,best_chisq,best_length,best_composite,accepted,beats_ref
0,15.8123,32.2227,4096,4332.8750,7,-157.2695,1,0
1,15.8123,32.2227,4096,4332.8750,6,-156.7695,2,0
2,15.8123,32.2227,4096,4332.8750,6,-156.7695,2,0
3,15.8123,32.2227,4096,4332.8750,6,-156.7695,3,0
4,15.8123,32.2227,4096,4332.8750,6,-156.7695,4,0
5,15.8123,32.2227,4096,4332.8750,6,-156.7695,5,0
6,15.8123,32.2227,4096,4332.8750,6,-156.7695,5,0
7,15.8123,32.2227,4096,4332.8750,6,-156.7695,5,0
8,15.8123,32.2227,4096,4332.8750,6,-156.7695,6,0
9,15.8123,32.2227,4096,4332.8750,6,-156.7695,7,0
10,15.8123,32.2227,4096,4332.8750,6,-156.7695,8,0
11,15.8123,32.2227,4096,4332.8750,6,-156.7695,9,0
12,15.8123,32.2227,4096,4332.8750,6,-156.7695,9,0
13,15.8123,32.2227,4096,4332.8750,6,-156.7695,10,0
14,15.8123,32.2227,4096,4332.8750,6,-156.7695,11,0
15,15.8123,32.2227,4096,4332.8750,6,-156.7695,12,0
16,15.8123,32.2227,4096,4332.8750,6,-156.7695,13,0
17,15.8123,32.2227,4096,4332.8750,6,-156.7695,14,0
18,15.8123,32.2227,4096,4332.8750,6,-156.7695,15,0
19,15.8123,32.2227,4096,4332.8750,6,-156.7695,16,0
20,15.8123,32.2227,4096,4332.8750,6,-156.7695,16,0
21,15.8123,32.2227,4096,4332.8750,6,-156.7695,17,0
22,15.8123,32.2227,4096,4332.8750,5,-156.2695,18,0
23,15.8123,32.2227,4096,4332.8750,5,-156.2695,19,0
24,15.8123,32.2227,4096,4332.8750,5,-156.2695,20,0
25,15.8123,32.2227,4096,4332.8750,5,-156.2695,21,0
26,15.8123,32.2227,4096,4332.8750,5,-156.2695,21,0
27,15.8123,32.2227,4096,4332.8750,5,-156.2695,21,0
28,15.8123,32.2227,4096,4332.8750,5,-156.2695,22,0
29,15.8123,32.2227,4096,4332.8750,5,-156.2695,22,0
30,15.8123,32.2227,4096,4332.8750,5,-156.2695,23,0
31,15.8123,32.2227,4096,4332.8750,5,-156.2695,24,0
32,15.8123,32.2227,4096,4332.8750,5,-156.2695,25,0
33,15.8123,32.2227,4096,4332.8750,5,-156.2695,25,0
34,15.8123,32.2227,4096,4332.8750,5,-156.2695,26,0
35,15.8123,32.2227,4096,4332.8750,5,-156.2695,27,0
36,15.8123,32.2227,4096,4332.8750,5,-156.2695,27,0
37,15.8123,32.2227,4096,4332.8750,5,-156.2695,27,0
38,15.8123,32.2227,4096,4332.8750,5,-156.2695,27,0
39,15.8123,32.2227,4096,4332.8750,5,-156.2695,27,0
40,15.8123,32.2227,4096,4332.8750,5,-156.2695,28,0
41,15.8123,32.2227,4096,4332.8750,5,-156.2695,28,0
42,15.8123,32.2227,4096,4332.8750,5,-156.2695,29,0
43,28.6455,31.9414,4096,219.0000,5,13.6621,30,0
44,28.6455,31.9414,4096,219.0000,4,14.1621,31,0
45,28.6455,31.9414,4096,219.0000,4,14.1621,32,0
46,28.6455,31.9414,4096,219.0000,4,14.1621,33,0
47,28.6455,31.9414,4096,219.0000,4,14.1621,34,0
