seed,pool,family,raw_verdict_capture,post_revision,v4_admit,cov_before,cov_after,test_acc_l3,test_acc_l1,margin,v5_full_e0,v5_full_e02,v5_full_e05,v5_full_e08,v5_margin,v5_ladder
0x00C2B10D20260707,no_harm_real,walsh,remix,0,1,0.4846,1.0000,1.0000,1.0000,0.0000,0,0,0,0,0,0
0x00C2B10D20260707,no_harm_real,walsh,remix,0,1,0.4846,1.0000,1.0000,1.0000,0.0000,0,0,0,0,0,0
0x00C2B10D20260707,no_harm_real,monomial,remix,0,1,0.4846,1.0000,1.0000,1.0000,0.0000,0,0,0,0,0,0
0x00C2B10D20260707,no_harm_real,monomial,remix,0,1,0.4846,1.0000,1.0000,1.0000,0.0000,0,0,0,0,0,0
0x00C2B10D20260707,no_harm_real,walsh,remix,0,1,0.4983,1.0000,1.0000,1.0000,0.0000,0,0,0,0,0,0
0x00C2B10D20260707,no_harm_real,monomial,remix,0,1,0.4983,1.0000,1.0000,1.0000,0.0000,0,0,0,0,0,0
0x00C2B10D20260707,no_harm_real,monomial,remix,0,1,0.4983,1.0000,1.0000,1.0000,0.0000,0,0,0,0,0,0
0x00C2B10D20260707,no_harm_real,walsh,novel,1,1,0.8526,1.0000,1.0000,0.8584,0.0000,0,0,0,0,0,1
0x00C2B10D20260707,no_harm_real,walsh,remix,1,1,0.4880,1.0000,1.0000,1.0000,0.0000,0,0,0,0,0,0
0x00C2B10D20260707,no_harm_real,monomial,remix,1,1,0.4926,1.0000,1.0000,1.0000,0.0000,0,0,0,0,0,0
0x00C2B10D20260707,no_harm_real,walsh,remix,1,1,0.5063,1.0000,1.0000,1.0000,0.0000,0,0,0,0,0,0
0x00C2B10D20260707,no_harm_real,xor_popcount,novel,1,1,0.5069,1.0000,1.0000,0.7360,0.0000,0,0,0,0,0,1
0x00C2B10D20260707,no_harm_real,monomial,remix,1,1,0.5857,1.0000,1.0000,1.0000,0.0000,0,0,0,0,0,0
0x00C2B10D20260707,no_harm_real,xor_popcount,novel,1,1,0.5017,1.0000,1.0000,0.7360,0.0000,0,0,0,0,0,1
