iter,T,value,min_pair,best_value,best_min_pair,accepted
141,5.5937,939,27,959,27,1
142,5.5795,941,27,959,27,1
143,5.5654,931,26,959,27,1
144,5.5513,928,21,959,27,1
145,5.5372,929,21,959,27,1
146,5.5232,929,21,959,27,0
147,5.5092,929,21,959,27,0
148,5.4952,929,21,959,27,0
149,5.4813,929,21,959,27,0
150,5.4674,907,23,959,27,1
151,5.4535,907,23,959,27,1
152,5.4397,919,26,959,27,1
153,5.4259,919,26,959,27,1
154,5.4122,919,26,959,27,0
155,5.3985,919,26,959,27,0
156,5.3848,919,26,959,27,0
157,5.3711,919,26,959,27,0
158,5.3575,929,27,959,27,1
159,5.3440,929,27,959,27,0
160,5.3304,929,27,959,27,0
161,5.3169,933,27,959,27,1
162,5.3034,939,27,959,27,1
163,5.2900,939,27,959,27,0
164,5.2766,939,27,959,27,0
165,5.2632,939,27,959,27,0
166,5.2499,939,27,959,27,0
167,5.2366,939,27,959,27,0
168,5.2233,939,27,959,27,0
169,5.2100,939,27,959,27,1
170,5.1968,939,27,959,27,0
171,5.1837,939,27,959,27,1
172,5.1705,939,27,959,27,0
173,5.1574,939,27,959,27,0
174,5.1444,939,27,959,27,1
175,5.1313,925,25,959,27,1
176,5.1183,925,25,959,27,1
177,5.1053,925,25,959,27,0
178,5.0924,925,27,959,27,1
179,5.0795,928,26,959,27,1
180,5.0666,928,26,959,27,0
181,5.0538,937,26,959,27,1
182,5.0410,937,26,959,27,1
183,5.0282,937,26,959,27,0
184,5.0155,937,26,959,27,0
185,5.0028,959,27,959,27,1
186,4.9901,959,27,959,27,0
187,4.9774,959,27,959,27,0
188,4.9648,959,27,959,27,0
189,4.9522,959,27,959,27,0
190,4.9397,959,27,959,27,0
191,4.9272,949,24,959,27,1
192,4.9147,949,24,959,27,1
193,4.9022,949,24,959,27,0
194,4.8898,949,24,959,27,0
195,4.8774,949,24,959,27,0
196,4.8650,949,24,959,27,1
197,4.8527,949,24,959,27,0
198,4.8404,949,24,959,27,1
199,4.8281,949,24,959,27,0
200,4.8159,949,24,959,27,0
201,4.8037,946,24,959,27,1
202,4.7915,936,23,959,27,1
203,4.7794,936,23,959,27,1
204,4.7673,936,23,959,27,1
205,4.7552,936,23,959,27,0
206,4.7431,938,24,959,27,1
207,4.7311,938,24,959,27,0
208,4.7191,938,24,959,27,0
209,4.7072,938,24,959,27,0
210,4.6952,938,24,959,27,0
211,4.6833,939,25,959,27,1
212,4.6715,939,25,959,27,0
213,4.6596,939,25,959,27,0
214,4.6478,939,25,959,27,0
215,4.6360,939,25,959,27,0
216,4.6243,939,25,959,27,0
217,4.6126,939,25,959,27,0
218,4.6009,939,25,959,27,0
219,4.5892,939,25,959,27,0
220,4.5776,939,25,959,27,0
221,4.5660,939,25,959,27,0
222,4.5544,939,25,959,27,0
223,4.5429,939,25,959,27,0
224,4.5314,939,25,959,27,1
225,4.5199,944,25,959,27,1
226,4.5084,944,25,959,27,0
227,4.4970,944,25,959,27,0
228,4.4856,944,25,959,27,1
229,4.4742,944,25,959,27,0
230,4.4629,944,25,959,27,0
231,4.4516,944,25,959,27,0
232,4.4403,944,25,959,27,1
233,4.4290,944,25,959,27,0
234,4.4178,944,25,959,27,0
235,4.4066,944,25,959,27,0
236,4.3955,946,25,959,27,1
237,4.3843,946,25,959,27,0
238,4.3732,946,25,959,27,0
239,4.3621,946,25,959,27,0
240,4.3511,946,25,959,27,1
241,4.3400,946,25,959,27,0
242,4.3290,946,25,959,27,0
243,4.3181,946,25,959,27,0
244,4.3071,946,25,959,27,0
245,4.2962,946,25,959,27,0
246,4.2853,946,25,959,27,1
247,4.2745,946,25,959,27,0
248,4.2636,946,25,959,27,0
249,4.2528,946,25,959,27,0
250,4.2420,946,25,959,27,0
251,4.2313,946,25,959,27,0
252,4.2206,946,25,959,27,0
253,4.2099,946,25,959,27,0
254,4.1992,954,25,959,27,1
255,4.1886,953,25,959,27,1
256,4.1779,953,25,959,27,0
257,4.1674,953,25,959,27,0
258,4.1568,953,25,959,27,0
259,4.1463,953,25,959,27,0
260,4.1358,953,25,959,27,0
261,4.1253,953,25,959,27,0
262,4.1148,953,25,959,27,1
263,4.1044,953,25,959,27,0
264,4.0940,953,25,959,27,0
265,4.0836,953,25,959,27,0
266,4.0733,953,25,959,27,0
267,4.0629,953,25,959,27,0
268,4.0526,953,25,959,27,0
269,4.0424,953,25,959,27,1
270,4.0321,953,25,959,27,0
271,4.0219,953,25,959,27,0
272,4.0117,953,25,959,27,0
273,4.0015,953,25,959,27,0
274,3.9914,953,25,959,27,0
275,3.9813,953,25,959,27,0
276,3.9712,953,25,959,27,1
277,3.9611,953,25,959,27,0
278,3.9511,953,25,959,27,0
279,3.9411,953,25,959,27,0
280,3.9311,953,25,959,27,0
281,3.9211,953,25,959,27,1
282,3.9112,953,25,959,27,0
283,3.9013,953,25,959,27,0
284,3.8914,953,25,959,27,0
285,3.8815,953,25,959,27,1
286,3.8717,953,25,959,27,0
287,3.8619,953,25,959,27,0
288,3.8521,953,25,959,27,0
289,3.8423,953,25,959,27,0
290,3.8326,952,27,959,27,1
291,3.8229,952,27,959,27,0
292,3.8132,952,27,959,27,0
293,3.8035,952,27,959,27,0
294,3.7939,952,27,959,27,0
295,3.7843,952,27,959,27,0
296,3.7747,952,27,959,27,0
297,3.7651,952,27,959,27,0
298,3.7556,952,27,959,27,0
299,3.7461,952,27,959,27,0
300,3.7366,952,27,959,27,0
301,3.7271,952,27,959,27,0
302,3.7176,952,27,959,27,0
303,3.7082,952,27,959,27,0
304,3.6988,952,27,959,27,0
305,3.6895,952,27,959,27,1
306,3.6801,952,27,959,27,0
307,3.6708,952,27,959,27,1
308,3.6615,952,27,959,27,1
309,3.6522,952,27,959,27,0
310,3.6429,952,27,959,27,0
311,3.6337,951,29,959,27,1
312,3.6245,951,29,959,27,0
313,3.6153,951,29,959,27,0
314,3.6061,951,29,959,27,1
315,3.5970,951,29,959,27,0
316,3.5879,951,29,959,27,0
317,3.5788,951,29,959,27,0
318,3.5697,951,29,959,27,0
319,3.5607,951,29,959,27,0
320,3.5517,951,29,959,27,1
321,3.5427,951,29,959,27,0
322,3.5337,951,29,959,27,0
323,3.5247,951,29,959,27,0
324,3.5158,951,29,959,27,0
325,3.5069,951,29,959,27,1
326,3.4980,951,29,959,27,0
327,3.4891,951,29,959,27,0
328,3.4803,951,29,959,27,0
329,3.4715,959,28,959,27,1
330,3.4627,959,28,959,27,0
331,3.4539,959,28,959,27,1
332,3.4451,959,28,959,27,0
333,3.4364,959,28,959,27,0
334,3.4277,959,28,959,27,0
335,3.4190,959,28,959,27,1
336,3.4103,959,28,959,27,0
337,3.4017,959,28,959,27,0
338,3.3931,959,28,959,27,0
339,3.3845,959,28,959,27,0
340,3.3759,959,28,959,27,0
341,3.3673,959,28,959,27,1
342,3.3588,959,28,959,27,1
343,3.3503,959,28,959,27,0
344,3.3418,959,28,959,27,0
345,3.3333,959,28,959,27,0
346,3.3249,959,28,959,27,0
347,3.3165,959,28,959,27,0
348,3.3081,959,28,959,27,0
349,3.2997,959,28,959,27,0
350,3.2913,959,28,959,27,0
351,3.2830,959,28,959,27,0
352,3.2746,959,28,959,27,0
353,3.2664,959,28,959,27,0
354,3.2581,959,28,959,27,0
355,3.2498,959,28,959,27,1
356,3.2416,964,27,964,27,1
357,3.2334,964,27,964,27,0
358,3.2252,964,27,964,27,0
359,3.2170,963,27,964,27,1
360,3.2088,963,27,964,27,0
361,3.2007,963,27,964,27,0
362,3.1926,963,27,964,27,0
363,3.1845,966,27,966,27,1
364,3.1764,966,27,966,27,0
365,3.1684,966,27,966,27,0
366,3.1604,966,27,966,27,0
367,3.1523,966,27,966,27,0
368,3.1444,966,27,966,27,0
369,3.1364,966,27,966,27,0
370,3.1284,966,27,966,27,0
371,3.1205,966,27,966,27,0
372,3.1126,966,27,966,27,1
373,3.1047,966,27,966,27,1
374,3.0968,966,27,966,27,0
375,3.0890,966,27,966,27,0
376,3.0812,966,27,966,27,0
377,3.0734,966,27,966,27,0
378,3.0656,966,27,966,27,0
379,3.0578,966,27,966,27,0
380,3.0501,966,27,966,27,0
381,3.0423,966,27,966,27,0
382,3.0346,966,27,966,27,0
383,3.0269,966,27,966,27,1
384,3.0192,966,27,966,27,0
385,3.0116,966,27,966,27,1
386,3.0040,966,27,966,27,0
387,2.9964,966,27,966,27,1
388,2.9888,966,27,966,27,0
389,2.9812,966,27,966,27,0
390,2.9736,966,27,966,27,0
391,2.9661,966,27,966,27,0
392,2.9586,966,27,966,27,1
393,2.9511,966,27,966,27,0
394,2.9436,966,27,966,27,0
395,2.9361,966,27,966,27,0
396,2.9287,966,27,966,27,0
397,2.9213,966,27,966,27,0
398,2.9139,966,27,966,27,0
399,2.9065,966,27,966,27,0
400,2.8991,966,27,966,27,0
401,2.8918,966,27,966,27,0
402,2.8844,966,27,966,27,0
403,2.8771,966,27,966,27,0
404,2.8698,966,27,966,27,1
405,2.8626,966,27,966,27,0
406,2.8553,966,27,966,27,0
407,2.8481,966,27,966,27,0
408,2.8409,966,27,966,27,0
409,2.8337,966,27,966,27,0
410,2.8265,966,27,966,27,0
411,2.8193,966,27,966,27,0
412,2.8122,966,27,966,27,0
413,2.8050,966,27,966,27,0
414,2.7979,966,27,966,27,1
415,2.7908,966,27,966,27,0
416,2.7838,966,27,966,27,0
417,2.7767,966,27,966,27,0
418,2.7697,966,27,966,27,0
419,2.7627,966,27,966,27,0
420,2.7557,966,27,966,27,1
421,2.7487,966,27,966,27,0
422,2.7417,966,27,966,27,0
423,2.7348,966,27,966,27,0
424,2.7278,966,27,966,27,0
425,2.7209,966,27,966,27,0
426,2.7140,966,27,966,27,0
427,2.7071,966,27,966,27,1
428,2.7003,966,27,966,27,1
429,2.6934,966,27,966,27,0
430,2.6866,966,27,966,27,0
431,2.6798,966,27,966,27,0
432,2.6730,966,27,966,27,0
433,2.6662,966,27,966,27,0
434,2.6595,966,27,966,27,0
435,2.6527,966,27,966,27,1
436,2.6460,968,28,968,28,1
437,2.6393,968,28,968,28,0
438,2.6326,968,28,968,28,1
439,2.6259,968,28,968,28,0
440,2.6193,968,28,968,28,0
441,2.6127,968,28,968,28,0
442,2.6060,968,28,968,28,0
443,2.5994,968,28,968,28,0
444,2.5928,968,28,968,28,0
445,2.5863,968,28,968,28,0
446,2.5797,968,28,968,28,1
447,2.5732,968,28,968,28,0
448,2.5667,968,28,968,28,0
449,2.5601,968,28,968,28,0
450,2.5537,968,28,968,28,0
451,2.5472,968,28,968,28,0
452,2.5407,968,28,968,28,1
453,2.5343,968,28,968,28,0
454,2.5279,968,28,968,28,0
455,2.5215,968,28,968,28,0
456,2.5151,968,28,968,28,0
457,2.5087,968,28,968,28,0
458,2.5023,968,28,968,28,0
459,2.4960,968,28,968,28,0
460,2.4897,968,28,968,28,0
461,2.4834,968,28,968,28,0
462,2.4771,968,28,968,28,0
463,2.4708,968,28,968,28,0
464,2.4645,968,28,968,28,0
465,2.4583,968,28,968,28,1
466,2.4521,968,28,968,28,0
467,2.4458,968,28,968,28,1
468,2.4396,968,28,968,28,0
469,2.4335,968,28,968,28,0
470,2.4273,968,28,968,28,0
471,2.4211,968,28,968,28,0
472,2.4150,968,28,968,28,0
473,2.4089,968,28,968,28,0
474,2.4028,968,28,968,28,0
475,2.3967,968,28,968,28,0
476,2.3906,968,28,968,28,0
477,2.3846,968,28,968,28,0
478,2.3785,968,28,968,28,0
479,2.3725,968,28,968,28,0
480,2.3665,968,28,968,28,1
481,2.3605,968,28,968,28,1
482,2.3545,968,28,968,28,0
483,2.3485,968,28,968,28,0
484,2.3426,968,28,968,28,0
485,2.3366,968,28,968,28,0
486,2.3307,968,28,968,28,1
487,2.3248,968,28,968,28,0
488,2.3189,968,28,968,28,0
489,2.3130,968,28,968,28,0
490,2.3072,968,28,968,28,1
491,2.3013,968,28,968,28,0
492,2.2955,968,28,968,28,0
493,2.2897,968,28,968,28,0
494,2.2839,968,28,968,28,0
495,2.2781,968,28,968,28,0
496,2.2723,968,28,968,28,0
497,2.2666,968,28,968,28,0
498,2.2608,968,28,968,28,0
499,2.2551,968,28,968,28,0
500,2.2494,968,28,968,28,0
501,2.2437,968,28,968,28,0
502,2.2380,968,28,968,28,0
503,2.2323,968,28,968,28,0
504,2.2266,968,28,968,28,0
505,2.2210,968,28,968,28,1
506,2.2154,968,28,968,28,1
507,2.2098,968,28,968,28,0
508,2.2042,968,28,968,28,0
509,2.1986,968,28,968,28,0
510,2.1930,968,28,968,28,0
511,2.1874,968,28,968,28,0
512,2.1819,968,28,968,28,0
513,2.1764,968,28,968,28,0
514,2.1709,968,28,968,28,0
515,2.1654,968,28,968,28,1
516,2.1599,968,28,968,28,0
517,2.1544,968,28,968,28,0
518,2.1489,968,28,968,28,0
519,2.1435,968,28,968,28,0
520,2.1381,968,28,968,28,1
521,2.1326,968,28,968,28,0
522,2.1272,968,28,968,28,0
523,2.1218,968,28,968,28,0
524,2.1165,968,28,968,28,0
525,2.1111,968,28,968,28,0
526,2.1057,968,28,968,28,0
527,2.1004,968,28,968,28,0
528,2.0951,968,28,968,28,0
529,2.0898,968,28,968,28,0
530,2.0845,968,28,968,28,0
531,2.0792,968,28,968,28,0
532,2.0739,968,28,968,28,0
533,2.0687,968,28,968,28,0
534,2.0634,968,28,968,28,0
535,2.0582,968,28,968,28,0
536,2.0530,968,28,968,28,0
537,2.0478,968,28,968,28,1
538,2.0426,968,28,968,28,0
539,2.0374,968,28,968,28,0
540,2.0323,968,28,968,28,0
541,2.0271,968,28,968,28,0
542,2.0220,968,28,968,28,0
543,2.0168,968,28,968,28,0
544,2.0117,968,28,968,28,0
545,2.0066,968,28,968,28,0
546,2.0015,968,28,968,28,0
547,1.9965,968,28,968,28,0
548,1.9914,968,28,968,28,0
549,1.9864,968,28,968,28,1
550,1.9813,968,28,968,28,1
551,1.9763,968,28,968,28,0
552,1.9713,968,28,968,28,0
553,1.9663,968,28,968,28,0
554,1.9613,968,28,968,28,1
555,1.9564,968,28,968,28,1
556,1.9514,968,28,968,28,1
557,1.9464,968,28,968,28,0
558,1.9415,968,28,968,28,0
559,1.9366,968,28,968,28,0
560,1.9317,968,28,968,28,0
561,1.9268,968,28,968,28,1
562,1.9219,968,28,968,28,0
563,1.9170,968,28,968,28,1
564,1.9122,968,28,968,28,0
565,1.9073,968,28,968,28,0
566,1.9025,968,28,968,28,0
567,1.8977,965,28,968,28,1
568,1.8929,965,28,968,28,0
569,1.8881,965,28,968,28,1
570,1.8833,965,28,968,28,0
571,1.8785,965,28,968,28,1
572,1.8738,965,28,968,28,0
573,1.8690,965,28,968,28,0
574,1.8643,965,28,968,28,0
575,1.8595,965,28,968,28,0
576,1.8548,965,28,968,28,0
577,1.8501,965,28,968,28,0
578,1.8454,965,28,968,28,0
579,1.8408,965,28,968,28,0
580,1.8361,965,28,968,28,0
581,1.8314,965,28,968,28,1
582,1.8268,965,28,968,28,0
583,1.8222,965,28,968,28,0
584,1.8176,965,28,968,28,0
585,1.8129,965,28,968,28,0
586,1.8084,965,28,968,28,0
587,1.8038,965,28,968,28,1
588,1.7992,965,28,968,28,0
589,1.7946,965,28,968,28,0
590,1.7901,965,28,968,28,0
591,1.7856,965,28,968,28,0
592,1.7810,965,28,968,28,0
593,1.7765,965,28,968,28,0
594,1.7720,965,28,968,28,0
595,1.7675,965,28,968,28,0
596,1.7630,965,28,968,28,0
597,1.7586,965,28,968,28,0
598,1.7541,965,28,968,28,0
599,1.7497,965,28,968,28,1
600,1.7452,965,28,968,28,1
601,1.7408,965,28,968,28,1
602,1.7364,965,28,968,28,0
603,1.7320,965,28,968,28,0
604,1.7276,965,28,968,28,0
605,1.7232,965,28,968,28,0
606,1.7189,965,28,968,28,0
607,1.7145,965,28,968,28,1
608,1.7102,965,28,968,28,1
609,1.7058,965,28,968,28,0
610,1.7015,965,28,968,28,1
611,1.6972,965,28,968,28,0
612,1.6929,965,28,968,28,0
613,1.6886,965,28,968,28,0
614,1.6843,965,28,968,28,1
615,1.6801,965,28,968,28,1
616,1.6758,965,28,968,28,0
617,1.6715,965,28,968,28,0
618,1.6673,965,28,968,28,1
619,1.6631,965,28,968,28,0
620,1.6589,965,28,968,28,0
621,1.6547,965,28,968,28,0
622,1.6505,965,28,968,28,0
623,1.6463,965,28,968,28,0
624,1.6421,965,28,968,28,0
625,1.6380,965,28,968,28,1
626,1.6338,965,28,968,28,0
627,1.6297,965,28,968,28,0
628,1.6255,965,28,968,28,0
629,1.6214,965,28,968,28,0
630,1.6173,965,28,968,28,0
631,1.6132,965,28,968,28,0
632,1.6091,965,28,968,28,0
633,1.6050,965,28,968,28,0
634,1.6010,965,28,968,28,0
635,1.5969,965,28,968,28,0
636,1.5929,965,28,968,28,0
637,1.5888,965,28,968,28,0
638,1.5848,965,28,968,28,0
639,1.5808,965,28,968,28,0
640,1.5768,965,28,968,28,0
641,1.5728,965,28,968,28,0
642,1.5688,965,28,968,28,0
643,1.5648,965,28,968,28,0
644,1.5609,965,28,968,28,1
645,1.5569,965,28,968,28,0
646,1.5530,965,28,968,28,0
647,1.5490,965,28,968,28,0
648,1.5451,965,28,968,28,0
649,1.5412,965,28,968,28,0
650,1.5373,965,28,968,28,0
651,1.5334,965,28,968,28,0
652,1.5295,965,28,968,28,0
653,1.5256,965,28,968,28,1
654,1.5217,965,28,968,28,0
655,1.5179,965,28,968,28,1
656,1.5140,965,28,968,28,0
657,1.5102,965,28,968,28,0
658,1.5064,965,28,968,28,0
659,1.5026,965,28,968,28,0
660,1.4988,965,28,968,28,0
661,1.4950,965,28,968,28,0
662,1.4912,965,28,968,28,0
663,1.4874,965,28,968,28,0
664,1.4836,965,28,968,28,0
665,1.4799,965,28,968,28,1
666,1.4761,965,28,968,28,0
667,1.4724,965,28,968,28,1
668,1.4686,965,28,968,28,0
669,1.4649,965,28,968,28,0
670,1.4612,965,28,968,28,0
671,1.4575,965,28,968,28,1
672,1.4538,965,28,968,28,0
673,1.4501,965,28,968,28,0
674,1.4464,965,28,968,28,0
675,1.4428,965,28,968,28,0
676,1.4391,965,28,968,28,0
677,1.4355,965,28,968,28,0
678,1.4318,965,28,968,28,1
679,1.4282,965,28,968,28,0
680,1.4246,965,28,968,28,1
681,1.4210,965,28,968,28,1
682,1.4174,965,28,968,28,0
683,1.4138,965,28,968,28,0
684,1.4102,965,28,968,28,0
685,1.4066,965,28,968,28,0
686,1.4031,965,28,968,28,0
687,1.3995,965,28,968,28,1
688,1.3960,965,28,968,28,0
689,1.3924,965,28,968,28,0
690,1.3889,965,28,968,28,0
691,1.3854,965,28,968,28,1
692,1.3819,965,28,968,28,0
693,1.3784,965,28,968,28,0
694,1.3749,965,28,968,28,0
695,1.3714,965,28,968,28,0
696,1.3679,965,28,968,28,0
697,1.3644,965,28,968,28,0
698,1.3610,965,28,968,28,0
699,1.3575,965,28,968,28,0
700,1.3541,965,28,968,28,0
701,1.3507,965,28,968,28,0
702,1.3472,965,28,968,28,0
703,1.3438,965,28,968,28,0
704,1.3404,965,28,968,28,0
705,1.3370,965,28,968,28,0
706,1.3336,965,28,968,28,0
707,1.3303,965,28,968,28,0
708,1.3269,965,28,968,28,0
709,1.3235,965,28,968,28,0
710,1.3202,965,28,968,28,1
711,1.3168,965,28,968,28,0
712,1.3135,965,28,968,28,0
713,1.3102,965,28,968,28,0
714,1.3068,965,28,968,28,0
715,1.3035,965,28,968,28,1
716,1.3002,965,28,968,28,0
717,1.2969,965,28,968,28,0
718,1.2936,965,28,968,28,0
719,1.2904,965,28,968,28,0
720,1.2871,965,28,968,28,0
721,1.2838,965,28,968,28,0
722,1.2806,965,28,968,28,0
723,1.2773,965,28,968,28,0
724,1.2741,965,28,968,28,0
725,1.2709,965,28,968,28,0
726,1.2676,965,28,968,28,0
727,1.2644,965,28,968,28,0
728,1.2612,965,28,968,28,0
729,1.2580,965,28,968,28,0
730,1.2548,965,28,968,28,1
731,1.2517,965,28,968,28,0
732,1.2485,965,28,968,28,0
733,1.2453,965,28,968,28,0
734,1.2422,965,28,968,28,0
735,1.2390,965,28,968,28,0
736,1.2359,965,28,968,28,0
737,1.2327,965,28,968,28,0
738,1.2296,965,28,968,28,1
739,1.2265,965,28,968,28,0
740,1.2234,965,28,968,28,0
741,1.2203,965,28,968,28,0
742,1.2172,965,28,968,28,0
743,1.2141,965,28,968,28,0
744,1.2110,965,28,968,28,0
745,1.2080,965,28,968,28,1
746,1.2049,965,28,968,28,0
747,1.2019,965,28,968,28,0
748,1.1988,965,28,968,28,0
749,1.1958,965,28,968,28,1
750,1.1927,965,28,968,28,0
751,1.1897,965,28,968,28,1
752,1.1867,965,28,968,28,0
753,1.1837,965,28,968,28,0
754,1.1807,965,28,968,28,0
755,1.1777,965,28,968,28,0
756,1.1747,965,28,968,28,0
757,1.1717,965,28,968,28,0
758,1.1688,965,28,968,28,0
759,1.1658,965,28,968,28,0
760,1.1629,965,28,968,28,0
761,1.1599,965,28,968,28,0
762,1.1570,965,28,968,28,0
763,1.1540,965,28,968,28,0
764,1.1511,965,28,968,28,0
765,1.1482,965,28,968,28,0
766,1.1453,965,28,968,28,0
767,1.1424,965,28,968,28,0
768,1.1395,965,28,968,28,0
769,1.1366,965,28,968,28,0
770,1.1337,965,28,968,28,1
771,1.1308,965,28,968,28,0
772,1.1280,965,28,968,28,0
773,1.1251,965,28,968,28,0
774,1.1223,965,28,968,28,0
775,1.1194,965,28,968,28,0
776,1.1166,965,28,968,28,0
777,1.1138,965,28,968,28,0
778,1.1109,965,28,968,28,0
779,1.1081,965,28,968,28,0
780,1.1053,965,28,968,28,0
781,1.1025,965,28,968,28,0
782,1.0997,965,28,968,28,0
783,1.0969,965,28,968,28,1
784,1.0941,965,28,968,28,1
785,1.0914,965,28,968,28,0
786,1.0886,965,28,968,28,1
787,1.0858,965,28,968,28,0
788,1.0831,965,28,968,28,1
789,1.0804,965,28,968,28,0
790,1.0776,965,28,968,28,0
791,1.0749,965,28,968,28,0
792,1.0722,965,28,968,28,0
793,1.0694,965,28,968,28,0
794,1.0667,965,28,968,28,0
795,1.0640,965,28,968,28,0
796,1.0613,965,28,968,28,0
797,1.0586,965,28,968,28,0
798,1.0560,965,28,968,28,0
799,1.0533,965,28,968,28,0
800,1.0506,965,28,968,28,0
801,1.0479,965,28,968,28,0
802,1.0453,965,28,968,28,0
803,1.0426,965,28,968,28,0
804,1.0400,965,28,968,28,0
805,1.0374,965,28,968,28,0
806,1.0347,965,28,968,28,0
807,1.0321,965,28,968,28,0
808,1.0295,965,28,968,28,0
809,1.0269,965,28,968,28,0
810,1.0243,965,28,968,28,1
811,1.0217,965,28,968,28,0
812,1.0191,965,28,968,28,0
813,1.0165,965,28,968,28,0
814,1.0139,965,28,968,28,0
815,1.0114,965,28,968,28,0
816,1.0088,965,28,968,28,0
817,1.0063,965,28,968,28,0
818,1.0037,965,28,968,28,0
819,1.0012,965,28,968,28,0
