N,method,evals,best_E,best_F
49,tabu,442,356,3.372191
49,tabu,687,352,3.410511
49,tabu,736,332,3.615964
49,tabu,834,280,4.287500
49,tabu,932,276,4.349638
49,tabu,3774,228,5.265351
49,tabu,35722,224,5.359375
49,tabu,60173,216,5.557870
49,tabu,275088,200,6.002500
49,tabu,311985,196,6.125000
49,tabu,545276,184,6.524457
49,tabu,727508,156,7.695513
49,tabu,25390506,152,7.898026
49,tabu_skew,60036460,144,8.336806
49,tabu_skew,60081010,136,8.827206
49,final,78000054,136,8.827206
50,tabu,1,1249,1.000801
50,tabu,51,857,1.458576
50,tabu,101,561,2.228164
50,tabu,151,481,2.598753
50,tabu,201,473,2.642706
50,tabu,251,377,3.315650
50,tabu,401,361,3.462604
50,tabu,451,337,3.709199
50,tabu,751,329,3.799392
50,tabu,1101,305,4.098361
50,tabu,1151,281,4.448399
50,tabu,5301,273,4.578755
50,tabu,14151,265,4.716981
50,tabu,19501,257,4.863813
50,tabu,20601,249,5.020080
50,tabu,45651,241,5.186722
50,tabu,85201,225,5.555556
50,tabu,160301,217,5.760369
50,tabu,209252,209,5.980861
50,tabu,564754,201,6.218905
50,tabu,2263315,193,6.476684
50,tabu,3714374,169,7.396450
50,tabu,6219091,161,7.763975
50,final,60000049,161,7.763975
51,tabu,1,1397,0.930923
51,tabu,52,949,1.370390
51,tabu,103,753,1.727092
51,tabu,154,613,2.121533
51,tabu,205,513,2.535088
51,tabu,256,481,2.703742
51,tabu,307,421,3.089074
51,tabu,358,401,3.243142
51,tabu,409,373,3.486595
51,tabu,613,345,3.769565
51,tabu,664,329,3.952888
51,tabu,868,305,4.263934
51,tabu,4795,293,4.438567
51,tabu,8620,217,5.993088
51,tabu,50338,209,6.222488
51,tabu,510411,201,6.470149
51,tabu,3695382,185,7.029730
51,tabu,25425397,153,8.500000
51,final,78000049,153,8.500000
52,tabu,1,1190,1.136134
52,tabu,53,826,1.636804
52,tabu,105,638,2.119122
52,tabu,157,490,2.759184
52,tabu,209,486,2.781893
52,tabu,261,482,2.804979
52,tabu,313,454,2.977974
52,tabu,365,402,3.363184
52,tabu,521,382,3.539267
52,tabu,625,374,3.614973
52,tabu,833,358,3.776536
52,tabu,937,342,3.953216
52,tabu,989,314,4.305732
52,tabu,1041,310,4.361290
52,tabu,3693,298,4.536913
52,tabu,3745,294,4.598639
52,tabu,4109,258,5.240310
52,tabu,17005,202,6.693069
52,tabu,19642081,174,7.770115
52,final,60000050,174,7.770115
53,tabu,1,982,1.430244
53,tabu,54,646,2.174149
53,tabu,107,570,2.464035
53,tabu,160,534,2.630150
53,tabu,213,502,2.797809
53,tabu,266,470,2.988298
53,tabu,319,442,3.177602
53,tabu,372,434,3.236175
53,tabu,425,418,3.360048
53,tabu,531,406,3.459360
53,tabu,743,386,3.638601
53,tabu,796,350,4.012857
53,tabu,849,290,4.843103
53,tabu,18763,258,5.443798
53,tabu,138755,226,6.214602
53,tabu,4718565,206,6.817961
53,tabu,18634222,198,7.093434
53,tabu,19562204,170,8.261765
53,final,78000016,170,8.261765
54,tabu,1,1335,1.092135
54,tabu,55,983,1.483215
54,tabu,109,751,1.941411
54,tabu,163,575,2.535652
54,tabu,217,447,3.261745
54,tabu,271,431,3.382831
54,tabu,487,351,4.153846
54,tabu,703,335,4.352239
54,tabu,6805,327,4.458716
54,tabu,7777,303,4.811881
54,tabu,19063,295,4.942373
54,tabu,25273,279,5.225806
54,tabu,178147,271,5.380074
54,tabu,412941,263,5.543726
54,tabu,555555,255,5.717647
54,tabu,833765,247,5.902834
54,tabu,961259,215,6.781395
54,tabu,961367,207,7.043478
54,tabu,2444864,199,7.326633
54,final,60000012,199,7.326633
55,tabu,1,1527,0.990504
55,tabu,56,1027,1.472736
55,tabu,111,775,1.951613
55,tabu,166,615,2.459350
55,tabu,221,559,2.705725
55,tabu,276,475,3.184211
55,tabu,386,447,3.383669
55,tabu,661,419,3.609785
55,tabu,771,391,3.868286
55,tabu,826,383,3.949086
55,tabu,1871,327,4.625382
55,tabu,13036,303,4.991749
55,tabu,47301,299,5.058528
55,tabu,131891,283,5.344523
55,tabu,174131,279,5.421147
55,tabu,511998,267,5.664794
55,tabu,546648,255,5.931373
55,tabu,1310657,247,6.123482
55,tabu,3195627,243,6.224280
55,tabu,3508854,239,6.328452
55,tabu,7989838,219,6.906393
55,tabu_skew,60023543,203,7.450739
55,tabu_skew,60251773,171,8.845029
55,final,78000073,171,8.845029
56,tabu,1,1212,1.293729
56,tabu,57,896,1.750000
56,tabu,113,716,2.189944
56,tabu,169,640,2.450000
56,tabu,225,580,2.703448
56,tabu,281,512,3.062500
56,tabu,337,492,3.186992
56,tabu,393,472,3.322034
56,tabu,449,444,3.531532
56,tabu,505,416,3.769231
56,tabu,561,412,3.805825
56,tabu,1401,376,4.170213
56,tabu,1457,356,4.404494
56,tabu,7673,352,4.454545
56,tabu,10025,328,4.780488
56,tabu,25873,324,4.839506
56,tabu,32369,284,5.521127
56,tabu,54713,264,5.939394
56,tabu,890965,252,6.222222
56,tabu,9917149,248,6.322581
56,tabu,11674494,208,7.538462
56,final,60000007,208,7.538462
57,tabu,1,1600,1.015313
57,tabu,58,1088,1.493107
57,tabu,115,788,2.061548
57,tabu,172,656,2.476372
57,tabu,229,592,2.744088
57,tabu,286,472,3.441737
57,tabu,514,392,4.144133
57,tabu,1141,372,4.366935
57,tabu,2908,364,4.462912
57,tabu,7468,360,4.512500
57,tabu,10945,316,5.140823
57,tabu,19438,296,5.488176
57,tabu,91885,284,5.720070
57,tabu,491970,264,6.153409
57,tabu,6109633,252,6.446429
57,tabu,6114877,232,7.002155
57,tabu,14305420,228,7.125000
57,tabu_skew,60041170,220,7.384091
57,tabu_skew,60655077,212,7.662736
57,tabu_skew,60967091,188,8.640957
57,final,78000064,188,8.640957
58,tabu,1,2533,0.664035
58,tabu,59,1781,0.944413
58,tabu,117,1309,1.284950
58,tabu,175,1021,1.647405
58,tabu,233,821,2.048721
58,tabu,291,725,2.320000
58,tabu,349,621,2.708535
58,tabu,407,573,2.935428
58,tabu,465,501,3.357285
58,tabu,523,445,3.779775
58,tabu,987,389,4.323907
58,tabu,3655,381,4.414698
58,tabu,3713,349,4.819484
58,tabu,3771,341,4.932551
58,tabu,15197,333,5.051051
58,tabu,15255,325,5.175385
58,tabu,155905,317,5.305994
58,tabu,364532,309,5.443366
58,tabu,364590,293,5.740614
58,tabu,759630,285,5.901754
58,tabu,759688,269,6.252788
58,tabu,14940468,261,6.444444
58,tabu,27564520,245,6.865306
58,tabu,27564578,229,7.344978
58,final,60000021,229,7.344978
59,tabu,1,1097,1.586600
59,tabu,60,945,1.841799
59,tabu,119,749,2.323765
59,tabu,178,653,2.665391
59,tabu,237,593,2.935076
59,tabu,296,529,3.290170
59,tabu,355,445,3.911236
59,tabu,414,417,4.173861
59,tabu,2361,385,4.520779
59,tabu,3600,373,4.666220
59,tabu,10680,361,4.821330
59,tabu,37112,349,4.987106
59,tabu,96171,317,5.490536
59,tabu,171809,313,5.560703
59,tabu,2171565,305,5.706557
59,tabu,2799977,273,6.375458
59,tabu,10982372,265,6.567925
59,tabu,53548479,245,7.104082
59,tabu_skew,60017473,237,7.343882
59,tabu_skew,60764480,205,8.490244
59,final,78000062,205,8.490244
60,tabu,1,1422,1.265823
60,tabu,61,1050,1.714286
60,tabu,121,830,2.168675
60,tabu,181,738,2.439024
60,tabu,241,702,2.564103
60,tabu,301,570,3.157895
60,tabu,361,558,3.225806
60,tabu,421,522,3.448276
60,tabu,481,486,3.703704
60,tabu,541,450,4.000000
60,tabu,1381,418,4.306220
60,tabu,1501,378,4.761905
60,tabu,1681,366,4.918033
60,tabu,30781,362,4.972376
60,tabu,30841,358,5.027933
60,tabu,40801,342,5.263158
60,tabu,108421,338,5.325444
60,tabu,338222,334,5.389222
60,tabu,572403,326,5.521472
60,tabu,1456807,310,5.806452
60,tabu,1779368,306,5.882353
60,tabu,6866432,294,6.122449
60,tabu,7079013,274,6.569343
60,tabu,28363751,266,6.766917
60,tabu,32864072,254,7.086614
60,final,60000037,254,7.086614
61,tabu,1,1898,0.980242
61,tabu,62,1358,1.370029
61,tabu,123,1082,1.719501
61,tabu,184,930,2.000538
61,tabu,245,794,2.343199
61,tabu,306,746,2.493968
61,tabu,367,682,2.728006
61,tabu,428,562,3.310498
61,tabu,489,530,3.510377
61,tabu,672,458,4.062227
61,tabu,794,442,4.209276
61,tabu,1099,434,4.286866
61,tabu,1221,422,4.408768
61,tabu,1343,398,4.674623
61,tabu,6101,386,4.819948
61,tabu,19643,374,4.974599
61,tabu,40627,370,5.028378
61,tabu,40688,354,5.255650
61,tabu,170496,334,5.570359
61,tabu,186783,298,6.243289
61,tabu,6303342,294,6.328231
61,tabu,37915696,290,6.415517
61,tabu,55770049,286,6.505245
61,tabu,56431780,278,6.692446
61,tabu_skew,60112242,254,7.324803
61,tabu_skew,61303893,246,7.563008
61,tabu_skew,61634542,230,8.089130
61,final,78000082,230,8.089130
62,tabu,1,1251,1.536371
62,tabu,63,971,1.979403
62,tabu,125,851,2.258519
62,tabu,187,771,2.492866
62,tabu,249,731,2.629275
62,tabu,311,635,3.026772
62,tabu,373,579,3.319516
62,tabu,435,563,3.413854
62,tabu,497,555,3.463063
62,tabu,559,523,3.674952
62,tabu,683,483,3.979296
62,tabu,745,475,4.046316
62,tabu,807,451,4.261641
62,tabu,6821,427,4.501171
62,tabu,7317,411,4.676399
62,tabu,10913,403,4.769231
62,tabu,55491,395,4.865823
62,tabu,125613,363,5.294766
62,tabu,601403,299,6.428094
62,tabu,35619527,283,6.791519
62,final,60000016,283,6.791519
63,tabu,1,1723,1.151770
63,tabu,64,1399,1.418513
63,tabu,127,1115,1.779821
63,tabu,190,859,2.310244
63,tabu,253,791,2.508850
63,tabu,316,715,2.775524
63,tabu,379,647,3.067233
63,tabu,442,603,3.291045
63,tabu,505,531,3.737288
63,tabu,946,499,3.976954
63,tabu,1009,495,4.009091
63,tabu,1072,463,4.286177
63,tabu,4474,447,4.439597
63,tabu,15184,443,4.479684
63,tabu,15247,419,4.736277
63,tabu,31438,415,4.781928
63,tabu,37171,399,4.973684
63,tabu,48322,383,5.181462
63,tabu,162730,379,5.236148
63,tabu,515091,371,5.349057
63,tabu,610536,367,5.407357
63,tabu,735843,351,5.653846
63,tabu,3317216,303,6.549505
63,tabu,45972805,287,6.914634
63,tabu_skew,60698665,279,7.112903
63,tabu_skew,61860019,271,7.322878
63,final,78000024,271,7.322878
64,tabu,1,2632,0.778116
64,tabu,65,1892,1.082452
64,tabu,129,1384,1.479769
64,tabu,193,1092,1.875458
64,tabu,257,912,2.245614
64,tabu,321,788,2.598985
64,tabu,385,688,2.976744
64,tabu,449,636,3.220126
64,tabu,513,616,3.324675
64,tabu,577,564,3.631206
64,tabu,641,520,3.938462
64,tabu,705,476,4.302521
64,tabu,2177,472,4.338983
64,tabu,5313,444,4.612613
64,tabu,5441,428,4.785047
64,tabu,5505,424,4.830189
64,tabu,12033,416,4.923077
64,tabu,15809,396,5.171717
64,tabu,112513,352,5.818182
64,tabu,529667,344,5.953488
64,tabu,2007177,340,6.023529
64,tabu,3534031,336,6.095238
64,tabu,3731856,328,6.243902
64,tabu,8984101,324,6.320988
64,tabu,23778785,312,6.564103
64,final,60000052,312,6.564103
