artifact,battery,policy,stage,virtual_epochs,heldout_material,heldout_correct_x4096,charged_contacts,forged_instruments,revised_records,generated_world_visits,component_events,verdict
round_ar,AR3,earned_forge,checkpoint,119232,20500,2050,11446272,2861568,1431236,11446272,412065792,curve
round_ar,AR3,earned_forge,checkpoint,119424,20170,2017,11464704,2866176,1433574,11464704,412729344,curve
round_ar,AR3,earned_forge,checkpoint,119616,20210,2021,11483136,2870784,1435840,11483136,413392896,curve
round_ar,AR3,earned_forge,checkpoint,119808,20020,2002,11501568,2875392,1438201,11501568,414056448,curve
round_ar,AR3,earned_forge,checkpoint,120000,20100,2010,11520000,2880000,1440514,11520000,414720000,curve
round_ar,AR3,earned_forge,checkpoint,120192,20790,2079,11538432,2884608,1442799,11538432,415383552,curve
round_ar,AR3,earned_forge,checkpoint,120384,20800,2080,11556864,2889216,1445075,11556864,416047104,curve
round_ar,AR3,earned_forge,checkpoint,120576,20760,2076,11575296,2893824,1447389,11575296,416710656,curve
round_ar,AR3,earned_forge,checkpoint,120768,20730,2073,11593728,2898432,1449692,11593728,417374208,curve
round_ar,AR3,earned_forge,checkpoint,120960,20580,2058,11612160,2903040,1452051,11612160,418037760,curve
round_ar,AR3,earned_forge,checkpoint,121152,21120,2112,11630592,2907648,1454362,11630592,418701312,curve
round_ar,AR3,earned_forge,checkpoint,121344,20360,2036,11649024,2912256,1456609,11649024,419364864,curve
round_ar,AR3,earned_forge,checkpoint,121536,20850,2085,11667456,2916864,1458866,11667456,420028416,curve
round_ar,AR3,earned_forge,checkpoint,121728,20440,2044,11685888,2921472,1461134,11685888,420691968,curve
round_ar,AR3,earned_forge,checkpoint,121920,20410,2041,11704320,2926080,1463417,11704320,421355520,curve
round_ar,AR3,earned_forge,checkpoint,122112,20170,2017,11722752,2930688,1465738,11722752,422019072,curve
round_ar,AR3,earned_forge,checkpoint,122304,20560,2056,11741184,2935296,1468076,11741184,422682624,curve
round_ar,AR3,earned_forge,checkpoint,122496,20710,2071,11759616,2939904,1470329,11759616,423346176,curve
round_ar,AR3,earned_forge,checkpoint,122688,20710,2071,11778048,2944512,1472627,11778048,424009728,curve
round_ar,AR3,earned_forge,checkpoint,122880,20070,2007,11796480,2949120,1474935,11796480,424673280,curve
round_ar,AR3,earned_forge,checkpoint,123072,20320,2032,11814912,2953728,1477214,11814912,425336832,curve
round_ar,AR3,earned_forge,checkpoint,123264,20800,2080,11833344,2958336,1479522,11833344,426000384,curve
round_ar,AR3,earned_forge,checkpoint,123456,20770,2077,11851776,2962944,1481824,11851776,426663936,curve
round_ar,AR3,earned_forge,checkpoint,123648,20310,2031,11870208,2967552,1484065,11870208,427327488,curve
round_ar,AR3,earned_forge,checkpoint,123840,20170,2017,11888640,2972160,1486378,11888640,427991040,curve
round_ar,AR3,earned_forge,checkpoint,124032,20320,2032,11907072,2976768,1488737,11907072,428654592,curve
round_ar,AR3,earned_forge,checkpoint,124224,20740,2074,11925504,2981376,1491077,11925504,429318144,curve
round_ar,AR3,earned_forge,checkpoint,124416,20830,2083,11943936,2985984,1493383,11943936,429981696,curve
round_ar,AR3,earned_forge,checkpoint,124608,20160,2016,11962368,2990592,1495661,11962368,430645248,curve
round_ar,AR3,earned_forge,checkpoint,124800,20770,2077,11980800,2995200,1497939,11980800,431308800,curve
round_ar,AR3,earned_forge,checkpoint,124992,21220,2122,11999232,2999808,1500272,11999232,431972352,curve
round_ar,AR3,earned_forge,checkpoint,125184,20200,2020,12017664,3004416,1502577,12017664,432635904,curve
round_ar,AR3,earned_forge,checkpoint,125376,20780,2078,12036096,3009024,1504888,12036096,433299456,curve
round_ar,AR3,earned_forge,checkpoint,125568,20660,2066,12054528,3013632,1507167,12054528,433963008,curve
round_ar,AR3,earned_forge,checkpoint,125760,20530,2053,12072960,3018240,1509457,12072960,434626560,curve
round_ar,AR3,earned_forge,checkpoint,125952,19980,1998,12091392,3022848,1511763,12091392,435290112,curve
round_ar,AR3,earned_forge,checkpoint,126144,20310,2031,12109824,3027456,1514061,12109824,435953664,curve
round_ar,AR3,earned_forge,checkpoint,126336,20550,2055,12128256,3032064,1516343,12128256,436617216,curve
round_ar,AR3,earned_forge,checkpoint,126528,19490,1949,12146688,3036672,1518596,12146688,437280768,curve
round_ar,AR3,earned_forge,checkpoint,126720,20560,2056,12165120,3041280,1520938,12165120,437944320,curve
round_ar,AR3,earned_forge,checkpoint,126912,20660,2066,12183552,3045888,1523225,12183552,438607872,curve
round_ar,AR3,earned_forge,checkpoint,127104,20240,2024,12201984,3050496,1525593,12201984,439271424,curve
round_ar,AR3,earned_forge,checkpoint,127296,20480,2048,12220416,3055104,1527861,12220416,439934976,curve
round_ar,AR3,earned_forge,checkpoint,127488,19830,1983,12238848,3059712,1530206,12238848,440598528,curve
round_ar,AR3,earned_forge,checkpoint,127680,20550,2055,12257280,3064320,1532572,12257280,441262080,curve
round_ar,AR3,earned_forge,checkpoint,127872,20130,2013,12275712,3068928,1534854,12275712,441925632,curve
round_ar,AR3,earned_forge,checkpoint,128064,20620,2062,12294144,3073536,1537167,12294144,442589184,curve
round_ar,AR3,earned_forge,checkpoint,128256,20840,2084,12312576,3078144,1539452,12312576,443252736,curve
round_ar,AR3,earned_forge,checkpoint,128448,20990,2099,12331008,3082752,1541750,12331008,443916288,curve
round_ar,AR3,earned_forge,checkpoint,128640,20800,2080,12349440,3087360,1544031,12349440,444579840,curve
round_ar,AR3,earned_forge,checkpoint,128832,20160,2016,12367872,3091968,1546333,12367872,445243392,curve
round_ar,AR3,earned_forge,checkpoint,129024,20030,2003,12386304,3096576,1548651,12386304,445906944,curve
round_ar,AR3,earned_forge,checkpoint,129216,20380,2038,12404736,3101184,1550987,12404736,446570496,curve
round_ar,AR3,earned_forge,checkpoint,129408,20760,2076,12423168,3105792,1553241,12423168,447234048,curve
round_ar,AR3,earned_forge,checkpoint,129600,21040,2104,12441600,3110400,1555530,12441600,447897600,curve
round_ar,AR3,earned_forge,checkpoint,129792,20450,2045,12460032,3115008,1557853,12460032,448561152,curve
round_ar,AR3,earned_forge,checkpoint,129984,20910,2091,12478464,3119616,1560175,12478464,449224704,curve
round_ar,AR3,earned_forge,checkpoint,130176,20450,2045,12496896,3124224,1562545,12496896,449888256,curve
round_ar,AR3,earned_forge,checkpoint,130368,20570,2057,12515328,3128832,1564901,12515328,450551808,curve
round_ar,AR3,earned_forge,checkpoint,130560,20450,2045,12533760,3133440,1567156,12533760,451215360,curve
round_ar,AR3,earned_forge,checkpoint,130752,20420,2042,12552192,3138048,1569498,12552192,451878912,curve
round_ar,AR3,earned_forge,checkpoint,130944,20120,2012,12570624,3142656,1571817,12570624,452542464,curve
round_ar,AR3,earned_forge,checkpoint,131136,19910,1991,12589056,3147264,1574114,12589056,453206016,curve
round_ar,AR3,earned_forge,checkpoint,131328,20580,2058,12607488,3151872,1576418,12607488,453869568,curve
round_ar,AR3,earned_forge,checkpoint,131520,20960,2096,12625920,3156480,1578781,12625920,454533120,curve
round_ar,AR3,earned_forge,checkpoint,131712,20590,2059,12644352,3161088,1581100,12644352,455196672,curve
round_ar,AR3,earned_forge,checkpoint,131904,20540,2054,12662784,3165696,1583396,12662784,455860224,curve
round_ar,AR3,earned_forge,checkpoint,132096,20860,2086,12681216,3170304,1585680,12681216,456523776,curve
round_ar,AR3,earned_forge,checkpoint,132288,20570,2057,12699648,3174912,1588000,12699648,457187328,curve
round_ar,AR3,earned_forge,checkpoint,132480,20370,2037,12718080,3179520,1590311,12718080,457850880,curve
round_ar,AR3,earned_forge,checkpoint,132672,20440,2044,12736512,3184128,1592690,12736512,458514432,curve
round_ar,AR3,earned_forge,checkpoint,132864,20090,2009,12754944,3188736,1595006,12754944,459177984,curve
round_ar,AR3,earned_forge,checkpoint,133056,20490,2049,12773376,3193344,1597295,12773376,459841536,curve
round_ar,AR3,earned_forge,checkpoint,133248,20380,2038,12791808,3197952,1599592,12791808,460505088,curve
round_ar,AR3,earned_forge,checkpoint,133440,20820,2082,12810240,3202560,1601879,12810240,461168640,curve
round_ar,AR3,earned_forge,checkpoint,133632,20660,2066,12828672,3207168,1604231,12828672,461832192,curve
round_ar,AR3,earned_forge,checkpoint,133824,20830,2083,12847104,3211776,1606570,12847104,462495744,curve
round_ar,AR3,earned_forge,checkpoint,134016,20150,2015,12865536,3216384,1608906,12865536,463159296,curve
round_ar,AR3,earned_forge,checkpoint,134208,20390,2039,12883968,3220992,1611181,12883968,463822848,curve
round_ar,AR3,earned_forge,checkpoint,134400,20290,2029,12902400,3225600,1613440,12902400,464486400,curve
round_ar,AR3,earned_forge,checkpoint,134592,20100,2010,12920832,3230208,1615746,12920832,465149952,curve
round_ar,AR3,earned_forge,checkpoint,134784,20130,2013,12939264,3234816,1618069,12939264,465813504,curve
round_ar,AR3,earned_forge,checkpoint,134976,20000,2000,12957696,3239424,1620361,12957696,466477056,curve
round_ar,AR3,earned_forge,checkpoint,135168,20410,2041,12976128,3244032,1622664,12976128,467140608,curve
round_ar,AR3,earned_forge,checkpoint,135360,19970,1997,12994560,3248640,1624962,12994560,467804160,curve
round_ar,AR3,earned_forge,checkpoint,135552,20600,2060,13012992,3253248,1627303,13012992,468467712,curve
round_ar,AR3,earned_forge,checkpoint,135744,21220,2122,13031424,3257856,1629649,13031424,469131264,curve
round_ar,AR3,earned_forge,checkpoint,135936,20530,2053,13049856,3262464,1631970,13049856,469794816,curve
round_ar,AR3,earned_forge,checkpoint,136128,20160,2016,13068288,3267072,1634262,13068288,470458368,curve
round_ar,AR3,earned_forge,checkpoint,136320,20710,2071,13086720,3271680,1636586,13086720,471121920,curve
round_ar,AR3,earned_forge,checkpoint,136512,20010,2001,13105152,3276288,1638915,13105152,471785472,curve
round_ar,AR3,earned_forge,checkpoint,136704,20950,2095,13123584,3280896,1641220,13123584,472449024,curve
round_ar,AR3,earned_forge,checkpoint,136896,20390,2039,13142016,3285504,1643505,13142016,473112576,curve
round_ar,AR3,earned_forge,checkpoint,137088,19890,1989,13160448,3290112,1645796,13160448,473776128,curve
round_ar,AR3,earned_forge,checkpoint,137280,20510,2051,13178880,3294720,1648063,13178880,474439680,curve
round_ar,AR3,earned_forge,checkpoint,137472,20240,2024,13197312,3299328,1650328,13197312,475103232,curve
round_ar,AR3,earned_forge,checkpoint,137664,20860,2086,13215744,3303936,1652603,13215744,475766784,curve
round_ar,AR3,earned_forge,checkpoint,137856,20410,2041,13234176,3308544,1654937,13234176,476430336,curve
round_ar,AR3,earned_forge,checkpoint,138048,20160,2016,13252608,3313152,1657248,13252608,477093888,curve
round_ar,AR3,earned_forge,checkpoint,138240,21080,2108,13271040,3317760,1659540,13271040,477757440,curve
round_ar,AR3,earned_forge,checkpoint,138432,19930,1993,13289472,3322368,1661811,13289472,478420992,curve
round_ar,AR3,earned_forge,checkpoint,138624,20640,2064,13307904,3326976,1664149,13307904,479084544,curve
round_ar,AR3,earned_forge,checkpoint,138816,20390,2039,13326336,3331584,1666463,13326336,479748096,curve
round_ar,AR3,earned_forge,checkpoint,139008,20520,2052,13344768,3336192,1668761,13344768,480411648,curve
round_ar,AR3,earned_forge,checkpoint,139200,20630,2063,13363200,3340800,1671016,13363200,481075200,curve
round_ar,AR3,earned_forge,checkpoint,139392,20500,2050,13381632,3345408,1673312,13381632,481738752,curve
round_ar,AR3,earned_forge,checkpoint,139584,19910,1991,13400064,3350016,1675632,13400064,482402304,curve
round_ar,AR3,earned_forge,checkpoint,139776,21050,2105,13418496,3354624,1677886,13418496,483065856,curve
round_ar,AR3,earned_forge,checkpoint,139968,19860,1986,13436928,3359232,1680163,13436928,483729408,curve
round_ar,AR3,earned_forge,checkpoint,140160,20140,2014,13455360,3363840,1682470,13455360,484392960,curve
round_ar,AR3,earned_forge,checkpoint,140352,20270,2027,13473792,3368448,1684738,13473792,485056512,curve
round_ar,AR3,earned_forge,checkpoint,140544,20010,2001,13492224,3373056,1687056,13492224,485720064,curve
round_ar,AR3,earned_forge,checkpoint,140736,20710,2071,13510656,3377664,1689381,13510656,486383616,curve
round_ar,AR3,earned_forge,checkpoint,140928,20400,2040,13529088,3382272,1691666,13529088,487047168,curve
round_ar,AR3,earned_forge,checkpoint,141120,20530,2053,13547520,3386880,1693992,13547520,487710720,curve
round_ar,AR3,earned_forge,checkpoint,141312,20570,2057,13565952,3391488,1696292,13565952,488374272,curve
round_ar,AR3,earned_forge,checkpoint,141504,21140,2114,13584384,3396096,1698582,13584384,489037824,curve
round_ar,AR3,earned_forge,checkpoint,141696,20820,2082,13602816,3400704,1700856,13602816,489701376,curve
round_ar,AR3,earned_forge,checkpoint,141888,20420,2042,13621248,3405312,1703178,13621248,490364928,curve
round_ar,AR3,earned_forge,checkpoint,142080,20310,2031,13639680,3409920,1705417,13639680,491028480,curve
round_ar,AR3,earned_forge,checkpoint,142272,20140,2014,13658112,3414528,1707688,13658112,491692032,curve
round_ar,AR3,earned_forge,checkpoint,142464,20230,2023,13676544,3419136,1709970,13676544,492355584,curve
round_ar,AR3,earned_forge,checkpoint,142656,20260,2026,13694976,3423744,1712281,13694976,493019136,curve
round_ar,AR3,earned_forge,checkpoint,142848,20960,2096,13713408,3428352,1714639,13713408,493682688,curve
round_ar,AR3,earned_forge,checkpoint,143040,20240,2024,13731840,3432960,1716940,13731840,494346240,curve
round_ar,AR3,earned_forge,checkpoint,143232,20170,2017,13750272,3437568,1719292,13750272,495009792,curve
round_ar,AR3,earned_forge,checkpoint,143424,20220,2022,13768704,3442176,1721604,13768704,495673344,curve
round_ar,AR3,earned_forge,checkpoint,143616,20420,2042,13787136,3446784,1723922,13787136,496336896,curve
round_ar,AR3,earned_forge,checkpoint,143808,20420,2042,13805568,3451392,1726234,13805568,497000448,curve
round_ar,AR3,earned_forge,checkpoint,144000,20900,2090,13824000,3456000,1728575,13824000,497664000,curve
round_ar,AR3,earned_forge,checkpoint,144192,20760,2076,13842432,3460608,1730926,13842432,498327552,curve
round_ar,AR3,earned_forge,checkpoint,144384,20540,2054,13860864,3465216,1733268,13860864,498991104,curve
round_ar,AR3,earned_forge,checkpoint,144576,20650,2065,13879296,3469824,1735550,13879296,499654656,curve
round_ar,AR3,earned_forge,checkpoint,144768,20500,2050,13897728,3474432,1737864,13897728,500318208,curve
round_ar,AR3,earned_forge,checkpoint,144960,20600,2060,13916160,3479040,1740158,13916160,500981760,curve
round_ar,AR3,earned_forge,checkpoint,145152,20130,2013,13934592,3483648,1742449,13934592,501645312,curve
round_ar,AR3,earned_forge,checkpoint,145344,20070,2007,13953024,3488256,1744778,13953024,502308864,curve
round_ar,AR3,earned_forge,checkpoint,145536,20430,2043,13971456,3492864,1747069,13971456,502972416,curve
round_ar,AR3,earned_forge,checkpoint,145728,20480,2048,13989888,3497472,1749344,13989888,503635968,curve
round_ar,AR3,earned_forge,checkpoint,145920,20790,2079,14008320,3502080,1751644,14008320,504299520,curve
round_ar,AR3,earned_forge,checkpoint,146112,20890,2089,14026752,3506688,1753988,14026752,504963072,curve
round_ar,AR3,earned_forge,checkpoint,146304,20690,2069,14045184,3511296,1756283,14045184,505626624,curve
round_ar,AR3,earned_forge,checkpoint,146496,20180,2018,14063616,3515904,1758575,14063616,506290176,curve
round_ar,AR3,earned_forge,checkpoint,146688,20090,2009,14082048,3520512,1760906,14082048,506953728,curve
round_ar,AR3,earned_forge,checkpoint,146880,20660,2066,14100480,3525120,1763247,14100480,507617280,curve
round_ar,AR3,earned_forge,checkpoint,147072,20420,2042,14118912,3529728,1765528,14118912,508280832,curve
round_ar,AR3,earned_forge,checkpoint,147264,20020,2002,14137344,3534336,1767812,14137344,508944384,curve
round_ar,AR3,earned_forge,checkpoint,147456,20150,2015,14155776,3538944,1770107,14155776,509607936,curve
round_ar,AR3,earned_forge,checkpoint,147648,20220,2022,14174208,3543552,1772424,14174208,510271488,curve
round_ar,AR3,earned_forge,checkpoint,147840,20430,2043,14192640,3548160,1774770,14192640,510935040,curve
round_ar,AR3,earned_forge,checkpoint,148032,20140,2014,14211072,3552768,1777052,14211072,511598592,curve
round_ar,AR3,earned_forge,checkpoint,148224,20780,2078,14229504,3557376,1779354,14229504,512262144,curve
round_ar,AR3,earned_forge,checkpoint,148416,20250,2025,14247936,3561984,1781682,14247936,512925696,curve
round_ar,AR3,earned_forge,checkpoint,148608,20910,2091,14266368,3566592,1783975,14266368,513589248,curve
round_ar,AR3,earned_forge,checkpoint,148800,20310,2031,14284800,3571200,1786230,14284800,514252800,curve
round_ar,AR3,earned_forge,checkpoint,148992,20150,2015,14303232,3575808,1788522,14303232,514916352,curve
round_ar,AR3,earned_forge,checkpoint,149184,20870,2087,14321664,3580416,1790764,14321664,515579904,curve
round_ar,AR3,earned_forge,checkpoint,149376,20000,2000,14340096,3585024,1793010,14340096,516243456,curve
round_ar,AR3,earned_forge,checkpoint,149568,20520,2052,14358528,3589632,1795294,14358528,516907008,curve
round_ar,AR3,earned_forge,checkpoint,149760,20460,2046,14376960,3594240,1797581,14376960,517570560,curve
round_ar,AR3,earned_forge,checkpoint,149952,19840,1984,14395392,3598848,1799888,14395392,518234112,curve
round_ar,AR3,earned_forge,checkpoint,150144,20390,2039,14413824,3603456,1802204,14413824,518897664,curve
round_ar,AR3,earned_forge,checkpoint,150336,19770,1977,14432256,3608064,1804526,14432256,519561216,curve
round_ar,AR3,earned_forge,checkpoint,150528,20210,2021,14450688,3612672,1806854,14450688,520224768,curve
round_ar,AR3,earned_forge,checkpoint,150720,20840,2084,14469120,3617280,1809157,14469120,520888320,curve
round_ar,AR3,earned_forge,checkpoint,150912,19630,1963,14487552,3621888,1811534,14487552,521551872,curve
round_ar,AR3,earned_forge,checkpoint,151104,20410,2041,14505984,3626496,1813836,14505984,522215424,curve
round_ar,AR3,earned_forge,checkpoint,151296,20720,2072,14524416,3631104,1816164,14524416,522878976,curve
round_ar,AR3,earned_forge,checkpoint,151488,20530,2053,14542848,3635712,1818457,14542848,523542528,curve
round_ar,AR3,earned_forge,checkpoint,151680,20350,2035,14561280,3640320,1820778,14561280,524206080,curve
round_ar,AR3,earned_forge,checkpoint,151872,21150,2115,14579712,3644928,1823052,14579712,524869632,curve
round_ar,AR3,earned_forge,checkpoint,152064,20140,2014,14598144,3649536,1825352,14598144,525533184,curve
round_ar,AR3,earned_forge,checkpoint,152256,20290,2029,14616576,3654144,1827664,14616576,526196736,curve
round_ar,AR3,earned_forge,checkpoint,152448,20170,2017,14635008,3658752,1829955,14635008,526860288,curve
round_ar,AR3,earned_forge,checkpoint,152640,20500,2050,14653440,3663360,1832236,14653440,527523840,curve
round_ar,AR3,earned_forge,checkpoint,152832,19740,1974,14671872,3667968,1834603,14671872,528187392,curve
round_ar,AR3,earned_forge,checkpoint,153024,20550,2055,14690304,3672576,1836914,14690304,528850944,curve
round_ar,AR3,earned_forge,checkpoint,153216,20390,2039,14708736,3677184,1839120,14708736,529514496,curve
round_ar,AR3,earned_forge,checkpoint,153408,20000,2000,14727168,3681792,1841416,14727168,530178048,curve
round_ar,AR3,earned_forge,checkpoint,153600,20540,2054,14745600,3686400,1843728,14745600,530841600,curve
round_ar,AR3,earned_forge,checkpoint,153792,20120,2012,14764032,3691008,1846022,14764032,531505152,curve
round_ar,AR3,earned_forge,checkpoint,153984,20750,2075,14782464,3695616,1848364,14782464,532168704,curve
round_ar,AR3,earned_forge,checkpoint,154176,20500,2050,14800896,3700224,1850670,14800896,532832256,curve
round_ar,AR3,earned_forge,checkpoint,154368,20790,2079,14819328,3704832,1852997,14819328,533495808,curve
round_ar,AR3,earned_forge,checkpoint,154560,20480,2048,14837760,3709440,1855314,14837760,534159360,curve
round_ar,AR3,earned_forge,checkpoint,154752,20970,2097,14856192,3714048,1857621,14856192,534822912,curve
round_ar,AR3,earned_forge,checkpoint,154944,20260,2026,14874624,3718656,1859942,14874624,535486464,curve
round_ar,AR3,earned_forge,checkpoint,155136,21220,2122,14893056,3723264,1862194,14893056,536150016,curve
round_ar,AR3,earned_forge,checkpoint,155328,20600,2060,14911488,3727872,1864429,14911488,536813568,curve
round_ar,AR3,earned_forge,checkpoint,155520,20490,2049,14929920,3732480,1866714,14929920,537477120,curve
round_ar,AR3,earned_forge,checkpoint,155712,20590,2059,14948352,3737088,1869009,14948352,538140672,curve
round_ar,AR3,earned_forge,checkpoint,155904,19810,1981,14966784,3741696,1871299,14966784,538804224,curve
round_ar,AR3,earned_forge,checkpoint,156096,20460,2046,14985216,3746304,1873599,14985216,539467776,curve
round_ar,AR3,earned_forge,checkpoint,156288,20370,2037,15003648,3750912,1875919,15003648,540131328,curve
round_ar,AR3,earned_forge,checkpoint,156480,20060,2006,15022080,3755520,1878204,15022080,540794880,curve
round_ar,AR3,earned_forge,checkpoint,156672,20130,2013,15040512,3760128,1880507,15040512,541458432,curve
round_ar,AR3,earned_forge,checkpoint,156864,19950,1995,15058944,3764736,1882783,15058944,542121984,curve
round_ar,AR3,earned_forge,checkpoint,157056,20110,2011,15077376,3769344,1885057,15077376,542785536,curve
round_ar,AR3,earned_forge,checkpoint,157248,20140,2014,15095808,3773952,1887384,15095808,543449088,curve
round_ar,AR3,earned_forge,checkpoint,157440,19820,1982,15114240,3778560,1889721,15114240,544112640,curve
round_ar,AR3,earned_forge,checkpoint,157632,19830,1983,15132672,3783168,1891992,15132672,544776192,curve
round_ar,AR3,earned_forge,checkpoint,157824,20290,2029,15151104,3787776,1894277,15151104,545439744,curve
round_ar,AR3,earned_forge,checkpoint,158016,19750,1975,15169536,3792384,1896603,15169536,546103296,curve
round_ar,AR3,earned_forge,checkpoint,158208,20480,2048,15187968,3796992,1898945,15187968,546766848,curve
round_ar,AR3,earned_forge,checkpoint,158400,20640,2064,15206400,3801600,1901243,15206400,547430400,curve
round_ar,AR3,earned_forge,checkpoint,158592,20770,2077,15224832,3806208,1903607,15224832,548093952,curve
round_ar,AR3,earned_forge,checkpoint,158784,20470,2047,15243264,3810816,1905840,15243264,548757504,curve
round_ar,AR3,earned_forge,checkpoint,158976,20740,2074,15261696,3815424,1908131,15261696,549421056,curve
round_ar,AR3,earned_forge,checkpoint,159168,20540,2054,15280128,3820032,1910469,15280128,550084608,curve
round_ar,AR3,earned_forge,checkpoint,159360,20180,2018,15298560,3824640,1912808,15298560,550748160,curve
round_ar,AR3,earned_forge,checkpoint,159552,20110,2011,15316992,3829248,1915189,15316992,551411712,curve
round_ar,AR3,earned_forge,checkpoint,159744,20490,2049,15335424,3833856,1917529,15335424,552075264,curve
round_ar,AR3,earned_forge,checkpoint,159936,20030,2003,15353856,3838464,1919805,15353856,552738816,curve
round_ar,AR3,earned_forge,checkpoint,160128,21070,2107,15372288,3843072,1922137,15372288,553402368,curve
round_ar,AR3,earned_forge,checkpoint,160320,20040,2004,15390720,3847680,1924442,15390720,554065920,curve
round_ar,AR3,earned_forge,checkpoint,160512,20420,2042,15409152,3852288,1926697,15409152,554729472,curve
round_ar,AR3,earned_forge,checkpoint,160704,20550,2055,15427584,3856896,1928985,15427584,555393024,curve
round_ar,AR3,earned_forge,checkpoint,160896,20220,2022,15446016,3861504,1931296,15446016,556056576,curve
round_ar,AR3,earned_forge,checkpoint,161088,20030,2003,15464448,3866112,1933578,15464448,556720128,curve
round_ar,AR3,earned_forge,checkpoint,161280,20460,2046,15482880,3870720,1935841,15482880,557383680,curve
round_ar,AR3,earned_forge,checkpoint,161472,20060,2006,15501312,3875328,1938120,15501312,558047232,curve
round_ar,AR3,earned_forge,checkpoint,161664,19920,1992,15519744,3879936,1940410,15519744,558710784,curve
round_ar,AR3,earned_forge,checkpoint,161856,20740,2074,15538176,3884544,1942687,15538176,559374336,curve
round_ar,AR3,earned_forge,checkpoint,162048,20860,2086,15556608,3889152,1944963,15556608,560037888,curve
round_ar,AR3,earned_forge,checkpoint,162240,20460,2046,15575040,3893760,1947236,15575040,560701440,curve
round_ar,AR3,earned_forge,checkpoint,162432,20460,2046,15593472,3898368,1949482,15593472,561364992,curve
round_ar,AR3,earned_forge,checkpoint,162624,20640,2064,15611904,3902976,1951801,15611904,562028544,curve
round_ar,AR3,earned_forge,checkpoint,162816,20150,2015,15630336,3907584,1954119,15630336,562692096,curve
round_ar,AR3,earned_forge,checkpoint,163008,20530,2053,15648768,3912192,1956489,15648768,563355648,curve
round_ar,AR3,earned_forge,checkpoint,163200,20160,2016,15667200,3916800,1958752,15667200,564019200,curve
round_ar,AR3,earned_forge,checkpoint,163392,20370,2037,15685632,3921408,1961186,15685632,564682752,curve
round_ar,AR3,earned_forge,checkpoint,163584,20600,2060,15704064,3926016,1963459,15704064,565346304,curve
round_ar,AR3,earned_forge,checkpoint,163776,20260,2026,15722496,3930624,1965739,15722496,566009856,curve
round_ar,AR3,earned_forge,checkpoint,163968,20370,2037,15740928,3935232,1968039,15740928,566673408,curve
round_ar,AR3,earned_forge,checkpoint,164160,20650,2065,15759360,3939840,1970375,15759360,567336960,curve
round_ar,AR3,earned_forge,checkpoint,164352,21100,2110,15777792,3944448,1972679,15777792,568000512,curve
round_ar,AR3,earned_forge,checkpoint,164544,20400,2040,15796224,3949056,1975013,15796224,568664064,curve
round_ar,AR3,earned_forge,checkpoint,164736,20560,2056,15814656,3953664,1977375,15814656,569327616,curve
round_ar,AR3,earned_forge,checkpoint,164928,20560,2056,15833088,3958272,1979703,15833088,569991168,curve
round_ar,AR3,earned_forge,checkpoint,165120,20680,2068,15851520,3962880,1981954,15851520,570654720,curve
round_ar,AR3,earned_forge,checkpoint,165312,20570,2057,15869952,3967488,1984308,15869952,571318272,curve
round_ar,AR3,earned_forge,checkpoint,165504,21010,2101,15888384,3972096,1986636,15888384,571981824,curve
round_ar,AR3,earned_forge,checkpoint,165696,20680,2068,15906816,3976704,1988953,15906816,572645376,curve
round_ar,AR3,earned_forge,checkpoint,165888,20570,2057,15925248,3981312,1991262,15925248,573308928,curve
round_ar,AR3,earned_forge,checkpoint,166080,20220,2022,15943680,3985920,1993559,15943680,573972480,curve
round_ar,AR3,earned_forge,checkpoint,166272,20230,2023,15962112,3990528,1995840,15962112,574636032,curve
round_ar,AR3,earned_forge,checkpoint,166464,20040,2004,15980544,3995136,1998178,15980544,575299584,curve
round_ar,AR3,earned_forge,checkpoint,166656,20240,2024,15998976,3999744,2000484,15998976,575963136,curve
round_ar,AR3,earned_forge,checkpoint,166848,20320,2032,16017408,4004352,2002798,16017408,576626688,curve
round_ar,AR3,earned_forge,checkpoint,167040,20330,2033,16035840,4008960,2005148,16035840,577290240,curve
round_ar,AR3,earned_forge,checkpoint,167232,20850,2085,16054272,4013568,2007500,16054272,577953792,curve
round_ar,AR3,earned_forge,checkpoint,167424,20170,2017,16072704,4018176,2009790,16072704,578617344,curve
round_ar,AR3,earned_forge,checkpoint,167616,19930,1993,16091136,4022784,2012106,16091136,579280896,curve
round_ar,AR3,earned_forge,checkpoint,167808,20890,2089,16109568,4027392,2014399,16109568,579944448,curve
round_ar,AR3,earned_forge,checkpoint,168000,20510,2051,16128000,4032000,2016700,16128000,580608000,curve
round_ar,AR3,earned_forge,checkpoint,168192,20840,2084,16146432,4036608,2018946,16146432,581271552,curve
round_ar,AR3,earned_forge,checkpoint,168384,20530,2053,16164864,4041216,2021273,16164864,581935104,curve
round_ar,AR3,earned_forge,checkpoint,168576,19840,1984,16183296,4045824,2023571,16183296,582598656,curve
round_ar,AR3,earned_forge,checkpoint,168768,20670,2067,16201728,4050432,2025820,16201728,583262208,curve
round_ar,AR3,earned_forge,checkpoint,168960,20460,2046,16220160,4055040,2028135,16220160,583925760,curve
round_ar,AR3,earned_forge,checkpoint,169152,20530,2053,16238592,4059648,2030467,16238592,584589312,curve
round_ar,AR3,earned_forge,checkpoint,169344,20590,2059,16257024,4064256,2032713,16257024,585252864,curve
