trial,seed,closure_initial,closure_relaxed,nearest,nearest_dist,mean_vsa,max_vsa
126,967983d03f3dc431,2490831998,7037107,NETWORK,237,257.1000,283
127,88a32f63162d1170,2546968325,7036345,NETWORK,238,257.4000,278
128,a686b2c9730aec76,2541267006,7045854,SHADOW,238,257.4000,286
129,a3c4449e2626b033,2546574015,7053506,NETWORK,234,255.5000,275
130,f93ff2a60327dfaa,2480203846,7063225,NETWORK,237,254.7000,277
131,e9eb8d3f012cc6c4,2655339698,7041784,SHADOW,238,257.4000,280
132,f3ba016352bccaa9,2485982069,7045592,NETWORK,240,257.1000,282
133,171181951f4abc6c,2461837750,7047076,NETWORK,233,256.4000,277
134,5d7094e2341e754b,2487142698,7040294,SHADOW,238,256.5000,280
135,4d97b5f99e684b37,2419724178,7050899,NETWORK,235,257.2000,277
136,b8cb184df81e40c9,2376903257,7068516,NETWORK,236,254.7000,272
137,f299b795e27c008a,2523429285,7045584,NETWORK,238,256.9000,282
138,29450eddd2ea158b,2508319360,7044649,NETWORK,237,256.1000,281
139,abd7e5df74a2a202,2415160394,7045533,NETWORK,234,257.7000,280
140,816665c37e16a3d3,2594809960,7044767,NETWORK,236,257.2000,280
141,6cff846807683081,2531573748,7041890,SHADOW,232,257.5000,278
142,5455456a8a21f029,2407990801,7045516,NETWORK,238,256.6000,284
143,373432163641ec62,2512774273,7051944,NETWORK,236,256.4000,276
144,ef71ba2e1235cc1b,2605406668,7041224,SHADOW,239,257.6000,279
145,499bb73b40c36c8c,2624707768,7038624,SHADOW,240,257.6000,282
146,8cab760edc2b7ac8,2501575754,7057258,NETWORK,236,255.4000,270
147,e95a36e89d667109,2600792571,7038612,NETWORK,238,256.6000,278
148,db1e4b478bf81326,2569796342,7071555,NETWORK,236,255.9000,275
149,c0337b68e1243e9b,2491678603,7046058,NETWORK,236,257.2000,272
150,aa744f2b3ad8248,2568251037,7046753,SHADOW,235,257.0000,281
151,a268017980a84c08,2588008248,7033495,NETWORK,240,255.5000,278
152,edbc4b5e9782609a,2558224379,7054401,NETWORK,236,255.2000,274
153,391f050ccc264772,2420860162,7044821,NETWORK,236,256.4000,278
154,b59a83d208bd1afa,2667871742,7047913,NETWORK,236,257.5000,282
155,54d3bd5f26cee454,2604398725,7043089,NETWORK,239,256.9000,283
156,a0ee2e86cb8a1f85,2645096553,7039677,NETWORK,238,256.6000,280
157,3bfed024cf748335,2402461842,7049278,NETWORK,237,257.2000,277
158,95ff07f49f6f3eff,2545617051,7045107,NETWORK,238,257.2000,280
159,dc8abd5152fbbf23,2479982817,7067196,NETWORK,234,255.4000,272
160,bb4c4e486eeb2bf1,2561608771,7040400,SHADOW,234,256.4000,278
161,87026bd2686ab1e,2540729988,7052235,SHADOW,237,256.4000,281
162,5566a0a5e91e3869,2688300223,7047318,SHADOW,238,257.5000,276
163,d5caa1c57bf51495,2501656022,7039605,SHADOW,237,257.2000,279
164,a19f911151f07a21,2663677345,7047322,NETWORK,236,254.7000,274
165,871d6a48a34478a6,2657344570,7053874,NETWORK,235,254.9000,277
166,e4a6e23a12139ef8,2514030458,7062498,NETWORK,236,255.7000,269
167,c8922e2f48c2885d,2626380475,7071353,NETWORK,232,254.3000,272
168,d85f37e690bce45c,2572198535,7031816,SHADOW,236,255.9000,278
169,790ee0943f6f3120,2511257908,7078537,NETWORK,234,254.2000,276
170,9e08e7f4da1c01a2,2629542642,7042380,SHADOW,240,256.0000,276
171,e885e4a267f0e4fa,2648967984,7032414,SHADOW,236,257.5000,278
172,ff4a37980f4319f3,2467295842,7053511,NETWORK,235,256.9000,277
173,dcde4b235090427f,2594247620,7047194,SHADOW,240,257.0000,284
174,bd9d5e511852716e,2634902969,7050530,NETWORK,234,257.0000,282
175,9b28bd61c5349164,2539703710,7038999,SHADOW,240,257.1000,280
176,1b9dcdb1c6f604e2,2469301546,7049383,NETWORK,234,256.8000,280
177,e93ae20d52a2f2cb,2428578094,7041994,NETWORK,238,256.4000,282
178,d47482fe994a2a6b,2459782051,7054067,SHADOW,238,255.1000,268
179,40da23100476d73f,2447272962,7048657,NETWORK,237,256.3000,279
180,41ef7ab9f91b070,2539803848,7050463,NETWORK,237,257.2000,283
181,5355de8f99d83e75,2469334203,7067271,NETWORK,234,255.1000,270
182,7cb75a905c46ed88,2438573894,7042471,SHADOW,236,255.1000,278
183,a4ae195c854ed9f1,2610733373,7047072,NETWORK,234,256.3000,280
184,3336dfc8af63f0d1,2502200561,7039714,SHADOW,236,257.3000,276
185,10a5449ccdc88e,2631327185,7067902,NETWORK,233,254.8000,272
186,e0dbde2b1800c57e,2513607423,7046806,NETWORK,238,256.1000,278
187,820552a1a4603c8e,2592832846,7047013,SHADOW,239,257.6000,283
188,8ebf735ade9943f9,2559786199,7043947,SHADOW,237,258.0000,281
189,bee11c12cc86c3ca,2424913463,7047876,NETWORK,238,257.4000,282
190,3475a408240e9750,2465606258,7046607,NETWORK,236,256.2000,280
191,5b9b8432d9ad4f03,2628043469,7060772,NETWORK,235,255.0000,269
192,1b3b80190208392d,2553705621,7041550,SHADOW,236,257.6000,284
193,5e5bb959a8045c32,2495946419,7040443,SHADOW,241,257.9000,283
194,e3ac0c98c5b771a0,2455654785,7068806,NETWORK,234,255.3000,274
195,197bb0ed3964ecda,2459952148,7041930,SHADOW,241,256.1000,277
196,5803ac583c39ed54,2434864312,7045519,NETWORK,233,257.2000,283
197,1409ec9b42a2b6b8,2594562795,7058149,NETWORK,234,255.0000,272
198,4972c41a99edbf9f,2493672893,7038079,NETWORK,237,256.5000,281
199,e697a98b03af1789,2523166768,7041439,NETWORK,238,257.6000,282
200,a765439124f7d3d9,2557765658,7046856,NETWORK,237,255.2000,277
201,768b046875d62394,2640545551,7048320,NETWORK,235,257.7000,279
202,aa7a922d95a98ee4,2528841039,7049207,NETWORK,236,257.2000,272
203,939ef00c969490cd,2468764808,7048180,SHADOW,237,256.8000,281
204,ffa7d11214b22c33,2506050796,7043158,NETWORK,234,256.7000,284
205,835ed91ddc67810a,2481262698,7050505,SHADOW,240,255.2000,278
206,886a3b4b6849991e,2758408592,7043475,SHADOW,238,256.4000,278
207,cb9a21d6bacc4c6f,2541411591,7046602,SHADOW,237,256.8000,281
208,dc596d3cc3ecd626,2569570786,7056975,NETWORK,231,255.0000,273
209,b1efa5ba6d6ed638,2672564312,7042488,NETWORK,241,257.2000,275
210,6f2304707e837645,2581999711,7058617,NETWORK,234,255.1000,274
211,2d944272a6ee43c6,2735108775,7037048,SHADOW,237,256.5000,279
212,1a830871d0416248,2496591271,7056448,SHADOW,235,254.5000,273
213,b6d942ef13c4f088,2513358528,7076002,NETWORK,230,254.3000,274
214,6d66367a3c6a8e5,2550591923,7048745,SHADOW,236,256.9000,280
215,48802a2f667f2a6e,2577741532,7046166,SHADOW,239,257.3000,281
216,8a9d88954cb83c05,2578405977,7044354,NETWORK,238,257.1000,280
217,4f1489cca6eaa256,2653507239,7045318,SHADOW,240,256.7000,282
218,2d9db4b33372f6a2,2519541815,7047253,NETWORK,236,256.7000,278
219,2130e5941dd0250a,2525327282,7046112,SHADOW,238,256.7000,278
220,a6394b113acda75b,2612089663,7048047,NETWORK,233,255.7000,279
221,bac20574f5c965f4,2510176233,7035114,NETWORK,239,256.0000,281
222,ec35498a51dfa31e,2441997538,7038286,SHADOW,236,257.6000,282
223,836436949360267e,2661847915,7041393,SHADOW,235,254.2000,277
224,4073307695441ddc,2592856101,7055361,NETWORK,237,256.6000,279
225,8a77174a7819fd81,2594739704,7041550,NETWORK,236,256.2000,278
226,717e9e6a48feaf05,2573467466,7045003,NETWORK,235,256.4000,281
227,d379c46737abd722,2509672342,7042620,SHADOW,238,256.5000,276
228,45d4b2185c67dbbf,2404754893,7072363,NETWORK,232,255.1000,276
229,b630d58056dd3ed2,2598133958,7044375,SHADOW,236,256.9000,280
230,792948309f4e308c,2594570521,7030253,NETWORK,238,257.3000,278
231,259d30973417e74d,2568871414,7045160,NETWORK,237,256.2000,275
232,63a349a4ec5b0753,2629527746,7062710,NETWORK,233,254.6000,274
233,866cbfd0ba15078f,2563633111,7055793,SHADOW,237,256.3000,275
234,613223271d3e682,2461898328,7037360,NETWORK,236,256.5000,280
235,553468281b9d50e5,2553798384,7039435,SHADOW,236,257.0000,276
236,3ee5f6f23134230d,2503572592,7049239,NETWORK,238,257.0000,278
237,ba4dff955fb94b5a,2636326347,7054613,NETWORK,236,255.0000,274
238,25bf30b49164dbf2,2631706188,7035435,SHADOW,237,257.9000,281
239,57287ad59ebbe806,2510319770,7043016,NETWORK,237,257.0000,279
240,da7f67ad9843e1d6,2401268093,7047523,NETWORK,237,256.6000,279
241,3d593960d5c5b09,2326832421,7038253,NETWORK,235,256.5000,279
242,56731c2e221e6b10,2536259996,7034883,SHADOW,237,257.5000,279
243,ceea5f72602686f6,2557989751,7048141,NETWORK,238,257.3000,280
244,5af55f344827ac1d,2504521058,7044041,NETWORK,236,257.7000,280
245,e462007e19caf5c1,2352039055,7052854,NETWORK,231,255.1000,279
246,fe9b3048728f3a15,2513843156,7038191,SHADOW,237,256.9000,279
247,2656f07058a25d8d,2581335945,7044364,NETWORK,236,256.5000,282
248,bda5d91ea5d6f437,2657170812,7041282,NETWORK,237,256.6000,281
249,a6d4d870c5b1d149,2547774246,7048432,SHADOW,237,255.9000,279
250,66f26be16540d46b,2415062122,7041591,NETWORK,236,256.6000,278
251,40021388ada47417,2489588582,7046035,NETWORK,239,256.8000,273
252,c2b1094786a53923,2566532710,7045896,SHADOW,239,255.2000,273
253,9de5ced654149156,2606140924,7046028,NETWORK,235,256.8000,279
254,c8c65c18e915af97,2535161036,7047451,SHADOW,236,256.2000,274
255,ef84b9a82c2c8d15,2676642048,7048149,NETWORK,237,255.4000,279
256,f648421a27ca8ae0,2442127733,7036944,SHADOW,236,256.8000,280
257,85192a2d3a2b7feb,2525107060,7035794,SHADOW,240,257.0000,280
258,e74875695d6fea0e,2417113856,7045976,SHADOW,238,255.5000,280
259,ee0ddbb1acada5b3,2543472551,7039397,SHADOW,241,256.5000,279
260,f7990045e3ac673a,2515526944,7035903,SHADOW,240,256.5000,282
261,9012e1239c988404,2520776451,7045427,SHADOW,240,257.4000,284
262,7c9042c6ebecf2ff,2465855412,7045996,SHADOW,237,256.2000,281
263,9acd2c06026dee31,2470081102,7048973,NETWORK,235,255.8000,277
264,519b7962f1658152,2500629890,7046355,NETWORK,234,255.7000,278
265,60b3b86a11d1576d,2506777206,7045366,NETWORK,236,256.7000,280
266,b181e8ef6415a8c6,2526945486,7044895,NETWORK,236,256.3000,280
267,fef9dbcc789d70a2,2574747834,7034101,SHADOW,239,256.7000,275
268,8099a6ba9b2db9ea,2516127183,7039986,NETWORK,239,257.3000,283
269,b3b913994fc95866,2479667276,7050061,NETWORK,235,256.4000,281
270,af907224964b1b09,2552135499,7039108,NETWORK,237,257.1000,275
271,738b82a72a681b07,2577618400,7050771,NETWORK,240,257.8000,282
272,66ccf8b5c09ce43,2576366491,7047800,NETWORK,240,256.2000,278
273,7851a80236ef9644,2546083707,7049092,NETWORK,238,255.8000,282
274,1833701ff785e74e,2395332228,7040828,SHADOW,237,255.6000,279
275,fc038d4de0a15f42,2615909102,7042790,SHADOW,235,256.9000,283
276,fe990778db8b8b4a,2628701734,7043308,NETWORK,235,256.1000,281
277,5abafbf64f5aaa6a,2464175933,7047575,SHADOW,240,255.1000,278
278,6aab72ba3c7e0d32,2248616523,7045487,NETWORK,236,254.5000,272
279,9a8c2f39ea9abcf,2432658889,7048420,SHADOW,235,255.7000,277
280,6bc549ab8f0fcadc,2473127092,7064417,NETWORK,233,254.7000,271
281,3550b6b1a33444b2,2700203695,7059726,NETWORK,234,255.1000,274
282,165bba5d18444d1b,2552130342,7042080,SHADOW,236,257.3000,280
283,9eb246362f62f96b,2408593902,7045516,SHADOW,237,257.6000,283
284,a1f089632dabb8dc,2554337660,7033667,SHADOW,236,255.9000,280
285,215e38b864239e0,2526361406,7033951,NETWORK,237,256.7000,283
286,5d24616f679b00a9,2605867029,7033218,SHADOW,240,257.2000,278
287,4dfcd4f8ffe3822d,2502130205,7034300,NETWORK,234,256.7000,276
288,879c930ad90faa3e,2467370763,7073250,SHADOW,235,255.2000,273
289,52a3308027f09dcb,2520944715,7037180,SHADOW,239,256.3000,277
290,769d359e6a5be7b,2579265841,7044819,NETWORK,237,255.9000,277
291,6e5dcf332db76a11,2721673251,7047134,NETWORK,236,256.0000,272
292,cd2ee1bb85263d1b,2432612393,7064759,SHADOW,236,255.2000,274
293,dc1e41f83bbe9d30,2617755620,7043327,SHADOW,241,257.3000,281
294,3e77338f7f648d0,2497761553,7035404,SHADOW,236,255.6000,282
295,8cd0ceb7af3a4a7f,2424745481,7045851,NETWORK,237,256.2000,279
296,f29b706243a9dc44,2447675965,7050159,NETWORK,235,256.2000,279
297,cb51ca2bcc13b05b,2430235986,7046496,NETWORK,237,256.0000,281
298,8001c9a35a09dfc7,2484917329,7062727,NETWORK,236,255.5000,274
299,f8efa7d01822cb2f,2482822710,7038991,NETWORK,237,256.7000,279
300,3dc72a54150dbaae,2465065515,7058103,NETWORK,232,255.2000,272
301,1a432f366eba4879,2482700248,7062455,SHADOW,240,255.0000,276
302,3f17d8692029ab3a,2330930280,7041192,NETWORK,236,256.5000,284
303,416c1c4a98a5fdcb,2505584773,7051717,NETWORK,231,255.1000,273
304,878e91713bdc0707,2480689536,7053898,NETWORK,236,256.0000,278
305,e8e35646f9b5e556,2454677529,7049860,NETWORK,236,257.0000,278
306,ea097a649c8a2310,2714422459,7045642,NETWORK,237,257.3000,281
307,369aff42c22886dd,2444837889,7045405,NETWORK,238,257.7000,282
308,bff26c523407822b,2569761357,7046665,NETWORK,240,256.4000,278
309,a97d84fa0950b330,2457500322,7056182,NETWORK,235,255.7000,277
310,63190c376799568,2622797258,7037242,SHADOW,237,255.7000,279
311,32939a3f678272da,2500424286,7053948,NETWORK,238,257.3000,282
312,c1d6f6e8484d6582,2535738906,7038264,SIGNAL,241,256.4000,276
313,9d0f5fb78e621880,2517232861,7046217,NETWORK,241,257.7000,281
314,76e881fbbf8a4b83,2637171906,7066231,NETWORK,234,255.3000,276
315,85be71d65653e150,2481141764,7047650,SHADOW,239,257.2000,283
316,970cd1af0279e750,2585769184,7048943,SHADOW,236,258.1000,278
317,e675938c491b9be0,2593447357,7051232,NETWORK,235,255.7000,279
318,c9212166f71eee9c,2603143585,7045011,NETWORK,239,256.5000,281
319,5f33f1303b219178,2613198748,7041811,NETWORK,236,257.0000,280
320,2477008279f865,2585989038,7038917,SHADOW,236,256.8000,278
321,e36543695f773e77,2504424614,7064726,NETWORK,235,254.8000,271
322,6679e421070b530f,2527769306,7040996,NETWORK,238,255.1000,278
323,2b4f5f9a0a41b26f,2639625291,7039909,NETWORK,237,257.6000,279
324,d3beeaf8cb11caa1,2601526181,7038828,SHADOW,235,257.7000,277
325,6ca653588a9665fc,2570223452,7046310,SHADOW,236,257.3000,280
326,1a7a0222f1dca455,2589637781,7049102,NETWORK,234,255.8000,280
327,4c8d3182f0f806da,2643892039,7031935,SHADOW,238,256.0000,280
328,2ada12891c4e0ead,2542668405,7040477,SHADOW,240,257.7000,278
329,165a862150c699b2,2585858076,7053210,NETWORK,238,256.7000,286
330,44e43c2bb71cd321,2486984982,7055641,NETWORK,233,254.3000,271
331,375e95be22b5bb,2558110668,7046953,NETWORK,236,255.6000,280
332,a37c9c7f135b31f9,2626370174,7037470,NETWORK,238,256.7000,274
333,d77777f6dd5c9ed7,2422904502,7035921,NETWORK,239,257.2000,283
334,f4702de8c9e5cc1d,2511423471,7067108,NETWORK,233,255.1000,275
335,24ea8bc6702e6ab7,2446150768,7049920,NETWORK,239,256.4000,275
336,efe7facb9dba20d6,2470255746,7037595,SHADOW,239,256.7000,281
337,70927167fc9268e7,2475186017,7036537,SHADOW,238,256.1000,280
338,7964ea5dd911cc04,2542200988,7037464,NETWORK,236,257.6000,276
339,7173ab4886428f1d,2487503914,7048533,SHADOW,237,257.8000,283
340,52a58e8719e77e1e,2607036609,7038327,SHADOW,243,257.1000,279
341,affa1e75ffb590b3,2517566525,7057300,NETWORK,237,255.1000,281
342,3db9f19bb3a8cdf3,2513467437,7059422,NETWORK,232,255.5000,273
343,c7aadee1feeea80b,2623208086,7037143,NETWORK,236,256.6000,280
344,c87d330a571237c5,2463063321,7059526,NETWORK,233,254.4000,275
345,caf697c39511e5b0,2512479892,7063447,NETWORK,234,255.2000,275
346,cce785a5c3681396,2505066889,7066581,NETWORK,234,254.3000,274
347,bee2e2dfec56f701,2513477255,7056784,SHADOW,237,254.6000,275
348,e54d8a524ee2f846,2521072025,7041178,NETWORK,237,257.4000,281
349,64059b8f2e1a5605,2608123622,7043318,NETWORK,238,257.4000,280
350,b363e6946641d269,2508964793,7052246,NETWORK,235,255.8000,283
351,55dc2b9c185bde3d,2523545650,7045168,NETWORK,235,257.2000,277
352,892d831122d29256,2624364413,7037211,SHADOW,238,256.3000,280
353,15a4db04a0f79974,2463484364,7053329,NETWORK,231,254.8000,277
354,cfdb72b207576032,2473223634,7049703,NETWORK,239,255.7000,275
355,d502e59264fe6d2e,2548156437,7055850,SHADOW,237,258.1000,283
356,2390e0cefdd87de1,2498739816,7049637,NETWORK,236,257.3000,278
357,330cec239291d10c,2339709617,7040299,SHADOW,233,257.0000,279
358,28a4b450bf4f1748,2595162935,7063141,NETWORK,233,254.7000,271
359,180d45114326ad57,2538375899,7046626,NETWORK,232,254.2000,272
360,5bbdfbc4ecfcdee8,2464679592,7052542,SHADOW,237,255.5000,277
361,3afe31c895b8ab63,2493872901,7045078,NETWORK,238,256.7000,282
362,f24d3f1f42a9f79d,2580034404,7041906,NETWORK,237,256.5000,281
363,ca0c965b64c6b31a,2523938882,7062682,NETWORK,233,254.4000,271
364,11b9635de4af471c,2685441766,7048204,NETWORK,234,255.9000,274
365,b69b58ef601700bc,2442270928,7041890,SHADOW,235,255.2000,279
366,7fdd32ba1ffde1f8,2520565729,7038523,NETWORK,238,257.6000,280
367,9f9733a483b5eca,2492891835,7047849,NETWORK,236,254.1000,276
368,1668ca226e3d049b,2582194005,7048804,NETWORK,232,254.5000,274
369,c036e97f78c3e5f6,2506972044,7044506,NETWORK,236,257.5000,276
