trial,seed,closure_initial,closure_relaxed,nearest,nearest_dist,mean_vsa,max_vsa
0,6e789e6aa1b965f4,2476793255,7035660,SHADOW,240,257.5000,282
1,beeb8da1658eec67,2573577689,7036789,NETWORK,236,257.0000,280
2,bfc846100bfc1e42,2522060190,7040136,SHADOW,238,255.7000,282
3,b3466f8a7b81a989,2557805022,7042182,NETWORK,235,256.4000,277
4,e474c66a4b98b030,2460992085,7037077,SHADOW,239,257.2000,281
5,c097314d939736f8,2496753573,7059174,NETWORK,234,254.8000,272
6,72419db23951df99,2502717612,7047992,SHADOW,240,257.1000,284
7,44c3cd7f43c661c,2515362788,7061637,NETWORK,235,254.9000,271
8,9ca8a164477d7801,2556332721,7047498,NETWORK,236,255.6000,280
9,c02d8a5e87afea62,2590650789,7042953,SHADOW,238,256.5000,276
10,bbff7c596e26ce46,2541700637,7039749,NETWORK,236,256.9000,280
11,432a5cd27a6b13a1,2519930637,7048768,NETWORK,235,256.0000,275
12,f080aa269da8a457,2536051669,7047671,NETWORK,238,255.3000,270
13,5424e3deaf36a071,2599471874,7042196,SHADOW,236,256.8000,282
14,124119f8f5acc27a,2418894805,7050146,NETWORK,238,256.7000,282
15,c7b81777bba81f50,2537223159,7046501,SHADOW,238,256.9000,278
16,145a11cac985644b,2513141401,7064224,NETWORK,233,254.8000,273
17,6434ff62b4e8edd1,2646598351,7052609,NETWORK,237,255.2000,273
18,b6d46a242257c018,2461893802,7044092,NETWORK,234,257.4000,278
19,1ddb4fcdd7c6d93a,2585258225,7042483,NETWORK,237,257.3000,275
20,4f73460a7fd6485,2511532301,7033266,NETWORK,237,256.8000,281
21,ea4fff2925fed5bf,2654527396,7051730,NETWORK,233,255.9000,272
22,ef9983fb367d464e,2686705116,7057511,SHADOW,238,255.5000,276
23,993810e13b72e5f7,2470353249,7046559,SHADOW,239,255.5000,277
24,a56a748bb815cbab,2560687533,7057514,NETWORK,238,255.8000,272
25,21541a4c43555ce8,2650306339,7042736,NETWORK,235,256.5000,281
26,74196ed460e5206b,2570573290,7049404,NETWORK,239,257.8000,281
27,abf8064ca5c7fe0a,2598539813,7045289,SHADOW,235,255.8000,279
28,b579d288df624bb6,2488263812,7036215,NETWORK,236,256.0000,280
29,ba57b7db607f9d1a,2460207097,7048369,NETWORK,237,255.4000,273
30,b8677ef8de17555c,2489812690,7039995,NETWORK,235,257.0000,281
31,bcd4dd2543bf3fd8,2581644362,7036056,SHADOW,239,257.6000,277
32,98129755f89e39e4,2502209880,7036719,NETWORK,238,256.9000,282
33,134268759688c202,2509658770,7038352,NETWORK,236,257.2000,282
34,ce4c7f759a91ae81,2521524083,7043160,SHADOW,239,257.6000,283
35,9a8c505971939232,2489678431,7044528,SHADOW,235,256.3000,279
36,56bdc90c44f66b09,2492224951,7043323,SHADOW,239,256.3000,279
37,b667b9039ae8a58a,2555923008,7042184,SHADOW,238,257.8000,280
38,1ded1ddfeec586e,2446517273,7041056,NETWORK,238,257.2000,282
39,e60bb9617aa6ed70,2616838511,7051052,SHADOW,238,256.5000,278
40,f8ef8aea0035a71b,2457599076,7065786,NETWORK,231,254.4000,271
41,992ffac69a7acd4c,2431133298,7041380,SHADOW,240,257.5000,284
42,28efe333b266f103,2573233717,7068193,NETWORK,233,254.3000,273
43,9cde98852e60034b,2538705756,7044513,NETWORK,235,257.0000,279
44,90f83af9167b6122,2478123677,7049486,SHADOW,237,256.6000,281
45,fb624bd98f2be6c4,2562410920,7041952,SHADOW,240,258.0000,278
46,2d68938cb83c2015,2554614268,7046066,SHADOW,235,257.6000,279
47,4a0fc32026e8cb6b,2443328912,7048486,NETWORK,237,256.6000,281
48,a9d2046c27881241,2599094507,7038721,NETWORK,235,257.9000,275
49,5a07ae9ef28d51cb,2523158419,7050524,SHADOW,239,257.0000,281
50,93eb5f0779e66277,2613576985,7048867,NETWORK,238,255.9000,278
51,5080e4863a45d029,2445775714,7052444,NETWORK,236,255.1000,273
52,37d84341320ed7ec,2593389164,7038022,NETWORK,237,257.2000,279
53,cc8037f0f65b12,2540496115,7044398,NETWORK,235,257.7000,283
54,4e7520c435bcdebe,2518488221,7034079,SHADOW,238,257.1000,284
55,7ed9fb4d4dcc031,2547495669,7038094,NETWORK,234,256.5000,276
56,b3d87520d2949899,2476122996,7032464,SHADOW,238,255.7000,278
57,70cfa3bb5ab58416,2604660353,7056678,NETWORK,236,255.1000,272
58,6d716e8fbd19e98f,2495548398,7049124,NETWORK,235,255.1000,277
59,89da4eb3e88436d0,2522308564,7053173,NETWORK,235,255.3000,274
60,22dd9b63a548252f,2585537600,7046769,SHADOW,237,257.2000,283
61,afa20b6f26a059f,2572749634,7054020,NETWORK,236,255.1000,274
62,bcb971f459c962ec,2470599687,7045920,NETWORK,235,256.3000,277
63,4c7924e17855434f,2568722845,7039452,NETWORK,236,256.7000,282
64,27b0f6e26c58cf1d,2482849202,7051466,SHADOW,236,255.8000,270
65,a3efbcce2e044f84,2538824566,7039480,NETWORK,233,256.7000,279
66,a211b519d9a09a1c,2476682929,7041813,SHADOW,239,257.4000,283
67,c4d30fba34838f11,2377377218,7043216,NETWORK,235,256.3000,275
68,db73d1b77f5c4672,2513304182,7067700,SHADOW,236,254.8000,274
69,41f49997d8eacb3d,2517031481,7040558,NETWORK,238,257.1000,280
70,32dcac7c9e946f08,2663455960,7058034,SHADOW,237,255.2000,271
71,7208f77cd2fb905a,2555650691,7048425,NETWORK,238,257.3000,280
72,cc90d92185f3c308,2598784279,7056078,NETWORK,233,255.1000,272
73,8293ca9a1d895ac9,2603433045,7066231,NETWORK,233,254.9000,277
74,3581193c6409874,2380574150,7044174,SHADOW,238,257.4000,280
75,3c2cc27c94cade7e,2629213875,7036591,NETWORK,236,257.2000,282
76,f8c72270ea450d14,2392780228,7056998,SHADOW,237,256.1000,275
77,7e54a4883a969e54,2520835257,7045413,NETWORK,231,256.2000,277
78,9cc1545e822bea27,2549571820,7039676,NETWORK,234,256.8000,282
79,bd3f66a48bd953e4,2589698642,7051537,NETWORK,237,256.9000,273
80,db88a580d4ba0f75,2524853674,7051288,SHADOW,236,256.2000,280
81,19c14d234735eace,2403136166,7040973,SHADOW,235,256.6000,281
82,c7906061e0e54e4a,2413855750,7041011,NETWORK,237,257.5000,281
83,e2c6873a45e822df,2422468649,7052426,NETWORK,235,255.2000,273
84,e44b64406e42c19e,2531090705,7053629,NETWORK,235,254.7000,275
85,dcc88b8fa154493d,2467303173,7032570,NETWORK,237,258.4000,279
86,d49af580ab63e7ba,2676108820,7036009,NETWORK,237,255.1000,277
87,df0526e805332605,2460748650,7043864,NETWORK,234,256.4000,276
88,23f9d5b54838a32d,2535046574,7075981,NETWORK,235,255.0000,275
89,b6ac9c29bc9e2b39,2514449103,7044953,SHADOW,239,256.8000,279
90,f95da216f8efc151,2478400172,7048579,NETWORK,235,254.8000,275
91,509aa85ead7bf074,2505743954,7034749,NETWORK,237,256.1000,279
92,ec9c2fa2b6081484,2523183041,7034659,NETWORK,239,256.3000,279
93,a1f9560f0c039b2d,2572749045,7042391,NETWORK,237,257.3000,279
94,2e749ea4b7c3d08e,2707184930,7046861,SHADOW,238,256.0000,276
95,6d16bf441c521f6a,2601692594,7045658,NETWORK,236,256.2000,280
96,c305b55273f09a3d,2552836435,7041576,SHADOW,237,256.8000,283
97,cfcbbc26a92eae52,2613753561,7053172,NETWORK,233,254.1000,275
98,dcf3aa47b91f209a,2607940737,7052972,NETWORK,236,257.1000,282
99,81ab918879d69a4,2568496960,7043432,NETWORK,238,255.8000,276
100,3bc38d6c6b89fe4,2483411563,7052775,NETWORK,236,255.2000,276
101,466a7d0954b76a3,2400488183,7036915,NETWORK,237,255.6000,275
102,989b810659c5a8bc,2560321727,7042029,NETWORK,239,256.8000,283
103,a909a1d80c374b1b,2398696586,7045609,SHADOW,240,255.9000,272
104,1408a9db15ba6483,2491145515,7045310,NETWORK,233,256.3000,279
105,488dacb220274c43,2494933584,7047213,NETWORK,235,256.3000,279
106,b6d38968c8a14052,2497988381,7036915,SHADOW,234,256.9000,280
107,7593ede49c8a6d72,2484993060,7039922,NETWORK,234,256.4000,276
108,c37ba70150f0a022,2523098352,7047252,NETWORK,237,256.3000,281
109,de79ecdd204a14ae,2630203710,7044753,NETWORK,236,257.1000,278
110,25238402863aae04,2555117515,7055499,NETWORK,237,254.5000,272
111,830e76017ba2d95d,2627896852,7052573,NETWORK,236,255.4000,274
112,c9c69f070558bd25,2471466225,7037191,SHADOW,238,256.2000,282
113,db57cca21df16c58,2476620341,7057429,NETWORK,234,255.3000,275
114,65a2cbbcce445870,2478575878,7046147,SHADOW,239,256.7000,281
115,457933cdd7e15b0d,2561171327,7039149,SHADOW,239,257.3000,285
116,d5c488aada832cd0,2464275441,7053716,NETWORK,236,256.0000,279
117,77880f83cde6257e,2510760066,7041984,SHADOW,237,257.3000,283
118,3bd3f66085c67635,2461522950,7050522,SHADOW,240,255.4000,274
119,1420e7b229e50edf,2505878751,7042336,SHADOW,236,257.0000,280
120,a960fbadc05f956,2492357106,7048452,NETWORK,235,256.2000,277
121,a4030097862f02a9,2441781089,7050190,NETWORK,241,257.9000,281
122,6d7199ef1ab00c51,2625125579,7042489,SHADOW,240,257.9000,280
123,fa023ce9f06fb77c,2474800948,7048308,SHADOW,235,257.9000,287
124,d809d16b79bc99a4,2435498279,7050142,SHADOW,238,256.2000,280
125,317cc0fa569e4021,2367587271,7031318,SHADOW,239,256.8000,281
