iter,best_avalanche,best_balance,best_period,best_chisq,best_length,best_composite,accepted,beats_ref
0,26.7769,31.5664,4096,275.3750,5,-7.1032,1,0
1,26.7769,31.5664,4096,275.3750,5,-7.1032,2,0
2,26.7769,31.5664,4096,275.3750,5,-7.1032,2,0
3,26.7769,31.5664,4096,275.3750,5,-7.1032,2,0
4,26.7769,31.5664,4096,275.3750,5,-7.1032,3,0
5,26.7769,31.5664,4096,275.3750,5,-7.1032,4,0
6,26.7769,31.5664,4096,275.3750,5,-7.1032,5,0
7,26.7769,31.5664,4096,275.3750,5,-7.1032,5,0
8,26.7769,31.5664,4096,275.3750,5,-7.1032,6,0
9,26.7769,31.5664,4096,275.3750,5,-7.1032,7,0
10,26.7769,31.5664,4096,275.3750,5,-7.1032,8,0
11,26.7769,31.5664,4096,275.3750,4,-6.6032,9,0
12,26.7769,31.5664,4096,275.3750,4,-6.6032,10,0
13,26.7769,31.5664,4096,275.3750,4,-6.6032,10,0
14,26.8062,31.9727,4096,261.6250,8,-6.1414,11,0
15,26.8062,31.9727,4096,261.6250,8,-6.1414,11,0
16,26.8062,31.9727,4096,261.6250,8,-6.1414,12,0
17,26.8062,31.9727,4096,261.6250,8,-6.1414,13,0
18,26.8062,31.9727,4096,261.6250,8,-6.1414,13,0
19,26.8062,31.9727,4096,261.6250,8,-6.1414,13,0
20,26.8062,31.9727,4096,261.6250,8,-6.1414,14,0
21,26.8062,31.9727,4096,261.6250,8,-6.1414,14,0
22,26.8062,31.9727,4096,261.6250,8,-6.1414,15,0
23,26.8062,31.9727,4096,261.6250,8,-6.1414,16,0
24,26.7100,31.8438,4096,275.3750,4,-5.8854,17,0
25,26.7100,31.8438,4096,275.3750,4,-5.8854,17,0
26,26.7100,31.8438,4096,275.3750,4,-5.8854,18,0
27,26.7100,31.8438,4096,275.3750,4,-5.8854,18,0
28,26.7100,31.8438,4096,275.3750,4,-5.8854,19,0
29,26.7100,31.8438,4096,275.3750,4,-5.8854,20,0
30,26.7100,31.8438,4096,275.3750,4,-5.8854,20,0
31,26.7100,31.8438,4096,275.3750,4,-5.8854,20,0
32,26.7100,31.8438,4096,275.3750,4,-5.8854,21,0
33,26.7100,31.8438,4096,275.3750,4,-5.8854,22,0
34,26.7100,31.8438,4096,275.3750,4,-5.8854,23,0
35,26.7100,31.8438,4096,275.3750,4,-5.8854,24,0
36,26.7100,31.8438,4096,275.3750,4,-5.8854,25,0
37,26.7100,31.8438,4096,275.3750,4,-5.8854,25,0
38,26.7100,31.8438,4096,275.3750,4,-5.8854,26,0
39,26.7100,31.8438,4096,275.3750,4,-5.8854,27,0
40,26.8062,31.9727,4096,261.6250,7,-5.6414,28,0
41,26.8062,31.9727,4096,261.6250,7,-5.6414,28,0
42,26.8062,31.9727,4096,261.6250,7,-5.6414,29,0
43,26.8062,31.9727,4096,261.6250,7,-5.6414,30,0
44,26.8062,31.9727,4096,261.6250,7,-5.6414,30,0
45,26.8062,31.9727,4096,261.6250,7,-5.6414,31,0
46,26.8062,31.9727,4096,261.6250,7,-5.6414,32,0
47,26.8062,31.9727,4096,261.6250,7,-5.6414,32,0
48,26.8062,31.9727,4096,261.6250,7,-5.6414,32,0
49,26.8062,31.9727,4096,261.6250,7,-5.6414,32,0
50,26.8062,31.9727,4096,261.6250,7,-5.6414,33,0
51,26.8062,31.9727,4096,261.6250,7,-5.6414,34,0
52,26.8062,31.9727,4096,261.6250,7,-5.6414,35,0
53,26.8062,31.9727,4096,261.6250,7,-5.6414,36,0
54,26.8062,31.9727,4096,261.6250,7,-5.6414,37,0
55,26.8062,31.9727,4096,261.6250,7,-5.6414,38,0
56,26.8062,31.9727,4096,261.6250,7,-5.6414,38,0
57,26.8062,31.9727,4096,261.6250,7,-5.6414,39,0
58,26.8062,31.9727,4096,261.6250,7,-5.6414,40,0
59,26.8062,31.9727,4096,261.6250,7,-5.6414,41,0
60,26.8062,31.9727,4096,261.6250,7,-5.6414,41,0
61,26.8062,31.9727,4096,261.6250,7,-5.6414,42,0
62,26.8062,31.9727,4096,261.6250,7,-5.6414,43,0
63,26.8062,31.9727,4096,261.6250,7,-5.6414,44,0
64,26.8062,31.9727,4096,261.6250,7,-5.6414,44,0
65,26.8062,31.9727,4096,261.6250,7,-5.6414,45,0
66,26.8062,31.9727,4096,261.6250,7,-5.6414,46,0
67,26.8062,31.9727,4096,261.6250,7,-5.6414,47,0
68,26.8062,31.9727,4096,261.6250,7,-5.6414,47,0
69,26.8062,31.9727,4096,261.6250,7,-5.6414,47,0
70,26.8062,31.9727,4096,261.6250,7,-5.6414,47,0
71,26.8062,31.9727,4096,261.6250,7,-5.6414,47,0
72,26.8062,31.9727,4096,261.6250,7,-5.6414,48,0
73,26.8062,31.9727,4096,261.6250,7,-5.6414,48,0
74,26.8062,31.9727,4096,261.6250,7,-5.6414,49,0
75,26.8062,31.9727,4096,261.6250,7,-5.6414,49,0
76,26.8062,31.9727,4096,261.6250,7,-5.6414,50,0
77,26.8062,31.9727,4096,261.6250,7,-5.6414,50,0
78,26.8062,31.9727,4096,261.6250,7,-5.6414,51,0
79,26.8062,31.9727,4096,261.6250,7,-5.6414,52,0
80,26.8062,31.9727,4096,261.6250,7,-5.6414,52,0
81,26.8062,31.9727,4096,261.6250,7,-5.6414,53,0
82,26.8062,31.9727,4096,261.6250,7,-5.6414,54,0
83,26.8062,31.9727,4096,261.6250,7,-5.6414,55,0
84,26.8062,31.9727,4096,261.6250,7,-5.6414,55,0
85,26.8062,31.9727,4096,261.6250,7,-5.6414,56,0
86,26.8062,31.9727,4096,261.6250,7,-5.6414,56,0
87,26.8062,31.9727,4096,261.6250,7,-5.6414,57,0
88,26.8062,31.9727,4096,261.6250,6,-5.1414,58,0
89,26.8062,31.9727,4096,261.6250,6,-5.1414,58,0
90,26.8062,31.9727,4096,261.6250,6,-5.1414,59,0
91,26.8062,31.9727,4096,261.6250,6,-5.1414,60,0
92,26.8062,31.9727,4096,261.6250,6,-5.1414,61,0
93,26.8062,31.9727,4096,261.6250,6,-5.1414,62,0
94,26.8062,31.9727,4096,261.6250,6,-5.1414,63,0
95,26.8062,31.9727,4096,261.6250,6,-5.1414,64,0
96,26.8062,31.9727,4096,261.6250,6,-5.1414,65,0
97,26.8062,31.9727,4096,261.6250,6,-5.1414,65,0
98,26.8062,31.9727,4096,261.6250,6,-5.1414,65,0
99,26.8062,31.9727,4096,261.6250,6,-5.1414,66,0
100,26.8062,31.9727,4096,261.6250,6,-5.1414,67,0
101,26.8062,31.9727,4096,261.6250,6,-5.1414,68,0
102,26.8062,31.9727,4096,261.6250,6,-5.1414,68,0
103,26.8062,31.9727,4096,261.6250,6,-5.1414,68,0
104,26.8062,31.9727,4096,261.6250,6,-5.1414,69,0
105,26.8062,31.9727,4096,261.6250,6,-5.1414,70,0
106,26.8062,31.9727,4096,261.6250,6,-5.1414,71,0
107,26.8062,31.9727,4096,261.6250,6,-5.1414,72,0
108,26.8062,31.9727,4096,261.6250,6,-5.1414,72,0
109,26.8062,31.9727,4096,261.6250,5,-4.6414,73,0
110,26.8062,31.9727,4096,261.6250,5,-4.6414,74,0
111,26.8062,31.9727,4096,261.6250,5,-4.6414,75,0
112,26.8062,31.9727,4096,261.6250,5,-4.6414,76,0
113,26.8062,31.9727,4096,261.6250,5,-4.6414,77,0
114,26.8062,31.9727,4096,261.6250,5,-4.6414,78,0
115,26.8062,31.9727,4096,261.6250,5,-4.6414,78,0
116,26.8062,31.9727,4096,261.6250,5,-4.6414,79,0
117,26.8062,31.9727,4096,261.6250,5,-4.6414,80,0
118,26.8062,31.9727,4096,261.6250,5,-4.6414,81,0
119,26.8062,31.9727,4096,261.6250,5,-4.6414,82,0
120,26.8062,31.9727,4096,261.6250,5,-4.6414,83,0
121,26.8062,31.9727,4096,261.6250,5,-4.6414,84,0
122,26.8062,31.9727,4096,261.6250,5,-4.6414,85,0
123,26.8062,31.9727,4096,261.6250,5,-4.6414,86,0
124,26.8062,31.9727,4096,261.6250,5,-4.6414,87,0
125,26.8062,31.9727,4096,261.6250,5,-4.6414,87,0
126,26.8062,31.9727,4096,261.6250,5,-4.6414,88,0
127,26.8062,31.9727,4096,261.6250,5,-4.6414,89,0
128,26.8062,31.9727,4096,261.6250,5,-4.6414,89,0
129,26.8062,31.9727,4096,261.6250,5,-4.6414,89,0
130,26.8062,31.9727,4096,261.6250,5,-4.6414,90,0
131,26.8062,31.9727,4096,261.6250,5,-4.6414,91,0
132,26.8062,31.9727,4096,261.6250,5,-4.6414,92,0
133,26.8062,31.9727,4096,261.6250,5,-4.6414,93,0
134,26.8062,31.9727,4096,261.6250,5,-4.6414,94,0
135,26.8062,31.9727,4096,261.6250,5,-4.6414,95,0
136,26.8062,31.9727,4096,261.6250,5,-4.6414,96,0
137,26.8062,31.9727,4096,261.6250,5,-4.6414,97,0
138,26.8062,31.9727,4096,261.6250,5,-4.6414,98,0
139,26.8062,31.9727,4096,261.6250,5,-4.6414,99,0
140,26.8062,31.9727,4096,261.6250,5,-4.6414,99,0
141,26.8062,31.9727,4096,261.6250,5,-4.6414,99,0
142,26.8062,31.9727,4096,261.6250,5,-4.6414,100,0
143,26.8062,31.9727,4096,261.6250,5,-4.6414,101,0
144,26.8062,31.9727,4096,261.6250,5,-4.6414,101,0
145,26.8062,31.9727,4096,261.6250,5,-4.6414,102,0
146,26.8062,31.9727,4096,261.6250,5,-4.6414,103,0
147,26.8062,31.9727,4096,261.6250,5,-4.6414,103,0
148,26.8062,31.9727,4096,261.6250,5,-4.6414,103,0
149,26.8062,31.9727,4096,261.6250,5,-4.6414,103,0
150,26.8062,31.9727,4096,261.6250,5,-4.6414,103,0
151,26.8062,31.9727,4096,261.6250,4,-4.1414,104,0
152,26.8062,31.9727,4096,261.6250,4,-4.1414,105,0
153,26.8062,31.9727,4096,261.6250,4,-4.1414,106,0
154,26.8062,31.9727,4096,261.6250,4,-4.1414,107,0
155,26.8062,31.9727,4096,261.6250,4,-4.1414,108,0
156,26.8062,31.9727,4096,261.6250,4,-4.1414,108,0
157,26.8062,31.9727,4096,261.6250,4,-4.1414,109,0
158,29.6335,32.1016,4096,219.5000,5,23.3276,110,0
159,29.6335,32.1016,4096,219.5000,4,23.8276,111,0
160,29.6335,32.1016,4096,219.5000,4,23.8276,111,0
161,29.6335,32.1016,4096,219.5000,4,23.8276,111,0
162,29.6335,32.1016,4096,219.5000,4,23.8276,112,0
163,29.6335,32.1016,4096,219.5000,4,23.8276,112,0
164,29.6335,32.1016,4096,219.5000,4,23.8276,112,0
165,29.6335,32.1016,4096,219.5000,4,23.8276,113,0
166,29.6335,32.1016,4096,219.5000,4,23.8276,114,0
167,29.6335,32.1016,4096,219.5000,4,23.8276,114,0
168,29.6335,32.1016,4096,219.5000,4,23.8276,115,0
169,29.6335,32.1016,4096,219.5000,4,23.8276,116,0
170,31.2700,32.0938,4096,254.7500,4,40.2314,117,0
171,31.2700,32.0938,4096,254.7500,4,40.2314,118,0
172,31.2700,32.0938,4096,254.7500,4,40.2314,119,0
173,31.2700,32.0938,4096,254.7500,4,40.2314,119,0
174,31.2700,32.0938,4096,254.7500,4,40.2314,120,0
175,31.2700,32.0938,4096,254.7500,4,40.2314,121,0
176,31.2700,32.0938,4096,254.7500,4,40.2314,122,0
177,31.2700,32.0938,4096,254.7500,4,40.2314,123,0
178,31.2700,32.0938,4096,254.7500,4,40.2314,123,0
179,31.2700,32.0938,4096,254.7500,4,40.2314,123,0
180,31.2700,32.0938,4096,254.7500,4,40.2314,124,0
181,31.2700,32.0938,4096,254.7500,4,40.2314,124,0
182,31.2700,32.0938,4096,254.7500,4,40.2314,125,0
183,31.2700,32.0938,4096,254.7500,4,40.2314,125,0
184,31.2700,32.0938,4096,254.7500,4,40.2314,125,0
185,31.2700,32.0938,4096,254.7500,4,40.2314,125,0
186,31.2700,32.0938,4096,254.7500,4,40.2314,125,0
187,31.2700,32.0938,4096,254.7500,4,40.2314,126,0
188,31.2700,32.0938,4096,254.7500,4,40.2314,126,0
189,31.2700,32.0938,4096,254.7500,4,40.2314,127,0
190,31.2700,32.0938,4096,254.7500,4,40.2314,128,0
191,31.2700,32.0938,4096,254.7500,4,40.2314,128,0
192,31.2700,32.0938,4096,254.7500,4,40.2314,129,0
193,31.2700,32.0938,4096,254.7500,4,40.2314,130,0
194,31.2700,32.0938,4096,254.7500,4,40.2314,130,0
195,31.2700,32.0938,4096,254.7500,4,40.2314,131,0
196,31.2700,32.0938,4096,254.7500,4,40.2314,131,0
197,31.2700,32.0938,4096,254.7500,4,40.2314,131,0
198,31.2700,32.0938,4096,254.7500,4,40.2314,131,0
199,31.2700,32.0938,4096,254.7500,4,40.2314,132,0
200,31.2700,32.0938,4096,254.7500,4,40.2314,132,0
201,31.2700,32.0938,4096,254.7500,4,40.2314,132,0
202,31.2700,32.0938,4096,254.7500,4,40.2314,132,0
203,31.2700,32.0938,4096,254.7500,4,40.2314,133,0
204,31.2700,32.0938,4096,254.7500,4,40.2314,134,0
205,31.2700,32.0938,4096,254.7500,4,40.2314,135,0
206,31.2700,32.0938,4096,254.7500,4,40.2314,136,0
207,31.2700,32.0938,4096,254.7500,4,40.2314,136,0
208,31.2700,32.0938,4096,254.7500,4,40.2314,137,0
209,31.2700,32.0938,4096,254.7500,4,40.2314,137,0
210,31.2700,32.0938,4096,254.7500,4,40.2314,138,0
211,31.2700,32.0938,4096,254.7500,4,40.2314,138,0
212,31.2700,32.0938,4096,254.7500,4,40.2314,138,0
213,31.2700,32.0938,4096,254.7500,4,40.2314,139,0
214,31.2700,32.0938,4096,254.7500,4,40.2314,139,0
215,31.2700,32.0938,4096,254.7500,4,40.2314,139,0
216,31.2700,32.0938,4096,254.7500,4,40.2314,139,0
217,31.2700,32.0938,4096,254.7500,4,40.2314,140,0
218,31.2700,32.0938,4096,254.7500,4,40.2314,141,0
219,31.2700,32.0938,4096,254.7500,4,40.2314,141,0
220,31.2700,32.0938,4096,254.7500,4,40.2314,142,0
221,31.2700,32.0938,4096,254.7500,4,40.2314,143,0
222,31.2700,32.0938,4096,254.7500,4,40.2314,144,0
223,31.2700,32.0938,4096,254.7500,4,40.2314,145,0
224,31.2700,32.0938,4096,254.7500,4,40.2314,146,0
225,31.2700,32.0938,4096,254.7500,4,40.2314,147,0
226,31.2700,32.0938,4096,254.7500,4,40.2314,147,0
227,31.2700,32.0938,4096,254.7500,4,40.2314,148,0
228,31.2700,32.0938,4096,254.7500,4,40.2314,148,0
229,31.2700,32.0938,4096,254.7500,4,40.2314,148,0
230,31.2700,32.0938,4096,254.7500,4,40.2314,148,0
231,31.2700,32.0938,4096,254.7500,4,40.2314,149,0
232,31.2700,32.0938,4096,254.7500,4,40.2314,150,0
233,31.2700,32.0938,4096,254.7500,4,40.2314,150,0
234,31.2700,32.0938,4096,254.7500,4,40.2314,151,0
235,31.2700,32.0938,4096,254.7500,4,40.2314,151,0
236,31.2700,32.0938,4096,254.7500,4,40.2314,152,0
237,31.2700,32.0938,4096,254.7500,4,40.2314,152,0
238,31.2700,32.0938,4096,254.7500,4,40.2314,153,0
239,31.2700,32.0938,4096,254.7500,4,40.2314,153,0
240,31.2700,32.0938,4096,254.7500,4,40.2314,154,0
241,31.2700,32.0938,4096,254.7500,4,40.2314,155,0
