phase,seed,lens_or_arm,target,family,deg,attempt,hit,accepted,false_accept,alias,ev_lb,ev_tb,ev_cmp,ev_k0,stat,true_stat,val_stat,consistent,rank,cov_before,cov_after,r2,tax,tax_corr,evals,note
lab,0x00C1B10D20260706,LW_mod2_wht,"C09 inv parity",pipeline,28,18,0,0,0,0,0x00,0xEF,0x0000000,0,0.0651,0.0000,0.0057,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C09 inv parity",pipeline,28,18,1,1,0,0,0x00,0x00,0xFFFFFFF,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,c09_probes,"C09 inv parity",pipeline,28,18,0,0,0,0,0x00,0x00,0x0800200,0,0.0406,0.0537,0.0263,0,0,,,,,,484,"single=0.0406;subset=0.0537;gibbs_end=0.0263"
lab,0x00C1B10D20260706,L0_tb_argmax,"C09 inv parity",pipeline,28,19,0,0,0,0,0x00,0x45,0x0000000,0,0.0360,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C09 inv parity",pipeline,28,19,0,0,0,0,0x10,0xAA,0x0000000,0,0.0560,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C09 inv parity",pipeline,28,19,0,0,0,0,0x84,0x31,0x0000000,0,0.0583,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C09 inv parity",pipeline,28,19,0,0,0,0,0x75,0x00,0x0000000,0,0.0206,0.0000,0.0503,0,0,,,,,,186,
lab,0x00C1B10D20260706,LW_mod2_wht,"C09 inv parity",pipeline,28,19,0,0,0,0,0x3B,0x00,0x0000000,0,0.0514,0.0000,0.0023,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C09 inv parity",pipeline,28,19,1,1,0,0,0x00,0x00,0xFFFFFFF,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,c09_probes,"C09 inv parity",pipeline,28,19,0,0,0,0,0x00,0x00,0x0000214,0,0.0411,0.0503,0.0217,0,0,,,,,,512,"single=0.0411;subset=0.0503;gibbs_end=0.0217"
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,0,0,0,0,0,0x00,0x0E,0x0000000,0,0.0440,-0.0314,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,0,0,0,0,0,0x10,0x63,0x0000000,0,0.0549,0.0236,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,0,1,0,0,0,0x0A,0x05,0x0000000,0,0.1309,0.1041,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,0,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,0,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,0,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,1,0,0,0,0,0x00,0xA3,0x0000000,0,0.0474,-0.0057,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,1,1,0,0,0,0x01,0x0E,0x0000000,0,0.0583,0.0323,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,1,1,0,0,0,0x05,0x0A,0x0000000,0,0.1211,0.1059,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,1,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,1,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,1,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,2,0,0,0,0,0x00,0x0E,0x0000000,0,0.0474,-0.0240,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,2,0,0,0,0,0x10,0x63,0x0000000,0,0.0583,0.0226,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,2,1,0,0,0,0x0C,0x03,0x0000000,0,0.1291,0.1032,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,2,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,2,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,2,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,3,0,0,0,0,0x00,0x59,0x0000000,0,0.0486,0.0154,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,3,1,0,0,0,0x01,0x0E,0x0000000,0,0.0594,0.0433,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,3,1,0,0,0,0x0A,0x05,0x0000000,0,0.1314,0.1123,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,3,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,3,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,3,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,4,0,0,0,0,0x00,0x23,0x0000000,0,0.0497,-0.0194,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,4,0,0,0,0,0x40,0x36,0x0000000,0,0.0560,0.0200,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,4,1,0,0,0,0x0C,0x03,0x0000000,0,0.1154,0.1044,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,4,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,4,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,4,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,5,0,0,0,0,0x00,0x23,0x0000000,0,0.0480,-0.0217,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,5,0,0,0,0,0x10,0x63,0x0000000,0,0.0566,0.0231,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,5,1,0,0,0,0x0A,0x05,0x0000000,0,0.1269,0.1063,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,5,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,5,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,5,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,6,0,0,0,0,0x00,0xD8,0x0000000,0,0.0451,-0.0137,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,6,0,0,0,0,0x40,0xBB,0x0000000,0,0.0537,0.0246,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,6,1,0,0,0,0x0C,0x03,0x0000000,0,0.1166,0.1030,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,6,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,6,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,6,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,7,0,0,0,0,0x00,0x55,0x0000000,0,0.0354,-0.0171,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,7,0,0,0,0,0x04,0x78,0x0000000,0,0.0589,0.0271,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,7,1,0,0,0,0x0A,0x05,0x0000000,0,0.1246,0.1029,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,7,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,7,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,7,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,8,0,0,0,0,0x00,0x59,0x0000000,0,0.0497,0.0011,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,8,0,0,0,0,0x80,0x3F,0x0000000,0,0.0583,0.0289,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,8,1,0,0,0,0x0A,0x05,0x0000000,0,0.1229,0.1078,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,8,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,8,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,8,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,9,0,0,0,0,0x00,0xD0,0x0000000,0,0.0549,-0.0251,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,9,0,0,0,0,0x20,0x17,0x0000000,0,0.0537,0.0257,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,9,1,0,0,0,0x0C,0x03,0x0000000,0,0.1126,0.1023,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,9,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,9,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,9,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,10,0,0,0,0,0x00,0xA3,0x0000000,0,0.0497,-0.0154,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,10,0,0,0,0,0x10,0x2B,0x0000000,0,0.0657,0.0224,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,10,1,0,0,0,0x0C,0x03,0x0000000,0,0.1149,0.1007,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,10,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,10,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,10,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,11,0,0,0,0,0x00,0xA3,0x0000000,0,0.0549,-0.0269,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,11,0,0,0,0,0x04,0x78,0x0000000,0,0.0594,0.0247,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,11,1,0,0,0,0x0C,0x03,0x0000000,0,0.1371,0.1045,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,11,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,11,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,11,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,12,0,0,0,0,0x00,0x2E,0x0000000,0,0.0503,0.0046,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,12,0,0,0,0,0x20,0x17,0x0000000,0,0.0589,0.0329,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,12,1,0,0,0,0x0C,0x03,0x0000000,0,0.1326,0.1103,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,12,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,12,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,12,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,13,0,0,0,0,0x00,0x81,0x0000000,0,0.0503,-0.0240,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,13,0,0,0,0,0x10,0x0A,0x0000000,0,0.0497,0.0326,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,13,1,0,0,0,0x0A,0x05,0x0000000,0,0.1406,0.1139,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,13,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,13,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,13,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,14,0,0,0,0,0x00,0x59,0x0000000,0,0.0474,-0.0229,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,14,0,0,0,0,0x10,0x2B,0x0000000,0,0.0537,0.0257,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,14,1,0,0,0,0x0C,0x03,0x0000000,0,0.1274,0.1008,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,14,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,14,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,14,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,15,0,0,0,0,0x00,0x23,0x0000000,0,0.0394,-0.0074,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,15,0,0,0,0,0x40,0x0D,0x0000000,0,0.0537,0.0313,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,15,1,0,0,0,0x0A,0x05,0x0000000,0,0.1223,0.1089,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,15,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,15,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,15,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,16,0,0,0,0,0x00,0x71,0x0000000,0,0.0514,0.0143,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,16,0,0,0,0,0x08,0x22,0x0000000,0,0.0571,0.0379,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,16,1,0,0,0,0x03,0x0C,0x0000000,0,0.1269,0.1117,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,16,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,16,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,16,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,17,0,0,0,0,0x00,0x8D,0x0000000,0,0.0509,-0.0069,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,17,0,0,0,0,0x40,0x33,0x0000000,0,0.0583,0.0383,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,17,1,0,0,0,0x0A,0x05,0x0000000,0,0.1469,0.1179,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,17,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,17,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,17,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,18,0,0,0,0,0x00,0x07,0x0000000,0,0.0497,-0.0091,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,18,0,0,0,0,0x08,0x25,0x0000000,0,0.0509,0.0269,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,18,1,0,0,0,0x0A,0x05,0x0000000,0,0.1183,0.1050,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,18,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,18,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,18,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C10 parity XOR 0x0F",xor_popcount,4,19,0,0,0,0,0x00,0xB1,0x0000000,0,0.0463,-0.0171,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C10 parity XOR 0x0F",xor_popcount,4,19,0,0,0,0,0x04,0x78,0x0000000,0,0.0600,0.0297,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C10 parity XOR 0x0F",xor_popcount,4,19,1,0,0,0,0x0A,0x05,0x0000000,0,0.1257,0.1010,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C10 parity XOR 0x0F",xor_popcount,4,19,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,29,
lab,0x00C1B10D20260706,LW_mod2_wht,"C10 parity XOR 0x0F",xor_popcount,4,19,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C10 parity XOR 0x0F",xor_popcount,4,19,1,1,0,0,0x0F,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C11 XOR 0x37",xor_popcount,5,0,0,0,0,0,0x00,0x93,0x0000000,0,0.0423,0.0074,0.0000,0,0,,,,,,162,
lab,0x00C1B10D20260706,L1_single_up,"C11 XOR 0x37",xor_popcount,5,0,0,0,0,0,0x80,0x75,0x0000000,0,0.0623,0.0117,0.0000,0,0,,,,,,1016,
lab,0x00C1B10D20260706,L2_pair_up,"C11 XOR 0x37",xor_popcount,5,0,1,0,0,0,0x22,0x15,0x0000000,0,0.0669,0.0376,0.0000,0,0,,,,,,1792,
lab,0x00C1B10D20260706,L3_gibbs,"C11 XOR 0x37",xor_popcount,5,0,1,1,0,0,0x37,0x00,0x0000000,0,1.0000,0.0000,1.0000,0,0,,,,,,40,
lab,0x00C1B10D20260706,LW_mod2_wht,"C11 XOR 0x37",xor_popcount,5,0,1,1,0,0,0x37,0x00,0x0000000,0,1.0000,1.0000,1.0000,0,0,,,,,,511,
lab,0x00C1B10D20260706,LG_gf2,"C11 XOR 0x37",xor_popcount,5,0,1,1,0,0,0x37,0x00,0x0000000,0,1.0000,1.0000,1.0000,1,45,,,,,,1,
lab,0x00C1B10D20260706,L0_tb_argmax,"C11 XOR 0x37",xor_popcount,5,1,0,0,0,0,0x00,0x92,0x0000000,0,0.0560,0.0211,0.0000,0,0,,,,,,162,
