phase,seed,lens_or_arm,target,family,deg,attempt,hit,accepted,false_accept,alias,ev_lb,ev_tb,ev_cmp,ev_k0,stat,true_stat,val_stat,consistent,rank,cov_before,cov_after,r2,tax,tax_corr,evals,note
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X01 product_bind",control,0,13,0,0,0,0,0x03,0x00,0x0000000,0,0.1126,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X01 product_bind",control,0,13,0,0,0,0,0x03,0x00,0x0000000,0,0.1126,0.0000,0.1349,0,0,,,,,,203,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X01 product_bind",control,0,13,0,0,0,0,0x00,0x03,0x0000000,0,0.3469,0.0000,0.3017,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X01 product_bind",control,0,13,0,0,0,0,0x26,0x13,0xAF89333,1,0.5026,1.0000,0.4817,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X01 product_bind",control,0,14,0,0,0,0,0x00,0x02,0x0000000,0,0.3503,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X01 product_bind",control,0,14,0,0,0,0,0x02,0x01,0x0000000,0,0.1183,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X01 product_bind",control,0,14,0,0,0,0,0x03,0x00,0x0000000,0,0.1229,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X01 product_bind",control,0,14,0,0,0,0,0x03,0x00,0x0000000,0,0.1229,0.0000,0.1143,0,0,,,,,,219,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X01 product_bind",control,0,14,0,0,0,0,0x00,0x02,0x0000000,0,0.3503,0.0000,0.3177,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X01 product_bind",control,0,14,0,0,0,0,0x0F,0x64,0xC344C72,0,0.5066,1.0000,0.4966,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X01 product_bind",control,0,15,0,0,0,0,0x00,0x02,0x0000000,0,0.3531,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X01 product_bind",control,0,15,0,0,0,0,0x02,0x01,0x0000000,0,0.1234,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X01 product_bind",control,0,15,0,0,0,0,0x03,0x00,0x0000000,0,0.1269,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X01 product_bind",control,0,15,0,0,0,0,0x03,0x00,0x0000000,0,0.1269,0.0000,0.1063,0,0,,,,,,246,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X01 product_bind",control,0,15,0,0,0,0,0x00,0x02,0x0000000,0,0.3531,0.0000,0.3120,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X01 product_bind",control,0,15,0,0,0,0,0xD2,0xE2,0x9A2A4CE,0,0.5020,1.0000,0.4943,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X01 product_bind",control,0,16,0,0,0,0,0x00,0x03,0x0000000,0,0.3463,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X01 product_bind",control,0,16,0,0,0,0,0x01,0x02,0x0000000,0,0.1263,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X01 product_bind",control,0,16,0,0,0,0,0x03,0x00,0x0000000,0,0.1126,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X01 product_bind",control,0,16,0,0,0,0,0x03,0x00,0x0000000,0,0.1126,0.0000,0.1349,0,0,,,,,,219,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X01 product_bind",control,0,16,0,0,0,0,0x00,0x03,0x0000000,0,0.3463,0.0000,0.3029,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X01 product_bind",control,0,16,0,0,0,0,0x96,0x61,0x90C7392,0,0.5166,1.0000,0.5131,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X01 product_bind",control,0,17,0,0,0,0,0x00,0x02,0x0000000,0,0.3709,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X01 product_bind",control,0,17,0,0,0,0,0x01,0x02,0x0000000,0,0.1103,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X01 product_bind",control,0,17,0,0,0,0,0x03,0x00,0x0000000,0,0.1097,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X01 product_bind",control,0,17,0,0,0,0,0x02,0x00,0x0000000,0,0.1269,0.0000,0.0754,0,0,,,,,,219,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X01 product_bind",control,0,17,0,0,0,0,0x00,0x02,0x0000000,0,0.3709,0.0000,0.2766,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X01 product_bind",control,0,17,0,0,0,0,0x80,0x82,0x019CEEC,0,0.5137,1.0000,0.4909,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X01 product_bind",control,0,18,0,0,0,0,0x00,0x02,0x0000000,0,0.3537,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X01 product_bind",control,0,18,0,0,0,0,0x02,0x01,0x0000000,0,0.0989,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X01 product_bind",control,0,18,0,0,0,0,0x03,0x00,0x0000000,0,0.1291,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X01 product_bind",control,0,18,0,0,0,0,0x02,0x00,0x0000000,0,0.1034,0.0000,0.1223,0,0,,,,,,212,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X01 product_bind",control,0,18,0,0,0,0,0x00,0x02,0x0000000,0,0.3537,0.0000,0.3109,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X01 product_bind",control,0,18,0,0,0,0,0xA3,0x40,0x9C0AD22,1,0.5057,1.0000,0.5006,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X01 product_bind",control,0,19,0,0,0,0,0x00,0x02,0x0000000,0,0.3383,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X01 product_bind",control,0,19,0,0,0,0,0x02,0x01,0x0000000,0,0.1149,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X01 product_bind",control,0,19,0,0,0,0,0x03,0x00,0x0000000,0,0.1223,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X01 product_bind",control,0,19,0,0,0,0,0x02,0x00,0x0000000,0,0.1057,0.0000,0.1177,0,0,,,,,,221,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X01 product_bind",control,0,19,0,0,0,0,0x00,0x02,0x0000000,0,0.3383,0.0000,0.3417,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X01 product_bind",control,0,19,0,0,0,0,0xCB,0x78,0xDB29A15,1,0.5194,1.0000,0.5257,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,0,0,0,0,0,0x00,0x20,0x0000000,0,0.0851,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,0,0,0,0,0,0x40,0x08,0x0000000,0,0.0611,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,0,0,0,0,0,0x48,0x00,0x0000000,0,0.0697,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,0,0,0,0,0,0x40,0x00,0x0000000,0,0.0891,0.0000,0.1566,0,0,,,,,,203,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,0,0,0,0,0,0x80,0x00,0x0000000,0,0.1286,0.0000,0.1017,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,0,0,0,0,0,0xD2,0x64,0x8EEBFBD,1,0.4940,1.0000,0.5029,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,1,0,0,0,0,0x00,0x80,0x0000000,0,0.0834,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,1,0,0,0,0,0x08,0x20,0x0000000,0,0.0686,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,1,0,0,0,0,0x48,0x00,0x0000000,0,0.0606,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,1,0,0,0,0,0x40,0x00,0x0000000,0,0.1063,0.0000,0.1223,0,0,,,,,,214,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,1,0,0,0,0,0x80,0x00,0x0000000,0,0.1183,0.0000,0.1223,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,1,0,0,0,0,0xAC,0xAF,0xB78E25B,1,0.5034,1.0000,0.4937,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,2,0,0,0,0,0x00,0x20,0x0000000,0,0.0863,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,2,0,0,0,0,0x01,0x8A,0x0000000,0,0.0549,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,2,0,0,0,0,0x48,0x00,0x0000000,0,0.0674,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,2,0,0,0,0,0x40,0x00,0x0000000,0,0.1149,0.0000,0.1051,0,0,,,,,,196,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,2,0,0,0,0,0x20,0x00,0x0000000,0,0.1189,0.0000,0.0811,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,2,0,0,0,0,0x4F,0xF8,0x0B86CCC,1,0.5157,1.0000,0.4949,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,3,0,0,0,0,0x00,0x20,0x0000000,0,0.0914,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,3,0,0,0,0,0x08,0x20,0x0000000,0,0.0594,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,3,0,0,0,0,0x48,0x00,0x0000000,0,0.0554,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,3,0,0,0,0,0x40,0x00,0x0000000,0,0.1126,0.0000,0.1097,0,0,,,,,,252,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,3,0,0,0,0,0x80,0x00,0x0000000,0,0.1234,0.0000,0.1120,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,3,0,0,0,0,0xDD,0x9D,0xC7A97A0,1,0.5060,1.0000,0.5046,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,4,0,0,0,0,0x00,0x80,0x0000000,0,0.0846,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,4,0,0,0,0,0x40,0x11,0x0000000,0,0.0594,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,4,0,0,0,0,0x82,0x75,0x0000000,0,0.0731,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,4,0,0,0,0,0x01,0x00,0x0000000,0,0.0846,0.0000,0.1177,0,0,,,,,,201,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,4,0,0,0,0,0x40,0x00,0x0000000,0,0.1200,0.0000,0.0949,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,4,0,0,0,0,0xC3,0xC5,0x06E62DF,1,0.5026,1.0000,0.5023,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,5,0,0,0,0,0x00,0x80,0x0000000,0,0.0846,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,5,0,0,0,0,0x08,0x20,0x0000000,0,0.0600,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,5,0,0,0,0,0x48,0x00,0x0000000,0,0.0600,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,5,0,0,0,0,0x40,0x00,0x0000000,0,0.1206,0.0000,0.0937,0,0,,,,,,229,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,5,0,0,0,0,0x80,0x00,0x0000000,0,0.1331,0.0000,0.0926,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,5,0,0,0,0,0x78,0x64,0x58BDD43,0,0.4969,1.0000,0.4874,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,6,0,0,0,0,0x00,0x80,0x0000000,0,0.0869,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,6,0,0,0,0,0x04,0xAB,0x0000000,0,0.0571,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,6,0,0,0,0,0x50,0x00,0x0000000,0,0.0589,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,6,0,0,0,0,0x20,0x00,0x0000000,0,0.1109,0.0000,0.0971,0,0,,,,,,223,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,6,0,0,0,0,0x80,0x00,0x0000000,0,0.1309,0.0000,0.0971,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,6,0,0,0,0,0x3A,0x88,0x500B7EC,1,0.5080,1.0000,0.5091,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,7,0,0,0,0,0x00,0x20,0x0000000,0,0.1109,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,7,0,0,0,0,0x10,0x09,0x0000000,0,0.0583,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,7,0,0,0,0,0x50,0x00,0x0000000,0,0.0646,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,7,0,0,0,0,0x40,0x00,0x0000000,0,0.1114,0.0000,0.1120,0,0,,,,,,197,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,7,0,0,0,0,0x80,0x00,0x0000000,0,0.1217,0.0000,0.1154,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,7,0,0,0,0,0xA8,0xE3,0x72FD2A1,1,0.5071,1.0000,0.4834,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,8,0,0,0,0,0x00,0x20,0x0000000,0,0.1011,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,8,0,0,0,0,0x08,0x40,0x0000000,0,0.0583,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,8,0,0,0,0,0x48,0x00,0x0000000,0,0.0617,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,8,0,0,0,0,0x40,0x00,0x0000000,0,0.1126,0.0000,0.1097,0,0,,,,,,207,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,8,0,0,0,0,0x80,0x00,0x0000000,0,0.1269,0.0000,0.1051,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,8,0,0,0,0,0x00,0xF0,0x0650CE1,0,0.4974,1.0000,0.5131,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,9,0,0,0,0,0x00,0x20,0x0000000,0,0.1097,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,9,0,0,0,0,0x20,0x10,0x0000000,0,0.0520,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,9,0,0,0,0,0x48,0x00,0x0000000,0,0.0629,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,9,0,0,0,0,0x04,0x00,0x0000000,0,0.0880,0.0000,0.1029,0,0,,,,,,218,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,9,0,0,0,0,0x20,0x00,0x0000000,0,0.1400,0.0000,0.0389,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,9,0,0,0,0,0xDD,0x78,0x4906334,0,0.5237,1.0000,0.4817,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,10,0,0,0,0,0x00,0x20,0x0000000,0,0.0903,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,10,0,0,0,0,0x40,0x80,0x0000000,0,0.0600,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,10,0,0,0,0,0x06,0x00,0x0000000,0,0.0634,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,10,0,0,0,0,0x40,0x00,0x0000000,0,0.1149,0.0000,0.1051,0,0,,,,,,217,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,10,0,0,0,0,0x80,0x00,0x0000000,0,0.1234,0.0000,0.1120,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,10,0,0,0,0,0xD1,0x37,0xF7DE475,1,0.5020,1.0000,0.5029,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,11,0,0,0,0,0x00,0x20,0x0000000,0,0.0971,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,11,0,0,0,0,0x04,0x1A,0x0000000,0,0.0663,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,11,0,0,0,0,0x48,0x00,0x0000000,0,0.0680,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,11,0,0,0,0,0x40,0x00,0x0000000,0,0.1006,0.0000,0.1337,0,0,,,,,,205,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,11,0,0,0,0,0x80,0x00,0x0000000,0,0.1269,0.0000,0.1051,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,11,0,0,0,0,0x29,0xBB,0x6174EA9,1,0.4986,1.0000,0.4571,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,12,0,0,0,0,0x00,0x01,0x0000000,0,0.0846,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,12,0,0,0,0,0x40,0x2C,0x0000000,0,0.0583,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,12,0,0,0,0,0x48,0x00,0x0000000,0,0.0771,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,12,0,0,0,0,0xF2,0x00,0x0000000,0,0.0034,0.0000,0.0663,0,0,,,,,,189,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,12,0,0,0,0,0x80,0x00,0x0000000,0,0.1206,0.0000,0.1177,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,12,0,0,0,0,0x05,0xC5,0xF860052,1,0.5226,1.0000,0.4829,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,13,0,0,0,0,0x00,0x08,0x0000000,0,0.0846,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,13,0,0,0,0,0x01,0x10,0x0000000,0,0.0594,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,13,0,0,0,0,0x50,0x00,0x0000000,0,0.0634,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,13,0,0,0,0,0x40,0x00,0x0000000,0,0.1074,0.0000,0.1200,0,0,,,,,,220,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,13,0,0,0,0,0x80,0x00,0x0000000,0,0.1229,0.0000,0.1131,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,13,0,0,0,0,0xE2,0x9D,0xCE7D460,1,0.5026,1.0000,0.4937,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,14,0,0,0,0,0x00,0x20,0x0000000,0,0.0880,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,14,0,0,0,0,0x10,0x20,0x0000000,0,0.0726,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,14,0,0,0,0,0x0C,0x50,0x0000000,0,0.0634,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,14,0,0,0,0,0x20,0x00,0x0000000,0,0.1029,0.0000,0.1131,0,0,,,,,,225,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,14,0,0,0,0,0x80,0x00,0x0000000,0,0.1234,0.0000,0.1120,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,14,0,0,0,0,0xF7,0xD5,0xBD61A0E,0,0.4983,1.0000,0.5023,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,15,0,0,0,0,0x00,0x20,0x0000000,0,0.0966,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,15,0,0,0,0,0x20,0xD2,0x0000000,0,0.0531,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,15,0,0,0,0,0x11,0x8A,0x0000000,0,0.0617,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,15,0,0,0,0,0x80,0x00,0x0000000,0,0.1097,0.0000,0.1394,0,0,,,,,,202,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,15,0,0,0,0,0x01,0x00,0x0000000,0,0.1097,0.0000,0.0674,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,15,0,0,0,0,0x14,0x30,0x2F6E785,1,0.5114,1.0000,0.5143,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,16,0,0,0,0,0x00,0x20,0x0000000,0,0.0914,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,16,0,0,0,0,0x10,0x0E,0x0000000,0,0.0543,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,16,0,0,0,0,0x50,0x00,0x0000000,0,0.0623,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,16,0,0,0,0,0x40,0x00,0x0000000,0,0.1074,0.0000,0.1200,0,0,,,,,,210,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,16,0,0,0,0,0x80,0x00,0x0000000,0,0.1223,0.0000,0.1143,0,0,,,,,,511,
lab,0xF0235A11CE0FF1CE,LG_gf2,"X02 max_parity",control,0,16,0,0,0,0,0xF8,0x5E,0x8D9F84F,0,0.5011,1.0000,0.5194,0,45,,,,,,1,
lab,0xF0235A11CE0FF1CE,L0_tb_argmax,"X02 max_parity",control,0,17,0,0,0,0,0x00,0x20,0x0000000,0,0.1000,0.0000,0.0000,0,0,,,,,,162,
lab,0xF0235A11CE0FF1CE,L1_single_up,"X02 max_parity",control,0,17,0,0,0,0,0x01,0x20,0x0000000,0,0.0634,0.0000,0.0000,0,0,,,,,,1016,
lab,0xF0235A11CE0FF1CE,L2_pair_up,"X02 max_parity",control,0,17,0,0,0,0,0x48,0x00,0x0000000,0,0.0806,0.0000,0.0000,0,0,,,,,,1792,
lab,0xF0235A11CE0FF1CE,L3_gibbs,"X02 max_parity",control,0,17,0,0,0,0,0x02,0x00,0x0000000,0,0.0903,0.0000,0.0891,0,0,,,,,,218,
lab,0xF0235A11CE0FF1CE,LW_mod2_wht,"X02 max_parity",control,0,17,0,0,0,0,0x40,0x00,0x0000000,0,0.1297,0.0000,0.0754,0,0,,,,,,511,
