trial,min_ref_dist,mean_ref_dist,violations,frontier,score,past_parent,field_hash
0,295,296.7083,1481,295,294998523122121000,0,0xC2CEF0C8761B912C
1,294,296.5417,1475,294,293998528913117000,0,0x1FBF3C75EF607330
