attack,item,detail,depth,n_streams,L,threshold,trials,m1,m2,m3,m4,witness,note
A5_verdict,0xA70F_inv0,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0xA70F_inv1,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0xA70F_inv2,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0xA70F_inv3,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0xA70F_inv4,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0xA70F_inv5,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0xA70F_inv6,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0xA70F_inv7,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0xA70F_inv8,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0xA70F_inv9,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0x5EED2_inv0,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0x5EED2_inv1,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0x5EED2_inv2,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0x5EED2_inv3,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0x5EED2_inv4,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0x5EED2_inv5,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0x5EED2_inv6,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0x5EED2_inv7,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0x5EED2_inv8,corrected_prefix_census,3,64,256,1.000,2,0.000000,1.000000,1.000000,0.000000,"[5,9,6,0]","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_verdict,0x5EED2_inv9,corrected_prefix_census,3,64,256,1.000,2,0.000000,0.000000,0.000000,0.000000,"","m1..m3 = reducible at d3/d4/d5 under exact 2-seed protocol"
A5_kill,dc_base5_d8_exact,corrected,8,64,256,1.000,16,16.000000,0.000000,0.000000,0.000000,"","16/16 expected"
A5_kill,dc_finalA70F_d5_exact,corrected,5,64,256,1.000,6,6.000000,6.000000,0.000000,0.000000,"","m2=complete count"
A5_kill,dc_final5EED2_d5_exact,corrected,5,64,256,1.000,6,6.000000,6.000000,0.000000,0.000000,"","m2=complete count"
A5_census_migration,0xA70F_round1,corrected_first_irreducible,3,64,256,1.000,80,0.000000,0.000000,0.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0xA70F_round2,corrected_first_irreducible,3,64,256,1.000,69,0.000000,0.000000,0.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0xA70F_round3,corrected_first_irreducible,3,64,256,1.000,55,0.000000,0.000000,0.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0xA70F_round4,corrected_first_irreducible,3,64,256,1.000,80,2.000000,2.000000,0.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0xA70F_round5,corrected_first_irreducible,3,64,256,1.000,55,1.000000,1.000000,0.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0xA70F_round6,corrected_first_irreducible,3,64,256,1.000,80,0.000000,0.000000,2.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0xA70F_round7,corrected_first_irreducible,3,64,256,1.000,80,3.000000,3.000000,0.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0xA70F_round8,corrected_first_irreducible,3,64,256,1.000,80,0.000000,0.000000,4.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0xA70F_round9,corrected_first_irreducible,3,64,256,1.000,46,4.000000,4.000000,0.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0xA70F_round10,corrected_first_irreducible,3,64,256,1.000,80,2.000000,2.000000,0.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0x5EED2_round1,corrected_first_irreducible,3,64,256,1.000,80,1.000000,1.000000,0.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0x5EED2_round2,corrected_first_irreducible,3,64,256,1.000,80,0.000000,0.000000,0.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0x5EED2_round3,corrected_first_irreducible,3,64,256,1.000,80,0.000000,0.000000,1.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0x5EED2_round4,corrected_first_irreducible,3,64,256,1.000,80,1.000000,1.000000,0.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0x5EED2_round5,corrected_first_irreducible,3,64,256,1.000,80,0.000000,0.000000,2.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0x5EED2_round6,corrected_first_irreducible,3,64,256,1.000,80,0.000000,0.000000,0.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0x5EED2_round7,corrected_first_irreducible,3,64,256,1.000,80,1.000000,1.000000,1.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0x5EED2_round8,corrected_first_irreducible,3,64,256,1.000,80,1.000000,1.000000,1.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0x5EED2_round9,corrected_first_irreducible,3,64,256,1.000,61,0.000000,0.000000,2.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,0x5EED2_round10,corrected_first_irreducible,3,64,256,1.000,73,5.000000,5.000000,1.000000,1.000000,"","m1=prod promoted census idx; m2=corrected first-irreducible idx; m3=reducible->irreducible migrations; m4=same promotion"
A5_census_migration,aggregate,corrected_vs_production,3,64,256,1.000,189,14.000000,0.000000,20.000000,0.000000,"","reducible_rechecked=189;migrations=14;promotion_identity_changes=0/20"
A5_adversary,dev_k2,corrected,3,64,256,1.000,2000,0.000000,0.000000,0.000000,0.000000,"","m1=corrected census still fooled; m2=2000-seed corrected pass rate"
A5_adversary,dev_k2or3,corrected,3,64,256,1.000,2000,0.000000,0.000000,0.000000,0.000000,"","m1=corrected census still fooled; m2=2000-seed corrected pass rate"
A5_adversary,dev_k3,corrected,3,64,256,1.000,2000,0.000000,0.000000,0.000000,0.000000,"","m1=corrected census still fooled; m2=2000-seed corrected pass rate"
A5_adversary,dev_k4,corrected,3,64,256,1.000,2000,0.000000,0.000000,0.000000,0.000000,"","m1=corrected census still fooled; m2=2000-seed corrected pass rate"
A5_adversary,dev_k5,corrected,3,64,256,1.000,2000,0.000000,0.000000,0.000000,0.000000,"","m1=corrected census still fooled; m2=2000-seed corrected pass rate"
A5_adversary,dev_k6,corrected,3,64,256,1.000,2000,0.000000,0.002500,0.000000,0.000000,"","m1=corrected census still fooled; m2=2000-seed corrected pass rate"
A5_adversary,dev_k7,corrected,3,64,256,1.000,2000,1.000000,0.233000,0.000000,0.000000,"","m1=corrected census still fooled; m2=2000-seed corrected pass rate"
A5_adversary,dev_k8,corrected,3,64,256,1.000,2000,1.000000,0.700000,0.000000,0.000000,"","m1=corrected census still fooled; m2=2000-seed corrected pass rate"
A5_adversary,horizon_bomb,corrected,3,64,256,1.000,2000,0.000000,0.000000,0.000000,0.000000,"","m1=corrected census still fooled; m2=2000-seed corrected pass rate"
A5_witness,inv8_prefix_d4,corrected_exact_2seed,4,64,256,1.000,2,1.000000,0.000000,0.000000,0.000000,"[5,9,6,0]","depth-attack flip re-check"
