split,seed,arm,grammar,mask,modulus,residue,base_rate,fixed_menu_val,random_val,selected_val,test_acc,reconstruction_proxy_test,validity
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,98,3,2,0.2911,,,0.5766,0.5766,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,99,2,0,0.2911,,,0.4811,0.4623,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,99,2,1,0.2911,,,0.5189,0.5377,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,99,3,0,0.2911,,,0.5640,0.5731,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,99,3,1,0.2911,,,0.5503,0.5731,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,99,3,2,0.2911,,,0.5771,0.5640,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,100,2,0,0.2911,,,0.4920,0.4771,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,100,2,1,0.2911,,,0.5080,0.5229,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,100,3,0,0.2911,,,0.5629,0.5589,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,100,3,1,0.2911,,,0.5577,0.5537,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,100,3,2,0.2911,,,0.5709,0.5977,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,101,2,0,0.2911,,,0.4606,0.4663,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,101,2,1,0.2911,,,0.5394,0.5337,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,101,3,0,0.2911,,,0.5434,0.5737,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,101,3,1,0.2911,,,0.5766,0.5594,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,101,3,2,0.2911,,,0.5714,0.5771,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,102,2,0,0.2911,,,0.4611,0.4754,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,102,2,1,0.2911,,,0.5389,0.5246,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,102,3,0,0.2911,,,0.5554,0.5577,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,102,3,1,0.2911,,,0.5634,0.5731,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,102,3,2,0.2911,,,0.5726,0.5794,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,103,2,0,0.2911,,,0.4949,0.4880,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,103,2,1,0.2911,,,0.5051,0.5120,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,103,3,0,0.2911,,,0.5589,0.5640,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,103,3,1,0.2911,,,0.5766,0.5571,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,103,3,2,0.2911,,,0.5560,0.5891,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,104,2,0,0.2911,,,0.4577,0.4674,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,104,2,1,0.2911,,,0.5423,0.5326,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,104,3,0,0.2911,,,0.5777,0.5594,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,104,3,1,0.2911,,,0.5417,0.5749,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,104,3,2,0.2911,,,0.5720,0.5760,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,105,2,0,0.2911,,,0.4600,0.4669,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,105,2,1,0.2911,,,0.5400,0.5331,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,105,3,0,0.2911,,,0.5263,0.5509,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,105,3,1,0.2911,,,0.5869,0.5971,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,105,3,2,0.2911,,,0.5783,0.5623,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,106,2,0,0.2911,,,0.4646,0.4583,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,106,2,1,0.2911,,,0.5354,0.5417,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,106,3,0,0.2911,,,0.5554,0.5331,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,106,3,1,0.2911,,,0.5994,0.6120,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,106,3,2,0.2911,,,0.5366,0.5651,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,107,2,0,0.2911,,,0.4874,0.4606,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,107,2,1,0.2911,,,0.5126,0.5394,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,107,3,0,0.2911,,,0.5669,0.5829,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,107,3,1,0.2911,,,0.5503,0.5543,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,107,3,2,0.2911,,,0.5743,0.5731,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,108,2,0,0.2911,,,0.4343,0.4531,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,108,2,1,0.2911,,,0.5657,0.5469,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,108,3,0,0.2911,,,0.5257,0.5366,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,108,3,1,0.2911,,,0.5800,0.5806,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,108,3,2,0.2911,,,0.5857,0.5931,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,109,2,0,0.2911,,,0.4549,0.4771,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,109,2,1,0.2911,,,0.5451,0.5229,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,109,3,0,0.2911,,,0.5560,0.5731,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,109,3,1,0.2911,,,0.5669,0.5760,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,109,3,2,0.2911,,,0.5686,0.5611,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,110,2,0,0.2911,,,0.4669,0.4617,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,110,2,1,0.2911,,,0.5331,0.5383,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,110,3,0,0.2911,,,0.5731,0.5789,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,110,3,1,0.2911,,,0.5389,0.5526,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,110,3,2,0.2911,,,0.5794,0.5789,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,111,2,0,0.2911,,,0.4417,0.4520,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,111,2,1,0.2911,,,0.5583,0.5480,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,111,3,0,0.2911,,,0.5863,0.5823,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,111,3,1,0.2911,,,0.5469,0.5531,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,111,3,2,0.2911,,,0.5583,0.5749,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,112,2,0,0.2911,,,0.4766,0.4714,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,112,2,1,0.2911,,,0.5234,0.5286,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,112,3,0,0.2911,,,0.5514,0.5474,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,112,3,1,0.2911,,,0.5520,0.6057,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,112,3,2,0.2911,,,0.5880,0.5571,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,113,2,0,0.2911,,,0.4743,0.4657,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,113,2,1,0.2911,,,0.5257,0.5343,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,113,3,0,0.2911,,,0.5520,0.5651,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,113,3,1,0.2911,,,0.5617,0.5709,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,113,3,2,0.2911,,,0.5777,0.5743,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,114,2,0,0.2911,,,0.4629,0.4726,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,114,2,1,0.2911,,,0.5371,0.5274,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,114,3,0,0.2911,,,0.5486,0.5491,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,114,3,1,0.2911,,,0.5611,0.5846,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,114,3,2,0.2911,,,0.5817,0.5766,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,115,2,0,0.2911,,,0.4903,0.4789,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,115,2,1,0.2911,,,0.5097,0.5211,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,115,3,0,0.2911,,,0.5491,0.5783,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,115,3,1,0.2911,,,0.5629,0.5703,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,115,3,2,0.2911,,,0.5794,0.5617,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,116,2,0,0.2911,,,0.4623,0.4800,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,116,2,1,0.2911,,,0.5377,0.5200,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,116,3,0,0.2911,,,0.5583,0.5594,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,116,3,1,0.2911,,,0.5651,0.5731,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,116,3,2,0.2911,,,0.5680,0.5777,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,117,2,0,0.2911,,,0.4726,0.4794,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,117,2,1,0.2911,,,0.5274,0.5206,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,117,3,0,0.2911,,,0.5703,0.5834,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,117,3,1,0.2911,,,0.5731,0.5446,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,117,3,2,0.2911,,,0.5480,0.5823,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,118,2,0,0.2911,,,0.4903,0.4760,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,118,2,1,0.2911,,,0.5097,0.5240,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,118,3,0,0.2911,,,0.5651,0.5640,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,118,3,1,0.2911,,,0.5611,0.5617,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,118,3,2,0.2911,,,0.5651,0.5846,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,119,2,0,0.2911,,,0.4549,0.4783,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,119,2,1,0.2911,,,0.5451,0.5217,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,119,3,0,0.2911,,,0.5623,0.5503,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,119,3,1,0.2911,,,0.5411,0.5697,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,119,3,2,0.2911,,,0.5880,0.5903,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,120,2,0,0.2911,,,0.4531,0.4657,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,120,2,1,0.2911,,,0.5469,0.5343,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,120,3,0,0.2911,,,0.5349,0.5211,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,120,3,1,0.2911,,,0.5811,0.6057,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,120,3,2,0.2911,,,0.5754,0.5834,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,121,2,0,0.2911,,,0.4686,0.4777,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,121,2,1,0.2911,,,0.5314,0.5223,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,121,3,0,0.2911,,,0.5554,0.5789,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,121,3,1,0.2911,,,0.5446,0.5686,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,121,3,2,0.2911,,,0.5914,0.5629,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,122,2,0,0.2911,,,0.4754,0.4634,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,122,2,1,0.2911,,,0.5246,0.5366,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,122,3,0,0.2911,,,0.5726,0.5760,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,122,3,1,0.2911,,,0.5377,0.5691,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,122,3,2,0.2911,,,0.5811,0.5651,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,123,2,0,0.2911,,,0.4543,0.4611,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,123,2,1,0.2911,,,0.5457,0.5389,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,123,3,0,0.2911,,,0.5771,0.5920,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,123,3,1,0.2911,,,0.5526,0.5337,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,123,3,2,0.2911,,,0.5617,0.5846,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,124,2,0,0.2911,,,0.4674,0.4503,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,124,2,1,0.2911,,,0.5326,0.5497,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,124,3,0,0.2911,,,0.5469,0.5680,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,124,3,1,0.2911,,,0.5794,0.5560,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,124,3,2,0.2911,,,0.5651,0.5863,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,125,2,0,0.2911,,,0.4474,0.4446,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,125,2,1,0.2911,,,0.5526,0.5554,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,125,3,0,0.2911,,,0.6063,0.5777,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,125,3,1,0.2911,,,0.5309,0.5686,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,125,3,2,0.2911,,,0.5543,0.5640,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,126,2,0,0.2911,,,0.4594,0.4589,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,126,2,1,0.2911,,,0.5406,0.5411,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,126,3,0,0.2911,,,0.5926,0.5674,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,126,3,1,0.2911,,,0.5503,0.5771,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,126,3,2,0.2911,,,0.5486,0.5657,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,127,2,0,0.2911,,,0.4554,0.4446,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,127,2,1,0.2911,,,0.5446,0.5554,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,127,3,0,0.2911,,,0.4760,0.4520,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,127,3,1,0.2911,,,0.6537,0.6709,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,127,3,2,0.2911,,,0.5617,0.5874,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,128,2,0,0.2911,,,0.4789,0.4766,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,128,2,1,0.2911,,,0.5211,0.5234,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,128,3,0,0.2911,,,0.5171,0.4943,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,128,3,1,0.2911,,,0.6114,0.6360,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,128,3,2,0.2911,,,0.5629,0.5800,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,129,2,0,0.2911,,,0.4726,0.4514,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,129,2,1,0.2911,,,0.5274,0.5486,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,129,3,0,0.2911,,,0.5526,0.5851,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,129,3,1,0.2911,,,0.5834,0.5754,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,129,3,2,0.2911,,,0.5554,0.5497,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,130,2,0,0.2911,,,0.4554,0.4434,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,130,2,1,0.2911,,,0.5446,0.5566,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,130,3,0,0.2911,,,0.5400,0.5771,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,130,3,1,0.2911,,,0.5811,0.5811,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,130,3,2,0.2911,,,0.5703,0.5520,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,131,2,0,0.2911,,,0.4949,0.4794,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,131,2,1,0.2911,,,0.5051,0.5206,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,131,3,0,0.2911,,,0.5680,0.5806,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,131,3,1,0.2911,,,0.5720,0.5623,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,131,3,2,0.2911,,,0.5514,0.5674,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,132,2,0,0.2911,,,0.4326,0.4771,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,132,2,1,0.2911,,,0.5674,0.5229,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,132,3,0,0.2911,,,0.5714,0.5737,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,132,3,1,0.2911,,,0.5634,0.5686,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,132,3,2,0.2911,,,0.5566,0.5680,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,133,2,0,0.2911,,,0.4914,0.4903,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,133,2,1,0.2911,,,0.5086,0.5097,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,133,3,0,0.2911,,,0.5600,0.5697,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,133,3,1,0.2911,,,0.5783,0.5537,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,133,3,2,0.2911,,,0.5531,0.5869,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,134,2,0,0.2911,,,0.4874,0.4743,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,134,2,1,0.2911,,,0.5126,0.5257,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,134,3,0,0.2911,,,0.5503,0.5714,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,134,3,1,0.2911,,,0.5640,0.5657,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,134,3,2,0.2911,,,0.5771,0.5731,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,135,2,0,0.2911,,,0.4651,0.4766,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,135,2,1,0.2911,,,0.5349,0.5234,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,135,3,0,0.2911,,,0.5657,0.5680,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,135,3,1,0.2911,,,0.5617,0.5966,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,135,3,2,0.2911,,,0.5640,0.5457,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,136,2,0,0.2911,,,0.4434,0.4897,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,136,2,1,0.2911,,,0.5566,0.5103,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,136,3,0,0.2911,,,0.5971,0.6051,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,136,3,1,0.2911,,,0.5051,0.5029,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,136,3,2,0.2911,,,0.5891,0.6023,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,137,2,0,0.2911,,,0.4571,0.4560,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,137,2,1,0.2911,,,0.5429,0.5440,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,137,3,0,0.2911,,,0.6011,0.5977,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,137,3,1,0.2911,,,0.5629,0.5486,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,137,3,2,0.2911,,,0.5274,0.5640,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,138,2,0,0.2911,,,0.4549,0.4691,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,138,2,1,0.2911,,,0.5451,0.5309,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,138,3,0,0.2911,,,0.5720,0.5954,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,138,3,1,0.2911,,,0.5651,0.5646,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,138,3,2,0.2911,,,0.5543,0.5503,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,139,2,0,0.2911,,,0.4709,0.4760,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,139,2,1,0.2911,,,0.5291,0.5240,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,139,3,0,0.2911,,,0.5337,0.5577,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,139,3,1,0.2911,,,0.6017,0.5720,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,139,3,2,0.2911,,,0.5560,0.5806,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,140,2,0,0.2911,,,0.4451,0.4480,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,140,2,1,0.2911,,,0.5549,0.5520,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,140,3,0,0.2911,,,0.5760,0.6131,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,140,3,1,0.2911,,,0.5571,0.5640,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,140,3,2,0.2911,,,0.5583,0.5331,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,141,2,0,0.2911,,,0.4589,0.4846,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,141,2,1,0.2911,,,0.5411,0.5154,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,141,3,0,0.2911,,,0.5223,0.5497,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,141,3,1,0.2911,,,0.6040,0.5983,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,141,3,2,0.2911,,,0.5651,0.5623,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,142,2,0,0.2911,,,0.4811,0.4989,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,142,2,1,0.2911,,,0.5189,0.5011,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,142,3,0,0.2911,,,0.5451,0.5474,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,142,3,1,0.2911,,,0.5800,0.6109,,RAW
measurement,0xA71C000000000001,grammar_enumeration,directed_partition_compare_mod,142,3,2,0.2911,,,0.5663,0.5520,,RAW
