iter,best_avalanche,best_balance,best_period,best_chisq,best_length,best_composite,accepted,beats_ref
0,28.7744,31.8828,4096,270.2500,9,12.5057,1,0
1,28.7744,31.8828,4096,270.2500,9,12.5057,2,0
2,28.7744,31.8828,4096,270.2500,9,12.5057,2,0
3,28.7744,31.8828,4096,270.2500,9,12.5057,3,0
4,28.7744,31.8828,4096,270.2500,9,12.5057,3,0
5,28.7744,31.8828,4096,270.2500,9,12.5057,3,0
6,28.7744,31.8828,4096,270.2500,9,12.5057,4,0
7,28.7744,31.8828,4096,270.2500,9,12.5057,5,0
8,28.7744,31.8828,4096,270.2500,9,12.5057,6,0
9,28.7744,31.8828,4096,270.2500,9,12.5057,7,0
10,28.7744,31.8828,4096,270.2500,9,12.5057,8,0
11,28.7744,31.8828,4096,270.2500,9,12.5057,9,0
12,28.7744,31.8828,4096,270.2500,9,12.5057,10,0
13,28.7744,31.8828,4096,270.2500,9,12.5057,10,0
14,28.7744,31.8828,4096,270.2500,8,13.0057,11,0
15,28.7744,31.8828,4096,270.2500,8,13.0057,11,0
16,28.7744,31.8828,4096,270.2500,8,13.0057,12,0
17,28.7744,31.8828,4096,270.2500,8,13.0057,13,0
18,28.7744,31.8828,4096,270.2500,8,13.0057,13,0
19,28.7744,31.8828,4096,270.2500,8,13.0057,13,0
20,28.7744,31.8828,4096,270.2500,8,13.0057,14,0
21,28.7744,31.8828,4096,270.2500,8,13.0057,15,0
22,31.4426,32.1367,4096,270.2500,9,39.0902,16,0
23,31.4426,32.1367,4096,270.2500,9,39.0902,16,0
24,31.4426,32.1367,4096,270.2500,9,39.0902,17,0
25,31.4426,32.1367,4096,270.2500,9,39.0902,17,0
26,31.4426,32.1367,4096,270.2500,9,39.0902,18,0
27,31.4426,32.1367,4096,270.2500,9,39.0902,19,0
28,31.4426,32.1367,4096,270.2500,9,39.0902,20,0
29,31.4426,32.1367,4096,270.2500,9,39.0902,20,0
30,31.4426,32.1367,4096,270.2500,9,39.0902,20,0
31,31.4426,32.1367,4096,270.2500,9,39.0902,21,0
32,31.4426,32.1367,4096,270.2500,9,39.0902,22,0
33,31.4426,32.1367,4096,270.2500,9,39.0902,23,0
34,31.4426,32.1367,4096,270.2500,9,39.0902,24,0
35,31.4426,32.1367,4096,270.2500,9,39.0902,25,0
36,31.4426,32.1367,4096,270.2500,9,39.0902,26,0
37,31.4426,32.1367,4096,270.2500,8,39.5902,27,0
38,31.4426,32.1367,4096,270.2500,8,39.5902,28,0
39,31.4426,32.1367,4096,270.2500,8,39.5902,28,0
40,31.4426,32.1367,4096,270.2500,8,39.5902,29,0
41,31.4426,32.1367,4096,270.2500,8,39.5902,29,0
42,31.4426,32.1367,4096,270.2500,8,39.5902,30,0
43,31.4426,32.1367,4096,270.2500,8,39.5902,31,0
44,31.4426,32.1367,4096,270.2500,8,39.5902,32,0
45,31.4426,32.1367,4096,270.2500,8,39.5902,32,0
46,31.4426,32.1367,4096,270.2500,8,39.5902,33,0
47,31.4426,32.1367,4096,270.2500,8,39.5902,34,0
48,31.4426,32.1367,4096,270.2500,8,39.5902,35,0
49,31.4426,32.1367,4096,270.2500,8,39.5902,35,0
50,31.4426,32.1367,4096,270.2500,8,39.5902,36,0
51,31.4426,32.1367,4096,270.2500,8,39.5902,37,0
52,31.4426,32.1367,4096,270.2500,8,39.5902,37,0
53,31.4426,32.1367,4096,270.2500,8,39.5902,38,0
54,31.4426,32.1367,4096,270.2500,8,39.5902,38,0
55,31.4426,32.1367,4096,270.2500,8,39.5902,38,0
56,31.4426,32.1367,4096,270.2500,8,39.5902,39,0
57,31.4426,32.1367,4096,270.2500,8,39.5902,39,0
58,31.4426,32.1367,4096,270.2500,8,39.5902,40,0
59,31.4426,32.1367,4096,270.2500,8,39.5902,40,0
60,31.4426,32.1367,4096,270.2500,8,39.5902,40,0
61,31.4426,32.1367,4096,270.2500,7,40.0902,41,0
62,31.4426,32.1367,4096,270.2500,7,40.0902,42,0
63,31.4426,32.1367,4096,270.2500,7,40.0902,42,0
64,31.4426,32.1367,4096,270.2500,7,40.0902,42,0
65,31.4426,32.1367,4096,270.2500,7,40.0902,43,0
66,31.4426,32.1367,4096,270.2500,7,40.0902,44,0
67,31.4426,32.1367,4096,270.2500,7,40.0902,44,0
68,31.4426,32.1367,4096,270.2500,7,40.0902,44,0
69,31.4426,32.1367,4096,270.2500,7,40.0902,45,0
70,31.4426,32.1367,4096,270.2500,7,40.0902,46,0
71,31.4426,32.1367,4096,270.2500,7,40.0902,47,0
72,31.4426,32.1367,4096,270.2500,7,40.0902,47,0
73,31.4426,32.1367,4096,270.2500,7,40.0902,47,0
74,31.4426,32.1367,4096,270.2500,7,40.0902,48,0
75,31.4426,32.1367,4096,270.2500,7,40.0902,48,0
76,31.4426,32.1367,4096,270.2500,7,40.0902,49,0
77,31.4426,32.1367,4096,270.2500,7,40.0902,50,0
78,31.4426,32.1367,4096,270.2500,7,40.0902,50,0
79,31.4426,32.1367,4096,270.2500,7,40.0902,50,0
80,31.4426,32.1367,4096,270.2500,7,40.0902,50,0
81,31.4426,32.1367,4096,270.2500,7,40.0902,50,0
82,31.4426,32.1367,4096,270.2500,7,40.0902,51,0
83,31.4426,32.1367,4096,270.2500,7,40.0902,51,0
84,31.4426,32.1367,4096,270.2500,7,40.0902,52,0
85,31.4426,32.1367,4096,270.2500,7,40.0902,53,0
86,31.4426,32.1367,4096,270.2500,7,40.0902,54,0
87,31.4426,32.1367,4096,270.2500,7,40.0902,55,0
88,31.4426,32.1367,4096,270.2500,7,40.0902,55,0
89,31.4426,32.1367,4096,270.2500,7,40.0902,56,0
90,31.4426,32.1367,4096,270.2500,7,40.0902,57,0
91,31.4426,32.1367,4096,270.2500,7,40.0902,58,0
92,31.4426,32.1367,4096,270.2500,7,40.0902,59,0
93,31.4426,32.1367,4096,270.2500,7,40.0902,60,0
94,31.4426,32.1367,4096,270.2500,7,40.0902,60,0
95,31.4426,32.1367,4096,270.2500,7,40.0902,61,0
96,31.4426,32.1367,4096,270.2500,7,40.0902,62,0
97,31.4426,32.1367,4096,270.2500,7,40.0902,63,0
98,31.4426,32.1367,4096,270.2500,7,40.0902,63,0
99,31.4426,32.1367,4096,270.2500,7,40.0902,63,0
100,31.4426,32.1367,4096,270.2500,6,40.5902,64,0
101,31.4426,32.1367,4096,270.2500,6,40.5902,64,0
102,31.4426,32.1367,4096,270.2500,6,40.5902,64,0
103,31.4426,32.1367,4096,270.2500,6,40.5902,65,0
104,31.4426,32.1367,4096,270.2500,6,40.5902,66,0
105,31.4426,32.1367,4096,270.2500,6,40.5902,66,0
106,31.4426,32.1367,4096,270.2500,6,40.5902,67,0
107,31.4426,32.1367,4096,270.2500,6,40.5902,68,0
108,31.4426,32.1367,4096,270.2500,6,40.5902,69,0
109,31.4426,32.1367,4096,270.2500,6,40.5902,70,0
110,31.4426,32.1367,4096,270.2500,6,40.5902,71,0
111,31.4426,32.1367,4096,270.2500,6,40.5902,71,0
112,31.4426,32.1367,4096,270.2500,6,40.5902,71,0
113,31.4426,32.1367,4096,270.2500,6,40.5902,72,0
114,31.4426,32.1367,4096,270.2500,6,40.5902,72,0
115,31.4426,32.1367,4096,270.2500,6,40.5902,73,0
116,31.4426,32.1367,4096,270.2500,6,40.5902,74,0
117,31.4426,32.1367,4096,270.2500,6,40.5902,75,0
118,31.4426,32.1367,4096,270.2500,6,40.5902,75,0
119,31.4426,32.1367,4096,270.2500,6,40.5902,76,0
120,31.4426,32.1367,4096,270.2500,6,40.5902,76,0
121,31.4426,32.1367,4096,270.2500,6,40.5902,77,0
122,31.4426,32.1367,4096,270.2500,6,40.5902,78,0
123,31.4426,32.1367,4096,270.2500,6,40.5902,78,0
124,31.4426,32.1367,4096,270.2500,6,40.5902,79,0
125,31.4426,32.1367,4096,270.2500,6,40.5902,79,0
126,31.4426,32.1367,4096,270.2500,6,40.5902,79,0
127,31.4426,32.1367,4096,270.2500,6,40.5902,80,0
128,31.4426,32.1367,4096,270.2500,5,41.0902,81,0
129,31.4426,32.1367,4096,270.2500,5,41.0902,82,0
130,31.4426,32.1367,4096,270.2500,4,41.5902,83,0
131,31.4426,32.1367,4096,270.2500,4,41.5902,83,0
132,31.4426,32.1367,4096,270.2500,4,41.5902,84,0
