trial,min_ref_dist,mean_ref_dist,violations,frontier,score,past_parent,field_hash
0,295,297.3750,1494,295,294998510119137000,1,0xB6E46775414FFFFD
1,295,296.7083,1486,295,294998518121121000,1,0xF5A0506DD223935E
2,295,296.9583,1460,295,294998544127127000,1,0xE6E771DB44D3E907
3,294,295.9583,1490,294,293998513903103000,0,0xFCC10E2577CCDDF4
