attack,item,detail,depth,n_streams,L,threshold,trials,m1,m2,m3,m4,witness,note
A4_roc,n24_L32,labeled_pairs,0,24,32,0.950,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n24_L32,labeled_pairs,0,24,32,0.970,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n24_L32,labeled_pairs,0,24,32,0.990,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n24_L32,labeled_pairs,0,24,32,1.000,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n48_L32,labeled_pairs,0,48,32,0.950,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n48_L32,labeled_pairs,0,48,32,0.970,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n48_L32,labeled_pairs,0,48,32,0.990,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n48_L32,labeled_pairs,0,48,32,1.000,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n12_L64,labeled_pairs,0,12,64,0.950,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n12_L64,labeled_pairs,0,12,64,0.970,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n12_L64,labeled_pairs,0,12,64,0.990,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n12_L64,labeled_pairs,0,12,64,1.000,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n24_L64,labeled_pairs,0,24,64,0.950,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n24_L64,labeled_pairs,0,24,64,0.970,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n24_L64,labeled_pairs,0,24,64,0.990,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n24_L64,labeled_pairs,0,24,64,1.000,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n48_L64,labeled_pairs,0,48,64,0.950,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n48_L64,labeled_pairs,0,48,64,0.970,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n48_L64,labeled_pairs,0,48,64,0.990,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n48_L64,labeled_pairs,0,48,64,1.000,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n12_L128,labeled_pairs,0,12,128,0.950,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n12_L128,labeled_pairs,0,12,128,0.970,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n12_L128,labeled_pairs,0,12,128,0.990,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n12_L128,labeled_pairs,0,12,128,1.000,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n24_L128,labeled_pairs,0,24,128,0.950,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n24_L128,labeled_pairs,0,24,128,0.970,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n24_L128,labeled_pairs,0,24,128,0.990,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n24_L128,labeled_pairs,0,24,128,1.000,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n48_L128,labeled_pairs,0,48,128,0.950,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n48_L128,labeled_pairs,0,48,128,0.970,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n48_L128,labeled_pairs,0,48,128,0.990,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n48_L128,labeled_pairs,0,48,128,1.000,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n64_L256,labeled_pairs,0,64,256,0.950,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n64_L256,labeled_pairs,0,64,256,0.970,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n64_L256,labeled_pairs,0,64,256,0.990,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n64_L256,labeled_pairs,0,64,256,1.000,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_ladder,dev_k2_n12_L32,vs_st_gxor,1,12,32,0.950,300,0.723333,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k2_n24_L64,vs_st_gxor,1,24,64,0.950,300,0.746667,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k2_n48_L128,vs_st_gxor,1,48,128,0.950,300,0.933333,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k2_n64_L256,vs_st_gxor,1,64,256,0.950,2000,0.984500,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k2or3_n12_L32,vs_st_gxor,1,12,32,0.950,300,0.353333,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k2or3_n24_L64,vs_st_gxor,1,24,64,0.950,300,0.100000,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k2or3_n48_L128,vs_st_gxor,1,48,128,0.950,300,0.016667,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k2or3_n64_L256,vs_st_gxor,1,64,256,0.950,2000,0.000000,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k3_n12_L32,vs_st_gxor,1,12,32,0.950,300,1.000000,0.006667,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k3_n24_L64,vs_st_gxor,1,24,64,0.950,300,1.000000,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k3_n48_L128,vs_st_gxor,1,48,128,0.950,300,1.000000,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k3_n64_L256,vs_st_gxor,1,64,256,0.950,2000,1.000000,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k4_n12_L32,vs_st_gxor,1,12,32,0.950,300,1.000000,0.376667,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k4_n24_L64,vs_st_gxor,1,24,64,0.950,300,1.000000,0.006667,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k4_n48_L128,vs_st_gxor,1,48,128,0.950,300,1.000000,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k4_n64_L256,vs_st_gxor,1,64,256,0.950,2000,1.000000,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k5_n12_L32,vs_st_gxor,1,12,32,0.950,300,1.000000,0.780000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k5_n24_L64,vs_st_gxor,1,24,64,0.950,300,1.000000,0.283333,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k5_n48_L128,vs_st_gxor,1,48,128,0.950,300,1.000000,0.010000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k5_n64_L256,vs_st_gxor,1,64,256,0.950,2000,1.000000,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k6_n12_L32,vs_st_gxor,1,12,32,0.950,300,1.000000,0.946667,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k6_n24_L64,vs_st_gxor,1,24,64,0.950,300,1.000000,0.766667,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k6_n48_L128,vs_st_gxor,1,48,128,0.950,300,1.000000,0.330000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k6_n64_L256,vs_st_gxor,1,64,256,0.950,2000,1.000000,0.048000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k7_n12_L32,vs_st_gxor,1,12,32,0.950,300,1.000000,0.983333,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k7_n24_L64,vs_st_gxor,1,24,64,0.950,300,1.000000,0.916667,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k7_n48_L128,vs_st_gxor,1,48,128,0.950,300,1.000000,0.753333,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k7_n64_L256,vs_st_gxor,1,64,256,0.950,2000,1.000000,0.481000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k8_n12_L32,vs_st_gxor,1,12,32,0.950,300,1.000000,1.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k8_n24_L64,vs_st_gxor,1,24,64,0.950,300,1.000000,0.983333,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k8_n48_L128,vs_st_gxor,1,48,128,0.950,300,1.000000,0.933333,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,dev_k8_n64_L256,vs_st_gxor,1,64,256,0.950,2000,1.000000,0.830500,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,horizon_bomb_n12_L32,vs_st_gxor,1,12,32,0.950,300,1.000000,1.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,horizon_bomb_n24_L64,vs_st_gxor,1,24,64,0.950,300,0.000000,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,horizon_bomb_n48_L128,vs_st_gxor,1,48,128,0.950,300,0.000000,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_ladder,horizon_bomb_n64_L256,vs_st_gxor,1,64,256,0.950,2000,0.000000,0.000000,0.000000,0.000000,"","m1=pass@0.95 m2=pass@exact"
A4_cost,distinct_count_d4,prod_vs_correctedexact,4,64,256,1.000,1,12.000000,1.000000,0.000000,0.000000,"","m1=prod ms m2=corrected ms"
A1c_novelty,breakdown,85_86_bucket_vs_remainder,4,12,32,0.950,115,0.000000,1.000000,86.000000,29.000000,"","novel_reducible=86;novel_false_equal=0;nonnovel_reducible=29;nonnovel_false_equal=1;headline_was=86/86"
A5_verdict,0x1_cand0,[>>],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1_cand1,[>>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1_cand2,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1_cand3,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1_cand4,[>>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1_cand5,[>>XX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x2_cand0,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x2_cand1,[XX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x2_cand2,[>>],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x2_cand3,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x2_cand4,[XA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x2_cand5,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x2_cand6,[>>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x2_cand7,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x2_cand8,[>XX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x7_cand0,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x7_cand1,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x7_cand2,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x7_cand3,[>XA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x2A_cand0,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x2A_cand1,[>>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x2A_cand2,[>AA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x2A_cand3,[XX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x2A_cand4,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x63_cand0,[>k],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x63_cand1,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x63_cand2,[XX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x63_cand3,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x63_cand4,[>XA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x63_cand5,[AX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x63_cand6,[>>],4,64,256,1.000,1,0.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x3E8_cand0,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x3E8_cand1,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x3E8_cand2,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x3E8_cand3,[>>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x3E8_cand4,[>AA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x3E8_cand5,[>>],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x3E8_cand6,[>>>],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x3E8_cand7,[>AX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1111_cand0,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1111_cand1,[AA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1111_cand2,[XA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1111_cand3,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1111_cand4,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1111_cand5,[>>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1111_cand6,[>>],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xBEEF_cand0,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xBEEF_cand1,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xBEEF_cand2,[AA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xBEEF_cand3,[XX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xBEEF_cand4,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xBEEF_cand5,[XA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xBEEF_cand6,[>XX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xBEEF_cand7,[AX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xC0FFEE_cand0,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xC0FFEE_cand1,[XA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xC0FFEE_cand2,[>>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xC0FFEE_cand3,[>>],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xC0FFEE_cand4,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xC0FFEE_cand5,[>>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xC0FFEE_cand6,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xC0FFEE_cand7,[>>>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xC0FFEE_cand8,[>AX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xD00D_cand0,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xD00D_cand1,[>>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xD00D_cand2,[>>XX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xD00D_cand3,[>XA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xD00D_cand4,[>>],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xD00D_cand5,[>>>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xD00D_cand6,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xD00D_cand7,[>>>XX],5,64,256,1.000,1,0.000000,1.000000,0.000000,0.000000,"","prod=irreducible@d4; m2=corrected-exact reducible@d5"
A5_verdict,0xD00D_cand8,[>XX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xACE_cand0,[AX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xACE_cand1,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xACE_cand2,[>>],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xACE_cand3,[>>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xACE_cand4,[>>>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x5EED_cand0,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x5EED_cand1,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x5EED_cand2,[>XA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x5EED_cand3,[>AA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x5EED_cand4,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x5EED_cand5,[>>],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x5EED_cand6,[>>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x5EED_cand7,[>>AX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x5EED_cand8,[>XAX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x5EED_cand9,[>>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x5EED_cand10,[>>>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xFACE_cand0,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
