mode,run,seed,iters,pool,pool_seeds,max_len,allow_step,consts,rng,novelty_weight,edge_penalty_weight,best_iter,avalanche,balance,period,chisq,length,base_composite,novelty,quick_edge_penalty,score,delta_ref,accepted,evaluated,edge_avalanche,fixed_points,zero_outputs,unique_low16,zero_out,one_out,ones_out,program_hash,beats_ref
guided,0,0x5018DCDDA672D287,2500,32,64,8,0,neutral,discovered,0.0000,4.0000,2403,32.0313,32.0195,4096,252.1250,5,47.0898,0.5443,0.0000,47.0898,0.8882,621,2564,32.3156,0,0,3987,0x8D6650B87F68B95C,0xB085857DC7FB6A12,0x17700C9C3DB62EAB,0xFC9068E699FF95C2,1
guided,1,0x5706BE23C3D6F7F3,2500,32,64,8,0,neutral,discovered,0.0000,4.0000,1950,31.9766,31.9258,4096,257.2500,5,46.8720,0.7266,0.0000,46.8720,0.6704,806,2564,31.9844,0,0,3997,0xDDFB29A9DE2F97F0,0x2B08EA72512E8B2D,0x749B8C66D8DEE059,0x1568EBDD7450E302,1
guided,2,0xA002F8F2D251AD34,2500,32,64,8,0,neutral,discovered,0.0000,4.0000,2150,32.0159,31.9688,4096,246.2500,5,47.1851,0.6719,0.0000,47.1851,0.9834,613,2564,31.7859,0,0,4008,0xF5A508687CA09F08,0x81F022090DFCDEE5,0x30B9B40C9EB36A35,0xBE4F40753561E07F,1
guided,3,0x23EAD575D1DBA23F,2500,32,64,8,0,neutral,discovered,0.0000,4.0000,1787,31.9951,32.0703,4096,234.1250,5,47.0996,0.6432,0.0000,47.0996,0.8979,752,2564,31.5609,0,0,4005,0x2317C9273399385A,0xE8DC9B633CA49611,0x5C71CDEF91D5A78B,0x2024E76439A8FF87,1
guided,4,0x50E4E9B19C7F3F1A,2500,32,64,8,0,neutral,discovered,0.0000,4.0000,2129,32.0251,32.0117,4096,258.3750,5,47.1562,0.7865,0.0000,47.1562,0.9545,727,2564,32.3234,0,0,3983,0xC0529707D280E597,0x5128268A66441EF9,0x5BB9809C5300CA2,0x3884B3D0139B90E5,1
guided,5,0xAE3AC14330BD09A5,2500,32,64,8,0,neutral,discovered,0.0000,4.0000,1584,31.9998,32.0078,4096,254.8750,5,47.4585,0.9792,0.0000,47.4585,1.2568,756,2564,31.9313,0,0,4004,0xC1A3058065228114,0x4CFCEF178F75FA11,0x56EB2B870023480E,0x1BDBE5DA7BE6343,1
