idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,1,ADD,4,0,2,0x52A46751E878922A,4
1,6,SPLITMIX_STEP,5,4,3,0x11D7BCA09212DBB0,4
2,5,SHR_XOR,0,1,0,0x31385D6D19AABC49,4
3,6,SPLITMIX_STEP,7,5,5,0x4A5C5F577428AF5A,4
