iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,417.971767,417.971767,417.971767,417.971767
1,false,false,417.971767,417.971767,417.971767,417.971767
2,false,false,417.971767,417.971767,417.971767,417.971767
3,false,false,417.971767,417.971767,417.971767,417.971767
4,false,false,417.971767,417.971767,417.971767,417.971767
5,false,false,417.971767,417.971767,417.971767,417.971767
6,false,false,417.971767,417.971767,417.971767,417.971767
7,false,false,417.971767,417.971767,417.971767,417.971767
8,false,false,417.971767,417.971767,417.971767,417.971767
9,false,false,417.971767,417.971767,417.971767,417.971767
10,false,false,417.971767,417.971767,417.971767,417.971767
11,false,false,417.971767,417.971767,417.971767,417.971767
12,false,false,417.971767,417.971767,417.971767,417.971767
13,false,false,417.971767,417.971767,417.971767,417.971767
14,false,false,417.971767,417.971767,417.971767,417.971767
15,false,false,417.971767,417.971767,417.971767,417.971767
16,false,false,417.971767,417.971767,417.971767,417.971767
17,false,false,417.971767,417.971767,417.971767,417.971767
18,false,false,417.971767,417.971767,417.971767,417.971767
