layer,token,stream,e0,e1,e2,e3,e4,e5
48,1,0,99,62,171,348,227,148
48,1,1,99,303,116,142,61,98
48,2,0,161,287,61,261,55,301
48,2,1,368,141,214,279,361,108
48,3,0,203,359,329,317,135,303
48,3,1,180,240,301,308,251,289
48,4,0,26,16,189,116,317,350
48,4,1,75,150,166,16,210,116
48,5,0,204,87,44,312,251,22
48,5,1,344,341,238,312,291,6
48,6,0,320,223,136,26,298,232
48,6,1,284,39,13,145,368,287
48,7,0,232,253,65,285,322,37
48,7,1,186,151,15,25,253,291
49,0,0,132,332,213,287,136,178
49,0,1,80,213,287,186,286,325
49,1,0,375,268,120,339,208,314
49,1,1,375,120,373,314,62,326
49,2,0,243,359,242,56,79,116
49,2,1,243,5,216,360,172,132
49,3,0,277,253,292,132,154,39
49,3,1,277,378,314,270,92,215
49,4,0,214,120,94,330,383,271
49,4,1,214,174,302,237,171,160
49,5,0,281,164,137,238,158,181
49,5,1,128,216,92,272,171,280
49,6,0,107,183,193,21,209,239
49,6,1,8,183,287,383,212,35
49,7,0,176,36,379,35,279,216
49,7,1,176,314,55,6,81,340
50,0,0,220,380,25,312,124,77
50,0,1,304,335,25,380,280,272
50,1,0,355,368,359,131,149,297
50,1,1,97,355,256,368,211,184
50,2,0,25,34,271,159,204,137
50,2,1,129,329,288,297,136,74
50,3,0,262,371,153,192,273,177
50,3,1,60,263,192,49,273,40
50,4,0,1,303,24,97,49,263
50,4,1,49,303,262,24,240,370
50,5,0,180,96,25,92,280,328
50,5,1,148,137,180,292,379,280
50,6,0,147,288,8,73,97,118
50,6,1,67,262,287,321,249,314
50,7,0,33,370,361,42,129,301
50,7,1,89,361,216,218,124,130
51,0,0,241,129,24,237,222,162
51,0,1,237,24,101,105,368,40
51,1,0,144,380,236,231,279,72
51,1,1,316,339,186,271,371,180
51,2,0,130,18,210,222,24,310
51,2,1,130,175,186,137,209,18
51,3,0,160,346,98,8,206,136
51,3,1,160,24,336,136,85,333
51,4,0,186,30,342,212,238,39
51,4,1,186,212,167,24,367,307
51,5,0,277,135,379,23,0,298
51,5,1,378,207,32,122,353,159
51,6,0,20,365,186,107,210,354
51,6,1,250,206,283,275,75,191
51,7,0,30,301,24,162,206,280
51,7,1,30,301,285,24,206,46
52,0,0,381,323,169,48,76,227
52,0,1,338,298,169,188,232,93
52,1,0,121,381,282,8,46,131
52,1,1,207,121,74,16,332,249
52,2,0,208,24,145,235,227,154
52,2,1,208,307,25,149,357,1
52,3,0,33,102,340,268,104,29
52,3,1,192,33,307,359,62,282
52,4,0,323,307,12,319,207,338
52,4,1,249,32,221,289,139,208
52,5,0,16,12,327,139,229,76
52,5,1,263,284,89,290,133,127
52,6,0,65,83,346,227,289,314
52,6,1,99,381,138,248,190,364
52,7,0,291,252,278,108,318,121
52,7,1,213,108,291,342,318,211
53,0,0,111,16,173,132,74,25
53,0,1,16,133,310,86,173,294
53,1,0,118,59,202,310,187,379
53,1,1,118,4,93,261,379,186
53,2,0,369,295,103,341,258,42
53,2,1,60,231,110,341,208,306
53,3,0,139,151,370,20,30,105
53,3,1,256,98,88,370,257,36
53,4,0,383,65,110,42,133,186
53,4,1,383,71,65,202,42,110
53,5,0,86,92,127,273,320,6
53,5,1,136,42,292,17,186,256
53,6,0,110,296,309,126,226,353
53,6,1,304,42,383,65,68,170
53,7,0,121,268,86,196,64,214
53,7,1,196,15,276,10,343,257
54,0,0,197,240,224,314,254,50
54,0,1,254,281,199,129,230,63
54,1,0,240,383,85,142,194,105
54,1,1,240,383,124,362,343,275
54,2,0,176,57,317,321,270,213
54,2,1,125,50,135,314,223,297
54,3,0,56,182,345,321,71,317
54,3,1,321,198,348,162,158,317
54,4,0,275,289,278,130,104,62
54,4,1,124,276,316,219,16,173
54,5,0,204,296,191,130,254,45
54,5,1,167,54,45,93,373,18
54,6,0,312,185,173,370,383,324
54,6,1,267,279,5,156,223,112
54,7,0,86,57,249,314,296,32
54,7,1,166,68,48,164,184,73
55,0,0,353,52,91,81,155,333
55,0,1,353,110,257,98,81,65
55,1,0,193,273,111,228,21,375
55,1,1,273,193,81,306,21,332
55,2,0,0,133,71,334,259,328
55,2,1,71,328,141,137,252,151
55,3,0,320,247,150,180,360,278
55,3,1,34,320,124,6,347,233
55,4,0,81,127,97,6,21,15
55,4,1,115,180,276,221,287,68
55,5,0,137,306,316,295,269,27
55,5,1,262,355,119,47,23,21
55,6,0,304,164,360,279,193,281
55,6,1,159,268,17,180,350,283
55,7,0,333,127,368,194,87,62
55,7,1,333,127,203,368,45,241
56,0,0,322,156,73,205,219,129
56,0,1,322,218,365,156,204,73
56,1,0,322,231,281,25,220,153
56,1,1,358,153,292,220,206,207
56,2,0,295,143,53,169,285,276
56,2,1,295,278,156,310,365,181
56,3,0,381,155,344,229,267,93
56,3,1,79,242,94,269,292,93
56,4,0,207,208,270,94,71,156
56,4,1,207,154,357,98,275,40
56,5,0,334,310,253,140,198,313
56,5,1,261,60,328,276,26,125
56,6,0,318,356,135,170,206,317
56,6,1,227,351,113,299,81,272
56,7,0,367,15,313,285,266,346
56,7,1,177,272,229,223,43,277
57,0,0,197,289,152,111,12,368
57,0,1,344,197,18,81,153,220
57,1,0,137,246,154,316,300,200
57,1,1,237,254,307,137,154,316
57,2,0,289,254,257,197,270,347
57,2,1,197,120,148,57,154,119
57,3,0,365,288,97,238,316,39
57,3,1,365,220,330,288,345,81
57,4,0,21,271,316,187,107,29
57,4,1,67,21,298,148,220,316
57,5,0,363,50,83,81,156,274
57,5,1,43,140,135,225,311,251
57,6,0,270,309,108,356,236,271
57,6,1,85,366,272,41,178,27
57,7,0,271,316,117,61,347,189
57,7,1,271,63,117,71,295,44
58,0,0,220,60,54,277,229,122
58,0,1,220,199,42,350,272,49
58,1,0,180,220,144,283,310,100
58,1,1,220,337,298,63,93,187
58,2,0,220,333,49,353,219,192
58,2,1,220,333,49,129,131,229
58,3,0,220,121,302,355,5,49
58,3,1,220,121,355,150,49,231
58,4,0,192,220,68,377,121,93
58,4,1,192,266,176,309,140,126
58,5,0,192,100,83,121,220,18
58,5,1,315,17,220,143,80,343
58,6,0,220,138,63,180,42,166
58,6,1,101,61,323,370,6,67
58,7,0,220,129,93,146,37,116
58,7,1,77,278,292,304,368,330
59,0,0,130,242,61,275,150,129
59,0,1,130,142,241,234,285,155
59,1,0,331,296,234,229,43,77
59,1,1,331,103,142,18,130,339
59,2,0,60,46,181,221,63,151
59,2,1,60,173,79,229,234,296
59,3,0,76,80,275,234,229,344
59,3,1,76,293,284,155,245,191
59,4,0,120,274,249,219,43,272
59,4,1,109,120,331,249,243,286
59,5,0,115,63,357,59,28,293
59,5,1,73,292,46,123,238,249
59,6,0,264,310,96,248,378,7
59,6,1,256,42,197,377,10,203
59,7,0,89,234,51,327,380,222
59,7,1,89,93,338,210,292,63
60,0,0,137,231,368,129,84,374
60,0,1,137,265,263,231,244,320
60,1,0,176,132,276,15,121,138
60,1,1,105,121,248,134,58,372
60,2,0,166,224,157,289,286,298
60,2,1,166,191,34,370,72,26
60,3,0,345,108,26,265,7,372
60,3,1,345,144,35,177,219,244
60,4,0,337,215,35,48,176,145
60,4,1,337,85,94,371,372,248
60,5,0,26,238,178,316,344,42
60,5,1,61,132,246,332,248,243
60,6,0,113,243,307,50,78,26
60,6,1,53,220,123,343,155,337
60,7,0,11,170,139,229,130,134
60,7,1,265,137,34,52,381,260
