generation,best_composite,best_avalanche,best_balance,best_period,best_chisq,best_min_pb,best_max_pb,best_bias_pb,best_used,mean_composite
40,-195.591278,0.7188,31.9844,1024,244.0000,0.000000,0.031250,0.488783,161,-195.986176
41,-195.591278,0.7188,31.9844,1024,244.0000,0.000000,0.031250,0.488783,161,-196.211312
42,-195.591278,0.7188,31.9844,1024,244.0000,0.000000,0.031250,0.488783,161,-196.429901
43,-195.591278,0.7188,31.9844,1024,244.0000,0.000000,0.031250,0.488783,161,-196.363919
44,-195.591278,0.7188,31.9844,1024,244.0000,0.000000,0.031250,0.488783,161,-196.038637
45,-195.591278,0.7188,31.9844,1024,244.0000,0.000000,0.031250,0.488783,161,-195.930855
46,-195.591278,0.7188,31.9844,1024,244.0000,0.000000,0.031250,0.488783,161,-196.387014
47,-195.552216,0.7188,31.9922,1024,244.0000,0.000000,0.031250,0.488783,161,-196.657103
48,-195.552216,0.7188,31.9922,1024,244.0000,0.000000,0.031250,0.488783,161,-196.040778
49,-195.552216,0.7188,31.9922,1024,244.0000,0.000000,0.031250,0.488783,161,-196.308029
50,-195.552216,0.7188,31.9922,1024,244.0000,0.000000,0.031250,0.488783,161,-196.360120
51,-195.552216,0.7188,31.9922,1024,244.0000,0.000000,0.031250,0.488783,161,-196.557908
52,-195.552216,0.7188,31.9922,1024,244.0000,0.000000,0.031250,0.488783,161,-196.203966
53,-195.552216,0.7188,31.9922,1024,244.0000,0.000000,0.031250,0.488783,161,-195.909679
54,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.230388
55,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-195.986876
56,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.226816
57,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.199799
58,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.144114
59,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.123369
60,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.474810
61,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.330042
62,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.016006
63,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.030898
64,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.052566
65,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.489327
66,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.134186
67,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.343758
68,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.562545
69,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.257484
70,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.501679
71,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.376939
72,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.163751
73,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.519761
74,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-195.932992
75,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.430120
76,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.354239
77,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.361629
78,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.148362
79,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.236675
80,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.333406
81,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.311957
82,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.338992
83,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.194916
84,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.174853
85,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.244869
86,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.282827
87,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-196.271851
88,-195.513153,0.7188,32.0000,1024,244.0000,0.000000,0.031250,0.488783,160,-197.150149
89,-195.356903,0.7500,32.0078,1024,244.0000,0.000000,0.031250,0.488295,163,-196.170401
90,-195.356903,0.7500,32.0078,1024,244.0000,0.000000,0.031250,0.488295,163,-196.153190
91,-195.356903,0.7500,32.0078,1024,244.0000,0.000000,0.031250,0.488295,163,-196.353638
92,-195.356903,0.7500,32.0078,1024,244.0000,0.000000,0.031250,0.488295,163,-196.188006
93,-195.317841,0.7500,32.0000,1024,244.0000,0.000000,0.031250,0.488295,162,-195.895809
94,-195.317841,0.7500,32.0000,1024,244.0000,0.000000,0.031250,0.488295,162,-196.085736
95,-195.259247,0.7969,32.0469,1024,243.5000,0.000000,0.031250,0.487562,163,-195.901642
96,-195.259247,0.7969,32.0469,1024,243.5000,0.000000,0.031250,0.487562,163,-196.325343
97,-195.259247,0.7969,32.0469,1024,243.5000,0.000000,0.031250,0.487562,163,-196.137657
98,-195.259247,0.7969,32.0469,1024,243.5000,0.000000,0.031250,0.487562,163,-195.823739
99,-195.063934,0.7969,31.9922,1024,243.5000,0.000000,0.031250,0.487562,163,-195.998643
100,-195.063934,0.7969,31.9922,1024,243.5000,0.000000,0.031250,0.487562,163,-195.853380
101,-195.063934,0.7969,31.9922,1024,243.5000,0.000000,0.031250,0.487562,163,-196.035504
102,-195.063934,0.7969,31.9922,1024,243.5000,0.000000,0.031250,0.487562,163,-195.956770
103,-195.063934,0.7969,31.9922,1024,243.5000,0.000000,0.031250,0.487562,163,-196.238350
104,-195.063934,0.7969,31.9922,1024,243.5000,0.000000,0.031250,0.487562,163,-196.084754
105,-195.063934,0.7969,31.9922,1024,243.5000,0.000000,0.031250,0.487562,163,-195.641327
106,-195.063934,0.7969,31.9922,1024,243.5000,0.000000,0.031250,0.487562,163,-195.723612
107,-195.063934,0.7969,31.9922,1024,243.5000,0.000000,0.031250,0.487562,163,-195.336761
108,-195.063934,0.7969,31.9922,1024,243.5000,0.000000,0.031250,0.487562,163,-195.993451
109,-195.063934,0.7969,31.9922,1024,243.5000,0.000000,0.031250,0.487562,163,-195.995163
110,-195.063934,0.7969,31.9922,1024,243.5000,0.000000,0.031250,0.487562,163,-195.854339
111,-195.063934,0.7969,31.9922,1024,243.5000,0.000000,0.031250,0.487562,163,-195.731555
112,-195.063934,0.7969,31.9922,1024,243.5000,0.000000,0.031250,0.487562,163,-195.770333
113,-195.024872,0.7969,32.0000,1024,243.5000,0.000000,0.031250,0.487562,165,-195.913856
114,-195.024872,0.7969,32.0000,1024,243.5000,0.000000,0.031250,0.487562,165,-195.590379
115,-195.024872,0.7969,32.0000,1024,243.5000,0.000000,0.031250,0.487562,165,-195.797501
116,-194.868622,0.8281,31.9922,1024,243.5000,0.000000,0.031250,0.487074,165,-195.756861
117,-194.868622,0.8281,31.9922,1024,243.5000,0.000000,0.031250,0.487074,165,-196.000733
118,-194.868622,0.8281,31.9922,1024,243.5000,0.000000,0.031250,0.487074,165,-195.278204
119,-194.868622,0.8281,31.9922,1024,243.5000,0.000000,0.031250,0.487074,165,-195.379708
120,-194.868622,0.8281,31.9922,1024,243.5000,0.000000,0.031250,0.487074,165,-195.984842
121,-194.829559,0.8281,32.0000,1024,243.5000,0.000000,0.031250,0.487074,166,-195.450425
122,-194.731903,0.8438,32.0000,1024,243.5000,0.000000,0.031250,0.486830,166,-195.816402
123,-194.731903,0.8438,32.0000,1024,243.5000,0.000000,0.031250,0.486830,166,-195.620721
124,-194.731903,0.8438,32.0000,1024,243.5000,0.000000,0.031250,0.486830,166,-195.863227
125,-194.731903,0.8438,32.0000,1024,243.5000,0.000000,0.031250,0.486830,166,-195.742281
126,-194.731903,0.8438,32.0000,1024,243.5000,0.000000,0.031250,0.486830,166,-195.570817
127,-194.731903,0.8438,32.0000,1024,243.5000,0.000000,0.031250,0.486830,166,-195.227654
128,-194.731903,0.8438,32.0000,1024,243.5000,0.000000,0.031250,0.486830,166,-195.361140
129,-194.731903,0.8438,32.0000,1024,243.5000,0.000000,0.031250,0.486830,166,-195.226253
130,-194.731903,0.8438,32.0000,1024,243.5000,0.000000,0.031250,0.486830,166,-195.070648
131,-194.673309,0.8594,32.0078,1024,243.5000,0.000000,0.031250,0.486586,165,-195.560717
132,-194.673309,0.8594,32.0078,1024,243.5000,0.000000,0.031250,0.486586,165,-195.297502
133,-194.673309,0.8594,32.0078,1024,243.5000,0.000000,0.031250,0.486586,165,-195.602452
134,-194.580994,0.8750,32.0078,1024,243.5000,0.000000,0.031250,0.486355,166,-195.396370
135,-194.580994,0.8750,32.0078,1024,243.5000,0.000000,0.031250,0.486355,166,-195.192747
136,-194.580994,0.8750,32.0078,1024,243.5000,0.000000,0.031250,0.486355,166,-195.644933
137,-194.580994,0.8750,32.0078,1024,243.5000,0.000000,0.031250,0.486355,166,-194.950945
138,-194.541931,0.8750,32.0000,1024,243.5000,0.000000,0.031250,0.486355,168,-195.728826
139,-194.541931,0.8750,32.0000,1024,243.5000,0.000000,0.031250,0.486355,168,-195.057343
140,-194.541931,0.8750,32.0000,1024,243.5000,0.000000,0.031250,0.486355,168,-195.315865
141,-194.541931,0.8750,32.0000,1024,243.5000,0.000000,0.031250,0.486355,168,-195.191404
142,-194.541931,0.8750,32.0000,1024,243.5000,0.000000,0.031250,0.486355,168,-194.991815
143,-194.541931,0.8750,32.0000,1024,243.5000,0.000000,0.031250,0.486355,168,-194.994074
144,-194.541931,0.8750,32.0000,1024,243.5000,0.000000,0.031250,0.486355,168,-195.211685
145,-194.541931,0.8750,32.0000,1024,243.5000,0.000000,0.031250,0.486355,168,-195.054280
146,-194.541931,0.8750,32.0000,1024,243.5000,0.000000,0.031250,0.486355,168,-195.055358
147,-194.541931,0.8750,32.0000,1024,243.5000,0.000000,0.031250,0.486355,168,-195.003328
148,-194.541931,0.8750,32.0000,1024,243.5000,0.000000,0.031250,0.486355,168,-195.794099
149,-194.541931,0.8750,32.0000,1024,243.5000,0.000000,0.031250,0.486355,168,-195.312205
150,-194.425681,0.9063,31.9922,1024,259.0000,0.000000,0.046875,0.485867,167,-195.011885
151,-194.425681,0.9063,31.9922,1024,259.0000,0.000000,0.046875,0.485867,167,-194.990754
152,-194.425681,0.9063,31.9922,1024,259.0000,0.000000,0.046875,0.485867,167,-194.949744
153,-194.425681,0.9063,31.9922,1024,259.0000,0.000000,0.046875,0.485867,167,-195.501443
154,-194.425681,0.9063,31.9922,1024,259.0000,0.000000,0.046875,0.485867,167,-195.064116
155,-194.425681,0.9063,31.9922,1024,259.0000,0.000000,0.046875,0.485867,167,-194.619591
156,-194.425681,0.9063,31.9922,1024,259.0000,0.000000,0.046875,0.485867,167,-194.793760
157,-194.425681,0.9063,31.9922,1024,259.0000,0.000000,0.046875,0.485867,167,-194.898774
158,-194.385681,0.9063,31.9922,1024,254.0000,0.000000,0.046875,0.485867,168,-195.119578
159,-194.385681,0.9063,31.9922,1024,254.0000,0.000000,0.046875,0.485867,168,-194.740232
160,-194.385681,0.9063,31.9922,1024,254.0000,0.000000,0.046875,0.485867,168,-194.885310
161,-194.248962,0.9219,32.0000,1024,254.0000,0.000000,0.046875,0.485622,169,-194.845811
162,-194.248962,0.9219,32.0000,1024,254.0000,0.000000,0.046875,0.485622,169,-195.262829
163,-194.248962,0.9219,32.0000,1024,254.0000,0.000000,0.046875,0.485622,169,-194.870620
164,-194.238281,0.9219,32.0000,1024,254.0000,0.000000,0.046875,0.485596,169,-195.494897
165,-194.238281,0.9219,32.0000,1024,254.0000,0.000000,0.046875,0.485596,169,-194.950123
166,-194.218750,0.9375,32.0156,1024,254.0000,0.000000,0.046875,0.485352,169,-195.066209
167,-194.218750,0.9375,32.0156,1024,254.0000,0.000000,0.046875,0.485352,169,-194.862556
168,-194.179688,0.9375,32.0078,1024,254.0000,0.000000,0.046875,0.485352,169,-195.154912
169,-194.179688,0.9375,32.0078,1024,254.0000,0.000000,0.046875,0.485352,169,-194.578785
170,-194.179688,0.9375,32.0078,1024,254.0000,0.000000,0.046875,0.485352,169,-194.961423
171,-194.179688,0.9375,32.0078,1024,254.0000,0.000000,0.046875,0.485352,169,-195.266189
172,-194.179688,0.9375,32.0078,1024,254.0000,0.000000,0.046875,0.485352,169,-195.126648
173,-194.179688,0.9375,32.0078,1024,254.0000,0.000000,0.046875,0.485352,169,-194.629617
174,-194.082031,0.9531,32.0078,1024,254.0000,0.000000,0.046875,0.485107,168,-194.651573
175,-194.082031,0.9531,32.0078,1024,254.0000,0.000000,0.046875,0.485107,168,-195.241221
176,-194.082031,0.9531,32.0078,1024,254.0000,0.000000,0.046875,0.485107,168,-195.451846
177,-194.082031,0.9531,32.0078,1024,254.0000,0.000000,0.046875,0.485107,168,-194.701817
178,-194.082031,0.9531,32.0078,1024,254.0000,0.000000,0.046875,0.485107,168,-194.968070
179,-194.082031,0.9531,32.0078,1024,254.0000,0.000000,0.046875,0.485107,168,-194.966350
180,-194.082031,0.9531,32.0078,1024,254.0000,0.000000,0.046875,0.485107,168,-194.653677
181,-194.082031,0.9531,32.0078,1024,254.0000,0.000000,0.046875,0.485107,168,-194.600234
182,-194.082031,0.9531,32.0078,1024,254.0000,0.000000,0.046875,0.485107,168,-194.872866
183,-194.082031,0.9531,32.0078,1024,254.0000,0.000000,0.046875,0.485107,168,-194.901795
184,-194.082031,0.9531,32.0078,1024,254.0000,0.000000,0.046875,0.485107,168,-194.742755
185,-193.984375,0.9688,31.9922,1024,254.0000,0.000000,0.046875,0.484863,169,-194.904988
186,-193.984375,0.9688,31.9922,1024,254.0000,0.000000,0.046875,0.484863,169,-194.901353
187,-193.984375,0.9688,31.9922,1024,254.0000,0.000000,0.046875,0.484863,169,-195.093154
188,-193.984375,0.9688,31.9922,1024,254.0000,0.000000,0.046875,0.484863,169,-194.958191
189,-193.984375,0.9688,31.9922,1024,254.0000,0.000000,0.046875,0.484863,169,-194.371948
190,-193.984375,0.9688,31.9922,1024,254.0000,0.000000,0.046875,0.484863,169,-194.380508
191,-193.984375,0.9688,31.9922,1024,254.0000,0.000000,0.046875,0.484863,169,-194.567190
192,-193.984375,0.9688,31.9922,1024,254.0000,0.000000,0.046875,0.484863,169,-194.666066
193,-193.984375,0.9688,31.9922,1024,254.0000,0.000000,0.046875,0.484863,169,-194.840437
194,-193.984375,0.9688,31.9922,1024,254.0000,0.000000,0.046875,0.484863,169,-194.865545
195,-193.984375,0.9688,31.9922,1024,254.0000,0.000000,0.046875,0.484863,169,-195.202310
196,-193.984375,0.9688,31.9922,1024,254.0000,0.000000,0.046875,0.484863,169,-194.606948
197,-193.984375,0.9688,31.9922,1024,254.0000,0.000000,0.046875,0.484863,169,-194.689271
198,-193.984375,0.9688,31.9922,1024,254.0000,0.000000,0.046875,0.484863,169,-194.500789
199,-193.964844,0.9844,32.0234,1024,254.0000,0.000000,0.046875,0.484619,171,-194.564814
200,-193.964844,0.9844,32.0234,1024,254.0000,0.000000,0.046875,0.484619,171,-194.768677
201,-193.964844,0.9844,32.0234,1024,254.0000,0.000000,0.046875,0.484619,171,-194.785347
202,-193.691406,1.0156,31.9922,1024,252.0000,0.000000,0.046875,0.484131,171,-194.617615
203,-193.691406,1.0156,31.9922,1024,252.0000,0.000000,0.046875,0.484131,171,-194.552419
204,-193.691406,1.0156,31.9922,1024,252.0000,0.000000,0.046875,0.484131,171,-194.694687
205,-193.691406,1.0156,31.9922,1024,252.0000,0.000000,0.046875,0.484131,171,-194.184699
206,-193.652344,1.0469,31.9609,1024,252.0000,0.000000,0.046875,0.483643,171,-194.809816
207,-193.652344,1.0469,31.9609,1024,252.0000,0.000000,0.046875,0.483643,171,-194.223000
208,-193.496094,1.0469,32.0078,1024,252.0000,0.000000,0.062500,0.483643,172,-194.484044
209,-193.496094,1.0469,32.0078,1024,252.0000,0.000000,0.062500,0.483643,172,-194.240669
210,-193.378906,1.0781,31.9766,1024,252.0000,0.000000,0.062500,0.483154,171,-194.104045
211,-193.378906,1.0781,31.9766,1024,252.0000,0.000000,0.062500,0.483154,171,-193.983154
212,-193.300781,1.0781,31.9922,1024,252.0000,0.000000,0.062500,0.483154,172,-194.184688
213,-193.050156,1.1406,32.0078,1024,269.0000,0.000000,0.078125,0.482178,171,-193.947598
214,-193.050156,1.1406,32.0078,1024,269.0000,0.000000,0.078125,0.482178,171,-194.247781
215,-193.050156,1.1406,32.0078,1024,269.0000,0.000000,0.078125,0.482178,171,-193.558262
216,-192.714844,1.1719,31.9922,1024,253.0000,0.000000,0.078125,0.481689,171,-194.134005
217,-192.714844,1.1719,31.9922,1024,253.0000,0.000000,0.078125,0.481689,171,-193.902893
218,-192.714844,1.1719,31.9922,1024,253.0000,0.000000,0.078125,0.481689,171,-193.735102
219,-192.714844,1.1719,31.9922,1024,253.0000,0.000000,0.078125,0.481689,171,-193.739617
220,-192.656250,1.1875,31.9844,1024,253.0000,0.000000,0.093750,0.481445,171,-193.440750
221,-192.656250,1.1875,31.9844,1024,253.0000,0.000000,0.093750,0.481445,171,-193.582258
222,-192.656250,1.1875,31.9844,1024,253.0000,0.000000,0.093750,0.481445,171,-193.338013
223,-192.656250,1.1875,31.9844,1024,253.0000,0.000000,0.093750,0.481445,171,-193.647781
224,-192.656250,1.1875,31.9844,1024,253.0000,0.000000,0.093750,0.481445,171,-193.360073
225,-192.656250,1.1875,31.9844,1024,253.0000,0.000000,0.093750,0.481445,171,-193.151648
226,-192.656250,1.1875,31.9844,1024,253.0000,0.000000,0.093750,0.481445,171,-193.539915
227,-192.636719,1.2031,31.9688,1024,253.0000,0.000000,0.093750,0.481201,171,-193.229192
228,-192.636719,1.2031,31.9688,1024,253.0000,0.000000,0.093750,0.481201,171,-193.121362
229,-192.636719,1.2031,31.9688,1024,253.0000,0.000000,0.093750,0.481201,171,-193.323219
230,-192.636719,1.2031,31.9688,1024,253.0000,0.000000,0.093750,0.481201,171,-193.217046
231,-192.500000,1.2188,31.9766,1024,253.0000,0.000000,0.093750,0.480957,174,-193.169438
232,-192.500000,1.2188,31.9766,1024,253.0000,0.000000,0.093750,0.480957,174,-193.182373
233,-192.421875,1.2188,31.9922,1024,253.0000,0.000000,0.093750,0.480957,174,-193.329124
234,-192.402344,1.2344,31.9766,1024,253.0000,0.000000,0.093750,0.480713,173,-192.972412
235,-192.382813,1.2500,32.0391,1024,253.0000,0.000000,0.093750,0.480469,172,-192.791716
236,-192.285156,1.2344,32.0000,1024,253.0000,0.000000,0.093750,0.480713,174,-193.333945
237,-192.187500,1.2500,32.0000,1024,253.0000,0.000000,0.093750,0.480469,175,-192.766534
238,-191.885156,1.3594,31.9688,1024,277.5000,0.000000,0.093750,0.478760,173,-192.969060
239,-191.885156,1.3594,31.9688,1024,277.5000,0.000000,0.093750,0.478760,173,-192.784327
240,-191.846094,1.3594,31.9766,1024,277.5000,0.000000,0.093750,0.478760,173,-192.852725
241,-191.670313,1.3750,31.9922,1024,277.5000,0.000000,0.093750,0.478516,174,-192.480210
242,-191.650781,1.3906,32.0234,1024,277.5000,0.000000,0.093750,0.478271,174,-192.332076
243,-191.542969,1.3594,32.0078,1024,241.0000,0.000000,0.093750,0.478760,174,-192.333565
244,-191.542969,1.3594,32.0078,1024,241.0000,0.000000,0.093750,0.478760,174,-192.023157
245,-191.542969,1.3594,32.0078,1024,241.0000,0.000000,0.093750,0.478760,174,-192.295579
246,-191.503906,1.3594,32.0000,1024,241.0000,0.000000,0.093750,0.478760,174,-192.027725
247,-191.347656,1.3906,32.0078,1024,241.0000,0.000000,0.093750,0.478271,175,-192.368054
248,-191.347656,1.3906,32.0078,1024,241.0000,0.000000,0.093750,0.478271,175,-192.090933
249,-191.308594,1.3906,32.0000,1024,241.0000,0.000000,0.093750,0.478271,176,-192.220203
250,-191.230469,1.4219,31.9766,1024,252.0000,0.000000,0.093750,0.477783,175,-192.315935
251,-191.230469,1.4219,31.9766,1024,252.0000,0.000000,0.093750,0.477783,175,-191.768799
252,-191.230469,1.4219,31.9766,1024,252.0000,0.000000,0.093750,0.477783,175,-192.070083
253,-191.230469,1.4219,31.9766,1024,252.0000,0.000000,0.093750,0.477783,175,-191.842568
254,-191.152344,1.4219,31.9922,1024,252.0000,0.000000,0.093750,0.477783,175,-191.672346
255,-191.093750,1.4375,31.9844,1024,252.0000,0.000000,0.093750,0.477539,175,-191.866498
256,-191.093750,1.4375,31.9844,1024,252.0000,0.000000,0.093750,0.477539,175,-191.680309
257,-191.014862,1.4414,32.0000,1024,252.0000,0.000000,0.093750,0.477537,174,-191.733544
258,-191.014862,1.4414,32.0000,1024,252.0000,0.000000,0.093750,0.477537,174,-191.656874
259,-191.014862,1.4414,32.0000,1024,252.0000,0.000000,0.093750,0.477537,174,-191.499422
260,-191.014862,1.4414,32.0000,1024,252.0000,0.000000,0.093750,0.477537,174,-191.737959
261,-190.917206,1.4570,32.0000,1024,252.0000,0.000000,0.093750,0.477293,176,-191.783697
262,-190.917206,1.4570,32.0000,1024,252.0000,0.000000,0.093750,0.477293,176,-191.882717
263,-190.885018,1.4883,32.0156,1024,263.5000,0.000000,0.093750,0.476805,176,-191.576671
264,-190.885018,1.4883,32.0156,1024,263.5000,0.000000,0.093750,0.476805,176,-191.717376
265,-190.885018,1.4883,32.0156,1024,263.5000,0.000000,0.093750,0.476805,176,-191.572008
266,-190.885018,1.4883,32.0156,1024,263.5000,0.000000,0.093750,0.476805,176,-191.837626
267,-190.885018,1.4883,32.0156,1024,263.5000,0.000000,0.093750,0.476805,176,-191.478840
268,-190.728768,1.5195,32.0234,1024,263.5000,0.000000,0.093750,0.476316,176,-191.238917
269,-190.728768,1.5195,32.0234,1024,263.5000,0.000000,0.093750,0.476316,176,-191.774977
270,-190.728768,1.5195,32.0234,1024,263.5000,0.000000,0.093750,0.476316,176,-191.213109
271,-190.214081,1.5820,32.0156,1024,217.5000,0.000000,0.109375,0.475340,176,-191.956256
272,-190.214081,1.5820,32.0156,1024,217.5000,0.000000,0.109375,0.475340,176,-191.412293
273,-190.057831,1.6133,32.0234,1024,217.5000,0.000000,0.109375,0.474852,177,-191.346537
274,-189.902344,1.6406,31.9688,1024,217.5000,0.000000,0.109375,0.474365,177,-190.896266
275,-189.902344,1.6406,31.9688,1024,217.5000,0.000000,0.109375,0.474365,177,-190.506806
276,-189.667969,1.6719,31.9766,1024,217.5000,0.000000,0.109375,0.473877,176,-190.830164
277,-189.667969,1.6719,31.9766,1024,217.5000,0.000000,0.109375,0.473877,176,-190.524198
278,-189.667969,1.6719,31.9766,1024,217.5000,0.000000,0.109375,0.473877,176,-190.297712
279,-189.667969,1.6719,31.9766,1024,217.5000,0.000000,0.109375,0.473877,176,-190.193142
280,-189.667969,1.6719,31.9766,1024,217.5000,0.000000,0.109375,0.473877,176,-190.659717
281,-189.667969,1.6719,31.9766,1024,217.5000,0.000000,0.109375,0.473877,176,-190.472666
282,-189.667969,1.6719,31.9766,1024,217.5000,0.000000,0.109375,0.473877,176,-190.328483
283,-189.648438,1.6563,32.0000,1024,217.5000,0.000000,0.109375,0.474121,178,-190.205994
