idx,op_id,op_name,dst,src1,src2,used_len
0,5,ACCEPT_IF_BETTER,0,2,2,12
1,8,RAND_REG,3,1,3,12
2,3,CROSS_BEST_CUR,0,0,0,12
3,6,ACCEPT_SA,0,2,2,12
4,10,REG_SHR,1,0,0,12
5,4,EVAL_CUR,2,0,2,12
6,12,NOP,0,3,2,12
7,1,MUTATE_CUR,1,1,3,12
8,9,REG_XOR,2,2,2,12
9,10,REG_SHR,3,2,0,12
10,0,INIT_CUR,2,1,3,12
11,4,EVAL_CUR,3,1,0,12
