idx,op_id,op_name,dst,src1,src2
0,8,RAND_REG,2,3,1
1,8,RAND_REG,1,0,1
2,11,TEMP_DECAY,3,3,3
3,10,REG_SHR,1,0,1
4,12,CALL_META,1,3,1
5,0,INIT_META_CUR,2,3,3
6,12,CALL_META,2,2,2
7,12,CALL_META,3,3,1
8,12,CALL_META,1,2,3
9,4,EVAL_META_CUR,2,1,1
10,2,MUTATE_META_BEST_TO_CUR,1,3,1
11,9,REG_XOR,3,1,1
12,12,CALL_META,0,1,1
13,5,ACCEPT_META_IF_BETTER,1,0,3
