iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,-139.954453,-235.263972,-235.263972,-235.263972
1,false,false,-139.954453,-235.263972,-235.263972,-235.263972
2,false,false,-139.954453,-235.263972,-235.263972,-235.263972
3,true,true,-190.882881,-225.179063,-225.179063,-225.179063
4,false,false,-148.339502,-233.375981,-225.179063,-225.179063
5,false,false,-190.882881,-225.179063,-225.179063,-225.179063
6,false,false,-182.574609,-233.375981,-225.179063,-225.179063
7,false,false,-139.954453,-235.263972,-225.179063,-225.179063
8,false,false,-136.921997,-233.375981,-225.179063,-225.179063
9,false,false,-190.882881,-225.179063,-225.179063,-225.179063
10,false,false,-182.574609,-233.375981,-225.179063,-225.179063
11,false,false,-148.339502,-233.375981,-225.179063,-225.179063
12,false,false,-117.343506,-233.375981,-225.179063,-225.179063
13,false,false,-115.201787,-235.263972,-225.179063,-225.179063
14,false,false,-190.882881,-225.179063,-225.179063,-225.179063
15,false,false,-148.339502,-233.375981,-225.179063,-225.179063
16,false,false,-190.882881,-225.179063,-225.179063,-225.179063
17,false,false,-190.882881,-225.179063,-225.179063,-225.179063
18,false,false,-190.882881,-225.179063,-225.179063,-225.179063
19,false,false,-190.882881,-225.179063,-225.179063,-225.179063
20,false,false,-190.882881,-225.179063,-225.179063,-225.179063
21,false,false,-160.012866,-227.689546,-225.179063,-225.179063
22,false,false,-190.882881,-225.179063,-225.179063,-225.179063
23,false,false,-190.882881,-225.179063,-225.179063,-225.179063
24,false,false,-182.574609,-233.375981,-225.179063,-225.179063
