iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,-179.752568,-243.372036,-243.372036,-243.372036
1,false,false,-179.752568,-243.372036,-243.372036,-243.372036
2,false,false,-179.752568,-243.372036,-243.372036,-243.372036
3,true,true,-205.122793,-215.225242,-215.225242,-215.225242
4,false,false,-213.393525,-242.173196,-215.225242,-215.225242
5,false,false,-205.122793,-215.225242,-215.225242,-215.225242
6,false,false,-221.525405,-239.845649,-215.225242,-215.225242
7,false,false,-179.752568,-243.372036,-215.225242,-215.225242
8,false,false,-201.876602,-218.097998,-215.225242,-215.225242
9,false,false,-205.122793,-215.225242,-215.225242,-215.225242
10,false,false,-221.525405,-239.845649,-215.225242,-215.225242
11,false,false,-213.393525,-242.173196,-215.225242,-215.225242
12,false,false,-160.656538,-233.117520,-215.225242,-215.225242
13,false,false,-197.341182,-239.845649,-215.225242,-215.225242
14,false,false,-205.122793,-215.225242,-215.225242,-215.225242
15,false,false,-213.393525,-242.173196,-215.225242,-215.225242
16,false,false,-205.122793,-215.225242,-215.225242,-215.225242
17,false,false,-205.122793,-215.225242,-215.225242,-215.225242
18,false,false,-205.122793,-215.225242,-215.225242,-215.225242
19,false,false,-205.122793,-215.225242,-215.225242,-215.225242
20,false,false,-205.122793,-215.225242,-215.225242,-215.225242
21,true,true,-173.871387,-205.584380,-205.584380,-205.584380
22,false,false,-173.871387,-205.584380,-205.584380,-205.584380
23,false,false,-173.871387,-205.584380,-205.584380,-205.584380
24,false,false,-192.037344,-215.225242,-205.584380,-205.584380
