iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,47.566191,46.335349,46.335349,46.335349
1,true,true,47.550781,47.324370,47.324370,47.324370
2,false,false,47.495449,41.765313,47.324370,47.324370
3,false,false,47.550781,47.324370,47.324370,47.324370
4,false,false,45.616211,42.115586,47.324370,47.324370
5,false,false,47.495449,41.765313,47.324370,47.324370
6,false,false,47.320342,46.004475,47.324370,47.324370
7,false,false,47.550781,47.324370,47.324370,47.324370
8,false,false,45.616211,42.115586,47.324370,47.324370
9,false,false,47.550781,47.324370,47.324370,47.324370
10,false,false,47.609375,46.425959,47.324370,47.324370
11,false,false,47.493062,40.517383,47.324370,47.324370
12,false,false,45.302563,46.004475,47.324370,47.324370
