idx,op_id,op_name,dst,src1,src2,used_len
0,4,EVAL_CUR,2,1,1,8
1,8,RAND_REG,1,2,0,8
2,10,REG_SHR,2,2,0,8
3,6,ACCEPT_SA,3,3,3,8
4,10,REG_SHR,2,3,2,8
5,11,TEMP_DECAY,0,0,3,8
6,2,MUTATE_BEST_TO_CUR,3,0,0,8
7,5,ACCEPT_IF_BETTER,1,0,0,8
