idx,op_id,op_name,dst,src1,src2,used_len
0,0,INIT_CUR,1,0,3,11
1,0,INIT_CUR,1,0,2,11
2,12,NOP,2,0,3,11
3,5,ACCEPT_IF_BETTER,1,0,3,11
4,11,TEMP_DECAY,3,3,3,11
5,7,RESET_CUR_TO_BEST,0,2,3,11
6,8,RAND_REG,3,0,0,11
7,1,MUTATE_CUR,1,0,1,11
8,4,EVAL_CUR,3,0,3,11
9,6,ACCEPT_SA,2,2,0,11
10,4,EVAL_CUR,3,3,2,11
