idx,op_id,op_name,dst,src1,src2
0,0,INIT_MM_CUR,0,0,0
1,4,EVAL_MM_CUR,0,0,0
2,6,ACCEPT_MM_SA,2,0,0
3,4,EVAL_MM_CUR,1,3,2
4,5,ACCEPT_MM_IF_BETTER,0,0,0
5,10,REG_SHR,1,1,1
6,12,CALL_MM,2,0,3
7,6,ACCEPT_MM_SA,0,2,0
