iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,-16.133591,-27.364876,-27.364876,-27.364876
1,false,false,-16.133591,-27.364876,-27.364876,-27.364876
2,false,false,-16.133591,-27.364876,-27.364876,-27.364876
3,false,false,-17.546844,-28.097588,-27.364876,-27.364876
4,false,false,-16.133591,-27.364876,-27.364876,-27.364876
5,false,false,-16.258835,-27.364876,-27.364876,-27.364876
6,true,true,-15.893127,-26.832207,-26.832207,-26.832207
7,false,false,-16.133591,-27.364876,-26.832207,-26.832207
8,false,false,-16.296722,-29.415306,-26.832207,-26.832207
9,true,true,-16.045975,-21.817558,-21.817558,-21.817558
10,false,false,-16.666763,-25.704689,-21.817558,-21.817558
11,false,false,-16.258835,-27.364876,-21.817558,-21.817558
12,false,false,-16.045975,-21.817558,-21.817558,-21.817558
13,false,false,-15.792419,-28.097588,-21.817558,-21.817558
14,false,false,-16.045975,-21.817558,-21.817558,-21.817558
15,false,false,-16.258835,-27.364876,-21.817558,-21.817558
16,false,false,-16.045975,-21.817558,-21.817558,-21.817558
17,false,false,-16.045975,-21.817558,-21.817558,-21.817558
18,false,false,-16.120621,-29.415306,-21.817558,-21.817558
19,false,false,-16.045975,-21.817558,-21.817558,-21.817558
20,false,false,-15.860703,-26.832207,-21.817558,-21.817558
21,true,true,-15.817978,-15.753128,-15.753128,-15.753128
22,false,false,-15.817978,-15.753128,-15.753128,-15.753128
23,false,false,-15.851166,-15.753128,-15.753128,-15.753128
24,false,false,-16.120621,-29.415306,-15.753128,-15.753128
