iter,candidate_fit,best_fit,accepted,len
0,-5854.2033,-5854.2033,0,13
1,-9529.8051,-9529.8051,0,12
2,-1303.3084,-10793.8125,1,13
3,-9456.0350,40.1112,0,13
4,47.4714,47.4714,0,13
5,-1303.1064,-1303.1064,0,14
6,37.4936,37.4936,0,13
7,-10765.5625,44.1625,0,12
8,38.4526,38.4526,0,14
9,46.4588,43.7229,1,13
10,-1304.1161,-1297.6703,0,13
11,45.5917,-1299.2415,1,13
12,41.3268,42.4386,0,12
13,47.3902,47.3902,0,13
14,45.4593,42.4654,1,13
15,38.9537,38.9537,0,13
16,47.5569,47.5569,0,13
17,31.6230,36.4640,0,13
18,-9521.1388,40.8122,0,13
19,-6845.9618,-1299.9046,0,13
20,46.3682,46.3682,0,13
21,-5.7163,-5.7163,0,13
22,-9471.2895,29.3851,0,13
23,37.5617,37.5617,0,14
24,47.5778,47.5778,0,14
25,43.5932,43.5932,0,13
26,40.8297,40.8297,0,13
27,-1297.8017,-1297.8017,0,13
28,32.9354,32.9354,0,12
29,47.4900,-1302.9775,1,13
30,0.0000,39.9240,0,13
31,44.1446,44.1446,0,13
32,47.2177,45.7694,1,13
33,-9503.6888,46.1059,0,13
34,47.2806,47.4449,0,13
35,0.0000,47.1029,0,13
36,46.5360,46.5360,0,12
37,46.7573,47.3233,0,14
38,0.0000,46.8443,0,13
39,47.3286,47.3286,0,12
40,46.6352,47.0284,0,13
41,0.0000,38.8384,0,13
42,-9555.2347,47.0602,0,13
43,47.3855,39.1471,1,12
44,27.5625,47.1937,0,12
45,31.0977,44.9757,0,12
46,47.3479,47.3479,0,11
47,41.3945,42.5284,0,13
48,47.3957,47.3957,0,13
49,46.2141,47.3477,0,11
50,47.4719,47.4719,0,11
51,46.6435,45.4378,1,13
52,44.8099,43.4999,1,13
53,38.4351,42.4900,0,13
54,31.8411,38.6747,0,13
55,21.2770,43.4419,0,13
56,43.9446,41.5544,1,13
57,32.7598,41.1516,0,13
58,45.2370,42.7146,1,13
59,-8227.8747,44.0115,0,12
60,-3989.2890,41.5957,0,13
61,43.6162,43.7923,0,13
62,40.8387,40.8387,0,13
63,26.8112,42.9515,0,12
64,44.6299,44.6299,0,12
65,44.6290,35.6182,1,13
66,42.1502,42.1502,0,12
67,40.1271,40.1271,0,14
68,38.0352,31.3398,1,13
69,0.0000,44.7563,0,13
70,44.9314,44.9314,0,13
71,34.8287,34.8287,0,12
72,36.1257,33.1191,1,13
73,0.0000,43.2688,0,12
74,32.4395,41.9382,0,13
75,40.9286,40.9286,0,14
76,42.2482,42.2482,0,14
77,38.3916,44.6830,0,12
78,-10803.1250,37.9471,0,13
79,0.0000,40.9279,0,12
80,0.0000,41.4933,0,12
81,34.5092,42.4017,0,12
82,18.2863,43.5061,0,13
83,-6834.6528,40.4073,0,12
84,37.6643,37.6643,0,12
85,37.7101,35.6042,1,13
86,0.0000,42.3262,0,13
87,34.4165,34.4165,0,13
88,0.0000,37.0851,0,13
89,41.2267,41.2267,0,12
90,39.8606,39.8606,0,13
91,28.5523,37.5693,0,13
92,47.0037,36.9213,1,13
93,44.8178,39.2723,1,14
94,47.5086,45.3781,1,14
95,-6810.6462,47.5060,0,14
96,0.0000,38.3525,0,14
97,47.1725,44.3345,1,14
98,38.4597,45.8199,0,14
99,47.5296,42.5581,1,14
100,31.5539,44.8355,0,13
101,45.6469,45.6469,0,15
102,46.5702,41.6779,1,14
103,47.6109,47.6109,0,15
104,0.0000,47.5368,0,14
105,-8143.6194,47.4964,0,14
106,43.7844,41.6304,1,14
107,46.4663,47.4090,0,14
108,47.5214,42.4487,1,13
109,37.3835,37.3835,0,12
110,47.3847,47.3847,0,13
111,32.4786,47.4590,0,13
112,47.0963,47.6802,0,13
113,47.2738,47.2738,0,12
114,-8219.8136,45.5542,0,14
115,43.2636,43.2636,0,13
116,44.1246,46.5894,0,13
117,43.4789,40.5385,1,13
118,45.1047,45.9472,0,13
119,45.1658,47.3579,0,13
120,-8224.3761,46.6680,0,12
121,44.6130,46.4719,0,13
122,0.0000,47.4734,0,13
123,41.9042,47.3197,0,12
124,47.5211,47.5211,0,13
125,46.3818,46.3818,0,12
126,47.2933,47.2933,0,13
127,46.1872,47.4225,0,13
128,43.8153,47.1531,0,13
129,0.0000,47.6374,0,12
130,47.4993,47.4993,0,12
131,46.7040,46.7040,0,13
132,39.2973,44.0947,0,12
133,29.1000,46.2018,0,14
134,47.4089,45.0306,1,13
135,-8168.5874,47.3614,0,14
136,43.8937,43.8937,0,13
137,26.9995,45.3152,0,14
138,45.9210,47.0307,0,12
139,47.5054,47.5054,0,13
140,47.7779,39.7190,1,13
141,47.4486,39.6658,1,13
142,46.0949,46.0949,0,12
143,47.6365,47.6365,0,13
144,46.9600,47.3946,0,13
145,44.9514,44.9514,0,14
146,26.3624,31.8615,0,13
