idx,op_id,op_name,dst,src1,src2
0,0,INIT_MM_CUR,0,0,0
1,4,EVAL_MM_CUR,0,0,0
2,5,ACCEPT_MM_IF_BETTER,0,0,0
3,12,CALL_MM,2,0,0
4,12,CALL_MM,1,1,1
5,1,MUTATE_MM_CUR,3,2,3
6,1,MUTATE_MM_CUR,3,1,1
7,5,ACCEPT_MM_IF_BETTER,2,0,3
8,10,REG_SHR,3,0,1
9,11,TEMP_DECAY,3,0,0
10,5,ACCEPT_MM_IF_BETTER,1,0,1
