idx,op_id,op_name,dst,src1,src2,imm_hex,used_len
0,14,ADD_ROT,3,3,0,0xD63D254C53F0568E,8
1,14,ADD_ROT,7,3,0,0x7D3D2B748DC19EAF,8
2,4,SHL_XOR,7,7,3,0x30AF33EF56B83568,8
3,3,ROTL,5,7,5,0x3C53F1CD035CD77B,8
4,5,SHR_XOR,1,7,5,0xEA58AECCCBF5E6FB,8
5,14,ADD_ROT,4,1,5,0x53652F5A1478A3D2,8
6,5,SHR_XOR,7,4,7,0x9788C6CC2D875A5C,8
7,4,SHL_XOR,7,7,5,0xBBF9FA898E38A977,8
